"","Text","Cluster"
"415","JUST_SO_STORIES_Q1247723","Cluster 4"
"416","THE_SECOND_JUNGLE_BOOK_Q1101819","Cluster 4"
"417","THE_MACDERMOTS_OF_BALLYCORAN_noWikiID","Cluster 4"
"418","ANTAR_noWikiID","Cluster 4"
"419","PHINEAS_REDUX_Q7186370","Cluster 1"
"420","WILLING_TO_DIE_noWikiID","Cluster 2"
"421","THE_LAND_IRONCLADS_Q7745355","Cluster 4"
"422","THE_NEW_ACCELERATOR_Q7753474","Cluster 4"
"423","SENSE_AND_SENSIBILITY_Q274744","Cluster 3"
"424","THE_MAN_noWikiID","Cluster 4"
"425","THE_GOLDEN_BOWL_Q1248585","Cluster 4"
"426","SOME_EXPERIENCES_OF_AN_IRISH_R.M._noWikiID","Cluster 4"
"427","HEADLONG_HALL_Q5689829","Cluster 4"
"428","THE_DAYS_OF_AULD_LANGSYNE_noWikiID","Cluster 4"
"429","A_WINDOW_IN_THRUMS_noWikiID","Cluster 3"
"430","THE_DIARY_OF_A_NOBODY_Q864150","Cluster 4"
"431","DIANA_OF_THE_CROSSWAYS_Q5271362","Cluster 3"
"432","CAMILLA_Q2934813","Cluster 4"
"433","BARCHESTER_TOWERS_Q4859885","Cluster 2"
"434","PRIDE_AND_PREJUDICE_Q170583","Cluster 2"
"435","A_TALE_OF_TWO_CITIES_Q308918","Cluster 2"
"436","CHRONICLES_OF_THE_CANONGATE_Q17352486","Cluster 4"
"437","ADVENTURES_OF_A_PINCUSHION_noWikiID","Cluster 4"
"438","LIFE_AND_PERAMBULATIONS_OF_A_MOUSE_noWikiID","Cluster 4"
"439","THE_ALTAR_OF_THE_DEAD_Q7713242","Cluster 4"
"440","A_SPORTSMAN'S_SKETCHES_noWikiID","Cluster 4"
"441","THE_ROMANY_RYE_Q7761435","Cluster 4"
"442","TOM_BROWN'S_SCHOOL_DAYS_Q7815084","Cluster 4"
"443","RUJUB_THE_JUGGLER_noWikiID","Cluster 4"
"444","THE_RAGGED-TROUSERED_PHILANTHROPISTS_Q7759270","Cluster 4"
"445","EMMA_OR_THE_UNFORTUNATE_ATTACHMENT_noWikiID","Cluster 2"
"446","THE_HEIR_OF_REDCLYFFE_Q7739314","Cluster 2"
"447","THE_OUTCAST_noWikiID","Cluster 4"
"448","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466","Cluster 4"
"449","SHE_A_HISTORY_OF_ADVENTURE_Q640513","Cluster 4"
"450","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875","Cluster 4"
"451","ODD_MAN_OUT_noWikiID","Cluster 4"
"452","THE_GREAT_WAR_IN_ENGLAND_IN_1897_Q7737983","Cluster 4"
"453","THE_BOOK_OF_WONDER_Q7719322","Cluster 4"
"454","THE_WARDEN_Q3818437","Cluster 4"
"455","THE_KELLYS_AND_THE_O'KELLYS_Q7744082","Cluster 4"
"456","ROBERT_FALCONER_noWikiID","Cluster 4"
"457","THE_TENANT_OF_WILDFELL_HALL_Q44701","Cluster 2"
"458","DAVID_ELGINBROD_Q5233331","Cluster 3"
"459","ALEC_FORBES_OF_HOWGLEN_noWikiID","Cluster 4"
"460","ADELA_CATHCART_noWikiID","Cluster 4"
"461","COMETH_UP_AS_A_FLOWER_Q19571321","Cluster 3"
"462","DESPERATE_REMEDIES_Q2846293","Cluster 3"
"463","MARY_A_FICTION_Q2900963","Cluster 3"
"464","THE_ADVENTURES_OF_RIVELLA_Q85806338","Cluster 3"
"465","IMPRESSIONS_OF_THEOPHRASTUS_SUCH_Q6007633","Cluster 4"
"466","THE_WILD_IRISH_GIRL_Q7774872","Cluster 3"
"467","THE_EMIGRANTS_OF_AHADARRA_noWikiID","Cluster 4"
"468","DAVID_COPPERFIELD_Q189811","Cluster 1"
"469","AGNES_GREY_Q517172","Cluster 3"
"470","THE_NEWCOMES_Q3522018","Cluster 2"
"471","THE_MAN_OF_FEELING_Q7750109","Cluster 4"
"472","BORN_IN_EXILE_Q4945890","Cluster 4"
"473","THE_HOUND_OF_THE_BASKERVILLES_Q45192","Cluster 4"
"474","THE_STICKIT_MINISTER_noWikiID","Cluster 4"
"475","WEIR_OF_HERMISTON_Q1213386","Cluster 4"
"476","THE_CONSOLIDATOR_Q60753482","Cluster 3"
"477","TWO_ON_A_TOWER_Q7859431","Cluster 4"
"478","THE_RETURN_OF_THE_NATIVE_Q141568","Cluster 2"
"479","BASIL_noWikiID","Cluster 2"
"480","THE_WAY_OF_ALL_FLESH_Q255074","Cluster 4"
"481","THE_INTERPRETERS_noWikiID","Cluster 4"
"482","AFTER_DARK_noWikiID","Cluster 3"
"483","THE_BODY-SNATCHER_noWikiID","Cluster 4"
"484","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400","Cluster 4"
"485","THE_TITHE_PROCTOR_noWikiID","Cluster 4"
"486","THE_TURN_OF_THE_SCREW_Q625923","Cluster 4"
"487","THE_PERILS_OF_CERTAIN_ENGLISH_PRISONERS_noWikiID","Cluster 4"
"488","SEVEN_LITTLE_AUSTRALIANS_Q7457323","Cluster 4"
"489","TESS_OF_THE_D'URBERVILLES_Q649409","Cluster 3"
"490","THE_GREAT_TABOO_noWikiID","Cluster 4"
"491","CASTLE_RACKRENT_Q5050238","Cluster 4"
"492","HEART_AND_SCIENCE_noWikiID","Cluster 2"
"493","ALICE'S_ADVENTURES_IN_WONDERLAND_Q92640","Cluster 4"
"494","THE_NEW_ROAD_noWikiID","Cluster 4"
"495","THE_GOLDEN_AGE_noWikiID","Cluster 4"
"496","PENDENNIS_Q7162382","Cluster 3"
"497","VANITY_FAIR_(NOVEL)_Q612836","Cluster 3"
"498","GLENARVON_Q3771960","Cluster 3"
"499","CALLISTA_(NOVEL)_Q2934238","Cluster 4"
"500","ALTON_LOCKE_Q4736895","Cluster 4"
"501","THE_TRUMPET_noWikiID","Cluster 2"
"502","THE_LAST_DAYS_OF_POMPEII_Q1218985","Cluster 4"
"503","COUNT_ROBERT_OF_PARIS_noWikiID","Cluster 3"
"504","THE_SIGNAL-MAN_Q1002362","Cluster 4"
"505","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270","Cluster 4"
"506","NEWS_FROM_NOWHERE_Q7019506","Cluster 4"
"507","THE_GREEN_CARNATION_Q7738140","Cluster 4"
"508","HYMNS_IN_PROSE_FOR_CHILDREN_Q9005648","Cluster 4"
"509","THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE_Q7721600","Cluster 3"
"510","THE_COMING_OF_CUCULAIN_noWikiID","Cluster 4"
"511","MARY_BARTON_Q2607078","Cluster 3"
"512","ALLAN_QUATERMAIN_(NOVEL)_Q4062545","Cluster 3"
"513","THE_CHIMES_Q3828573","Cluster 4"
"514","THE_HOUSE_BY_THE_CHURCHYARD_Q4165605","Cluster 4"
"515","THE_CHANNINGS_(NOVEL)_Q7722115","Cluster 3"
"516","THE_ORDEAL_OF_RICHARD_FEVEREL_Q14476502","Cluster 4"
"517","A_MODEST_PROPOSAL_Q264143","Cluster 4"
"518","THE_LANCASHIRE_WITCHES_Q7745322","Cluster 4"
"519","A_PAIR_OF_BLUE_EYES_Q2931240","Cluster 2"
"520","SING_A_SONG_OF_SIXPENCE_noWikiID","Cluster 4"
"521","LOSS_AND_GAIN_Q3259809","Cluster 4"
"522","MAZEPPA_noWikiID","Cluster 4"
"523","MICAH_CLARKE_Q3050442","Cluster 3"
"524","ST_IVES_Q4675044","Cluster 4"
"525","THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES_Q12060236","Cluster 4"
"526","IN_A_GLASS_DARKLY_Q6011356","Cluster 4"
"527","AN_APOLOGY_FOR_THE_LIFE_OF_MRS._SHAMELA_ANDREWS_Q2743569","Cluster 4"
"528","A_COMPLETE_COLLECTION_OF_GENTEEL_AND_INGENIOUS_CONVERSATION_Q4656050","Cluster 4"
"529","JESSICA'S_FIRST_PRAYER_noWikiID","Cluster 4"
"530","SALEM_CHAPEL_noWikiID","Cluster 4"
"531","THE_QUADROON_noWikiID","Cluster 3"
"532","LOST_DIARIES_noWikiID","Cluster 4"
"533","CARNIVAL_noWikiID","Cluster 4"
"534","MANSFIELD_PARK_Q469690","Cluster 4"
"535","ZOE_noWikiID","Cluster 4"
"536","ALMAYER'S_FOLLY_Q2404359","Cluster 4"
"537","A_STORY_OF_THE_STONE_AGE_Q4659835","Cluster 3"
"538","THE_WHITE_ROOM_noWikiID","Cluster 4"
"539","THE_TALE_OF_MR_JEREMY_FISHER_noWikiID","Cluster 4"
"540","ERIC_OR_LITTLE_BY_LITTLE_Q5385958","Cluster 4"
"541","KNOCKNAGOW_noWikiID","Cluster 4"
"542","ARTHUR_MERVYN_Q4799713","Cluster 3"
"543","CALEB_WILLIAMS_Q7784409","Cluster 3"
"544","MARIA_OR_THE_WRONGS_OF_WOMAN_Q890170","Cluster 4"
"545","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID","Cluster 2"
"546","THE_BICKERSTAFF_PAPERS_noWikiID","Cluster 3"
"547","LIBER_AMORIS_noWikiID","Cluster 4"
"548","MATHILDA_Q3851863","Cluster 4"
"549","IMAGINARY_PORTRAITS_noWikiID","Cluster 4"
"550","THE_TIME_MACHINE_Q627333","Cluster 4"
"551","HAUNTINGS_noWikiID","Cluster 3"
"552","UNDER_THE_GREENWOOD_TREE_Q2251594","Cluster 4"
"553","MADAM_HOW_AND_LADY_WHY_noWikiID","Cluster 4"
"554","FAR_FROM_THE_MADDING_CROWD_Q5642996","Cluster 3"
"555","THE_THORN_IN_THE_FLESH_noWikiID","Cluster 4"
"556","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413","Cluster 2"
"557","AMY_FOSTER_Q4749187","Cluster 4"
"558","THE_DARK_FLOWER_noWikiID","Cluster 4"
"559","THE_CROWN_OF_SUCCESS_noWikiID","Cluster 4"
"560","A_POLITICAL_ROMANCE_Q4658949","Cluster 4"
"561","THE_LIGHTHOUSE_noWikiID","Cluster 4"
"562","THE_VIRGINIANS_Q7772832","Cluster 4"
"563","THE_ROSARY_noWikiID","Cluster 4"
"564","HEREWARD_THE_WAKE_(NOVEL)_Q5738318","Cluster 4"
"565","THE_CLOISTER_AND_THE_HEARTH_Q7723455","Cluster 3"
"566","IN_THE_YEAR_OF_JUBILEE_Q19572195","Cluster 3"
"567","THE_REVOLUTION_IN_TANNER'S_LANE_noWikiID","Cluster 4"
"568","LIFE'S_LITTLE_IRONIES_noWikiID","Cluster 4"
"569","PANDORA_noWikiID","Cluster 4"
"570","THE_NOTTING_HILL_MYSTERY_Q7754437","Cluster 4"
"571","CHARLOTTE_TEMPLE_noWikiID","Cluster 4"
"572","THE_ABSENTEE_Q7712149","Cluster 4"
"573","THE_SECRET_GARDEN_Q472194","Cluster 4"
"574","THE_HISTORY_OF_THE_NUN_Q7739821","Cluster 4"
"575","THE_SECRET_SHARER_noWikiID","Cluster 4"
"576","UNDER_WESTERN_EYES_(NOVEL)_Q3685905","Cluster 3"
"577","SPIES_OF_THE_KAISER_noWikiID","Cluster 4"
"578","UNKNOWN_TO_HISTORY_noWikiID","Cluster 4"
"579","THE_WELL-BELOVED_Q2906193","Cluster 4"
"580","WITH_THE_NIGHT_MAIL_noWikiID","Cluster 4"
"581","HERMSPRONG_Q5742104","Cluster 4"
"582","CHANCE_Q793748","Cluster 4"
"583","THE_BRITISH_BARBARIANS_noWikiID","Cluster 4"
"584","THE_MIRROR_OF_THE_SEA_noWikiID","Cluster 4"
"585","TIME_AND_THE_GODS_Q7805268","Cluster 4"
"586","DAUGHTERS_OF_MEN_noWikiID","Cluster 4"
"587","THE_MAN_WHO_WAS_THURSDAY_Q959816","Cluster 4"
"588","THE_MURDERED_COUSIN_noWikiID","Cluster 4"
"589","CRANFORD_(NOVEL)_Q265100","Cluster 4"
"590","THE_SEAFARER_noWikiID","Cluster 4"
"591","THE_MYSTERIES_OF_LONDON_Q7752831","Cluster 4"
"592","WILD_ANIMALS_I_HAVE_KNOWN_Q8000500","Cluster 4"
"593","SARTOR_RESARTUS_Q1134140","Cluster 4"
"594","A_CHRISTMAS_CAROL_Q62879","Cluster 4"
"595","A_DARK_NIGHT'S_WORK_Q16385401","Cluster 4"
"596","AT_THE_END_OF_THE_PASSAGE_noWikiID","Cluster 4"
"597","A_HOLIDAY_ROMANCE_noWikiID","Cluster 4"
"598","THE_ROSE_AND_THE_RING_Q7761552","Cluster 4"
"599","THE_LIFE_OF_JOHN_BUNCLE_noWikiID","Cluster 4"
"600","LITTLE_LORD_FAUNTLEROY_Q387480","Cluster 4"
"601","THE_NEW_MAGDALEN_noWikiID","Cluster 4"
"602","ORIGINAL_STORIES_FROM_REAL_LIFE_Q2705647","Cluster 4"
"603","A_SON_OF_THE_SOIL_Q106040512","Cluster 4"
"604","A_HOUSE_TO_LET_Q4657430","Cluster 4"
"605","THE_FROZEN_DEEP_Q7735382","Cluster 4"
"606","FOR_THE_TERM_OF_HIS_NATURAL_LIFE_noWikiID","Cluster 4"
"607","HENRY_DUNBAR_noWikiID","Cluster 4"
"608","THE_PRINCESS_AND_THE_GOBLIN_Q466505","Cluster 4"
"609","NIGHT_AND_MORNING_noWikiID","Cluster 4"
"610","CROTCHET_CASTLE_Q5188976","Cluster 4"
"611","MEMOIRS_OF_CARWIN_THE_BILOQUIST_Q6815263","Cluster 4"
"612","MAN_AND_WIFE_(NOVEL)_Q16386863","Cluster 2"
"613","ENNUI_Q117149111","Cluster 4"
"614","A_STUDY_IN_SCARLET_Q223131","Cluster 4"
"615","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370","Cluster 4"
"616","THE_POINT_OF_VIEW_noWikiID","Cluster 4"
"617","WET_MAGIC_noWikiID","Cluster 4"
"618","THE_HAUNTED_HOUSE_Q6073289","Cluster 4"
"619","THE_HISTORY_OF_MR_POLLY_Q2507552","Cluster 4"
"620","LOVE_AND_MADNESS_Q6691643","Cluster 4"
"621","THE_LOUGH_DERG_PILGRIM_noWikiID","Cluster 4"
"622","STELLA_MARIS_noWikiID","Cluster 4"
"623","THE_EUSTACE_DIAMONDS_Q7732627","Cluster 1"
"624","FLATLAND_noWikiID","Cluster 4"
"625","DE_PROFUNDIS_(LETTER)_Q1249459","Cluster 4"
"626","A_RIDE_ACROSS_PALESTINE_noWikiID","Cluster 4"
"627","THE_EXECUTOR_noWikiID","Cluster 4"
"628","THE_BATTLE_OF_DORKING_Q7715857","Cluster 4"
"629","DUBLINERS_Q459592","Cluster 4"
"630","THE_SECRET_AGENT_Q1247666","Cluster 4"
"631","THE_OLD_ENGLISH_BARON_Q3796165","Cluster 3"
"632","TALES_FROM_SHAKESPEARE_Q589197","Cluster 4"
"633","THE_JOLLY_CORNER_Q15240001","Cluster 4"
"634","MIDDLEMARCH_Q313129","Cluster 3"
"635","GRANNY'S_WONDERFUL_CHAIR_noWikiID","Cluster 4"
"636","THE_MISFORTUNES_OF_ELPHIN_Q7751712","Cluster 4"
"637","EVENINGS_AT_HOME_Q5416654","Cluster 4"
"638","THE_KING_OF_THE_GOLDEN_RIVER_Q14476439","Cluster 4"
"639","CITY_SCENES_noWikiID","Cluster 4"
"640","THE_FIGURE_IN_THE_CARPET_Q3224800","Cluster 4"
"641","ZASTROZZI_Q8067086","Cluster 4"
"642","THE_CRICKET_ON_THE_HEARTH_Q825220","Cluster 4"
"643","CARROTS_noWikiID","Cluster 4"
"644","WAYFARERS_noWikiID","Cluster 4"
"645","HARD_TIMES_(NOVEL)_Q1340493","Cluster 3"
"646","BLEAK_HOUSE_Q883305","Cluster 1"
"647","THE_VICAR_OF_WAKEFIELD_Q1196205","Cluster 2"
"648","RUTH_Q80038","Cluster 2"
"649","ODOUR_OF_CHRYSANTHEMUMS_Q7078330","Cluster 4"
"650","ACTIONS_AND_REACTIONS_noWikiID","Cluster 4"
"651","FIVE_CHILDREN_AND_IT_noWikiID","Cluster 3"
"652","THE_GENTLEMAN_noWikiID","Cluster 3"
"653","BROKEN_TO_HARNESS_noWikiID","Cluster 3"
"654","DOCTOR_THORNE_noWikiID","Cluster 1"
"655","SYLVIE_AND_BRUNO_Q1632505","Cluster 4"
"656","THE_PRINCESS_CASAMASSIMA_Q3211932","Cluster 1"
"657","ROBERT_ELSMERE_Q7344052","Cluster 1"
"658","THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH_Q124661412","Cluster 1"
"659","VATHEK_Q54548","Cluster 4"
"660","CELESTINA_Q583705","Cluster 2"
"661","EMMELINE_Q5373421","Cluster 1"
"662","A_SICILIAN_ROMANCE_Q979649","Cluster 2"
"663","CONFESSIONS_OF_AN_ENGLISH_OPIUM-EATER_Q1610128","Cluster 4"
"664","MELMOTH_THE_WANDERER_Q1475956","Cluster 3"
"665","FRANKENSTEIN_Q150827","Cluster 2"
"666","THE_VAMPYRE_Q509070","Cluster 4"
"667","THE_WIND_IN_THE_WILLOWS_Q936276","Cluster 4"
"668","THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH_Q1215802","Cluster 2"
"669","THE_COUNTRY_OF_THE_BLIND_Q823691","Cluster 4"
"670","TWO_LITTLE_SAVAGES_noWikiID","Cluster 4"
"671","THE_OLD_MANOR_HOUSE_Q96409526","Cluster 1"
"672","ANNA_ST_IVES_noWikiID","Cluster 3"
"673","A_SIMPLE_STORY_Q4659531","Cluster 2"
"674","THE_PICTURE_OF_DORIAN_GRAY_Q82464","Cluster 4"
"675","A_MERE_ACCIDENT_noWikiID","Cluster 3"
"676","A_ROMANCE_OF_TWO_WORLDS_Q4659270","Cluster 3"
"677","NEW_ARABIAN_NIGHTS_noWikiID","Cluster 3"
"678","SUNRISE_noWikiID","Cluster 2"
"679","THE_PURCELL_PAPERS_Q7758781","Cluster 3"
