ID,canonisation_score,avg_differences
COELEBS_IN_SEARCH_OF_A_WIFE_Q5140605,0.0699415703280632,0.10357589327014223
CONFESSIONS_OF_A_THUG_(NOVEL)_Q5160036,0.0566567958260902,0.12986110402843595
CONFESSIONS_OF_A_YOUNG_MAN_Q5160039,0.137472234822425,0.2317932039620853
CRANFORD_(NOVEL)_Q265100,0.227753497177042,0.11452288516587683
DANIEL_DERONDA_Q552238,0.69722573995813,0.11369730909952608
DAVID_COPPERFIELD_Q189811,0.46129393099787,0.08299130649289102
DE_PROFUNDIS_(LETTER)_Q1249459,0.154263355437284,0.20732004317535557
DOMBEY_AND_SON_Q963659,0.594948283367066,0.15713818232227494
DRACULA_Q41542,0.964677124546833,0.1679854483412323
EAST_LYNNE_Q5328900,0.498261873505709,0.12629535407582934
EMMA_(NOVEL)_Q223880,0.677911265542429,0.11177784260663512
EMMELINE_Q5373421,0.137472234822425,0.12729175118483402
EREWHON_Q1350048,0.0699415703280632,0.13088208222748812
EVELINA_Q1635110,0.57979506909561,0.14691846402843606
FAR_FROM_THE_MADDING_CROWD_Q5642996,0.323070787610778,0.12481306644549763
FELIX_HOLT_THE_RADICAL_Q5442230,0.154263355437284,0.09428322161137435
FRANKENSTEIN_Q150827,0.985957888404111,0.1365218008530806
GLENARVON_Q3771960,0.0566567958260902,0.11179554668246446
GREAT_EXPECTATIONS_Q219552,0.706633180000831,0.1021545524170616
GULLIVER'S_TRAVELS_Q181488,0.971587266152791,0.11841310682464454
GUY_MANNERING_Q2288976,0.172694745758032,0.10502597137440764
HARD_TIMES_(NOVEL)_Q1340493,0.706633180000831,0.08304445720379151
HEART_OF_DARKNESS_Q129778,0.353247063375283,0.11804726379146929
HE_KNEW_HE_WAS_RIGHT_noWikiID,0.75930721969968,0.11831569156398107
HOLIDAY_HOUSE_noWikiID,0.0566567958260902,0.13717461895734595
HOWARDS_END_Q1146642,0.16636459934805,0.12141453080568723
IT_IS_NEVER_TOO_LATE_TO_MEND_(NOVEL)_Q6091852,0.0616594855735503,0.11548771597156403
IVANHOE_Q840974,0.706633180000831,0.1135506744265403
JACK_SHEPPARD_noWikiID,0.049863479389024,0.11572484867298587
JANE_EYRE_Q182961,0.993700367636865,0.1752466681042654
JESSICA'S_FIRST_PRAYER_noWikiID,0.0591085593605752,0.21055920142180087
JOHN_HALIFAX_GENTLEMAN_Q6237289,0.132226821715085,0.1134435059715639
JUDE_THE_OBSCURE_Q1248773,0.573104135313384,0.09401588696682463
KIDNAPPED_(NOVEL)_Q2349094,0.384640372733741,0.185111006113744
KIM_(NOVEL)_Q589868,0.68764997588443,0.09802856393364924
KING_SOLOMON'S_MINES_Q1137494,0.406135180117558,0.10302474890995265
KIPPS_Q1249082,0.142891468333576,0.15017026507109
KNOCKNAGOW_noWikiID,0.0643129761992644,0.1225877198104265
LADY_AUDLEY'S_SECRET_Q2738351,0.769791600120154,0.137182578957346
LITTLE_DORRIT_Q565638,0.677911265542429,0.12903097009478676
LOVE_INTRIGUES_noWikiID,0.23024672621441,0.33919428102369664
LOVE_IN_EXCESS;_OR_THE_FATAL_ENQUIRY_Q1588738,0.127152048513252,0.18958505601895742
MANSFIELD_PARK_Q469690,0.637452560360192,0.08420644563981047
MARIUS_THE_EPICUREAN_Q5477441,0.148487553986026,0.17488625988625592
MARTIN_CHUZZLEWIT_Q1903609,0.395337204568379,0.10049860502369667
MARY_BARTON_Q2607078,0.619558723877394,0.13855871222748817
MELMOTH_THE_WANDERER_Q1475956,0.356287748913087,0.10541400037914686
MEMOIRS_OF_A_CAVALIER_Q6815274,0.137472234822425,0.2340907158767772
MEMOIRS_OF_EMMA_COURTNEY_Q2395365,0.197672587097148,0.10146457995260666
MIDDLEMARCH_Q313129,0.976152943083648,0.17884815710900473
MOLL_FLANDERS_Q612523,0.605736576985184,0.08873335620853075
MORAL_TALES_noWikiID,0.132226821715085,0.13002526796208522
NEWS_FROM_NOWHERE_Q7019506,0.427995724732536,0.12005833848341232
NEW_GRUB_STREET_noWikiID,0.384640372733741,0.10275226763033177
NIGHTMARE_ABBEY_Q4054406,0.0616594855735503,0.1683819762085308
NORTHANGER_ABBEY_Q477508,0.343042979973045,0.08970814763033172
NORTH_AND_SOUTH_(GASKELL_NOVEL)_Q1853142,0.260923318302859,0.08438118170616112
NOSTROMO_Q430248,0.573104135313384,0.11770800094786728
NO_NAME_(NOVEL)_Q7044605,0.46129393099787,0.09238969251184838
OLD_MORTALITY_Q3234969,0.450141038132134,0.13228103255924162
OLIVER_TWIST_Q164974,0.910357373663103,0.11648744042654027
ORIGINAL_STORIES_FROM_REAL_LIFE_Q2705647,0.160221548263055,0.20705083976303326
OROONOKO_Q2453934,0.818855815935781,0.0941156687203792
OUR_MUTUAL_FRIEND_Q1557935,0.594948283367066,0.11182661175355452
OUR_VILLAGE_Q7111226,0.0792421570318606,0.13542446597156388
PENDENNIS_Q7162382,0.137472234822425,0.11623027132701423
PERSUASION_(NOVEL)_Q333179,0.417024677521532,0.11037766985781992
PETER_AND_WENDY_Q3435337,0.374053924716987,0.2272540478199052
PHANTASTES_Q1616808,0.137472234822425,0.15070854099526076
PRIDE_AND_PREJUDICE_Q170583,0.594948283367066,0.08762799379146916
REDGAUNTLET_Q3422871,0.562068477362731,0.1002707530331754
RINGAN_GILHAIZE_noWikiID,0.154263355437284,0.15570832928909947
ROBERT_ELSMERE_Q7344052,0.0643129761992644,0.12840183042654027
ROBINSON_CRUSOE_Q483034,0.930072496067797,0.09142572611374403
SALEM_CHAPEL_noWikiID,0.0566567958260902,0.13190091127962095
SANDITON_Q3180417,0.323070787610778,0.23835130431279614
SARTOR_RESARTUS_Q1134140,0.605736576985184,0.12686585080568716
SCENES_OF_CLERICAL_LIFE_Q6544172,0.384640372733741,0.11219954308056876
SENSE_AND_SENSIBILITY_Q274744,0.339096257423352,0.09580698203791467
SHIRLEY_(NOVEL)_Q615175,0.528634267866976,0.08108709848341224
SILAS_MARNER_Q638327,0.427995724732536,0.1015284953554502
SONS_AND_LOVERS_Q80771,0.190637850864638,0.10445074345971564
SYBIL_Q3506752,0.450141038132134,0.10381973336492886
TALES_FROM_SHAKESPEARE_Q589197,0.0591085593605752,0.167818311706161
TESS_OF_THE_D'URBERVILLES_Q649409,0.616422785736394,0.08989973398104266
THE_ABSENTEE_Q7712149,0.263655687664613,0.11150000715639817
THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID,0.0566567958260902,0.12082726431279615
THE_AMBASSADORS_Q650571,0.353247063375283,0.14094345867298574
THE_ANTIQUARY_Q1157183,0.323070787610778,0.14208490928909953
THE_BATTLE_OF_THE_BOOKS_Q7715895,0.132226821715085,0.1952896650236967
THE_BETH_BOOK_noWikiID,0.0643129761992644,0.0977576842180095
THE_BLACK_PROPHET_noWikiID,0.0670724962784257,0.10478413379146916
THE_BRIDE_OF_LAMMERMOOR_Q2659725,0.384640372733741,0.12184185829383877
THE_BROWNIE_OF_BODSBECK_Q96408508,0.148487553986026,0.1489159597630332
THE_CASTLE_OF_OTRANTO_Q548576,0.913959841960442,0.10566560791469194
THE_CHILDREN_OF_THE_ABBEY_Q7722505,0.0729237779448048,0.10495334545023698
THE_CROCK_OF_GOLD_(NOVEL)_Q7728134,0.0591085593605752,0.14157592909952607
THE_DIARY_OF_A_NOBODY_Q864150,0.164415364683147,0.23109050829383893
THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467,0.204901193890185,0.09150619018957346
THE_ENTAIL_noWikiID,0.148487553986026,0.15077702526066342
THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413,0.335938753528388,0.09451201308056864
THE_FEMALE_QUIXOTE_Q1404172,0.27863497027921,0.08613099213270141
THE_FOOL_OF_QUALITY_Q7734703,0.0792421570318606,0.20036690654028427
THE_FORSYTE_SAGA_Q735319,0.158330619297716,0.13046337781990505
THE_GOLDEN_BOWL_Q1248585,0.323070787610778,0.1296428649763034
"THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400",0.076022748805838,0.1967449878199051
THE_GREAT_GOD_PAN_Q1394704,0.137472234822425,0.21112327540284354
THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466,0.142891468333576,0.19373431677725106
THE_HEART_OF_MIDLOTHIAN_Q2091094,0.395337204568379,0.13159226601895738
THE_HEAVENLY_TWINS_noWikiID,0.109783051426266,0.11977463630331757
THE_HEIR_OF_REDCLYFFE_Q7739314,0.0591085593605752,0.10647788838862562
THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035,0.0591085593605752,0.13959917729857813
THE_HISTORY_OF_JACK_CONNOR_noWikiID,0.0591085593605752,0.1415415430805688
"THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875",0.668015506032498,0.1149019734123222
"THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING_Q248096",0.417024677521532,0.09454600483412322
THE_HOUND_OF_THE_BASKERVILLES_Q45192,0.353247063375283,0.14900744350710904
THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270,0.132226821715085,0.16290847445497625
THE_INTERPRETERS_noWikiID,0.0566567958260902,0.1356220953080568
THE_INVISIBLE_MAN_Q1539509,0.164415364683147,0.19791898498578195
THE_ISLAND_OF_DOCTOR_MOREAU_Q718268,0.243956771125803,0.10302830843601898
THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370,0.204901193890185,0.10598698725118481
THE_JUNGLE_BOOK_Q189509,0.374053924716987,0.2761738408530806
THE_LAST_DAYS_OF_POMPEII_Q1218985,0.0591085593605752,0.1372108646445498
THE_LAST_MAN_noWikiID,0.235758887377866,0.12021917308056865
THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742,0.395337204568379,0.12403395630331747
THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083,0.733799591996489,0.08525519388625595
THE_LIFE_OF_JOHN_BUNCLE_noWikiID,0.0566567958260902,0.11959165023696683
THE_MAN_OF_FEELING_Q7750109,0.616422785736394,0.13909243758293838
THE_MASTER_OF_BALLANTRAE_Q2615930,0.148487553986026,0.1336302902843602
THE_MAYOR_OF_CASTERBRIDGE_Q2343169,0.332981899154278,0.1202082603791468
THE_MILL_ON_THE_FLOSS_Q1215018,0.7830931596165,0.13906903559241707
THE_MONK_Q2659564,0.398516949286156,0.09408284962085303
THE_MOONSTONE_Q2362563,0.724924183340321,0.08982316056872039
THE_MYSTERIES_OF_LONDON_Q7752831,0.0825857148766979,0.12026096635071083
THE_MYSTERIES_OF_UDOLPHO_Q2600909,0.520733070723992,0.1185551767772512
THE_NETHER_WORLD_Q7753436,0.332981899154278,0.11991813426540283
THE_ODD_WOMEN_Q7754692,0.323070787610778,0.11938846199052129
THE_OLD_CURIOSITY_SHOP_Q2700616,0.46129393099787,0.08919887616113743
THE_OLD_ENGLISH_BARON_Q3796165,0.27863497027921,0.10339898919431273
THE_OLD_MANOR_HOUSE_Q96409526,0.160221548263055,0.11394433502369666
THE_PARENT'S_ASSISTANT_Q3522169,0.137472234822425,0.125212871563981
THE_PICKWICK_PAPERS_Q460583,0.724924183340321,0.15368916061611376
THE_PICTURE_OF_DORIAN_GRAY_Q82464,0.605736576985184,0.10160433090047388
THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER_Q2992437,0.733799591996489,0.10799999161137443
THE_REAL_CHARLOTTE_noWikiID,0.0670724962784257,0.12547969028436018
THE_RETURN_OF_THE_NATIVE_Q141568,0.363586690277014,0.10916047255924173
THE_RIDDLE_OF_THE_SANDS_Q1170204,0.158330619297716,0.17133683507109015
THE_ROMANCE_OF_THE_FOREST_Q3406503,0.17068652890912,0.13922256492890994
THE_SCOTTISH_CHIEFS_noWikiID,0.132226821715085,0.1551284435545024
THE_SECRET_AGENT_Q1247666,0.384640372733741,0.1666955115165877
THE_SECRET_GARDEN_Q472194,0.353247063375283,0.1475339635545023
THE_SLEEPER_AWAKES_Q650949,0.0566567958260902,0.13494665909952605
THE_SORROWS_OF_SATAN_Q13424700,0.0566567958260902,0.12731597734597155
THE_TALE_OF_PETER_RABBIT_Q580463,0.137472234822425,0.45456689236492903
THE_TENANT_OF_WILDFELL_HALL_Q44701,0.197672587097148,0.08356771563981041
THE_THREE_PERILS_OF_MAN_Q96409659,0.142891468333576,0.11381964241706158
THE_TIME_MACHINE_Q627333,0.838012426793004,0.1273514456241706
THE_TURN_OF_THE_SCREW_Q625923,0.427995724732536,0.13388558928909952
THE_UNTILLED_FIELD_noWikiID,0.172694745758032,0.11701604924170618
THE_VICAR_OF_WAKEFIELD_Q1196205,0.332981899154278,0.166744495592417
THE_VIRGINIANS_Q7772832,0.323070787610778,0.13371633886255935
THE_WAY_OF_ALL_FLESH_Q255074,0.0860571657090285,0.10100656417061615
THE_WAY_WE_LIVE_NOW_Q7773866,0.16636459934805,0.1046648111374408
THE_WILD_IRISH_GIRL_Q7774872,0.619558723877394,0.10971117023696686
THE_WIND_IN_THE_WILLOWS_Q936276,0.384640372733741,0.23467016298578197
THE_WOMAN_IN_WHITE_(NOVEL)_Q1212672,0.964677124546833,0.1402968462559242
THE_WOODLANDERS_Q2254480,0.332981899154278,0.11384447085308046
TOM_BROWN'S_SCHOOL_DAYS_Q7815084,0.384640372733741,0.09945309715639808
TREASURE_ISLAND_Q185118,0.483705206701587,0.17142798933649295
UNDER_WESTERN_EYES_(NOVEL)_Q3685905,0.353247063375283,0.1325743901184835
VALPERGA_noWikiID,0.0477757206414661,0.1183218326540284
VANITY_FAIR_(NOVEL)_Q612836,0.812090070563247,0.07640877383886255
VATHEK_Q54548,0.353247063375283,0.22515510388625587
VILLETTE_(NOVEL)_Q2449570,0.733799591996489,0.10476520165876778
VRIL_Q510699,0.0591085593605752,0.12768752284360185
WAVERLEY_Q678251,0.999388623975874,0.11743098061611373
WHAT_MAISIE_KNEW_Q2943614,0.323070787610778,0.18217642559241704
WUTHERING_HEIGHTS_Q202975,0.84402409531542,0.10447942312796205
