title;wikiname;1794_Manchester;1809_Storry;1829_Hookham_novels-romances;1873_Mudies;1907_Mudies;sum_libraries;binary;best_match_circl;circl
silas marner: the weaver of raveloe;SILAS_MARNER;0;0;0;1;1;2;1;silas marner: the weaver of raveloe;1
NA;SING_A_SONG_OF_SIXPENCE;0;0;0;0;1;1;1;NA;0
sir gibbie;SIR_GIBBIE;0;0;0;0;1;1;1;sir gibbie;1
sir nigel;SIR_NIGEL;0;0;0;0;1;1;1;sir nigel;1
sketches by boz, illustrative of everyday life and everyday people;SKETCHES_BY_BOZ;0;0;0;1;1;2;1;sketches by boz, illustrative of everyday life and everyday people;1
some experiences of an irish rm;SOME_EXPERIENCES_OF_AN_IRISH_R.M.;0;0;0;0;1;1;1;some experiences of an irish rm;1
NA;SON_OF_MARS;0;0;0;0;1;1;1;NA;0
sons and lovers;SONS_AND_LOVERS;0;0;0;0;0;0;0;sons and lovers;1
NA;SPIES_OF_THE_KAISER;0;0;0;0;0;0;0;NA;0
NA;ST_IVES;0;0;0;0;0;0;0;NA;0
NA;ST_LEON;0;0;0;0;0;0;0;NA;0
NA;ST_MARTIN'S_EVE;0;0;0;0;1;1;1;NA;0
NA;STALKY_&_CO.;0;0;0;0;1;1;1;NA;0
NA;STELLA_MARIS;0;0;0;0;0;0;0;NA;0
NA;STORIES_OF_RED_HANRAHAN;0;0;0;0;0;0;0;NA;0
NA;SUNRISE;0;0;0;0;1;1;1;NA;0
NA;SUSPIRIA_DE_PROFUNDIS;0;0;0;0;0;0;0;NA;0
sybil, or the two nations;SYBIL;0;0;0;1;1;2;1;sybil, or the two nations;1
NA;SYLVIAS_LOVERS;0;0;0;0;1;1;1;NA;0
NA;SYLVIE_AND_BRUNO;0;0;0;0;1;1;1;NA;0
NA;TALE_OF_TWO_BAD_MICE;0;0;0;0;0;0;0;NA;0
NA;TALES_FROM_SHAKESPEARE;0;0;0;0;0;0;0;NA;0
tales of a fashionable life;TALES_OF_FASHIONABLE_LIFE;0;0;1;0;1;2;1;tales of a fashionable life;1
tales of mean streets;TALES_OF_MEAN_STREETS;0;0;0;0;1;1;1;tales of mean streets;1
NA;TALES_OF_UNREST;0;0;0;0;1;1;1;NA;0
NA;TANCRED_(NOVEL);0;0;0;0;0;0;0;NA;0
tess of the d'urbervilles: a pure woman faithfully presented;TESS_OF_THE_D'URBERVILLES;0;0;0;0;1;1;1;tess of the d'urbervilles: a pure woman faithfully presented;1
the abbot;THE_ABBOT;0;0;1;1;1;3;1;the abbot;1
the absentee;THE_ABSENTEE;0;0;0;0;1;1;1;the absentee;1
NA;THE_ADVENTURES_OF_A_BROWNIE;0;0;0;1;1;2;1;NA;0
the adventures of anthony varnish;THE_ADVENTURES_OF_ANTHONY_VARNISH;0;1;1;1;0;3;1;the adventures of anthony varnish;1
the adventures of david simple;THE_ADVENTURES_OF_DAVID_SIMPLE;0;1;1;0;0;2;1;the adventures of david simple;1
the adventures of hajji baba of ispahan;THE_ADVENTURES_OF_HAJJI_BABA;0;0;0;1;1;2;1;the adventures of hajji baba of ispahan;1
the adventures of hugh trevor;THE_ADVENTURES_OF_HUGH_TREVOR;0;1;1;0;0;2;1;the adventures of hugh trevor;1
the adventures of peregrine pickle;THE_ADVENTURES_OF_PEREGRINE_PICKLE;0;1;1;0;1;3;1;the adventures of peregrine pickle;1
NA;THE_ADVENTURES_OF_RIVELLA;0;0;0;0;0;0;0;NA;0
roderick random;THE_ADVENTURES_OF_RODERICK_RANDOM;0;1;0;0;1;2;1;roderick random;1
NA;THE_ADVENTURES_OF_SHERLOCK_HOLMES;0;0;0;0;1;1;1;NA;0
NA;THE_ALTAR_OF_THE_DEAD;0;0;0;0;0;0;0;NA;0
the ambassadors;THE_AMBASSADORS;0;0;0;0;1;1;1;the ambassadors;1
NA;THE_AMERICAN;0;0;0;0;1;1;1;NA;0
anti-pamela;THE_ANTI-PAMELA;0;1;0;0;0;1;1;anti-pamela;1
the antiquary;THE_ANTIQUARY;0;0;0;1;1;2;1;the antiquary;1
NA;THE_ASPERN_PAPERS;0;0;0;0;1;1;1;NA;0
NA;THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD;0;0;0;0;0;0;0;NA;0
the awkward age;THE_AWKWARD_AGE;0;0;0;0;1;1;1;the awkward age;1
NA;THE_AYRSHIRE_LEGATEES;0;0;0;0;0;0;0;NA;0
NA;THE_BATTLE_OF_DORKING;0;0;0;0;1;1;1;NA;0
the battle of the books;THE_BATTLE_OF_THE_BOOKS;0;0;1;0;0;1;1;the battle of the books;1
the beach of falesa;THE_BEACH_OF_FALESA;0;0;0;0;0;0;0;the beach of falesa;1
NA;THE_BEETLE_(NOVEL);0;0;0;0;1;1;1;NA;0
the beth book;THE_BETH_BOOK;0;0;0;0;1;1;1;the beth book;1
NA;THE_BICKERSTAFF_PAPERS;0;0;0;0;0;0;0;NA;0
NA;THE_BLACK_ARROW;0;0;0;0;1;1;1;NA;0
the black dwarf;THE_BLACK_DWARF;0;0;0;1;1;2;1;the black dwarf;1
the black prophet: a tale of irish famine;THE_BLACK_PROPHET;0;0;0;0;1;1;1;the black prophet: a tale of irish famine;1
the body snatcher;THE_BODY-SNATCHER;0;0;0;0;0;0;0;the body snatcher;1
NA;THE_BOOK_OF_WONDER;0;0;0;0;0;0;0;NA;0
the bride of lammermoor;THE_BRIDE_OF_LAMMERMOOR;0;0;0;1;1;2;1;the bride of lammermoor;1
NA;THE_BRITISH_BARBARIANS;0;0;0;0;1;1;1;NA;0
the brownie of bodsbeck;THE_BROWNIE_OF_BODSBECK;0;0;1;0;0;1;1;the brownie of bodsbeck;1
NA;THE_CANTERVILLE_GHOST;0;0;0;0;0;0;0;NA;0
NA;THE_CARVED_LIONS;0;0;0;0;1;1;1;NA;0
the castle of otranto: a gothic story;THE_CASTLE_OF_OTRANTO;1;1;1;1;0;4;1;the castle of otranto: a gothic story;1
the castle of wolfenbach;THE_CASTLE_OF_WOLFENBACH;0;0;0;0;0;0;0;the castle of wolfenbach;1
NA;THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE;0;1;1;0;0;2;1;NA;0
NA;THE_CAXTONS;0;0;0;0;1;1;1;NA;0
NA;THE_CHANGELING;0;0;0;0;1;1;1;NA;0
NA;THE_CHANNINGS_(NOVEL);0;0;0;0;1;1;1;NA;0
the children of the abbey;THE_CHILDREN_OF_THE_ABBEY;0;1;1;0;1;3;1;the children of the abbey;1
NA;THE_CHILDREN_OF_THE_NEW_FOREST;0;0;0;1;0;1;1;NA;0
NA;THE_CHIMES;0;0;0;0;0;0;0;NA;0
clayhanger;THE_CLAYHANGER;0;0;0;0;0;0;0;clayhanger;1
NA;THE_CLEVER_WOMAN_OF_THE_FAMILY;0;0;0;1;0;1;1;NA;0
the cloister and the hearth;THE_CLOISTER_AND_THE_HEARTH;0;0;0;1;1;2;1;the cloister and the hearth;1
the coming of cuculain;THE_COMING_OF_CUCULAIN;0;0;0;0;1;1;1;the coming of cuculain;1
confessions of harry lorrequer;THE_CONFESSIONS_OF_HARRY_LORREQUER;0;0;0;1;1;2;1;confessions of harry lorrequer;1
NA;THE_CONSOLIDATOR;0;0;0;0;0;0;0;NA;0
NA;THE_COUNTRY_OF_THE_BLIND;0;0;0;0;0;0;0;NA;0
NA;THE_CRICKET_ON_THE_HEARTH;0;0;0;0;0;0;0;NA;0
the crock of gold;THE_CROCK_OF_GOLD_(NOVEL);0;0;1;0;1;2;1;the crock of gold;1
NA;THE_CROWN_OF_SUCCESS;0;0;0;0;0;0;0;NA;0
NA;THE_DARK_FLOWER;0;0;0;0;0;0;0;NA;0
the days of auld lang syne;THE_DAYS_OF_AULD_LANGSYNE;0;0;0;0;1;1;1;the days of auld lang syne;1
NA;THE_DEAD_SECRET;0;0;0;1;1;2;1;NA;0
NA;THE_DEMI-GODS;0;0;0;0;0;0;0;NA;0
NA;THE_DIARY_OF_A_NOBODY;0;0;0;0;0;0;0;NA;0
the doctor's wife;THE_DOCTOR'S_WIFE_(MOORE_NOVEL);0;0;0;1;1;2;1;the doctor's wife;1
NA;THE_DUKE'S_CHILDREN;0;0;0;0;0;0;0;NA;0
the dynamiter;THE_DYNAMITER;0;0;0;0;1;1;1;the dynamiter;1
the ebb-tide;THE_EBB-TIDE;0;0;0;0;1;1;1;the ebb-tide;1
the egoist;THE_EGOIST_(NOVEL);0;0;0;0;1;1;1;the egoist;1
the emigrants of ahadarra;THE_EMIGRANTS_OF_AHADARRA;0;0;0;0;1;1;1;the emigrants of ahadarra;1
NA;THE_ENCHANTED_CASTLE;0;0;0;0;0;0;0;NA;0
the entail or the lairds of grippy;THE_ENTAIL;0;0;1;0;1;2;1;the entail or the lairds of grippy;1
the eustace diamonds;THE_EUSTACE_DIAMONDS;0;0;0;1;1;2;1;the eustace diamonds;1
the evil guest;THE_EVIL_GUEST;0;0;0;0;1;1;1;the evil guest;1
NA;THE_EXECUTOR;0;0;0;0;1;1;1;NA;0
the expedition of humphry clinker;THE_EXPEDITION_OF_HUMPHRY_CLINKER;0;1;1;0;1;3;1;the expedition of humphry clinker;1
the experiences of loveday brooke, lady detective;THE_EXPERIENCES_OF_LOVEDAY_BROOKE,_LADY_DETECTIVE;0;0;0;0;1;1;1;the experiences of loveday brooke, lady detective;1
NA;THE_FAIR_JILT;0;0;0;0;0;0;0;NA;0
the fair maid of perth;THE_FAIR_MAID_OF_PERTH;0;0;1;1;1;3;1;the fair maid of perth;1
NA;THE_FAIRCHILD_FAMILY;0;0;0;0;0;0;0;NA;0
NA;THE_FALLEN_LEAVES_(BOOK);0;0;0;0;0;0;0;NA;0
father and daughter;THE_FATHER_AND_DAUGHTER;0;1;1;1;1;4;1;father and daughter;1
"the female quixote; or, the adventures of arabella";THE_FEMALE_QUIXOTE;0;0;1;0;0;1;1;"the female quixote; or, the adventures of arabella";1
NA;THE_FIDDLER_OF_THE_REELS;0;0;0;0;0;0;0;NA;0
NA;THE_FIGURE_IN_THE_CARPET;0;0;0;0;0;0;0;NA;0
the first man in the moon;THE_FIRST_MEN_IN_THE_MOON;0;0;0;0;1;1;1;the first man in the moon;1
NA;THE_FIXED_PERIOD;0;0;0;0;1;1;1;NA;0
NA;THE_FOOD_OF_THE_GODS_AND_HOW_IT_CAME_TO_EARTH;0;0;0;0;1;1;1;NA;0
NA;THE_FOOL_OF_QUALITY;1;0;0;0;0;1;1;NA;0
NA;THE_FORSYTE_SAGA;0;0;0;0;0;0;0;NA;0
the fortunes of nigel;THE_FORTUNES_OF_NIGEL;0;0;1;1;1;3;1;the fortunes of nigel;1
NA;THE_FROZEN_DEEP;0;0;0;0;1;1;1;NA;0
NA;THE_GENTLEMAN;0;0;0;0;0;0;0;NA;0
NA;THE_GOLDEN_AGE;0;0;0;0;1;1;1;NA;0
the golden bowl;THE_GOLDEN_BOWL;0;0;0;0;1;1;1;the golden bowl;1
NA;THE_GORILLA_HUNTERS;0;0;0;0;0;0;0;NA;0
NA;"THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY";0;0;1;0;0;1;1;NA;0
NA;THE_GREAT_GOD_PAN;0;0;0;0;1;1;1;NA;0
NA;THE_GREAT_TABOO;0;0;0;0;1;1;1;NA;0
NA;THE_GREAT_WAR_IN_ENGLAND_IN_1897;0;0;0;0;1;1;1;NA;0
NA;THE_GREEN_CARNATION;0;0;0;0;1;1;1;NA;0
NA;THE_GRIM_SMILE_OF_THE_FIVE_TOWNS;0;0;0;0;0;0;0;NA;0
NA;THE_HAPPY_PRINCE_AND_OTHER_TALES;0;0;0;0;0;0;0;NA;0
NA;THE_HAUNTED_HOUSE;0;0;0;0;0;0;0;NA;0
NA;THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN;0;0;0;0;0;0;0;NA;0
the heart of midlothian;THE_HEART_OF_MIDLOTHIAN;0;0;0;1;1;2;1;the heart of midlothian;1
the heavenly twins;THE_HEAVENLY_TWINS;0;0;0;0;1;1;1;the heavenly twins;1
heir of redclyffe;THE_HEIR_OF_REDCLYFFE;0;0;0;1;1;2;1;heir of redclyffe;1
NA;THE_HERO;0;0;0;0;1;1;1;NA;0
NA;THE_HEROINE;0;0;0;0;0;0;0;NA;0
NA;THE_HILL;0;0;0;0;1;1;1;NA;0
NA;THE_HILL_OF_DREAMS;0;0;0;0;0;0;0;NA;0
NA;THE_HISTORY_AND_REMARKABLE_LIFE_OF_THE_TRULY_HONOURABLE_COL;0;0;0;0;0;0;0;NA;0
the history of emily montague;THE_HISTORY_OF_EMILY_MONTAGUE;0;0;0;0;0;0;0;the history of emily montague;1
the history of jack connor;THE_HISTORY_OF_JACK_CONNOR;0;1;0;0;0;1;1;the history of jack connor;1
the history of little goody two-shoes;THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES;0;0;0;0;0;0;0;the history of little goody two-shoes;1
the history of miss betsy thoughtless;THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS;0;0;1;0;0;1;1;the history of miss betsy thoughtless;1
the history of mr polly;THE_HISTORY_OF_MR_POLLY;0;0;0;0;0;0;0;the history of mr polly;1
the history of rasselas, prince of abissinia;THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA;1;1;1;0;0;3;1;the history of rasselas, prince of abissinia;1
NA;THE_HISTORY_OF_SANDFORD_AND_MERTON;1;0;0;1;0;2;1;NA;0
sir charles grandison;THE_HISTORY_OF_SIR_CHARLES_GRANDISON;0;1;0;0;1;2;1;sir charles grandison;1
the history of the countess of dellwyn;THE_HISTORY_OF_THE_COUNTESS_OF_DELLWYN;0;0;0;0;0;0;0;the history of the countess of dellwyn;1
NA;THE_HISTORY_OF_THE_FAIRCHILD_FAMILY;0;0;0;0;0;0;0;NA;0
NA;THE_HISTORY_OF_THE_NUN;0;0;0;0;0;0;0;NA;0
the history of tom jones, a foundling;THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING;0;1;1;0;1;3;1;the history of tom jones, a foundling;1
NA;THE_HORRORS_OF_OAKENDALE_ABBEY;0;1;0;0;0;1;1;NA;0
the hound of the baskervilles;THE_HOUND_OF_THE_BASKERVILLES;0;0;0;0;1;1;1;the hound of the baskervilles;1
the house by the church-yard;THE_HOUSE_BY_THE_CHURCHYARD;0;0;0;1;1;2;1;the house by the church-yard;1
NA;THE_HOUSE_ON_THE_BORDERLAND;0;0;0;0;0;0;0;NA;0
the house with the green shutters;THE_HOUSE_WITH_THE_GREEN_SHUTTERS;0;0;0;0;1;1;1;the house with the green shutters;1
NA;THE_INHERITORS_(CONRAD_AND_FORD_NOVEL);0;0;0;0;1;1;1;NA;0
the interesting narrative of the life of olaudah equiano, or gustavus vassa, the african, written by himself;THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO;0;1;0;0;0;1;1;the interesting narrative of the life of olaudah equiano, or gustavus vassa, the african, written by himself;1
NA;THE_INTERPRETERS;0;0;0;0;1;1;1;NA;0
the invisible man;THE_INVISIBLE_MAN;0;0;0;0;1;1;1;the invisible man;1
the island of dr moreau;THE_ISLAND_OF_DOCTOR_MOREAU;0;0;0;0;1;1;1;the island of dr moreau;1
NA;THE_ITALIAN_(RADCLIFFE_NOVEL);0;0;0;0;0;0;0;NA;0
NA;THE_JOLLY_CORNER;0;0;0;0;0;0;0;NA;0
the jungle book;THE_JUNGLE_BOOK;0;0;0;0;1;1;1;the jungle book;1
NA;THE_KELLYS_AND_THE_O'KELLYS;0;0;0;1;1;2;1;NA;0
NA;THE_KING_AND_QUEEN_OF_HEARTS;0;0;0;0;1;1;1;NA;0
NA;THE_KING_OF_THE_GOLDEN_RIVER;0;0;0;0;1;1;1;NA;0
NA;THE_KING_OF_THE_PIRATES;0;0;0;0;0;0;0;NA;0
the king's own;THE_KING'S_OWN;0;0;0;1;1;2;1;the king's own;1
NA;THE_LANCASHIRE_WITCHES;0;0;0;0;1;1;1;NA;0
NA;THE_LAND_IRONCLADS;0;0;0;0;0;0;0;NA;0
NA;THE_LANDLEAGUERS;0;0;0;0;1;1;1;NA;0
the last days of pompeii;THE_LAST_DAYS_OF_POMPEII;0;0;0;1;1;2;1;the last days of pompeii;1
the last man;THE_LAST_MAN;0;0;0;0;0;0;0;the last man;1
the law and the lady;THE_LAW_AND_THE_LADY_(NOVEL);0;0;0;0;1;1;1;the law and the lady;1
the life and opinions of tristram shandy;THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN;0;1;0;0;1;2;1;the life and opinions of tristram shandy;1
the life of harriot stuart;THE_LIFE_OF_HARRIOT_STUART;0;0;1;0;0;1;1;the life of harriot stuart;1
the life of john buncle;THE_LIFE_OF_JOHN_BUNCLE;0;1;1;0;0;2;1;the life of john buncle;1
the lifted veil;THE_LIFTED_VEIL_(NOVELLA);0;0;0;0;0;0;0;the lifted veil;1
NA;THE_LIGHT_PRINCESS;0;0;0;0;1;1;1;NA;0
NA;THE_LIGHTHOUSE;0;0;0;0;0;0;0;NA;0
NA;THE_LITTLE_LAME_PRINCE_AND_HIS_TRAVELLING_CLOAK;0;0;0;0;1;1;1;NA;0
NA;THE_LITTLE_MINISTER;0;0;0;0;1;1;1;NA;0
the longest journey;THE_LONGEST_JOURNEY;0;0;0;0;0;0;0;the longest journey;1
the lough derg pilgrim;THE_LOUGH_DERG_PILGRIM;0;0;0;0;1;1;1;the lough derg pilgrim;1
NA;THE_LUCK_OF_BARRY_LYNDON;0;0;0;0;0;0;0;NA;0
NA;THE_MACDERMOTS_OF_BALLYCORAN;0;0;0;0;0;0;0;NA;0
NA;THE_MAN;0;0;0;0;1;1;1;NA;0
the man of feeling;THE_MAN_OF_FEELING;1;1;1;0;0;3;1;the man of feeling;1
the man who could work miracles;THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY);0;0;0;0;1;1;1;the man who could work miracles;1
the man who was thursday: a nightmare;THE_MAN_WHO_WAS_THURSDAY;0;0;0;0;0;0;0;the man who was thursday: a nightmare;1
the man who would be king;THE_MAN_WHO_WOULD_BE_KING;0;0;0;0;0;0;0;the man who would be king;1
NA;THE_MANXMAN;0;0;0;0;1;1;1;NA;0
NA;THE_MARTIAN;0;0;0;0;1;1;1;NA;0
the master of ballantrae: a winter's tale;THE_MASTER_OF_BALLANTRAE;0;0;0;0;1;1;1;the master of ballantrae: a winter's tale;1
the mayor of casterbridge: the life and death of a man of character;THE_MAYOR_OF_CASTERBRIDGE;0;0;0;0;1;1;1;the mayor of casterbridge: the life and death of a man of character;1
memoirs of miss sidney bidulph;THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH;0;0;1;0;0;1;1;memoirs of miss sidney bidulph;1
NA;THE_MERCENARY_LOVER;0;0;0;0;0;0;0;NA;0
the mill on the floss;THE_MILL_ON_THE_FLOSS;0;0;0;1;1;2;1;the mill on the floss;1
NA;THE_MIRROR_OF_THE_SEA;0;0;0;0;0;0;0;NA;0
NA;THE_MISFORTUNES_OF_ELPHIN;0;0;0;0;0;0;0;NA;0
the monastery;THE_MONASTERY;0;0;1;1;1;3;1;the monastery;1
the monk;THE_MONK;0;0;1;0;0;1;1;the monk;1
the moonstone;THE_MOONSTONE;0;0;0;1;1;2;1;the moonstone;1
NA;THE_MUDFOG_PAPERS;0;0;0;0;1;1;1;NA;0
a mummer's wife;THE_MUMMER'S_WIFE;0;0;0;0;1;1;1;a mummer's wife;1
the murdered cousin;THE_MURDERED_COUSIN;0;0;0;0;0;0;0;the murdered cousin;1
the mysteries of london;THE_MYSTERIES_OF_LONDON;0;0;1;1;0;2;1;the mysteries of london;1
the mysteries of udolpho;THE_MYSTERIES_OF_UDOLPHO;1;1;1;1;1;5;1;the mysteries of udolpho;1
the mystery of a hansom cab;THE_MYSTERY_OF_A_HANSOM_CAB;0;0;0;0;1;1;1;the mystery of a hansom cab;1
the mystery of edwin drood;THE_MYSTERY_OF_EDWIN_DROOD;0;0;0;1;1;2;1;the mystery of edwin drood;1
the nether world;THE_NETHER_WORLD;0;0;0;0;1;1;1;the nether world;1
NA;THE_NEW_ACCELERATOR;0;0;0;0;0;0;0;NA;0
the new machiavelli;THE_NEW_MACHIAVELLI;0;0;0;0;0;0;0;the new machiavelli;1
NA;THE_NEW_MAGDALEN;0;0;0;0;1;1;1;NA;0
the new road;THE_NEW_ROAD;0;0;0;0;0;0;0;the new road;1
NA;THE_NEWCOMES;0;0;0;0;1;1;1;NA;0
the nigger of the narcissus: a tale of the forecastle;THE_NIGGER_OF_THE_NARCISSUS;0;0;0;0;1;1;1;the nigger of the narcissus: a tale of the forecastle;1
NA;THE_NOTTING_HILL_MYSTERY;0;0;0;0;0;0;0;NA;0
the odd women;THE_ODD_WOMEN;0;0;0;0;1;1;1;the odd women;1
NA;THE_O'DONOGHUE;0;0;0;1;1;2;1;NA;0
the old curiosity shop;THE_OLD_CURIOSITY_SHOP;0;0;0;1;1;2;1;the old curiosity shop;1
NA;THE_OLD_ENGLISH_BARON;1;1;1;0;0;3;1;NA;0
the old manor house;THE_OLD_MANOR_HOUSE;1;1;1;0;0;3;1;the old manor house;1
the old wives' tale;THE_OLD_WIVES'_TALE;0;0;0;0;0;0;0;the old wives' tale;1
NA;THE_ORDEAL_OF_RICHARD_FEVEREL;0;0;0;0;1;1;1;NA;0
NA;THE_OUTCAST;0;0;0;0;0;0;0;NA;0
NA;THE_PARASITE;0;0;0;0;0;0;0;NA;0
NA;THE_PARENT'S_ASSISTANT;0;0;0;0;1;1;1;NA;0
NA;THE_PERILS_OF_CERTAIN_ENGLISH_PRISONERS;0;0;0;0;0;0;0;NA;0
the phantom coach;THE_PHANTOM_COACH;0;0;0;0;0;0;0;the phantom coach;1
NA;THE_PHOENIX_AND_THE_CARPET;0;0;0;0;1;1;1;NA;0
NA;THE_PICKWICK_PAPERS;0;0;0;1;1;2;1;NA;0
the picture of dorian gray;THE_PICTURE_OF_DORIAN_GRAY;0;0;0;0;0;0;0;the picture of dorian gray;1
the pirate;THE_PIRATE_(NOVEL);0;0;0;1;1;2;1;the pirate;1
NA;THE_POINT_OF_VIEW;0;0;0;0;0;0;0;NA;0
NA;THE_PORTRAIT_OF_A_LADY;0;0;0;0;1;1;1;NA;0
NA;THE_PORTRAIT_OF_MR._W._H.;0;0;0;0;0;0;0;NA;0
NA;THE_PRIME_MINISTER;0;0;0;0;1;1;1;NA;0
the princess and the goblin;THE_PRINCESS_AND_THE_GOBLIN;0;0;0;1;1;2;1;the princess and the goblin;1
NA;THE_PRINCESS_CASAMASSIMA;0;0;0;0;1;1;1;NA;0
the private memoirs and confessions of a justified sinner: written by himself: with a detail of curious traditionary facts and other evidence by the editor;THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER;0;0;0;0;0;0;0;the private memoirs and confessions of a justified sinner: written by himself: with a detail of curious traditionary facts and other evidence by the editor;1
NA;THE_PRIVATE_PAPERS_OF_HENRY_RYECROFT;0;0;0;0;1;1;1;NA;0
NA;THE_PROFESSOR_(NOVEL);0;0;0;0;0;0;0;NA;0
the provost;THE_PROVOST;0;0;1;0;0;1;1;the provost;1
NA;THE_PURCELL_PAPERS;0;0;0;0;0;0;0;NA;0
NA;THE_QUADROON;0;0;0;0;1;1;1;NA;0
NA;THE_QUIET_HEART;0;0;0;1;1;2;1;NA;0
the ragged-trousered philanthropists;THE_RAGGED-TROUSERED_PHILANTHROPISTS;0;0;0;0;0;0;0;the ragged-trousered philanthropists;1
the real charlotte;THE_REAL_CHARLOTTE;0;0;0;0;1;1;1;the real charlotte;1
NA;THE_RECOLLECTIONS_OF_GEOFFREY_HAMLYN;0;0;0;0;0;0;0;NA;0
NA;THE_REFORM'D_COQUET;0;0;0;0;0;0;0;NA;0
the return of the native;THE_RETURN_OF_THE_NATIVE;0;0;0;0;1;1;1;the return of the native;1
NA;THE_REVOLUTION_IN_TANNER'S_LANE;0;0;0;0;1;1;1;NA;0
the riddle of the sands;THE_RIDDLE_OF_THE_SANDS;0;0;0;0;0;0;0;the riddle of the sands;1
NA;THE_ROMANCE_OF_A_SHOP;0;0;0;0;1;1;1;NA;0
the romance of the forest;THE_ROMANCE_OF_THE_FOREST;1;1;1;0;1;4;1;the romance of the forest;1
NA;THE_ROMANY_RYE;0;0;0;0;0;0;0;NA;0
NA;THE_ROSARY;0;0;0;0;0;0;0;NA;0
NA;THE_ROSE_AND_THE_RING;0;0;0;0;0;0;0;NA;0
the scottish chiefs;THE_SCOTTISH_CHIEFS;0;0;0;0;1;1;1;the scottish chiefs;1
NA;THE_SEAFARER;0;0;0;0;1;1;1;NA;0
NA;THE_SECOND_JUNGLE_BOOK;0;0;0;0;1;1;1;NA;0
the secret agent: a simple tale;THE_SECRET_AGENT;0;0;0;0;0;0;0;the secret agent: a simple tale;1
the secret garden;THE_SECRET_GARDEN;0;0;0;0;0;0;0;the secret garden;1
NA;THE_SECRET_ROSE;0;0;0;0;0;0;0;NA;0
the secret sharer;THE_SECRET_SHARER;0;0;0;0;0;0;0;the secret sharer;1
NA;THE_SETTLERS_IN_CANADA;0;0;0;0;0;0;0;NA;0
NA;THE_SHADOW_OF_A_CRIME_1885;0;0;0;0;1;1;1;NA;0
NA;THE_SHADOW_OF_ASHLYDYAT;0;0;0;1;1;2;1;NA;0
NA;THE_SIGNAL-MAN;0;0;0;0;0;0;0;NA;0
the silverado squatters;THE_SILVERADO_SQUATTERS;0;0;0;0;0;0;0;the silverado squatters;1
NA;THE_SLEEPER_AWAKES;0;0;0;0;0;0;0;NA;0
NA;THE_SMALL_HOUSE_AT_ALLINGTON;0;0;0;1;1;2;1;NA;0
the sorrows of satan or the strange experience of one geoffrey tempest, millionaire;THE_SORROWS_OF_SATAN;0;0;0;0;1;1;1;the sorrows of satan or the strange experience of one geoffrey tempest, millionaire;1
NA;THE_SPOILS_OF_POYNTON;0;0;0;0;1;1;1;NA;0
NA;THE_STICKIT_MINISTER;0;0;0;0;0;0;0;NA;0
NA;THE_STORY_OF_A_MODERN_WOMAN;0;0;0;0;0;0;0;NA;0
NA;THE_STORY_OF_MY_HEART;0;0;0;0;0;0;0;NA;0
the story of the amulet;THE_STORY_OF_THE_AMULET;0;0;0;0;1;1;1;the story of the amulet;1
the story of the treasure seekers;THE_STORY_OF_THE_TREASURE_SEEKERS;0;0;0;0;1;1;1;the story of the treasure seekers;1
NA;THE_STRING_OF_PEARLS;0;0;0;0;0;0;0;NA;0
NA;THE_TAILOR_OF_GLOUCESTER;0;0;0;0;0;0;0;NA;0
NA;THE_TALE_OF_MR_JEREMY_FISHER;0;0;0;0;0;0;0;NA;0
the tale of peter rabbit;THE_TALE_OF_PETER_RABBIT;0;0;1;0;0;1;1;the tale of peter rabbit;1
the talisman;THE_TALISMAN_(SCOTT_NOVEL);0;0;1;1;1;3;1;the talisman;1
the tenant of wildfell hall;THE_TENANT_OF_WILDFELL_HALL;0;0;0;1;1;2;1;the tenant of wildfell hall;1
NA;THE_TENANTS_OF_MALORY;0;0;0;0;1;1;1;NA;0
the thorn in the flesh;THE_THORN_IN_THE_FLESH;0;0;0;0;0;0;0;the thorn in the flesh;1
NA;THE_THREE_BROTHERS;0;0;0;0;0;0;0;NA;0
NA;THE_THREE_MIDSHIPMEN;0;0;0;0;1;1;1;NA;0
the three perils of man: war, women and witchcraft;THE_THREE_PERILS_OF_MAN;0;0;1;0;0;1;1;the three perils of man: war, women and witchcraft;1
the time machine;THE_TIME_MACHINE;0;0;0;0;1;1;1;the time machine;1
NA;THE_TITHE_PROCTOR;0;0;0;0;0;0;0;NA;0
NA;THE_TOWER_OF_LONDON_(NOVEL);0;0;0;1;1;2;1;NA;0
NA;THE_TRAIL_OF_THE_SERPENT;0;0;0;0;1;1;1;NA;0
