,cosine_similarity,year,num_chunks
115,0.9982938170433044,1804.0,580.0
116,0.9940284490585327,1805.0,640.0
117,0.9440889954566956,1806.0,1565.0
118,0.9720280170440674,1807.0,1245.0
119,0.9851510524749756,1808.0,490.0
120,0.9899929761886597,1809.0,205.0
121,0.9915405511856079,1810.0,405.0
122,0.9955299496650696,1811.0,840.0
123,0.9998630285263062,1812.0,645.0
124,0.9946496486663818,1813.0,1300.0
125,0.9997718334197998,1814.0,110.0
126,0.9870131015777588,1815.0,3690.0
127,0.9975269436836243,1816.0,2450.0
128,0.998149037361145,1817.0,650.0
129,0.9954167604446411,1818.0,380.0
130,0.9986587166786194,1819.0,430.0
131,0.9992640018463135,1820.0,1155.0
132,0.9962852001190186,1821.0,75.0
133,0.9930540919303894,1822.0,1035.0
134,0.9959985613822937,1823.0,150.0
135,0.9996553063392639,1824.0,525.0
136,0.9796881675720215,1825.0,450.0
137,0.9886115789413452,1826.0,40.0
138,0.9931594133377075,1827.0,530.0
139,0.997602105140686,1828.0,400.0
140,0.9926320910453796,1829.0,195.0
141,0.9941083788871765,1830.0,1290.0
142,0.9909881353378296,1831.0,785.0
143,0.9648878574371338,1832.0,340.0
144,0.9942135214805603,1833.0,1190.0
145,0.9962224364280701,1834.0,440.0
146,0.9993151426315308,1835.0,280.0
147,0.9939792156219482,1836.0,160.0
148,0.9953920245170593,1837.0,2285.0
149,0.9848636984825134,1838.0,1220.0
150,0.9975343942642212,1839.0,385.0
151,0.9986317753791809,1840.0,590.0
152,0.9968948364257812,1841.0,1375.0
153,0.9939455986022949,1842.0,260.0
154,0.9992433190345764,1843.0,190.0
155,0.9967944025993347,1844.0,125.0
156,0.9989766478538513,1845.0,2520.0
157,0.9777827262878418,1846.0,85.0
158,0.9992506504058838,1847.0,80.0
159,0.985299825668335,1848.0,420.0
160,0.9981877207756042,1849.0,140.0
161,0.9972975254058838,1850.0,905.0
162,0.9928266406059265,1851.0,655.0
163,0.9981689453125,1852.0,1805.0
164,0.9982325434684753,1853.0,1755.0
165,0.9990151524543762,1854.0,810.0
166,0.9990769624710083,1855.0,1730.0
167,0.9837473034858704,1856.0,175.0
168,0.9997857213020325,1857.0,2000.0
169,0.9951961636543274,1858.0,45.0
170,0.9987016916275024,1859.0,570.0
171,0.9941791296005249,1860.0,485.0
172,0.9801757335662842,1861.0,180.0
173,0.9913139343261719,1862.0,590.0
174,0.9803929328918457,1863.0,420.0
175,0.9892681241035461,1864.0,1360.0
176,0.993239164352417,1865.0,1285.0
177,0.9997525215148926,1866.0,345.0
178,0.9995492696762085,1867.0,270.0
179,0.9716855883598328,1868.0,80.0
180,0.9958187341690063,1869.0,920.0
181,0.9965284466743469,1870.0,2070.0
182,0.993071436882019,1871.0,430.0
183,0.9962396621704102,1872.0,360.0
184,0.9938024878501892,1873.0,875.0
185,0.9980059862136841,1874.0,960.0
186,0.9970458745956421,1875.0,10.0
187,0.9994677305221558,1876.0,965.0
188,0.9989836812019348,1877.0,70.0
189,0.9893783926963806,1878.0,180.0
190,0.9950435161590576,1879.0,105.0
191,0.9990379810333252,1880.0,795.0
192,0.9962953329086304,1881.0,425.0
193,0.9961185455322266,1882.0,190.0
194,0.9959352016448975,1883.0,335.0
195,0.9972237348556519,1884.0,1470.0
196,0.9959579706192017,1885.0,165.0
197,0.9983876347541809,1886.0,65.0
198,0.998619556427002,1887.0,15.0
199,0.9984137415885925,1888.0,2585.0
200,0.9921082258224487,1889.0,545.0
201,0.9949731826782227,1890.0,2780.0
202,0.9973405003547668,1891.0,760.0
203,0.9973857402801514,1892.0,1055.0
204,0.9980624318122864,1893.0,385.0
205,0.9973568916320801,1894.0,2995.0
206,0.9952945113182068,1895.0,110.0
207,0.9973441362380981,1896.0,220.0
208,0.9986348152160645,1897.0,155.0
209,0.999660074710846,1898.0,915.0
210,0.9967892169952393,1899.0,215.0
211,0.9969853162765503,1900.0,100.0
212,0.9978274703025818,1901.0,735.0
213,0.9975600242614746,1902.0,180.0
214,0.9984569549560547,1903.0,230.0
215,0.9967038631439209,1904.0,790.0
216,0.9952338933944702,1905.0,75.0
217,0.9973523616790771,1906.0,140.0
218,0.9991477131843567,1907.0,1175.0
219,0.9996767044067383,1908.0,575.0
220,0.9984028339385986,1909.0,1445.0
221,0.9995443820953369,1910.0,1755.0
222,0.9983768463134766,1911.0,100.0
223,0.9992390871047974,1912.0,1250.0
224,0.9993882179260254,1913.0,10.0
225,0.9966233372688293,1914.0,455.0
