,mean,std,Q1,Q4,year,num_chunks
0,0.1254306584596634,0.08755684643983841,0.06356899440288544,0.18776097893714905,1688.0,1755.0
1,0.05908878520131111,0.08794520795345306,-0.003953281790018082,0.1202869787812233,1689.0,145.0
2,0.12578992545604706,0.10504882782697678,0.05329351779073477,0.20097266137599945,1690.0,300.0
3,0.10108565539121628,0.08036856353282928,0.04205069690942764,0.1450374275445938,1691.0,125.0
4,0.12110275775194168,0.09713283181190491,0.052267029881477356,0.18950605392456055,1692.0,285.0
5,0.11539129167795181,0.10704771429300308,0.042352523654699326,0.19641470909118652,1693.0,65.0
6,0.06370659172534943,0.09955260902643204,-0.010157740209251642,0.1444072648882866,1694.0,150.0
7,0.07387781888246536,0.0922953188419342,0.007051277905702591,0.13716715574264526,1695.0,165.0
8,0.07444695383310318,0.09594708681106567,0.007797541096806526,0.13919682055711746,1696.0,1275.0
9,0.10355477035045624,0.07479704916477203,0.04486171156167984,0.14970733225345612,1697.0,35.0
10,0.03320566937327385,0.09155337512493134,-0.03997950628399849,0.08882409334182739,1698.0,115.0
11,0.11177992820739746,0.07431060075759888,0.06283154338598251,0.1633303388953209,1699.0,270.0
12,0.08769404888153076,0.08661562204360962,0.02643575333058834,0.1510544940829277,1700.0,175.0
13,0.10218566656112671,0.08877718448638916,0.04063427448272705,0.16537940502166748,1701.0,1085.0
14,0.05120835825800896,0.09317876398563385,-0.01702135242521763,0.1184527687728405,1702.0,175.0
15,0.09593470394611359,0.09244658052921295,0.032130613923072815,0.1608084812760353,1703.0,1715.0
16,0.06115661934018135,0.08181159943342209,0.004089023917913437,0.12244243174791336,1704.0,465.0
17,0.0638405978679657,0.09766142070293427,-0.00537872314453125,0.12892946600914001,1705.0,45.0
18,0.13959670066833496,0.07717856019735336,0.08735054545104504,0.1964064985513687,1706.0,1370.0
19,0.10158124566078186,0.08691553771495819,0.04152982775121927,0.1607109159231186,1707.0,110.0
20,0.08424991371383243,0.0843086331135204,0.02960865179166685,0.13486506582466812,1708.0,360.0
21,0.09871513392357426,0.08761935390596014,0.038935832919541405,0.16282235026496633,1709.0,585.0
22,0.13528725955370513,0.09910916564879718,0.05541928931201205,0.21063619553739843,1710.0,110.0
23,0.08537369367469523,0.09605214122173059,0.01716861958485563,0.15558947411898208,1711.0,905.0
24,0.20817322435732186,0.08321890353523377,0.15271546006487566,0.26638788541495606,1712.0,1540.0
