,text_id,intra_textual_variance,stepwise_distance,outlier_score,overlap_score
111,PROKOPUS_Q23689421,21.928820205942007,48.02884158754077,2.9802322e-08,1.0
112,EIN_KAMPF_UMS_RECHT_Q95606786,20.006058622851572,43.90002464561003,0.43189707,0.8558558558558559
113,KUSS_VON_SENTZE_noWikiID,23.455724112161857,51.018748460604755,2.9802322e-08,1.0
114,STURMFLUT_noWikiID,18.610614914953832,40.61652121820847,2.1073424e-08,1.0
115,LEIDEN_UND_FREUDEN_EINES_SCHULMEISTERS_noWikiID,21.054050289152716,45.78011918020956,2.1073424e-08,1.0
116,PRINZESSIN_FISCH_Q2110713,18.184941160518875,40.53369608244258,0.3706751,1.0
117,DER_REBELL_noWikiID,20.388343677294884,43.868486289298694,2.1073424e-08,1.0
118,DIE_MEHREREN_WEHMUELLER_noWikiID,24.19147983403101,53.664073292128485,6.664002e-08,1.0
119,DIE_RITTER_VOM_GEISTE_noWikiID,20.332783859814974,43.31397804788531,2.1073424e-08,0.9872241579558653
120,ARDISTAN_UND_DSCHINNISTAN_Q639501,18.934257163296387,41.375673193350444,0.41245672,1.0
121,DAS_GEMEINDEKIND_Q1168304,17.885597618221105,39.139405299157545,2.9802322e-08,1.0
122,DAS_ZAUBERSCHLOSS_noWikiID,22.390689926770634,48.037915105372804,2.1073424e-08,1.0
123,FREIHEIT_DIE_ICH_MEINE_noWikiID,19.303485782628186,41.76991750863962,2.9802322e-08,1.0
124,SIEGWART_noWikiID,19.3642175149752,42.22934822462237,2.1073424e-08,0.9936034115138592
125,KRIMINAL-HUMORESKEN_noWikiID,19.903234413021117,43.21632200041491,2.1073424e-08,0.9941520467836257
126,DER_ROLAND_VON_BERLIN_noWikiID,21.10468099220164,46.2517229416658,2.9802322e-08,0.9942748091603053
127,ALTE_NESTER_Q436036,16.312193615463777,36.444853939212194,0.3275857,1.0
128,RYNO_Q2178262,26.611270648181453,59.696956922336796,4.2146848e-08,1.0
129,DAS_GESPENST_noWikiID,17.866741355038215,39.354949604323586,0.5500389,1.0
130,ROSSHALDE_Q2171354,18.897864715134933,40.99965798836508,0.62742317,1.0
131,DER_HEIZER_noWikiID,23.819929827093357,53.39436188630559,2.9802322e-08,1.0
132,DIE_LEUTE_AUS_DEM_WALDE_Q1214404,20.057016995027087,43.460714960059576,2.9802322e-08,0.9965156794425087
133,IM_SCHLARAFFENLAND_Q1285424,17.098194737130612,37.17053698368655,3.6500243e-08,1.0
134,DIE_FREUNDE_(LUDWIG_TIECK)_Q1212755,23.233562388136903,52.024019499518,0.91971344,1.0
135,HUMORISTISCHEN_SKIZZEN_AUS_DEM_DEUTSCHEN_HANDELSLEBEN_noWikiID,22.09782469965285,49.04279757410151,2.9802322e-08,1.0
136,DIE_MAJORATSHERREN_Q1214690,18.827297142966543,40.904684200675916,3.6500243e-08,1.0
137,IM_ALTEN_EISEN_Q1474111,18.805700421924104,42.27402909575787,0.39202818,1.0
138,DER_MAJOR_noWikiID,19.252438125047078,41.936214613685465,0.4523254,0.9935897435897436
139,DICHTERLEBEN_noWikiID,21.91503739883351,47.1026199597117,0.5179186,1.0
140,NINON_noWikiID,21.18504914692824,47.996619383352105,5.9604645e-08,1.0
141,DIE_WAFFEN_NIEDER_Q212687,20.965481070215105,45.23611812866472,0.43111202,1.0
142,DER_GEHUELFE_Q1193785,20.3622796730217,43.75851739805301,0.5413499,1.0
143,DIE_FERMATE_noWikiID,23.75666047770897,53.945385635266575,5.9604645e-08,1.0
144,DER_WASSERMENSCH_noWikiID,26.44928611183938,58.20298961070357,0.6922045,1.0
145,RUHE_IST_DIE_ERSTE_BUERGERPFLICHT_noWikiID,18.238396320055763,39.67080672120011,2.9802322e-08,0.9933598937583001
146,DER_AUFRUHR_IN_DEN_CEVENNEN_Q1192283,21.26250280277366,46.095678272800164,2.9802322e-08,0.9885057471264368
147,DAS_URTEIL_(KAFKA)_Q278998,22.83736472659366,50.89177894522735,1.1407057,1.0
148,DER_SATYR_MOPSUS_noWikiID,27.17888398708262,60.67184474999415,5.9604645e-08,1.0
149,GABRIELE_noWikiID,20.86284263537434,44.33446557714345,0.48478964,1.0
150,UNWIEDERBRINGLICH_Q2499503,17.61309847362047,38.89088917906044,0.44063628,1.0
151,WILHELM_MEISTERS_LEHRJAHRE_Q1194031,18.323242283196464,39.963263785742264,2.9802322e-08,1.0
152,PRINZESSIN_BRAMBILLA_Q570890,20.731209531149155,45.98325882854039,0.5476242,1.0
153,DER_UNTERTAN_Q476349,18.29328832183173,39.85969812702116,0.44696346,0.9968051118210862
154,ZUR_WALD-_UND_WASSERFREUDE_noWikiID,16.451524412512093,37.44144967995963,2.9802322e-08,1.0
155,FELICITAS_noWikiID,22.64439289540696,50.36724757845885,4.2146848e-08,1.0
156,DER_RAUBGRAF_noWikiID,20.989031432740987,45.11912673875198,2.9802322e-08,1.0
157,PFLUG_UND_SCHRAUBSTOCK_noWikiID,18.718319359757096,40.05622689057102,2.1073424e-08,0.9972144846796658
158,EDUARD_ALLWILLS_PAPIEREN_noWikiID,22.905762425576523,49.33606553100778,4.2146848e-08,1.0
159,DIE_VERSUCHUNG_DES_PESCARA_Q1217221,20.81569087271593,46.1076665923834,3.6500243e-08,1.0
160,DER_IM_IRR-GARTEN_DER_LIEBE_HERUM_TAUMELNDE_CAVALIER_noWikiID,23.244324212822587,50.83172488220819,5.9604645e-08,1.0
161,"GOCKEL,_HINKEL_UND_GACKELEIA_Q1478745",24.051245885433502,52.11767246527209,0.5596562,0.9955357142857143
162,ZWEI_SCHWESTERN_noWikiID,19.335406271891614,42.666207506683136,0.42779174,1.0
163,DER_ALTE_VOM_BERGE_noWikiID,20.922479276526932,44.762219892192604,2.1073424e-08,1.0
164,DIE_GESCHICHTE_DER_ANNA_WASER_noWikiID,19.281984987386217,41.167813832932445,0.44487292,0.9961089494163424
165,"FAUSTS_LEBEN,_THATEN_UND_HOELLENFAHRT_Q1368395",24.133215171935607,52.438952568359284,0.6519732,1.0
166,DIE_GUENDERODE_noWikiID,22.668987867270662,48.49718881276648,0.4931372,0.9908256880733946
167,HEINRICH_VON_OFTERDINGEN_Q58178849,26.179106388887885,56.26919804315148,2.9802322e-08,1.0
168,DIE_CHINESISCHE_MAUER_noWikiID,22.227378697820235,47.630352523711935,0.46266487,1.0
169,NACH_DEM_GROSSEN_KRIEGE_Q1269839,21.408074651941014,47.58894362423033,0.50748837,1.0
170,MORALISCHEN_ERZAEHLUNGEN_noWikiID,21.903660091587255,47.92463231735087,0.59386307,1.0
171,DIE_ELFEN_(LUDWIG_TIECK)_Q1169906,23.86434955848951,55.22468747391959,5.9604645e-08,1.0
172,LEBEN_DER_SCHWEDISCHEN_GRAEFIN_VON_G_noWikiID,20.741824441814103,45.759536043194366,4.2146848e-08,1.0
173,DIE_HOSEN_DES_HERRN_VON_BREDOW_noWikiID,21.04520110771959,46.27914892006103,2.1073424e-08,1.0
174,MEIN_HERZ_(ROMAN)_Q20827330,20.304697783032587,45.47916238207457,2.9802322e-08,1.0
175,GESCHICHTE_VOM_GALGENMAENNLEIN_noWikiID,23.1851680896406,51.425570500780395,5.9604645e-08,1.0
176,DORFGAENGE_noWikiID,21.15515117309997,46.870804367682055,2.9802322e-08,1.0
177,GESCHICHTE_DES_FRAEULEINS_VON_STERNHEIM_Q1517346,19.764078347034793,43.3039819568449,0.44161215,1.0
178,SALY'S_REVOLUTIONSTAGE_noWikiID,18.823402679656578,41.21576099039911,2.1073424e-08,1.0
179,PFISTERS_MUEHLE_Q1373296,17.15076286357138,38.443116188694674,2.1073424e-08,1.0
180,SCHACH_VON_WUTHENOW_Q2229265,18.939530359039512,41.99023974898294,2.9802322e-08,1.0
181,AUS_GUTER_FAMILIE_noWikiID,17.462155927285334,38.01109825670276,0.45124277,1.0
182,SIBILLA_DALMAR_noWikiID,19.19849425147764,41.75010061766926,0.32026824,1.0
183,SIEBEN_LEGENDEN_Q1652394,19.868835749771065,44.28515818271732,4.2146848e-08,1.0
184,DER_EINSAME_noWikiID,25.433442685629238,57.524703329448556,4.2146848e-08,1.0
185,REVOLUTION_UND_CONTREREVOLUTION_noWikiID,20.328164091878484,44.21104144404626,2.9802322e-08,0.9936708860759493
186,DIE_LEUTE_VON_SELDWYLA_Q936322,20.93979786943146,44.65671261589099,0.2807842,0.9950248756218906
187,DIE_LIEBENSWUERDIGE_ADALIE_noWikiID,32.95577298690626,73.90718568949401,5.9604645e-08,1.0
188,GEHEIME_GESCHICHTE_DES_PHILOSOPHEN_PEREGRINUS_PROTEUS_noWikiID,21.665365749471153,47.17385656772211,4.2146848e-08,1.0
189,GESCHICHTE_DES_AGATHON_Q1517277,23.44487262484321,50.48265573482834,5.1619136e-08,1.0
190,VIEL_LAERMEN_UM_NICHTS_noWikiID,18.50957643190369,41.705730187258006,5.1619136e-08,1.0
191,DIE_ABENTHEUER_DES_DON_SYLVIO_VON_ROSALVA_noWikiID,22.0902660398598,47.251057898802095,4.2146848e-08,0.9963503649635036
192,STERBEN_noWikiID,19.288350853496564,42.59843777586114,5.1619136e-08,1.0
193,UNSUEHNBAR_noWikiID,16.906945654280097,36.376519190197804,2.9802322e-08,1.0
194,CABANIS_noWikiID,19.686684142820408,42.653849440447765,4.2146848e-08,1.0
195,DIE_VERLOBUNG_IN_ST._DOMINGO_noWikiID,20.940512949963093,45.64942902337486,2.9802322e-08,1.0
196,LIBERTAS_UND_IHRE_FREIER_noWikiID,21.346349959650002,48.71288553806272,4.2146848e-08,1.0
197,DIE_NACHBARN_noWikiID,19.05142274606901,43.03255808288814,5.1619136e-08,0.9941860465116279
198,LENZ_(BUECHNER)_Q353180,21.796274673435928,48.732089211071326,5.9604645e-08,1.0
199,FRUEHLING_noWikiID,33.35154323468532,76.62724600333671,4.2146848e-08,1.0
200,DIE_ERMORDUNG_EINER_BUTTERBLUME_Q1212233,23.85989017175629,52.82124217000769,2.9802322e-08,1.0
201,DIE_SOEHNE_DES_SENATORS_Q1216642,21.479201560647468,48.00565418429332,4.2146848e-08,1.0
202,AUS_DER_CHRONIKA_EINES_FAHRENDEN_SCHUELERS_Q777681,24.447834975560617,53.94627837580607,0.92219347,1.0
203,PROFESSOR_UNRAT_Q457481,17.292867658547756,37.23059528607735,2.1073424e-08,1.0
204,ANDREA_DELFIN_Q28054637,19.08707601785603,41.46651213370561,3.6500243e-08,1.0
205,DER_SCHATZ_IM_SILBERSEE_Q249905,20.002612221747842,43.7246499481837,2.9802322e-08,0.9934924078091106
206,DEUTSCHER_ADEL_(WILHELM_RAABE)_Q1204575,18.86922908731296,42.11976070934524,4.2146848e-08,1.0
207,DIE_KLEINE_STADT_Q1218726,17.70418448342048,38.94493938091507,0.4612811,1.0
208,DIE_MOLKENKUR_noWikiID,22.068471816308072,48.128152868993254,0.4842639,0.9932432432432432
209,DIE_AHNEN_Q42185371,19.835235319993412,43.16340735623721,0.37027383,0.9971098265895953
210,DER_POJAZ_Q1196233,20.143263305342952,44.48639791151105,0.48182392,1.0
211,FREIGEBOREN_noWikiID,18.88974835023426,40.75974885893904,0.30999848,0.9914163090128756
212,ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN_noWikiID,19.39694425667784,41.996121176096125,0.3740914,0.9968847352024922
213,IN_ST._JUERGEN_Q105232019,18.48237120138307,41.62463545442544,0.6841529,1.0
214,FRAU_JENNY_TREIBEL_Q351933,19.350772508045118,43.011575346535224,4.2146848e-08,1.0
215,TONIO_KROEGER_Q692988,19.915879342787555,43.778492560327706,4.2146848e-08,1.0
216,HYPERION_(HOELDERLIN)_Q1190094,20.658002481255277,44.795557700502556,2.1073424e-08,1.0
217,DER_NACHSOMMER_Q167320,22.460493883825585,48.46347875063603,0.38123232,1.0
218,SELTSAMES_BEGEGNEN_UND_WIEDERSEHEN_Q2268722,18.74412629638919,40.61368859729695,0.6088659,1.0
219,DIE_PFRUENDER_noWikiID,23.937200455218772,54.60347875408347,5.1619136e-08,1.0
220,DAS_BLUETHENALTER_DER_EMPFINDUNG_noWikiID,25.153882287323896,54.7005989673033,0.81214565,1.0
221,ALTERSHAUSEN_noWikiID,18.949234585607748,42.54106884189205,4.2146848e-08,1.0
222,DER_STECHLIN_(ROMAN)_Q1197130,19.00936719756792,41.91755547021718,0.34781426,1.0
223,EINE_MALERARBEIT_noWikiID,18.776703452686874,41.567498934500655,0.73747164,1.0
224,"WALLY,_DIE_ZWEIFLERIN_noWikiID",22.145827253454556,47.520433730524374,2.9802322e-08,1.0
225,FRAGMENT_EINES_ROMANS_noWikiID,22.77276521878157,49.33331579138715,2.1073424e-08,1.0
226,DER_FREIHOF_VON_AARAU_noWikiID,20.40252059597543,43.42936291191219,2.1073424e-08,0.9955156950672646
227,ELEAGABAL_KUPERUS_noWikiID,19.732414888316715,42.53107236395673,0.30229455,1.0
228,EFFI_BRIEST_Q1296168,18.94354515051147,42.09637451930901,5.1619136e-08,1.0
229,DREI_FEDERN_Q1256990,19.34238478990118,41.948542981950496,0.43860203,1.0
230,REISE_NACH_BRAUNSCHWEIG_noWikiID,22.263891377808083,48.71560738777811,0.51923776,1.0
231,GESCHICHTEN_AUS_DEN_TIROLER_BERGEN_noWikiID,22.679776796790353,49.68204969287688,2.1073424e-08,1.0
232,DIE_LETZTE_RECKENBURGERIN_noWikiID,20.43373691048147,44.04691354125862,0.4145859,1.0
233,DAS_KLOSTER_BEI_SENDOMIR_Q1169335,21.389444695741478,46.08029326266781,2.9802322e-08,1.0
234,REICH_UND_ARM_noWikiID,18.610788319891554,41.744805151791496,2.1073424e-08,0.9883720930232558
235,WOLDEMAR_noWikiID,19.300402441296196,42.39576572444937,4.712161e-08,1.0
236,ELLERNKLIPP_Q1332021,20.918097004390567,47.04970737502049,2.9802322e-08,1.0
237,AHNUNG_UND_GEGENWART_Q402329,19.424194674642557,43.02284782578649,2.9802322e-08,1.0
238,MODERNE_LEBENSWIRREN_noWikiID,21.680433010256632,47.98413681485918,0.4570715,1.0
239,FLEGELJAHRE_Q1299976,20.199983662563522,43.168658069439566,0.4055997,0.997229916897507
240,BLUMEN_noWikiID,25.093946959729873,56.99671107262317,5.9604645e-08,1.0
241,DIE_MANDANEN-WAISE_noWikiID,21.016367498162886,45.28114147049381,0.41358727,0.9976635514018691
242,DER_HERR_ETATSRAT_Q15805136,20.846829260262037,46.507018720893775,5.1619136e-08,1.0
243,KLEIDER_MACHEN_LEUTE_Q1746163,22.053813325790905,48.17042678733141,5.1619136e-08,1.0
244,IM_NACHBARHAUSE_LINKS_noWikiID,18.181804485353652,40.4862254168792,0.716778,1.0
245,DIE_ELIXIERE_DES_TEUFELS_Q600849,22.326743130140077,47.36636793042182,0.40089178,0.9959349593495935
246,DAS_STUTTGARTER_HUTZELMAENNLEIN_Q13142535,20.399252471313925,45.04707766407586,4.2146848e-08,1.0
247,GOLDELSE_(MARLITT)_Q93955765,18.737139750423772,40.799988343358166,0.34258613,1.0
248,DER_TROTZKOPF_Q1197625,18.72873287453809,41.67513321022138,0.57006216,1.0
249,JAKOB_DER_LETZTE_Q15507850,18.702935661293193,41.17405930220734,0.35354984,1.0
250,WAS_DIE_ISAR_RAUSCHT_noWikiID,18.2443023539067,39.7526206584696,3.6500243e-08,0.9966442953020134
251,WALDHEIMAT_Q41547677,17.509638792506465,38.2868610560222,2.9802322e-08,0.9988207547169812
252,MEISTER_MARTIN_DER_KUEFNER_UND_SEINE_GESELLEN_Q1918300,20.64505118458043,45.85070827563911,4.2146848e-08,1.0
253,UNDINE_noWikiID,18.514286029386806,41.00841951546352,2.9802322e-08,1.0
254,HERMANN_VON_UNNA_noWikiID,21.048740133768824,45.173133470633616,3.6500243e-08,0.9932659932659933
255,DEUTSCHE_PIONIERE_noWikiID,20.837454170572556,45.55059051125898,0.42807567,1.0
