,Year,Review,mean,std
0,-50,0,0.6656968406128541,0.14909866686219272
1,-50,1,0.680337527069957,0.1329134863408259
2,-49,0,0.6675340253180653,0.15093085023545538
3,-49,1,0.6874980566463396,0.13106321938280976
4,-48,0,0.6710264233550689,0.1495944224721562
5,-48,1,0.6924651765555542,0.13378857237071873
6,-47,0,0.6724050875885095,0.1482294611224221
7,-47,1,0.6983048170961696,0.1338915435369479
8,-46,0,0.674180050502533,0.14894088570868186
9,-46,1,0.7011973924219023,0.13335922272075004
10,-45,0,0.6777168850935118,0.14670996495450328
11,-45,1,0.7068852452991086,0.13207167902725103
12,-44,0,0.6809633607441257,0.14484908508357766
13,-44,1,0.7115594848889609,0.13119984653444847
14,-43,0,0.6849436868340907,0.14262501739433706
15,-43,1,0.7197594867143151,0.123415752806849
16,-42,0,0.6878071159718718,0.1402795742872982
17,-42,1,0.7223067062888817,0.12224442511983986
18,-41,0,0.691645209289264,0.13763872328395002
19,-41,1,0.7225349553625138,0.12587569427617099
20,-40,0,0.6957025302196751,0.13603281352931665
21,-40,1,0.7195043439226472,0.1294128659622227
22,-39,0,0.701988944739909,0.1311838851929059
23,-39,1,0.7209767234849637,0.1288636685608427
24,-38,0,0.7043909776015751,0.1290300729017732
25,-38,1,0.7267066737997333,0.12097482333793133
26,-37,0,0.7069665033029794,0.1292053151394055
27,-37,1,0.7287977502618624,0.11738225553484623
28,-36,0,0.7085003349956437,0.13167903865557698
29,-36,1,0.735221319206804,0.11398009283256069
30,-35,0,0.7113148863246742,0.12896026641147765
31,-35,1,0.7344190698379327,0.11302840731874515
32,-34,0,0.7108471894748835,0.1303502867307789
33,-34,1,0.7334785167173238,0.11225315194969786
34,-33,0,0.7115640119512714,0.13312962065562498
35,-33,1,0.734972308907449,0.11165146723922238
36,-32,0,0.7152982725642998,0.1276817110512209
37,-32,1,0.7361182375118848,0.11495536241376454
38,-31,0,0.7164707570047198,0.12815235366707964
39,-31,1,0.7434278857709848,0.10887435522952958
40,-30,0,0.7188857115634447,0.12540015934690055
41,-30,1,0.7417932009105874,0.1156647339612796
42,-29,0,0.7164562336907644,0.1289575226584705
43,-29,1,0.7487009484990838,0.10829099780179553
44,-28,0,0.7193118897279969,0.12787058567177173
45,-28,1,0.7486831956463413,0.10504379976457948
46,-27,0,0.7209684584543042,0.12585112343961002
47,-27,1,0.749606196820308,0.10393583865550957
48,-26,0,0.7241867942546031,0.12339270453142726
49,-26,1,0.748879463231699,0.10246844686608364
50,-25,0,0.7255069109491903,0.12456923590542533
51,-25,1,0.7532727128409475,0.10015822488256826
52,-24,0,0.7285966666591088,0.125964594019007
53,-24,1,0.7549760965963356,0.10028769990143555
54,-23,0,0.7301790883588761,0.1264662896838439
55,-23,1,0.7567838258642586,0.10180278259267422
56,-22,0,0.7300063722673352,0.13282667175290536
57,-22,1,0.7571771155079542,0.10546048693553337
58,-21,0,0.7338109396128624,0.1268473693912327
59,-21,1,0.7584647599346406,0.10345129848492574
60,-20,0,0.7352037813867695,0.12706318940695932
61,-20,1,0.7613640501190025,0.10173340457771639
62,-19,0,0.7375806765343335,0.12740243142850963
63,-19,1,0.760209318229307,0.10551451188928888
64,-18,0,0.7396951264896204,0.1256968797724302
65,-18,1,0.7624445128686865,0.10553016840431607
66,-17,0,0.7436896456742846,0.12321932702431738
67,-17,1,0.7658992553258807,0.10961548618544004
68,-16,0,0.7437081664719482,0.1267864991285425
69,-16,1,0.7716358838809123,0.09983515918878261
70,-15,0,0.747540433566173,0.12299448847460222
71,-15,1,0.7739832028617645,0.10126474597940599
72,-14,0,0.7492167932553563,0.12257177733278744
73,-14,1,0.776189154316885,0.10258047372842939
74,-13,0,0.7526451785648852,0.1215940810371557
75,-13,1,0.7791402015453301,0.10315760631457684
76,-12,0,0.7553742472532385,0.12112339308001939
77,-12,1,0.7819867153039497,0.10177987350482821
78,-11,0,0.7571959781430732,0.12287244027194673
79,-11,1,0.7845907604149586,0.1010714527665193
80,-10,0,0.7608511843879342,0.1214220562888859
81,-10,1,0.784268581722695,0.10077686159852084
82,-9,0,0.7635046404234211,0.11996750482843464
83,-9,1,0.786846812754813,0.09866800177016717
84,-8,0,0.7665997741093854,0.11975310163869854
85,-8,1,0.7899475889268436,0.0988931257076897
86,-7,0,0.7691230824078975,0.11877521681790934
87,-7,1,0.7927328988320825,0.10040650559784912
88,-6,0,0.7724721757887241,0.11666199577237166
89,-6,1,0.7951480230641472,0.09842085098587398
90,-5,0,0.7755153907967478,0.1158712912370147
91,-5,1,0.7998936654505061,0.09861337509230568
92,-4,0,0.7904010101337109,0.10989955242030672
93,-4,1,0.8152893899621467,0.09708203160183677
94,-3,0,0.7901468728198979,0.11253545751566155
95,-3,1,0.8191866474836624,0.09352175790369524
96,-2,0,0.7913495386924632,0.11210734853007538
97,-2,1,0.8217000126843182,0.09317223934469128
98,-1,0,0.7933360922601189,0.10893397131769356
99,-1,1,0.8245879197901502,0.0890546987233176
100,0,0,0.7938706355081033,0.10833643992560636
101,0,1,0.8259693910296741,0.0889681364371325
102,1,0,0.7964428057189851,0.10518970123497995
103,1,1,0.8255179965882172,0.09067701459806954
104,2,0,0.7981483198610144,0.10130762439002813
105,2,1,0.8227513986129121,0.09091849291712353
106,3,0,0.7972218088981267,0.10219665436905626
107,3,1,0.8214560238908143,0.08978212616903664
108,4,0,0.7965840541740968,0.10257418459807481
109,4,1,0.8193799513634599,0.09163392923275272
110,5,0,0.7960711677482908,0.10421298285641761
111,5,1,0.8173533308949352,0.09153025661412544
112,6,0,0.7849406455684657,0.1050828666498997
113,6,1,0.8027859106043737,0.09108038485887077
114,7,0,0.7820610518684061,0.10576165655740226
115,7,1,0.8005748405989948,0.09365012198709637
116,8,0,0.7801206981985374,0.10761611673919515
117,8,1,0.797760048832952,0.0940123074360092
118,9,0,0.7784360236428197,0.1078041937670678
119,9,1,0.7954320268217773,0.09613844748746447
120,10,0,0.7756649658613932,0.10721263140414938
121,10,1,0.7927640988291991,0.0996431587199744
122,11,0,0.7745891454314057,0.1076065510987324
123,11,1,0.7925905726236833,0.10085605833411743
