,Year,Review,mean,std
124,12,0,0.7707538152960237,0.10890769830695587
125,12,1,0.7938387536875535,0.1012523738991213
126,13,0,0.768672321826266,0.10726223740606042
127,13,1,0.7958597221949446,0.09560533410579472
128,14,0,0.7670017793032649,0.106370714673085
129,14,1,0.7955247322211229,0.09467446549913695
130,15,0,0.7640919222903918,0.1085905498428181
131,15,1,0.7948547471999239,0.09536134902541388
132,16,0,0.7655530583520626,0.10442996470656091
133,16,1,0.7935151172974716,0.0973979605789552
134,17,0,0.7634910087951832,0.10393735399228049
135,17,1,0.7915795565936022,0.10289875058509416
136,18,0,0.7623424345778278,0.10401605480150578
137,18,1,0.795872966475206,0.09284582270327917
138,19,0,0.7621063485813528,0.10102736505787295
139,19,1,0.794245894616729,0.09316733499129054
140,20,0,0.7613407603036763,0.10177661059286344
141,20,1,0.7928167970845799,0.09238443974900502
142,21,0,0.7615888586368765,0.10090349559350589
143,21,1,0.793185099136638,0.09226654078741028
144,22,0,0.7594862312965746,0.10135720543187327
145,22,1,0.7919621217238824,0.09040440284085842
146,23,0,0.7558469649781637,0.10481981510144377
147,23,1,0.7904053582485759,0.09146358356770626
148,24,0,0.7522266288753728,0.10847803768044294
149,24,1,0.7884922318229384,0.09083832500350032
150,25,0,0.7516885178014445,0.10609588848474018
151,25,1,0.7855651021642883,0.0932648506276413
152,26,0,0.7495702696374849,0.10554708231032035
153,26,1,0.7828181755514517,0.09463669979523313
154,27,0,0.7485637120369018,0.10581633341553394
155,27,1,0.7778745296441433,0.09687340688272873
156,28,0,0.7459630881744823,0.10751725914070812
157,28,1,0.77495402312366,0.09976616468522066
158,29,0,0.7446355249655539,0.10936955109775702
159,29,1,0.7731754158701355,0.10199258330341619
160,30,0,0.7445655061757084,0.11075967849011115
161,30,1,0.771897179787725,0.10197410526746027
162,31,0,0.7427785310112931,0.11173158267710379
163,31,1,0.7723774547819467,0.10132623197151587
164,32,0,0.7418606232588271,0.11236909368908114
165,32,1,0.7735578076107336,0.10073538264879307
166,33,0,0.7420821097534964,0.11227351054280937
167,33,1,0.7699390227509688,0.10319441451040291
168,34,0,0.7418807201395011,0.11210320605089406
169,34,1,0.7724906182399904,0.09976675401549467
170,35,0,0.7419256824717464,0.11001228368063541
171,35,1,0.773168465420374,0.09828875351096474
172,36,0,0.7398878113601158,0.11067373366248634
173,36,1,0.7719480125950604,0.09677363588898383
174,37,0,0.7398468785212201,0.11138925589445525
175,37,1,0.7748576888663743,0.09112757638062262
176,38,0,0.7352661065989223,0.11225088827763761
177,38,1,0.774194163712336,0.09205734793400734
178,39,0,0.7329439148118659,0.11264397345276392
179,39,1,0.7734380506726141,0.09305972192681819
180,40,0,0.730916027696932,0.11411957202303545
181,40,1,0.7752167171704083,0.09471714261938899
182,41,0,0.7300677512353163,0.11463697096065037
183,41,1,0.7729517260354217,0.09798020924437094
184,42,0,0.7287573185101953,0.11430460276880226
185,42,1,0.7733464457189719,0.10065996552338934
186,43,0,0.7281517292874159,0.11334236881080104
187,43,1,0.7710357759049709,0.10224270811481824
188,44,0,0.7267065744411624,0.11319977016107939
189,44,1,0.7700604606874932,0.10160876440841603
190,45,0,0.7243666329902825,0.11599247219246825
191,45,1,0.7689930279960473,0.10147135756648665
192,46,0,0.7237588247060335,0.11727981605110208
193,46,1,0.7658748860926707,0.10171755235313575
194,47,0,0.7226655223367577,0.11556438838290939
195,47,1,0.7638686679725244,0.10191872551238274
196,48,0,0.7204956936286292,0.11775597827094358
197,48,1,0.7600950058522057,0.09968241057056135
198,49,0,0.7221121349979097,0.11583495651247848
199,49,1,0.7578693169172898,0.09970887783405219
200,50,0,0.7206439252554235,0.11621322244525237
201,50,1,0.7565831360530205,0.1023744987325207
