louvain;id_A;betweenness;Source
32;118;28682;THE_LAST_SEPTEMBER_Q1199395
50;1180;0;DORIS_LESSING_noWikiID
50;1181;0;GEORGE_ORWELL_noWikiID
50;1182;0;SALMAN_RUSHDIE_noWikiID
19;1183;7937894;THE_DAILY_TELEGRAPH_noWikiID
19;1184;35844;ISA_BLAGDEN_Q20711841
19;1185;0;GEORGE_LILLO_Q832532
19;1186;0;JOHN_MCGRATH_noWikiID
10;1187;0;MEEHAWL_MACMURRACHU_noWikiID
10;1188;7174;SIR_noWikiID
48;1189;0;NEWS_FROM_NOWHERE_Q7019506
32;119;263906;HUGO_HAMILTON_(WRITER)_Q728525
7;1190;0;FRANÇOIS_RABELAIS_Q131018
7;1191;7174;MICHEL_DE_MONTAIGNE_Q41568
43;1192;14346;E._B._WHITE_noWikiID
43;1193;57310;VAL_MCDERMID_Q239911
27;1194;0;FRANKENSTEIN_Q150827
27;1195;14346;STRANGE_CASE_OF_DR_JEKYLL_AND_MR_HYDE_Q217352
8;1196;7174;PERCY_LUBBOCK_Q7167464
8;1197;0;MEREDITH_noWikiID
8;1198;14344;TRADITION_AND_THE_INDIVIDUAL_TALENT_Q7832271
59;1199;0;ALEXANDER_POPE_(ACTOR)_Q4719870
3;12;1528060;SARAH_DIXON_Q18576992
32;120;7174;THE_HEAT_OF_THE_DAY_Q7739239
19;1200;0;THOMAS_AMORY_(TUTOR)_Q7787057
19;1201;0;ALEXANDER_GEDDES_Q4718933
19;1202;0;JOSEPH_PLUNKETT_Q284156
19;1203;0;BURROUGHS_noWikiID
57;1204;0;DURRELL_noWikiID
57;1205;14346;LAURA_RIDING_Q3312332
8;1206;0;PATER_noWikiID
11;1207;7174;A_MODERN_LOVER_noWikiID
11;1208;472074;LITERATURE_AT_NURSE
11;1209;0;HENRY_VIZETELLY_Q5729581
32;121;0;CAL_Q1026116
8;1210;0;ENQUIRY_CONCERNING_POLITICAL_JUSTICE_Q2094789
8;1211;7174;THINGS_AS_THEY_ARE_noWikiID
23;1212;0;JAMES_VI_AND_I_Q79972
22;1213;21514;BURTON_LANE_Q364143
22;1214;7174;WILLIAM_HENRY_SMITH_(1825–1891)_Q176472
22;1215;0;ROBERT_DODSLEY_Q3434980
29;1216;7174;WILLIAM_SHIELS_Q8018395
29;1217;135780;MERCIER_noWikiID
29;1218;0;SARAH_BERNHARDT_Q4605
32;1219;0;MERDLE_noWikiID
32;122;0;MOLLY_KEANE_Q4958431
32;1220;28682;THE_SNAPPER_noWikiID
54;1221;7174;THOMAS_HUGHES_Q332580
54;1222;0;TOM_BROWN'S_SCHOOL_DAYS_Q7815084
48;1223;7174;THE_NATURE_OF_BLOOD_noWikiID
48;1224;0;W._G._SEBALD_Q76952
54;1225;0;DINAH_CRAIK_Q2331155
54;1226;57306;MICHAEL_ARMSTRONG_noWikiID
27;1227;0;H._RIDER_HAGGARD_noWikiID
31;1228;0;THOMAS_PENNANT_Q545123
0;1229;0;FRANCIS_JEFFREY_LORD_JEFFREY_Q5881202
4;123;0;RETAMAR_noWikiID
0;1230;43006;SAMUEL_TAYLOR_COLERIDGE_Q82409
50;1231;93030;HANIF_KUREISHI_noWikiID
50;1232;7174;IAIN_SINCLAIR_Q5980623
3;1233;0;MARY_CHANDLER_Q6779200
3;1234;227762;ELIZABETH_TOLLET_Q5363623
49;1235;0;ROS_BALLASTER_noWikiID
49;1236;28682;PAUL_HUNTER_Q178319
53;1237;7174;GEORGE_MEREDITH_(TASMANIAN_SETTLER)_Q5542412
53;1238;0;RICHARD_POLWHELE_Q7328472
22;1239;7174;THE_TALE_OF_PETER_RABBIT_Q580463
4;124;43008;CHINUA_ACHEBE_noWikiID
22;1240;0;LIVES_AND_CHARACTERS_OF_THE_MOST_EMINENT_WRITERS_OF_THE_SCOTS_NATION_noWikiID
0;1241;0;WILLIAM_COWPER_Q315537
0;1242;7174;THE_TASK_noWikiID
2;1243;121446;FLORENCE_MARRYAT_Q538620
2;1244;64422;BOOK_OF_RUTH_Q80038
15;1245;0;LONGMAN_ANTHOLOGY_noWikiID
36;1246;0;NELLA_LARSEN_Q453665
36;1247;7174;CLAUDE_MCKAY_Q1096967
34;1248;7174;JOHN_HORNE_TOOKE_Q351287
34;1249;50162;A_JOURNEY_TO_THE_WESTERN_ISLANDS_OF_SCOTLAND_Q1217063
22;125;21510;TYNAN_noWikiID
34;1250;0;TONY_BLAIR_Q9545
16;1251;7174;MARY_O'MALLEY_(POET)_Q6780454
16;1252;1123818;THE_ATHENAEUM_noWikiID
22;1253;797704;PEOPLE'S_JOURNAL_noWikiID
46;1254;0;JAMES_STEUART_(ECONOMIST)_Q257107
33;1255;1326546;KORTE_noWikiID
58;1256;404506;KENNER_noWikiID
33;1257;14344;PAUL_RICOEUR_noWikiID
38;1258;717910;JOHN_MULLAN_(ACADEMIC)_Q6249752
33;1259;71560;STOPPARD_noWikiID
22;126;50158;DAVID_MASSON_noWikiID
33;1260;7174;LAST_DAYS_(NEVILL_NOVEL)_Q18209080
33;1261;0;THE_BORROWERS_noWikiID
33;1262;21514;WEEP_NOT,_CHILD_Q3953479
33;1263;0;O'LOUGHLIN_noWikiID
33;1264;0;KING_noWikiID
19;1265;6270614;SYRETT_noWikiID
56;1266;0;THE_INTERPRETATION_OF_DREAMS_Q726382
50;1267;0;BRIGID_BROPHY_Q441494
50;1268;7174;ROSE_noWikiID
59;1269;0;MURRY_WILSON_Q629216
22;127;14344;CLARKE_noWikiID
59;1270;7174;THE_CONDUCT_OF_THE_ALLIES_Q17984448
40;1271;0;A._E._HOUSMAN_noWikiID
31;1272;85934;ZELINSKY_noWikiID
31;1273;64452;AVERY_noWikiID
31;1274;21516;QUASIMODO_noWikiID
31;1275;107218;HOLIDAY_HOUSE_noWikiID
31;1276;0;SANCHO_PANZA_noWikiID
31;1277;43002;THE_GOLDEN_BOWL_Q1248585
31;1278;0;STRANGE_LOYALTIES_Q16933193
31;1279;0;GAUDY_NIGHT_Q2464821
33;128;21510;ALFRED_MILNER_1ST_VISCOUNT_MILNER_Q356361
31;1280;0;SATURDAY_NIGHT_AND_SUNDAY_MORNING_Q444395
26;1281;0;VIOLET_JACOB_Q543788
53;1282;0;HENRY_LONGUEVILLE_MANSEL_Q12061474
53;1283;43006;WILLIAM_FRASER_RAE_Q16738599
44;1284;0;BOND_noWikiID
18;1285;0;OPRAH_WINFREY_Q55800
18;1286;14346;THE_GUARDIAN_noWikiID
6;1287;0;JAMES_FRANCIS_STEPHENS_Q720632
8;1288;7174;D._H._LAWRENCE_noWikiID
8;1289;28680;E._M._FORSTER_noWikiID
33;129;43002;ROGER_LUCKHURST_Q22277144
8;1290;0;HENRY_JAMES_noWikiID
9;1291;14346;SIR_CHARLES_DILKE_2ND_BARONET_Q338114
9;1292;85928;JOHN_FOXE_Q380961
9;1293;0;WILLIAM_TYNDALE_Q219639
9;1294;0;JULIUS_CAESAR_Q1048
57;1295;0;ORLANDO:_A_BIOGRAPHY_Q1629456
39;1296;0;MOSES_noWikiID
56;1297;0;THE_HUMAN_FACTOR_(NOVEL)_Q11097398
56;1298;28678;JOURNEY_TO_THE_BORDER_noWikiID
5;1299;7174;GEORGE_SHIELS_Q5544522
3;13;0;SUSANNA_BLAMIRE_Q7648643
33;130;14344;TATLIN_noWikiID
5;1300;2322110;MARY_MANNING_(WRITER)_Q27150171
5;1301;0;HENRY_IRVING_Q32505
24;1302;0;RIMINI_noWikiID
24;1303;417592;THE_TOWER_(POETRY_COLLECTION)_Q7769729
56;1304;0;CHRONICLES_OF_THE_CANONGATE_Q17352486
46;1305;71630;ARTHUR_KOESTLER_noWikiID
46;1306;21510;EDNA_LONGLEY_noWikiID
46;1307;0;GORDON_noWikiID
46;1308;14344;ANITA_DESAI_noWikiID
46;1309;7174;FLORENCE_NIGHTINGALE_noWikiID
18;131;0;WILLIAM_CARLETON_Q1554038
52;1310;0;COETZEE_noWikiID
52;1311;21516;SCHLEGEL_noWikiID
28;1312;0;MARIE_JEANNE_RICCOBONI_Q3087936
28;1313;21514;THE_POETS_AND_POETRY_OF_MUNSTER_noWikiID
51;1314;0;L._E._L._noWikiID
51;1315;121446;WE_ARE_SEVEN_noWikiID
52;1316;14346;JEROME_J._MCGANN_noWikiID
52;1317;57324;THEODOR_ADORNO_noWikiID
52;1318;0;GEORG_LUKÁCS_noWikiID
52;1319;0;RAYMOND_WILLIAMS_Q394628
18;132;7174;SAMUEL_FERGUSON_Q5728252
20;1320;0;THE_WESTMINSTER_REVIEW_noWikiID
20;1321;35848;SATURDAY_REVIEW_noWikiID
31;1322;42994;DIXON_noWikiID
31;1323;0;FUGE_noWikiID
31;1324;0;ELLISON_noWikiID
59;1325;14346;MACFLECKNOE_noWikiID
59;1326;21510;FATS_WALLER_Q310476
59;1327;0;ABSALOM_AND_ACHITOPHEL_noWikiID
59;1328;0;WILLIAM_HOGARTH_Q171344
12;1329;0;JANE_COLLIER_noWikiID
34;133;14344;JAMES_BOSWELL_Q335060
12;1330;14346;THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID
14;1331;78730;BRYAN_MACMAHON_(WRITER)_Q15463638
36;1332;42984;ARTHUR_SYMONS_Q711666
36;1333;35830;T._E._HULME_Q2624836
36;1334;71606;THE_SYMBOLIST_MOVEMENT_IN_LITERATURE_Q7767807
38;1335;7174;BARTHES_noWikiID
38;1336;0;ARTHUR_ADAMS_(ZOOLOGIST)_Q1853362
20;1337;0;POEMS_ON_SEVERAL_OCCASIONS_noWikiID
20;1338;35844;MISCELLANY_POEMS_noWikiID
46;1339;7174;DEREK_WALCOTT_Q132701
34;134;21510;LIFE_OF_SAMUEL_JOHNSON_Q1218644
46;1340;0;JAMES_COOK_Q7324
18;1341;7174;LIONEL_JOHNSON_Q326311
18;1342;0;JOHN_DAVIDSON_(POET)_Q4171981
18;1343;14344;HUBERT_CRACKANTHORPE_Q3787384
57;1344;0;ALAN_SILLITOE_noWikiID
57;1345;7174;DAVID_STOREY_(POLITICIAN)_Q18109240
21;1346;7174;THOMAS_PERCY_7TH_EARL_OF_NORTHUMBERLAND_Q2701365
21;1347;0;THE_CELTIC_TWILIGHT_noWikiID
52;1348;0;ARISTOTLE_noWikiID
52;1349;7174;PLATO_Q859
34;135;7174;JOHNSON_(COMPOSER)_Q3523016
60;1350;369788;SHARP_noWikiID
60;1351;0;EMMA_DONOGHUE_noWikiID
30;1352;682904;JOHN_BURNSIDE_(INVENTOR)_Q6223999
60;1353;0;FATHER_AND_SON_noWikiID
60;1354;14346;V._S._PRITCHETT_noWikiID
60;1355;21514;FRIENDSHIP_IN_DEATH_noWikiID
60;1356;14344;THE_MAKING_OF_AMERICANS_Q7749704
60;1357;14346;LOVE_INTRIGUES_noWikiID
60;1358;121414;CECILIA_Q3233990
60;1359;0;HANSON_noWikiID
35;136;50154;NOCTES_AMBROSIANAE_Q7046415
60;1360;0;PAMELA_AND_CLARISSA_noWikiID
61;1361;64482;PIERRE_BAYLE_Q214816
61;1362;14344;GOTTFRIED_WILHELM_LEIBNIZ_Q9047
61;1363;0;JOHN_TOLAND_Q335820
61;1364;14344;A_PHILOSOPHICAL_ENQUIRY_CONCERNING_THE_ORIGIN_OF_OUR_IDEAS_OF_THE_SUBLIME_AND_BEAUTIFUL_Q947972
61;1365;0;EDWARD_GIBBON_Q161841
61;1366;0;FRANCIS_BACON_Q37388
46;1367;14344;BRITISH_IMPERIALISM_1750–1970_noWikiID
46;1368;28678;ROGERS_noWikiID
46;1369;7174;A_COMPANION_TO_VICTORIAN_LITERATURE_AND_CULTURE_noWikiID
35;137;57280;STRAND_noWikiID
1;1370;7174;W._H._AUDEN_noWikiID
44;1371;7174;JANEWAY_noWikiID
44;1372;234814;MANN_noWikiID
44;1373;0;ROBERT_BAILLIE_Q7341794
57;1374;7174;LEE_HARWOOD_Q6513832
57;1375;64480;DYLAN_THOMAS_noWikiID
36;1376;35838;MICHAEL_LONGLEY_Q962873
36;1377;50146;LEONARD_noWikiID
36;1378;0;SEAMUS_HEANEY_noWikiID
49;1379;0;GILLIAN_BEER_Q5562202
35;138;28678;JOHN_WILSON_(SCOTTISH_WRITER)_Q6264502
49;1380;14346;PIERRE_JANET_Q328758
9;1381;0;T._W._ROBERTSON_Q952708
9;1382;7174;ANNE_BRACEGIRDLE_Q750975
52;1383;0;THE_EMPIRE_WRITES_BACK_Q17010588
4;1384;21514;LEFT_REVIEW_noWikiID
4;1385;0;GOTTHOLD_EISENSTEIN_Q61047
4;1386;7174;SOLEDAD_BROTHER_noWikiID
41;1387;14346;THOMAS_SPENCE_Q327729
41;1388;0;WILLIAM_WILBERFORCE_Q207672
41;1389;0;J._B._PRIESTLEY_Q443528
35;139;7174;OUR_VILLAGE_Q7111226
9;1390;28678;BOOK_OF_COMMON_PRAYER_Q784710
9;1391;7174;ANTHONY_ASHLEY_COOPER_1ST_EARL_OF_SHAFTESBURY_Q336002
9;1392;0;MESSINGHAM_noWikiID
9;1393;0;ALEXANDER_VON_HUMBOLDT_Q6694
55;1394;0;THE_EMIGRANTS_(SEBALD_NOVEL)_Q1211151
55;1395;7174;MEMOIRS_OF_A_CAVALIER_Q6815274
15;1396;0;THADY_QUIRKE_noWikiID
15;1397;28682;EMPRESS_MATILDA_Q150872
27;1398;35844;ARTHUR_MACHEN_Q540166
27;1399;0;ROBERT_LOUIS_STEVENSON_Q1512
3;14;0;MATTHEW_PRIOR_Q1256302
26;140;0;HARTNETT_noWikiID
21;1400;291226;TEMORA_noWikiID
21;1401;7174;THE_IRISH_MELODIES_noWikiID
37;1402;0;EOGHAN_RUA_Ó_SÚILLEABHÁIN_Q2074857
31;1403;0;FAR_FROM_THE_MADDING_CROWD_Q5642996
29;1404;0;MIGUEL_LILLO_Q2259136
18;1405;28680;ANDRÉ_MASSON_Q312529
43;1406;7174;THE_WOMAN_WHO_DID_Q7775505
43;1407;21514;EVELYN_SHARP_(SUFFRAGIST)_Q5416441
43;1408;0;SUE_BRIDEHEAD_noWikiID
3;1409;0;THOMAS_PERCY_Q712930
26;141;35838;ANDY_PATMORE_Q98071323
20;1410;14344;THE_BRITISH_NOVELISTS_noWikiID
20;1411;7174;DICTIONARY_noWikiID
58;1412;0;CARL_MARIA_VON_WEBER_Q154812
58;1413;7174;MARSDEN_noWikiID
3;1414;0;PICASSO_noWikiID
3;1415;7174;SONG_noWikiID
36;1416;21510;QUEEN_MAB_(POEM)_Q3414011
36;1417;57312;DAVID_LYNDSAY_Q723850
36;1418;14346;RENÉ_RAPIN_Q511359
23;1419;42994;GEORGE_III_OF_GEORGIA_Q542017
27;142;100198;THE_SLEEPER_AWAKES_Q650949
23;1420;78758;JOHN_STUART_3RD_EARL_OF_BUTE_Q294651
23;1421;0;CHARLES_STEWART_PARNELL_Q317436
38;1422;0;THE_HISTORICAL_NOVEL_Q18389829
38;1423;35844;RICHARD_MAXWELL_(DIRECTOR)_Q7327700
27;1424;0;FINGERSMITH_(NOVEL)_Q2756027
27;1425;7174;AFFINITY_(NOVEL)_Q4688970
40;1426;57330;WILLIAM_HAZLITT_(REGISTRAR)_Q15437505
49;1427;42984;PAULA_R._BACKSCHEIDER_noWikiID
49;1428;85894;FELICITY_NUSSBAUM_Q68599580
49;1429;35830;ISOBEL_ARMSTRONG_Q6085282
27;143;35838;THE_INVISIBLE_MAN_Q1539509
28;1430;78750;EPICTETUS_Q183144
28;1431;7174;THE_HISTORY_OF_ENGLAND_FROM_THE_ACCESSION_OF_JAMES_THE_SECOND_Q7739784
6;1432;0;GODWIN_EARL_OF_WESSEX_Q318142
6;1433;28684;CALEB_WILLIAMS_noWikiID
47;1434;0;MIDDLEMARCH_Q313129
47;1435;7174;THE_MILL_ON_THE_FLOSS_Q1215018
59;1436;3339332;JAMES_FITZMAURICE_Q6133939
59;1437;7174;BLAMIRE_noWikiID
59;1438;248710;RICHARD_SAVAGE_(POET)_Q522436
51;1439;0;DÁIBHÍ_Ó_BRUADAIR_noWikiID
27;144;14344;THE_ISLAND_OF_DOCTOR_MOREAU_Q718268
40;1440;14344;ELIZA_METEYARD_Q15976258
40;1441;35842;WILLIAM_STANLEY_JEVONS_Q312546
26;1442;7174;ROBINSON_noWikiID
26;1443;0;ZADIE_SMITH_Q140052
11;1444;0;WILLIAM_EDWARD_HARTPOLE_LECKY_Q725927
11;1445;14344;CHARLES_BRADLAUGH_Q387458
11;1446;7174;JAMES_USSHER_Q333481
0;1447;43006;POEMS_OF_OSSIAN_noWikiID
0;1448;50134;IL_PENSEROSO_Q1658233
0;1449;14344;NORTON_ANTHOLOGY_noWikiID
27;145;157114;VRIL_Q510699
0;1450;7174;THE_MARRIAGE_OF_HEAVEN_AND_HELL_Q1132673
0;1451;0;LUDWIG_VAN_BEETHOVEN_Q255
18;1452;0;CHARLOTTE_MARY_YONGE_Q433098
18;1453;7174;WALTER_BESANT_Q974852
0;1454;7174;WILLIAM_WORDSWORTH_Q45546
0;1455;50134;PERCY_BYSSHE_SHELLEY_Q93343
0;1456;0;ROBERT_SOUTHEY_Q216838
24;1457;0;ACALLAM_noWikiID
