title;wikiname;Binz_1790;Binz_1812;Armbruster_1813;Bachmann_1851;Gerold_1859;Last_1901;sum_libraries;binary;best_match_circl;circl
NA;DIE_MEHREREN_WEHMUELLER;0;0;0;0;0;0;0;0;NA;NA
die molkenkur;DIE_MOLKENKUR;0;0;0;0;0;0;0;0;die molkenkur;1
NA;DIE_NACHBARN;0;0;0;0;0;0;0;0;NA;NA
die nächte tino von bagdads;DIE_NAECHTE_TINO_VON_BAGDADS;0;0;0;0;0;0;0;0;die nächte tino von bagdads;1
die narrenburg;DIE_NARRENBURG;0;0;0;1;0;0;1;1;die narrenburg;1
die nihilisten;DIE_NIHILISTEN;0;0;0;0;0;1;1;1;NA;NA
NA;DIE_PFRUENDER;0;0;0;0;0;0;0;0;NA;NA
die poppenpuhls;DIE_POGGENPUHLS;0;0;0;0;0;1;1;1;die poppenpuhls;1
die richterin;DIE_RICHTERIN_(NOVELLE);0;0;0;0;0;1;1;1;die richterin;1
die ritter vom geiste;DIE_RITTER_VOM_GEISTE;0;0;0;1;1;1;3;1;die ritter vom geiste;1
die rose von disentis;DIE_ROSE_VON_DISENTIS;0;0;0;1;0;0;1;1;die rose von disentis;1
die schriften des waldschulmeister;DIE_SCHRIFTEN_DES_WALDSCHULMEISTERS;0;0;0;0;0;1;1;1;die schriften des waldschulmeister;1
die schwarze galeere;DIE_SCHWARZE_GALEERE;0;0;0;0;0;0;0;0;die schwarze galeere;1
die schwarze spinne;DIE_SCHWARZE_SPINNE_(NOVELLE);0;0;0;1;0;0;1;1;die schwarze spinne;1
die serapions-brüder;DIE_SERAPIONSBRUEDER;0;0;0;1;1;0;2;1;die serapions-brüder;1
NA;DIE_SOEHNE_DES_SENATORS;0;0;0;0;0;0;0;0;NA;NA
der steinklopfer;DIE_STEINKLOPFER;0;0;0;0;0;1;1;1;der steinklopfer;1
NA;DIE_TOTEN_SCHWEIGEN;0;0;0;0;0;0;0;0;NA;NA
die verlobung in st. domingo;DIE_VERLOBUNG_IN_ST._DOMINGO;0;0;0;1;0;0;1;1;die verlobung in st. domingo;1
die verlorene handschrift;DIE_VERLORENE_HANDSCHRIFT;0;0;0;0;0;1;1;1;die verlorene handschrift;1
die versuchung des pescara;DIE_VERSUCHUNG_DES_PESCARA;0;0;0;0;0;1;1;1;die versuchung des pescara;1
die verwandlung;DIE_VERWANDLUNG;0;0;0;0;0;0;0;0;die verwandlung;1
verwirrungen des zoeglings toerless;DIE_VERWIRRUNGEN_DES_ZOEGLINGS_TOERLESS;0;0;0;0;0;0;0;0;verwirrungen des zoeglings toerless;1
die waffen nieder!;DIE_WAFFEN_NIEDER;0;0;0;0;0;1;1;1;die waffen nieder!;1
die wahlverwandtschaften;DIE_WAHLVERWANDTSCHAFTEN;0;1;1;1;1;1;5;1;die wahlverwandtschaften;1
NA;DIE_WASSERNOT_IM_EMMENTAL;0;0;0;0;0;0;0;0;NA;NA
die weise von liebe und tod des cornets christoph rilke;DIE_WEISE_VON_LIEBE_UND_TOD_DES_CORNETS_CHRISTOPH_RILKE;0;0;0;0;0;0;0;0;die weise von liebe und tod des cornets christoph rilke;1
NA;DIE_WIEDERTAEUFER;0;0;0;0;0;0;0;0;NA;NA
NA;DIE_WISKOTTENS;0;0;0;0;0;0;0;0;NA;NA
NA;DIE_ZAUBEREI_IM_HERBSTE;0;0;0;0;0;0;0;0;NA;NA
die zweite frau;DIE_ZWEITE_FRAU;0;0;0;0;0;1;1;1;NA;NA
NA;DIE_ZWOELF_APOSTEL;0;0;0;0;0;0;0;0;NA;NA
dies buch gehã¶rt dem kã¶nig;DIES_BUCH_GEHOERT_DEM_KOENIG;0;0;0;0;1;0;1;1;dies buch gehã¶rt dem kã¶nig;1
don juan von kolomea;DON_JUAN_VON_KOLOMEA;0;0;0;0;0;0;0;0;don juan von kolomea;1
NA;DORFGAENGE;0;0;0;0;0;0;0;0;NA;NA
draußen im heidedorf;DRAUSSEN_IM_HEIDEDORF;0;0;0;0;0;1;1;1;draußen im heidedorf;1
drei federn;DREI_FEDERN;0;0;0;0;0;1;1;1;NA;NA
dschinnistan;DSCHINNISTAN;1;1;0;0;0;0;2;1;dschinnistan;1
aus eduard allwills papieren;EDUARD_ALLWILLS_PAPIEREN;1;1;0;0;0;0;2;1;aus eduard allwills papieren;1
NA;EEKENHOF;0;0;0;0;0;0;0;0;NA;NA
effi briest;EFFI_BRIEST;0;0;0;0;0;0;0;0;effi briest;1
NA;EIGENSINN_UND_LAUNE;0;0;0;0;0;0;0;0;NA;NA
NA;EIN_ABSCHIED;0;0;0;0;0;0;0;0;NA;NA
NA;EIN_BEKENNTNIS;0;0;0;0;0;0;0;0;NA;NA
ein brief;EIN_BRIEF_(HOFMANNSTHAL);0;0;0;0;0;0;0;0;ein brief;1
ein doppelgänger;EIN_DOPPELGAENGER;0;0;0;0;0;1;1;1;ein doppelgänger;1
ein fest auf haderslevhuus;EIN_FEST_AUF_HADERSLEVHUUS;0;0;0;0;0;1;1;1;ein fest auf haderslevhuus;1
NA;EIN_GRUENES_BLATT;0;0;0;0;0;0;0;0;NA;NA
ein kampf um rom;EIN_KAMPF_UM_ROM;0;0;0;0;0;1;1;1;ein kampf um rom;1
ein kampf ums recht;EIN_KAMPF_UMS_RECHT;0;0;0;0;0;1;1;1;ein kampf ums recht;1
NA;EIN_WORT;0;0;0;0;0;0;0;0;NA;NA
eine ägyptische königstocher;EINE_AEGYPTISCHE_KOENIGSTOCHTER;0;0;0;0;0;0;0;0;eine ägyptische königstocher;1
eine ausschweifung;EINE_AUSSCHWEIFUNG;0;0;0;0;0;1;1;1;eine ausschweifung;1
reich und arm. eine geschichte aus dem bregenzerwalde;EINE_GESCHICHTE_AUS_DEM_BREGENZERWALDE;0;0;0;0;0;0;0;0;reich und arm. eine geschichte aus dem bregenzerwalde;1
NA;EINE_MALERARBEIT;0;0;0;0;0;0;0;0;NA;NA
NA;EINE_STUNDE_HINTER_MITTERNACHT;0;0;0;0;0;0;0;0;NA;NA
ekkehard;EKKEHARD;0;0;0;0;1;1;2;1;ekkehard;1
eleagabal kuperus;ELEAGABAL_KUPERUS;0;0;0;0;0;0;0;0;eleagabal kuperus;1
elisa oder das weib wie es seyn sollte;ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE;0;1;1;1;0;0;3;1;elisa oder das weib wie es seyn sollte;1
ellen von der weiden;ELLEN_VON_DER_WEIDEN;0;0;0;0;0;1;1;1;ellen von der weiden;1
ellernkipp;ELLERNKLIPP;0;0;0;0;0;1;1;1;ellernkipp;1
else von der tanne;ELSE_VON_DER_TANNE;0;0;0;0;0;0;0;0;else von der tanne;1
elsi, die seltsame magd;ELSI,_DIE_SELTSAME_MAGD;0;0;0;0;0;0;0;0;elsi, die seltsame magd;1
NA;ERINNERUNGEN_VON_LUDOLF_URSLEU;0;0;0;0;0;0;0;0;NA;NA
NA;ESCH_ODER_DIE_ANARCHIE;0;0;0;0;0;0;0;0;NA;NA
NA;EVREMONT;0;0;0;0;0;0;0;0;NA;NA
fausts leben, thaten und hã¶llenfahrt;FAUSTS_LEBEN,_THATEN_UND_HOELLENFAHRT;0;0;0;1;1;0;2;1;fausts leben, thaten und hã¶llenfahrt;1
NA;FELICITAS;0;0;0;0;0;0;0;0;NA;NA
flegeljahre;FLEGELJAHRE;0;0;0;1;1;1;3;1;flegeljahre;1
florentin;FLORENTIN;0;0;0;0;0;0;0;0;florentin;1
florentinische nächte;FLORENTINISCHE_NAECHTE;0;0;0;0;0;0;0;0;florentinische nächte;1
fragment eines romans;FRAGMENT_EINES_ROMANS;0;0;0;0;0;0;0;0;fragment eines romans;1
franz sternbalds wanderungen;FRANZ_STERNBALDS_WANDERUNGEN;0;0;0;1;1;0;2;1;franz sternbalds wanderungen;1
NA;FRAU_BEATE_UND_IHR_SOHN;0;0;0;0;0;0;0;0;NA;NA
frau bertha garlan;FRAU_BERTHA_GARLAN;0;0;0;0;0;1;1;1;NA;NA
frau jenny treibel;FRAU_JENNY_TREIBEL;0;0;0;0;0;1;1;1;frau jenny treibel;1
NA;FRAU_SORGE;0;0;0;0;0;0;0;0;NA;NA
NA;FRAU_VON_SAVERNE;0;0;0;0;0;0;0;0;NA;NA
freigeboren;FREIGEBOREN;0;0;0;0;0;1;1;1;freigeboren;1
freiheit, die ich meine;FREIHEIT_DIE_ICH_MEINE;0;0;0;0;0;0;0;0;freiheit, die ich meine;1
freuden des jungen werthers;FREUDEN_DES_JUNGEN_WERTHERS;0;0;0;0;0;1;1;1;NA;NA
NA;FRIDOLIN_UND_SEIN_GLUECK;0;0;0;0;0;0;0;0;NA;NA
NA;FRUEHLING;0;0;0;0;0;0;0;0;NA;NA
gabriele;GABRIELE;0;0;0;1;1;0;2;1;gabriele;1
geheime geschichte des philosophen peregrinus proteus;GEHEIME_GESCHICHTE_DES_PHILOSOPHEN_PEREGRINUS_PROTEUS;0;1;0;1;0;1;3;1;geheime geschichte des philosophen peregrinus proteus;1
geld und geist;GELD_UND_GEIST;0;0;0;1;0;1;2;1;geld und geist;1
agathon;GESCHICHTE_DES_AGATHON;1;1;1;1;0;1;5;1;agathon;1
geschichte des fräulein von sterneim;GESCHICHTE_DES_FRAEULEINS_VON_STERNHEIM;1;1;0;0;0;0;2;1;geschichte des fräulein von sterneim;1
geschichte eines deutschen der neusten zeit;GESCHICHTE_EINES_DEUTSCHEN_DER_NEUSTEN_ZEIT;0;0;0;0;0;1;1;1;NA;NA
geschichten eines wienerkindes;GESCHICHTE_EINES_WIENERKINDES;0;0;0;0;0;0;0;0;geschichten eines wienerkindes;1
geschichte vom braven kasperl und dem schã¶nen annerl;GESCHICHTE_VOM_BRAVEN_KASPERL_UND_DEM_SCHOENEN_ANNERL;0;0;0;0;1;0;1;1;geschichte vom braven kasperl und dem schã¶nen annerl;1
eine geschichte vom galgenmännlein;GESCHICHTE_VOM_GALGENMAENNLEIN;0;0;0;0;0;0;0;0;eine geschichte vom galgenmännlein;1
geschichten aus den tiroler bergen;GESCHICHTEN_AUS_DEN_TIROLER_BERGEN;0;0;0;0;0;1;1;1;NA;NA
NA;GESCHWISTER_TANNER;0;0;0;0;0;0;0;0;NA;NA
NA;GESPRAECHE_MIT_DAEMONEN;0;0;0;0;0;0;0;0;NA;NA
NA;GIB_MICH_FREI;0;0;0;0;0;0;0;0;NA;NA
gockel, hinkel und gackeleia;GOCKEL,_HINKEL_UND_GACKELEIA;0;0;0;0;0;0;0;0;gockel, hinkel und gackeleia;1
godwi;GODWI;0;0;0;0;0;0;0;0;godwi;1
goldelse;GOLDELSE_(MARLITT);0;0;0;0;0;1;1;1;goldelse;1
grandison der zweyte;GRANDISON_DER_ZWEYTE;1;1;1;0;1;0;4;1;grandison der zweyte;1
grete minde;GRETE_MINDE;0;0;0;0;0;1;1;1;grete minde;1
grillparzers liebesroman;GRILLPARZERS_LIEBESROMAN;0;0;0;0;0;0;0;0;grillparzers liebesroman;1
groenlaendische prozesse;GROENLAENDISCHE_PROZESSE;0;0;0;1;0;0;1;1;NA;NA
großmüthiger feldherr arminius;GROSZMUETHIGER_FELDHERR_ARMINIUS;1;0;0;0;0;0;1;1;großmüthiger feldherr arminius;1
gutmanns reisen;GUTMANNS_REISEN;0;0;0;0;0;1;1;1;NA;NA
halbtier!;HALBTIER;0;0;0;0;0;1;1;1;halbtier!;1
hammer und amboß;HAMMER_UND_AMBOSS;0;0;0;0;0;1;1;1;hammer und amboß;1
hans und heinz kirch;HANS_UND_HEINZ_KIRCH;0;0;0;0;0;1;1;1;hans und heinz kirch;1
hastenbeck;HASTENBECK;0;0;0;0;0;1;1;1;hastenbeck;1
NA;HEIDI_(ROMAN);0;0;0;0;0;0;0;0;NA;NA
heinrich stillings jugend;HEINRICH_JUNG_STILLINGS_JUGEND;0;1;0;0;1;0;2;1;heinrich stillings jugend;1
heinrich von ofterdingen;HEINRICH_VON_OFTERDINGEN;0;0;0;0;0;0;0;0;heinrich von ofterdingen;1
NA;HEITERETEI;0;0;0;0;0;0;0;0;NA;NA
hermann von unna;HERMANN_VON_UNNA;0;1;0;0;0;0;1;1;hermann von unna;1
herr lorenz stark;HERR_LORENZ_STARK;0;0;0;0;0;1;1;1;NA;NA
hermann und ulrike;HERRMANN_UND_ULRIKE;1;1;0;0;0;0;2;1;hermann und ulrike;1
herrn dames aufzeichnungen aus einem merkwürdigen stadtteil;HERRN_DAMES_AUFZEICHNUNGEN;0;0;0;0;0;0;0;0;herrn dames aufzeichnungen aus einem merkwürdigen stadtteil;1
hesperus;HESPERUS_ODER_45_HUNDPOSTTAGE;0;0;0;1;1;0;2;1;hesperus;1
höxter und corvey;HOEXTER_UND_CORVEY;0;0;0;0;0;0;0;0;höxter und corvey;1
NA;HOLLAENDISCHE_LIEBHABEREIEN;0;0;0;0;0;0;0;0;NA;NA
hollin's liebeleben;HOLLINS_LIEBELEBEN;0;0;0;0;0;0;0;0;hollin's liebeleben;1
NA;HOMO_SUM;0;0;0;0;0;0;0;0;NA;NA
humoristische skizzen aus dem deutschen handelsleben;HUMORISTISCHEN_SKIZZEN_AUS_DEM_DEUTSCHEN_HANDELSLEBEN;0;0;0;0;0;0;0;0;humoristische skizzen aus dem deutschen handelsleben;1
hyperion;HYPERION_(HOELDERLIN);0;0;0;0;0;0;0;0;hyperion;1
im alten eisen;IM_ALTEN_EISEN;0;0;0;0;0;1;1;1;NA;NA
im hause des kommerzienrates;IM_HAUSE_DES_KOMMERZIENRATES;0;0;0;0;0;1;1;1;im hause des kommerzienrates;1
im nachbarhause links;IM_NACHBARHAUSE_LINKS;0;0;0;0;0;1;1;1;im nachbarhause links;1
im reiche der homunkuliden;IM_REICHE_DER_HOMUNKULIDEN;0;0;0;0;0;0;0;0;im reiche der homunkuliden;1
im schlaraffenland;IM_SCHLARAFFENLAND;0;0;0;0;0;1;1;1;NA;NA
NA;IM_SIESGESKRANZE;0;0;0;0;0;0;0;0;NA;NA
immensee;IMMENSEE;0;0;0;0;0;1;1;1;immensee;1
NA;IN_ST._JUERGEN;0;0;0;0;0;0;0;0;NA;NA
innocens;INNOCENS;0;0;0;0;0;1;1;1;innocens;1
irrungen, wirrungen;IRRUNGEN_WIRRUNGEN;0;0;0;0;0;1;1;1;irrungen, wirrungen;1
isabella von ã„gypten;ISABELLA_VON_AEGYPTEN;0;0;0;0;0;0;0;0;isabella von ã„gypten;1
isegrimm;ISEGRIMM;0;0;0;0;1;0;1;1;isegrimm;1
jakob der letzte;JAKOB_DER_LETZTE;0;0;0;0;0;1;1;1;jakob der letzte;1
NA;JAKOB_VON_GUNTEN;0;0;0;0;0;0;0;0;NA;NA
jakobs des handwerksgesellen wanderungen durch die schweiz;JAKOBS_DES_HANDWERKSGESELLEN_WANDERUNGEN_DURCH_DIE_SCHWEIZ;0;0;0;1;1;0;2;1;jakobs des handwerksgesellen wanderungen durch die schweiz;1
jenny;JENNY;0;0;0;1;1;0;2;1;jenny;1
judith, die kluswirtin;JUDITH,_DIE_KLUSWIRTIN;0;0;0;0;0;1;1;1;NA;NA
jürg jenatsch;JUERG_JENATSCH;0;0;0;0;0;1;1;1;jürg jenatsch;1
julchen grünthal;JULCHEN_GRUENTHAL;0;0;0;0;0;0;0;0;julchen grünthal;1
jungfer mutter;JUNGFER_MUTTER;0;0;0;0;0;0;0;0;jungfer mutter;1
NA;KINDER_DER_EIFEL;0;0;0;0;0;0;0;0;NA;NA
NA;KINDER_DER_WELT;0;0;0;0;0;0;0;0;NA;NA
kleider machen leute;KLEIDER_MACHEN_LEUTE;0;0;0;0;1;1;2;1;kleider machen leute;1
klein zaches genannt zinnober;KLEIN_ZACHES_GENANNT;0;0;0;1;1;1;3;1;klein zaches genannt zinnober;1
krambambuli;KRAMBAMBULI_(ERZAEHLUNG);0;0;0;0;0;1;1;1;krambambuli;1
kreisleriana;KREISLERIANA;0;0;0;1;1;1;3;1;kreisleriana;1
NA;KRIMINAL-HUMORESKEN;0;0;0;0;0;0;0;0;NA;NA
NA;KUSS_VON_SENTZE;0;0;0;0;0;0;0;0;NA;NA
l'adultera;L'ADULTERA;0;0;0;0;0;1;1;1;l'adultera;1
l'arrabiata;L'ARRABIATA;0;0;0;0;0;1;1;1;l'arrabiata;1
leben der schwedischen gräfin von g;LEBEN_DER_SCHWEDISCHEN_GRAEFIN_VON_G;1;1;1;0;1;0;4;1;leben der schwedischen gräfin von g;1
leben des quintus fixlein;LEBEN_DES_QUINTUS_FIXLEIN;0;0;0;1;0;0;1;1;NA;NA
NA;LEBEN_DES_VERGNUEGTEN_SCHULMEISTERLEIN_MARIA_WUTZ_IN_AUENTHAL;0;0;0;0;0;0;0;0;NA;NA
leben und taten des berühmten ritters schnapphahnski;LEBEN_UND_TATEN_DES_BERUEHMTEN_RITTERS_SCHNAPPHAHNSKI;0;0;0;1;0;0;1;1;leben und taten des berühmten ritters schnapphahnski;1
lebens-ansichten des katers murr;LEBENS-ANSICHTEN_DES_KATERS_MURR;0;0;0;1;0;0;1;1;NA;NA
lebensgeschichte und natürliche abentheuer des armen mannes in tockenburg;LEBENSGESCHICHTE_UND_NATUERLICHE_ABENTHEUER_DES_ARMEN_MANNES_IN_TOCKENBURG;1;1;0;0;0;0;2;1;lebensgeschichte und natürliche abentheuer des armen mannes in tockenburg;1
NA;LEDWINA;0;0;0;0;0;0;0;0;NA;NA
leib weihnachtskuchen und sein kind;LEIB_WEIHNACHTSKUCHEN_UND_SEIN_KIND;0;0;0;0;0;1;1;1;leib weihnachtskuchen und sein kind;1
leiden und freuden eines schulmeisters;LEIDEN_UND_FREUDEN_EINES_SCHULMEISTERS;0;0;0;1;1;0;2;1;leiden und freuden eines schulmeisters;1
lenz;LENZ_(BUECHNER);0;0;0;0;0;0;0;0;lenz;1
leutnant gustl;LEUTNANT_GUSTL;0;0;0;0;0;0;0;0;leutnant gustl;1
libertas und ihrer freier;LIBERTAS_UND_IHRE_FREIER;0;0;0;0;0;0;0;0;libertas und ihrer freier;1
lichtenstein;LICHTENSTEIN;0;0;0;1;1;1;3;1;lichtenstein;1
liebeszauber;LIEBESZAUBER;0;0;0;0;0;0;0;0;liebeszauber;1
NA;LIED_DER_PARZEN;0;0;0;0;0;0;0;0;NA;NA
lienhard und getrud;LIENHARD_UND_GERTRUD;1;0;0;0;0;0;1;1;lienhard und getrud;1
NA;LOLA;0;0;0;0;0;0;0;0;NA;NA
lotti, die uhrmacherin;LOTTI,_DIE_UHRMACHERIN;0;0;0;0;0;1;1;1;lotti, die uhrmacherin;1
lucinde;LUCINDE;0;0;0;0;0;0;0;0;lucinde;1
lydia;LYDIA;0;0;0;0;0;1;1;1;NA;NA
madonna. unterhaltungen mit einer heiligen;MADONNA;0;0;0;1;1;1;3;1;madonna. unterhaltungen mit einer heiligen;1
NA;MAERCHEN_DES_LEBENS;0;0;0;0;0;0;0;0;NA;NA
maler nolten;MALER_NOLTEN;0;0;0;0;0;1;1;1;maler nolten;1
maria;MARIA;0;1;0;0;0;0;1;1;maria;1
marion;MARION;0;0;0;0;0;1;1;1;marion;1
die marquise von o;MARQUISE_VON_O;0;0;0;1;0;0;1;1;die marquise von o;1
martin salander;MARTIN_SALANDER;0;0;0;0;0;1;1;1;martin salander;1
NA;MEIN_HERZ_(ROMAN);0;0;0;0;0;0;0;0;NA;NA
NA;MEINE_KINDERJAHRE;0;0;0;0;0;0;0;0;NA;NA
NA;MEISTER_AUTOR_ODER_DIE_GESCHICHTEN_VOM_VERSUNKENEN_GARTEN;0;0;0;0;0;0;0;0;NA;NA
meister floh;MEISTER_FLOH;0;0;0;1;1;1;3;1;meister floh;1
NA;MEISTER_MARTIN_DER_KUEFNER_UND_SEINE_GESELLEN;0;0;0;0;0;0;0;0;NA;NA
meister timpe;MEISTER_TIMPE;0;0;0;0;0;1;1;1;meister timpe;1
michael kohlhaas;MICHAEL_KOHLHAAS;0;0;0;1;0;0;1;1;michael kohlhaas;1
moderne lebenswirren briefe und zeitabenteuer eines salzschreibers;MODERNE_LEBENSWIRREN;0;0;0;0;0;0;0;0;moderne lebenswirren briefe und zeitabenteuer eines salzschreibers;1
NA;MORALISCHEN_ERZAEHLUNGEN;0;0;0;0;0;0;0;0;NA;NA
mozart auf der reise nach prag;MOZART_AUF_DER_REISE_NACH_PRAG;0;0;0;0;0;0;0;0;mozart auf der reise nach prag;1
münchhausen;MUENCHHAUSEN;0;0;0;1;1;1;3;1;münchhausen;1
NA;NACH_DEM_GROSSEN_KRIEGE;0;0;0;0;0;0;0;0;NA;NA
nachtstuecke;NACHTSTUECKE;0;0;0;0;0;1;1;1;NA;NA
nachtwachen des bonaventura;NACHTWACHEN;0;0;0;0;0;1;1;1;nachtwachen des bonaventura;1
NA;NESTHAEKCHEN_(KINDERBUCHREIHE);0;0;0;0;0;0;0;0;NA;NA
neue geschichten aus dem ghetto;NEUE_GESCHICHTEN_AUS_DEM_GHETTO;0;0;0;0;0;1;1;1;NA;NA
NA;NEUE_IDYLLEN;0;0;0;0;0;0;0;0;NA;NA
ninon;NINON;0;0;0;0;0;0;0;0;ninon;1
novellen aus oesterreich;NOVELLEN_AUS_OESTERREICH;0;0;0;0;0;1;1;1;NA;NA
NA;OHNE_LIEBE;0;0;0;0;0;0;0;0;NA;NA
pankraz, der schmoller;PANKRAZ_DER_SCHMOLLER;0;0;0;0;1;1;2;1;pankraz, der schmoller;1
papa hamlet;PAPA_HAMLET;0;0;0;0;0;0;0;0;papa hamlet;1
paralyse;PARALYSE;0;0;0;0;0;0;0;0;paralyse;1
NA;PETER_CAMENZIND;0;0;0;0;0;0;0;0;NA;NA
peter schlemihls wundersame geschichte;PETER_SCHLEMIHLS_WUNDERSAME_GESCHICHTE;0;0;0;0;1;1;2;1;peter schlemihls wundersame geschichte;1
pfisters mühle;PFISTERS_MUEHLE;0;0;0;0;0;1;1;1;pfisters mühle;1
NA;PFLUG_UND_SCHRAUBSTOCK;0;0;0;0;0;0;0;0;NA;NA
plautus im nonnenkloster;PLAUTUS_IM_NONNENKLOSTER;0;0;0;0;0;1;1;1;plautus im nonnenkloster;1
pole poppenspäler;POLE_POPPENSPAELER;0;0;0;0;0;1;1;1;pole poppenspäler;1
polizeigeschichten;POLIZEIGESCHICHTEN;0;0;0;1;0;0;1;1;polizeigeschichten;1
NA;POLNISCHE_GHETTO-GESCHICHTEN;0;0;0;0;0;0;0;0;NA;NA
prinzessin brambilla;PRINZESSIN_BRAMBILLA;0;0;0;1;1;0;2;1;prinzessin brambilla;1
prinzessin fisch;PRINZESSIN_FISCH;0;0;0;0;0;1;1;1;NA;NA
professor unrat;PROFESSOR_UNRAT;0;0;0;0;0;0;0;0;professor unrat;1
prokopus;PROKOPUS;0;0;0;0;0;0;0;0;prokopus;1
NA;PSYCHE;0;0;0;0;0;0;0;0;NA;NA
quitt;QUITT_(FONTANE);0;0;0;0;0;0;0;0;quitt;1
reich und arm. eine geschichte aus dem bregenzerwalde;REICH_UND_ARM;0;0;0;0;0;0;0;0;reich und arm. eine geschichte aus dem bregenzerwalde;1
reichsgräfin gisela;REICHSGRAEFIN_GISELA;0;0;0;0;0;1;1;1;reichsgräfin gisela;1
braunschweig;REISE_NACH_BRAUNSCHWEIG;0;0;0;1;0;1;2;1;braunschweig;1
reisenovellen;REISENOVELLEN;0;0;0;0;0;1;1;1;NA;NA
reitergeschichte;REITERGESCHICHTE;0;0;0;0;0;0;0;0;reitergeschichte;1
renate;RENATE;0;0;0;0;0;1;1;1;renate;1
requiem der liebe;REQUIEM_DER_LIEBE;0;0;0;0;0;0;0;0;requiem der liebe;1
NA;REVOLUTION_UND_CONTREREVOLUTION;0;0;0;0;0;0;0;0;NA;NA
rinaldo rinaldini;RINALDO_RINALDINI;0;1;0;0;0;0;1;1;rinaldo rinaldini;1
rittmeister brand;RITTMEISTER_BRAND;0;0;0;0;0;1;1;1;rittmeister brand;1
robinson der juengere;ROBINSON_DER_JUENGERE;0;1;0;0;0;0;1;1;NA;NA
roman aus der decadence;ROMAN_AUS_DER_DECADENCE;0;0;0;0;0;1;1;1;NA;NA
NA;ROSSHALDE;0;0;0;0;0;0;0;0;NA;NA
ruhe ist die erste bürgerpflicht;RUHE_IST_DIE_ERSTE_BUERGERPFLICHT;0;0;0;0;1;0;1;1;ruhe ist die erste bürgerpflicht;1
NA;RYNO;0;0;0;0;0;0;0;0;NA;NA
saly's revolutionstage ;SALY'S_REVOLUTIONSTAGE;0;0;0;0;0;0;0;0;saly's revolutionstage ;1
sankt thomas;SANKT_THOMAS_(NOVELLE);0;0;0;0;0;0;0;0;sankt thomas;1
NA;SATIRISCHE_ERZAEHLUNGEN;0;0;0;0;0;0;0;0;NA;NA
schach von wuthenow;SCHACH_VON_WUTHENOW;0;0;0;0;0;1;1;1;schach von wuthenow;1
die schachtel mit der friedenspuppe;SCHACHTEL_MIT_DER_FRIEDENSPUPPE;0;0;0;0;0;0;0;0;die schachtel mit der friedenspuppe;1
schelmuffsky;SCHELMUFFSKY;0;0;0;0;0;0;0;0;schelmuffsky;1
schicksale einer seele;SCHICKSALE_EINER_SEELE;0;0;0;0;0;1;1;1;schicksale einer seele;1
schloß avalon;SCHLOSS_AVALON;0;0;0;1;0;0;1;1;schloß avalon;1
schloß und fabrik;SCHLOSS_UND_FABRIK;0;0;0;0;0;0;0;0;schloß und fabrik;1
schwarzwaelder dorfgeschichten;SCHWARZWAELDER_DORFGESCHICHTEN;0;0;0;0;1;0;1;1;NA;NA
schweigen;SCHWEIGEN;0;0;0;0;0;1;1;1;schweigen;1
NA;SELTSAMES_BEGEGNEN_UND_WIEDERSEHEN;0;0;0;0;0;0;0;0;NA;NA
seraphine;SERAPHINE;0;0;0;1;1;0;2;1;seraphine;1
sibilla dalmar;SIBILLA_DALMAR;0;0;0;0;0;1;1;1;sibilla dalmar;1
sibylle;LA_SIBYLLE;0;0;0;0;1;0;1;1;sibylle;1
sieben legenden;SIEBEN_LEGENDEN;0;0;0;0;0;0;0;0;sieben legenden;1
siebenkaes;SIEBENKAES;0;0;1;0;0;1;2;1;NA;NA
siegwart;SIEGWART;1;0;0;1;0;0;2;1;siegwart;1
soll und haben;SOLL_UND_HABEN_(ROMAN);0;0;0;0;1;1;2;1;soll und haben;1
NA;STERBEN;0;0;0;0;0;0;0;0;NA;NA
stine;STINE_(FONTANE);0;0;0;0;0;0;0;0;stine;1
stopfkuchen;STOPFKUCHEN;0;0;0;0;0;0;0;0;stopfkuchen;1
stufenjahre eines gluecklichen;STUFENJAHRE_EINES_GLUECKLICHEN;0;0;0;0;0;1;1;1;NA;NA
sturmflut;STURMFLUT;0;0;0;0;0;1;1;1;sturmflut;1
tagebuch einer verlorenen;TAGEBUCH_EINER_VERLORENEN;0;0;0;0;0;0;0;0;tagebuch einer verlorenen;1
tagebuch eines armen fräuleins;TAGEBUCH_EINES_ARMEN_FRAEULEINS;0;0;0;0;0;0;0;0;tagebuch eines armen fräuleins;1
tambi;TAMBI;0;0;0;0;0;0;0;0;tambi;1
titan;TITAN_(JEAN_PAUL);0;0;0;1;1;0;2;1;titan;1
tod in venedig;TOD_IN_VENEDIG;0;0;0;0;0;0;0;0;tod in venedig;1
tonio kröger;TONIO_KROEGER;0;0;0;0;0;0;0;0;tonio kröger;1
totenmesse;TOTENMESSE;0;0;0;0;0;0;0;0;totenmesse;1
NA;TRAGIK_DES_LEBENS;0;0;0;0;0;0;0;0;NA;NA
tubutsch;TUBUTSCH;0;0;0;0;0;0;0;0;tubutsch;1
uli der knecht;ULI_DER_KNECHT;0;0;0;1;1;0;2;1;uli der knecht;1
uli der pächter;ULI_DER_PAECHTER;0;0;0;1;1;0;2;1;uli der pächter;1
udine;UNDINE;0;0;0;0;1;1;2;1;udine;1
