"","author_complete","median"
"115","JOACHIM_HEINRICH_CAMPE",0.274620702296579
"116","JOHANNA_SCHOPENHAUER",0.0205467828522686
"117","JOHANNA_SPYRI",0.0205467828522686
"118","JOHANNES_SCHLAF",0.0741722353260478
"119","JOHANN_DAVID_WYß",0.0237824899093644
"120","JOHANN_GOTTFRIED_SCHNABEL",0.0510101135452981
"121","JOHANN_HEINRICH_JUNG-STILLING",0.0205467828522686
"122","JOHANN_JAKOB_ENGEL",0.0221068485323305
"123","JOHANN_KARL_WEZEL",0.0691979459011065
"124","JOHANN_MICHAEL_VON_LOËN",0.0255818179471078
"125","JOHANN_MILLER",0.0237824899093644
"126","JOHANN_PESTALOZZI",0.0205467828522686
"127","JOHANN_WOLFGANG_VON_GOETHE",0.645431155250413
"128","JOHAN_KARL_AUGUST_MUSÄUS",0.0560723413501725
"129","JOHN_HENRY_MACKAY",0.0221068485323305
"130","JOSEF_RANK",0.0205467828522686
"131","JOSEPH_AUGUST_LUX",0.0205467828522686
"132","JOSEPH_VIKTOR_VON_SCHEFFEL",0.0275134422375932
"133","JOSEPH_VON_EICHENDORFF",0.0810225667248312
"134","JULIUS_MOSEN",0.0205467828522686
"135","JULIUS_WOLFF",0.0205467828522686
"136","KARL_EMIL_FRANZOS",0.0560723413501725
"137","KARL_GUTZKOW",0.0748264868148671
"138","KARL_HANS_STROBL",0.0205467828522686
"139","KARL_IMMERMANN",0.0997092149054379
"140","KARL_KRAUS",0.0205467828522686
"141","KARL_MAY",0.0581182129784242
"142","KARL_PHILIPP_MORITZ_MORITZ",0.827943039612669
"143","KURD_LASSWITZ",0.0205467828522686
"144","KURT_MARTENS",0.0205467828522686
"145","LEOPOLD_KOMPERT",0.0205467828522686
"146","LEOPOLD_VON_SACHER-MASOCH",0.0560723413501725
"147","LOUISE_ASTON",0.0221068485323305
"148","LOUISE_OTTO",0.0221068485323305
"149","LOUISE_VON_FRANÇOIS",0.0221068485323305
"150","LOU_ANDREAS-SALOME",0.0645339993923284
"151","LUDOLF_WIENBARG",0.0275134422375932
"152","LUDWIG_ANZENGRUBER",0.0601640846066759
"153","LUDWIG_GANGHOFER",0.0221068485323305
"154","LUDWIG_TIECK",0.0601640846066759
"155","LUISE__REINHARD",0.0221068485323305
"156","MARGARETA_LIEBESKIND",0.0394945910733656
"157","MARGARETE_BÖHME",0.0221068485323305
"158","MARIA_JANITSCHEK",0.0205467828522686
"159","MARIA_WASER",0.0205467828522686
"160","MARIE_VON_EBNER-ESCHENBACH",0.0601640846066759
"161","MARIE_VON_NATHUSIUS",0.0205467828522686
"162","MAX_EYTH",0.0205467828522686
"163","MAX_KRETZER",0.0455753535426939
"164","MICHAEL_GEORG_CONRAD",0.0205467828522686
"165","OTTILIE_WILDERMUTH",0.0205467828522686
"166","OTTO_LUDWIG",0.197038899727431
"167","PAUL_BLUMENREICH",0.0205467828522686
"168","PAUL_HEYSE",0.0560723413501725
"169","PETER_ALTENBERG",0.0581182129784242
"170","PETER_ROSEGGER",0.0603031703712505
"171","RAINER_MARIA_RILKE",0.0560723413501725
