wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source;normalised_title;best_match_student_eds;student_edition;score_student_eds;author_complete;best_match_works;works;score_works
DIE_HEILIGE_CAECILIE_ODER_DIE_GEWALT_DER_MUSIK;['Die heilige CÃ¤cilie'];Kleist;Heinrich von;Q302229;1;;http://www.zeno.org/Literatur/M/Kleist,+Heinrich+von/Erz%C3%A4hlprosa/Erz%C3%A4hlungen/Die+heilige+C%C3%A4cilie;1810;([], ['novella']);zeno;die heilige caecilie oder die gewalt der musik;der arme vetter;0;85.5;heinrich von kleist; kleist, heinrich von;1;92.56410256
DIE_HOCHZEIT_DES_MOENCHS;['Die Hochzeit des MÃ¶nchs', 'Oie Hochzeit des MÃ¶nchs', 'Hochzeit des MÃ¶nchs'];Meyer;Conrad Ferdinand;Q1213463;14;Die Hochzeit des MÃ¶nchs;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Die_Hochzeit_des_MÃ¶nchs.xml;1884;([], ['novella']);textgrid;die hochzeit des moenchs;lebensgeschichte … des armen mannes …;0;85.5;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DIE_HOSEN_DES_HERRN_VON_BREDOW;['Die Hosen des Herrn von Bredow'];Alexis;Willibald;noWikiID;1;Die Hosen des Herrn von Bredow;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Alexis_Willibald_Die_Hosen_des_Herrn_von_Bredow.xml;1846;;textgrid;die hosen des herrn von bredow;isabella von ägypten;0;85.5;willibald alexis;wietfeldt, williard james;0;66
DIE_INNERSTE;['Die Innerste'];Raabe;Wilhelm;Q1213605;4;Die Innerste;../../raabe/innerste/innerste.html;1874;novella;Gutenberg-DE;die innerste;die geschichte vom franz biberkopf;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_INSEL_FELSENBURG;['Wunderliche Fata einiger See-Fahrer', 'Insel Felsenburg', 'Die Insel Felsenburg', 'Wunderlichen Fata einiger See-Fahrer', 'Wunderliche Fata einiger Seefahrer ...'];Schnabel;Johann Gottfried;Q1664415;20;Die Insel  Felsenburg;../../schnabel/felsburg/felsburg.html;1731;([], ['novel']);Gutenberg-DE;die insel felsenburg;die briefe;0;85.5;johann gottfried schnabel;uz, johann peter;0;85.5
DIE_JUDEN_VON_BARNOW;['Oie Juden von Barnow', 'Die Juden von Barnow'];Franzos;Karl Emil;Q57166842;2;Die Juden von Barnow;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Franzos_Karl_Emil_Die_Juden_von_Barnow.xml;1876;([], ['novella collection']);textgrid;die juden von barnow;die juden;0;90;karl emil franzos;franzos, karl emil;1;92.28571429
DIE_JUDENBUCHE;['Die Judenbuche', 'Judenbuche'];Droste_Hülshoff;Annette von;Q1213685;14;Die Judenbuche;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Droste_HÃ¼lshoff_Annette_von_Die_Judenbuche.xml;1842;(['short story'], ['novella', 'short story', 'novel']);textgrid;die judenbuche;die judenbuche;1;100;annette von droste_hülshoff;droste-hülshoff, annette von;1;89.81818182
DIE_KAESEREI_IN_DER_VEHFREUDE;['Die KÃ¤serei in der Vehfreude'];Gotthelf;Jeremias;noWikiID;3;Die KÃ¤serei in  der Vehfreude;../../gotthelf/vehfreud/vehfreud.html;1850;;Gutenberg-DE;die kaeserei in der vehfreude;der arme vetter;0;85.5;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
DIE_KINDER_VON_FINKENRODE;['Die Kinder von Finkenrode'];Raabe;Wilhelm;Q1213860;2;Die Kinder von  Finkenrode;../../raabe/finkenro/finkenro.html;1859;novel;Gutenberg-DE;die kinder von finkenrode;die briefe;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_KLEINE_STADT;['Die kleine Stadt'];Mann;Heirich;Q1218726;2;Die kleine Stadt;../../mannh/klstad/klstadt.html;1909;(['novel'], ['novel']);Gutenberg-DE;die kleine stadt;die briefe;0;85.5;heirich mann;mann, heinrich;0;87.69230769
DIE_KLUGEN_JUNGFRAUEN;['Die klugen Jungfrauen'];Conrad;Michael Georg;noWikiID;1;;;1889;;epub;die klugen jungfrauen;die briefe;0;85.5;michael georg conrad;becher, georg;0;85.5
DIE_KOENIGSBRAUT;['Die KÃ¶nigsbraut'];Hoffmann;E. T. A;noWikiID;1;Die  KÃ¶nigsbraut;../../Hoffmann/koenigsb/koenigsb.html;1821;fairy tale;Gutenberg-DE;die koenigsbraut;die briefe;0;85.5;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DIE_KRONENWAECHTER;['Die KronenwÃ¤chter', 'Arnims Die KronenwÃ¤chter', 'KronenwÃ¤chter'];Arnim;Achim von;Q1214104;11;Die KronenwÃ¤chter;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Ludwig_Achim_von_Die_KronenwÃ¤chter.xml;1817;([], ['novel']);textgrid;die kronenwaechter;die briefe;0;85.5;achim von arnim;arnim, achim von;1;91.93548387
DIE_LEHRLINGE_ZU_SAIS;['Lehrlinge zu Sais', 'Die Lehrlinge zu SaÃ¯s', 'Lehrlingen zu Sais', 'Die Lehrlinge zu Sais'];Novalis;Heinrich;Q1214361;15;Die Lehrlinge zu Sais;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Novalis_Die_Lehrlinge_zu_Sais.xml;1798;([], ['novel']);textgrid;die lehrlinge zu sais;gedichte. die lehrlinge zu sais;1;95;heinrich novalis;novalis;1;90
DIE_LEIDEN_DES_JUNGEN_WERTHERS;['Werther', 'Die Leiden des jungen Werthers', 'Leiden des jungen Werther', 'die Leiden des jungen Werthers', 'Werthers', 'den Leiden des jungen Werthers', 'Leiden des jungen Werthers', 'Die Leiden des jungen Werthersc', 'Die Leiden des jungen Werther', 'Die Leiden des Jungen Wenhers', 'Werthers Leiden'];Goethe;Johann Wolfgang von;Q151883;186;Die Leiden des jungen Werther;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Die_Leiden_des_jungen_Werther.xml;1774;(['epistolary novel', 'diary literature', 'sentimental novel'], ['epistolary novel']);textgrid;die leiden des jungen werthers;leiden d. jungen werthers;1;88.93617021;johann wolfgang von goethe; goethe, johann wolfgang von;1;93.20754717
DIE_LETZTE_RECKENBURGERIN;['Die letzte Reckenburgerin'];François;Louise von;noWikiID;1;Die letzte Reckenburgerin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FranÃ§ois_Louise_von_Die_letzte_Reckenburgerin.xml;1871;novel;textgrid;die letzte reckenburgerin;die briefe;0;85.5;louise von françois;von deutz>;0;85.5
DIE_LEUTE_AUS_DEM_WALDE;['Oie Leute aus dem Walde', 'Die Leute aus dem Walde'];Raabe;Wilhelm;Q1214404;3;Die Leute aus dem Walde,;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_Leute_aus_dem_Walde.xml;1863;([], ['novel']);textgrid;die leute aus dem walde;die briefe;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_LEUTE_VOM_BLAUEN_GUGUCKHAUS;['Die Leute vom blauen Guguckhaus'];Ertl;Emil;noWikiID;1;Die Leute vom Blauen  Guguckshaus;../../ertl/guguck/guguck.html;1906;;Gutenberg-DE;die leute vom blauen guguckhaus;die briefe;0;85.5;emil ertl;schering, emil;0;85.5
DIE_LEUTE_VON_SELDWYLA;['Die Leute von Seldwyla', 'Seldwyla', 'Leute von Seldwyla', 'Leuten von Seldwyla'];Keller;Gottfried;Q936322;44;Die Leute von Seldwyla;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Keller_Gottfried_Die_Leute_von_Seldwyla.xml;1856;narration;textgrid;die leute von seldwyla;die leute von seldwyla;1;100;gottfried keller; keller, gottfried;1;92.12121212
DIE_LIEBENSWUERDIGE_ADALIE;['Die liebenswÃ¼rdige Adalie'];Hunold;Christian Friedrich;noWikiID;2;Die liebenswÃ¼rdige Adalie;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hunold_Christian_Friedrich_Die_liebenswÃ¼rdige_Adalie.xml;1702;novel;textgrid;die liebenswuerdige adalie;die briefe;0;85.5;christian friedrich hunold;grawe, christian;0;85.5
DIE_MAEDCHENFEINDE;['Die MÃ¤dchenfeinde'];Spitteler;Carl;noWikiID;1;Die MÃ¤dchenfeinde;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Spitteler_Carl_Die_MÃ¤dchenfeinde.xml;1907;;textgrid;die maedchenfeinde;die briefe;0;85.5;carl spitteler;spitteler, carl;1;91.72413793
DIE_MAJORATSHERREN;['Die Majorats-Herren', 'Die Majoratsherren'];Arnim;Achim von;Q1214690;4;Die Majoratsherren;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Ludwig_Achim_von_Die_Majoratsherren.xml;1819;([], ['narration']);textgrid;die majoratsherren;die briefe;0;85.5;achim von arnim;arnim, achim von;1;91.93548387
DIE_MANDANEN-WAISE;['Die Mandanen-Waise'];Möllhausen;Balduin;noWikiID;1;Die Mandanenwaise;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¶llhausen_Balduin_Die_Mandanenwaise.xml;1865;;textgrid;die mandanen-waise;die briefe;0;85.5;balduin möllhausen;lutwin;0;60
DIE_MARZIPANLIESE;['Die Marzipanlise', 'Die Marzipanliese'];Halm;Friedrich;Q1214732;2;Die Marzipan-Lise;../../halm/marzipan/marzipan.html;1856;narration;Gutenberg-DE;die marzipanliese;die briefe;0;85.5;friedrich halm;leyen, friedrich von der;0;85.5
DIE_MEHREREN_WEHMUELLER;['Die mehreren WehmÃ¼ller'];Brentano;Clemes;noWikiID;1;Die mehreren WehmÃ¼ller;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Brentano_Clemens_Die_mehreren_WehmÃ¼ller.xml;1817;narration;textgrid;die mehreren wehmueller;die briefe;0;85.5;clemes brentano;brentano, clemens;1;89.0625
DIE_MOLKENKUR;['Die Molkenkur'];Hegner;Ulrich ;noWikiID;2;Die Molkenkur;../../hegner/molkenku/molkenku.html;1812;;Gutenberg-DE;die molkenkur;die geschichte vom franz biberkopf;0;85.5;ulrich  hegner;scheinhammer-schmid, ulrich;0;85.5
DIE_NACHBARN;['Die Nachbarn'];Huebener;Helene;noWikiID;1;Die Nachbarn;../../huebener/nachbarn/nachbarn.html;1839;novel;Gutenberg-DE;die nachbarn;die geschichte vom franz biberkopf;0;85.5;helene huebener;kastinger riley, helene m.;0;85.5
DIE_NAECHTE_TINO_VON_BAGDADS;['Die NÃ¤chte Tino von Bagdads'];Lasker-Schüler;Else;noWikiID;1;;../../lasker/naectino/naectino.html;1907;;Gutenberg-DE;die naechte tino von bagdads;die briefe;0;85.5;else lasker-schüler;lasker-schüler, else;1;92.56410256
DIE_NARRENBURG;['Die Narrenburg'];Stifter;Adalbert;Q21328513;2;Die Narrenburg;../../stifter/narrenbu/narrenbu.html;1843;([], ['short story', 'novel']);Gutenberg-DE;die narrenburg;die geschichte vom franz biberkopf;0;85.5;adalbert stifter;stifter, adalbert;1;92.12121212
DIE_NIHILISTEN;['Die Nihilisten', 'Nihilisten'];Gutzkow;Karl;noWikiID;7;Die Nihilisten;../../gutzkow/nihilist/nihilist.html;1853;novel;Gutenberg-DE;die nihilisten;die geschichte vom franz biberkopf;0;85.5;karl gutzkow;gutzkow, karl;1;91.2
DIE_PFRUENDER;['Die PfrÃ¼nder'];Saar;Ferdinand von;noWikiID;5;Die PfrÃ¼ndner;../../saar/pfruendn/pfruendn.html;1906;;Gutenberg-DE;die pfruender;die geschichte vom franz biberkopf;0;85.5;ferdinand von saar; saar, ferdinand von;1;92.43243243
DIE_POGGENPUHLS;['Die Poggenpuhls'];Fontane;Theodor;Q1215465;4;Die Poggenpuhls. Roman;http://www.zeno.org/Literatur/M/Fontane,+Theodor/Romane/Die+Poggenpuhls;1896;([], ['novel']);zeno;die poggenpuhls;die poggenpuhls;1;100;theodor fontane; fontane, theodor;1;91.93548387
DIE_RICHTERIN_(NOVELLE);['Die Richterin'];Meyer;Conrad Ferdinand;Q1215781;8;Die Richterin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Die_Richterin.xml;1885;narration;textgrid;die richterin (novelle);die richterin;1;90;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DIE_RITTER_VOM_GEISTE;['Die Ritter vom Geiste'];Gutzkow;Karl;noWikiID;9;Die Ritter vom Geiste;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gutzkow_Karl_Die_Ritter_vom_Geiste.xml;1850;;textgrid;die ritter vom geiste;die briefe;0;85.5;karl gutzkow;gutzkow, karl;1;91.2
DIE_ROSE_VON_DISENTIS;['Die Rose von Disentis'];Zschokke;Heinrich;noWikiID;1;Die Rose von  Disentis;../../zschokke/disentis/disentis.html;1844;;Gutenberg-DE;die rose von disentis;die briefe;0;85.5;heinrich zschokke;wagner, heinrich mitwirkender];0;85.5
DIE_SCHRIFTEN_DES_WALDSCHULMEISTERS;['Die Schriften des Waldschulmeisters'];Rosegger;Peter;Q56071834;1;Die Schriften des  Waldschulmeisters;../../rosegger/waldschu/waldschu.html;1875;([], ['novel']);Gutenberg-DE;die schriften des waldschulmeisters;die briefe;0;85.5;peter rosegger;rosegger, peter;1;91.72413793
DIE_SCHWARZE_GALEERE;['Die schwarze Galeere'];Raabe;Wilhelm;noWikiID;4;Die schwarze Galeere;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Die_schwarze_Galeere.xml;1861;;textgrid;die schwarze galeere;die schwarze galeere;1;100;wilhelm raabe;raabe, wilhelm;1;91.48148148
DIE_SCHWARZE_SPINNE_(NOVELLE);['Die schwarze Spinne'];Gotthelf;Jeremias;Q502598;5;Die schwarze Spinne;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gotthelf_Jeremias_Die_schwarze_Spinne.xml;1842;([], ['novella']);textgrid;die schwarze spinne (novelle);die schwarze spinne;1;90;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
DIE_SERAPIONSBRUEDER;['Die Serapions-BrÃ¼der', 'Serapions-BrÃ¼dern', 'Die SerapionsbrÃ¼der', 'SerapionsbrÃ¼dern'];Hoffmann;E. T. A;Q321013;23;Die SerapionsbrÃ¼der;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hoffmann_E._T._A._Die_SerapionsbrÃ¼der.xml;1819;([], ['narration']);textgrid;die serapionsbrueder;die briefe;0;85.5;e. t. a hoffmann;hoffmann, e. t. a.;1;89.41176471
DIE_SOEHNE_DES_SENATORS;['Die SÃ¶hne des Senators'];Storm;Theodor;Q1216642;2;Die SÃ¶hne des Senators;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Die_SÃ¶hne_des_Senators.xml;1880;novella;textgrid;die soehne des senators;lebensgeschichte … des armen mannes …;0;85.5;theodor storm;storm, theodor;1;91.48148148
DIE_STEINKLOPFER;['Die Steinklopfer'];Saar;Ferdinand von;Q1216451;1;Die Steinklopfer;../../saar/steinklp/steinklp.html;1874;novella;Gutenberg-DE;die steinklopfer;die briefe;0;85.5;ferdinand von saar; saar, ferdinand von;1;92.43243243
DIE_TOTEN_SCHWEIGEN;['Die Toten schweigen'];Schnitzler;Arthur;Q1216835;1;Die Toten schweigen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Die_Toten_schweigen.xml;1897;short story;textgrid;die toten schweigen;die briefe;0;85.5;arthur schnitzler;schnitzler, arthur;1;92.28571429
DIE_VERLOBUNG_IN_ST._DOMINGO;['Die Verlobung in St. Domingo'];Kleist;Heinrich von;noWikiID;2;Die Verlobung in St.  Domingo;../../kleist/domingo/domingo.html;1811;;Gutenberg-DE;die verlobung in st. domingo;die verlobung in st. domingo. [u.a.];1;87.5;heinrich von kleist; kleist, heinrich von;1;92.56410256
DIE_VERLORENE_HANDSCHRIFT;['Die verlorene Handschrift'];Freytag;Gustav;noWikiID;2;Die verlorene Handschrift;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Freytag_Gustav_Die_verlorene_Handschrift.xml;1855;;textgrid;die verlorene handschrift;die briefe;0;85.5;gustav freytag;freytag, gustav;1;91.72413793
DIE_VERSUCHUNG_DES_PESCARA;['Die Versuchung des Pescara', 'Oie Versuchung des Pescara', 'Die Versuchung des Peseara'];Meyer;Conrad Ferdinand;Q1217221;8;Die Versuchung des Pescara;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Die_Versuchung_des_Pescara.xml;1887;narration;textgrid;die versuchung des pescara;die versuchung des pescara;1;100;conrad ferdinand meyer;meyer, conrad ferdinand;1;92.88888889
DIE_VERWANDLUNG;['Die Verwandlung'];Kafka;Franz;Q184222;3;Die Verwandlung;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Kafka_Franz_Die_Verwandlung.xml;1912;(['epic literature', 'absurdist literature', 'body horror literature'], ['novella', 'ErzÃ¤hlung']);textgrid;die verwandlung;die verwandlung;1;100;franz kafka;kafka, franz;1;90.86956522
DIE_VERWIRRUNGEN_DES_ZOEGLINGS_TOERLESS;['Verwirrungen des ZÃ¶glings TÃ¶rleÃŸ'];Musil;Robert;Q1112285;4;Die Verwirrungen des  ZÃ¶glings TÃ¶rleÃŸ;../../musil/toerless/toerless.html;1906;(['young adult novel', 'developmental novel'], ['novel']);Gutenberg-DE;die verwirrungen des zoeglings toerless;die verwirrungen des zöglings törleß;1;88;robert musil;musil, robert;1;91.2
DIE_WAFFEN_NIEDER;['Die Waffen nieder!'];Suttner;Bertha von;Q212687;1;Die Waffen nieder!;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Suttner_Bertha_von_Die_Waffen_nieder.xml;1889;(['novel'], ['novel']);textgrid;die waffen nieder;die briefe;0;85.5;bertha von suttner;von deutz>;0;85.5
DIE_WAHLVERWANDTSCHAFTEN;['Wahlverwandtschaften', 'Wahlverwandtschaft', 'Die Wahlverwandtschaften'];Goethe;Johann Wolfgang von;Q951198;6;Die Wahlverwandtschaften;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Die_Wahlverwandtschaften.xml;1809;([], ['novel']);textgrid;die wahlverwandtschaften;die wahlverwandtschaften;1;100;johann wolfgang von goethe; goethe, johann wolfgang von;1;93.20754717
DIE_WASSERNOT_IM_EMMENTAL;['Die Wassernot im Emmental'];Gotthelf;Jeremias;noWikiID;1;Die Wassernot im  Emmental;../../gotthelf/wassernt/wassernt.html;1852;narration;Gutenberg-DE;die wassernot im emmental;die briefe;0;85.5;jeremias gotthelf;gotthelf, jeremias;1;92.28571429
DIE_WEISE_VON_LIEBE_UND_TOD_DES_CORNETS_CHRISTOPH_RILKE;['Die Weise von Liebe und Tod des Cornets'];Rilke;Rainer Maria;Q18209936;1;Die Weise von Liebe und Tod;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Rilke_Rainer_Maria_Die_Weise_von_Liebe_und_Tod.xml;1904;(['prose poetry'], []);textgrid;die weise von liebe und tod des cornets christoph rilke;isabella von ägypten;0;85.5;rainer maria rilke; rilke, rainer maria;1;92.43243243
DIE_WIEDERTAEUFER;['Die WiedertÃ¤ufer'];Velde;Carl Franz Van Der;noWikiID;1;Die  WiedertÃ¤ufer;../../velde/wiederta/wiederta.html;1822;narration;Gutenberg-DE;die wiedertaeufer;die briefe;0;85.5;carl franz van der velde;hessel, franz;0;85.5
DIE_WISKOTTENS;['Die Wiskottens'];Herzog;Rudolf;noWikiID;1;Die Wiskottens;../../herzog/wiskotte/wiskotte.html;1905;novel;Gutenberg-DE;die wiskottens;die geschichte vom franz biberkopf;0;85.5;rudolf herzog;herzog, rudolf;1;91.48148148
DIE_ZAUBEREI_IM_HERBSTE;['Zauberei im Herbste', 'Die Zauberei im Herbste'];Eichendorff;Joseph von;Q1217663;3;Die Zauberei im Herbste;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Eichendorff_Joseph_von_Die_Zauberei_im_Herbste.xml;1808;narration;textgrid;die zauberei im herbste;die briefe;0;85.5;joseph von eichendorff;eichendorff, joseph von;1;92.88888889
DIE_ZWEITE_FRAU;['Die zweite Frau'];Marlitt;Eugenie;noWikiID;1;Die zweite Frau;../../marlitt/2tefrau/2tefrau.html;1874;novel;Gutenberg-DE;die zweite frau;die briefe;0;85.5;eugenie marlitt;engelmann, margit;0;62.5
DIE_ZWOELF_APOSTEL;['Die zwÃ¶lf Apostel'];Marlitt;Eugenie;noWikiID;1;Die zwÃ¶lf  Apostel;../../marlitt/12apostl/12apostl.html;1866;novella;Gutenberg-DE;die zwoelf apostel;die briefe;0;85.5;eugenie marlitt;engelmann, margit;0;62.5
DIES_BUCH_GEHOERT_DEM_KOENIG;['Dies Buch gehÃ¶rt dem KÃ¶nig'];Arnim;Bettina von;noWikiID;5;Dies Buch gehÃ¶rt dem KÃ¶nig;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Bettina_von_Dies_Buch_gehÃ¶rt_dem_KÃ¶nig.xml;1843;;textgrid;dies buch gehoert dem koenig;buch der lieder;0;85.5;bettina von arnim;arnim, bettina von;1;92.28571429
DON_JUAN_VON_KOLOMEA;['Don Juan von Kolomea'];Sacher-Masoch;Leopold von;noWikiID;1;Don Juan von Kolomea;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Sacher_Masoch_Leopold_von_Don_Juan_von_Kolomea.xml;1866;;textgrid;don juan von kolomea;von hühnern und menschen. cartoons;0;85.5;leopold von sacher-masoch;sacher-masoch, leopold von;1;93.1372549
DORFGAENGE;['DorfgÃ¤nge'];Anzengruber;Ludwig;noWikiID;1;DorfgÃ¤nge;../../anzengru/dorfgaen/dorfgaen.html;1879;collection of stories;Gutenberg-DE;dorfgaenge;spiel im morgengrauen;0;63;ludwig anzengruber;anzengruber, ludwig;1;92.43243243
DRAUSSEN_IM_HEIDEDORF;['DrauÃŸen im Heidedorf', 'DrauÃŸen im Heidedorf(1872'];Storm;Theodor;Q84314019;4;DrauÃŸen im Heidedorf;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_DrauÃŸen_im_Heidedorf.xml;1872;([], ['novella']);textgrid;draussen im heidedorf;journal meiner reise im jahr 1769;0;85.5;theodor storm;storm, theodor;1;91.48148148
DREI_FEDERN;['Drei Federn'];Raabe;Wilhelm;Q1256990;1;Drei Federn;../../raabe/3federn/3federn.html;1865;novel;Gutenberg-DE;drei federn;die drei gerechten kammacher;0;85.5;wilhelm raabe;raabe, wilhelm;1;91.48148148
DSCHINNISTAN;['Dschinnistan'];Wieland;Christoph Martin;Q1262121;3;;../../wieland/dschinn/dschinn.html;1786;novel;Gutenberg-DE;dschinnistan;tristan;0;75;christoph martin wieland;wieland, christoph martin;1;93.06122449
EDUARD_ALLWILLS_PAPIEREN;['Eduard Allwills Papieren'];Jacobi;Friedrich Heinrich;noWikiID;1;Eduard Allwills Papiere;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jacobi_Friedrich_Heinrich_Eduard_Allwills_Papiere.xml;1775;;textgrid;eduard allwills papieren;sterben;0;65.45454545;friedrich heinrich jacobi;ehlers, heinrich;0;85.5
EEKENHOF;['Eekenhof'];Storm;Theodor;noWikiID;4;Eekenhof;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Eekenhof.xml;1879;novel;textgrid;eekenhof;werke;0;60;theodor storm;storm, theodor;1;91.48148148
EFFI_BRIEST;['Effi Briest'];Fontane;Theodor;Q1296168;38;;../../fontane/effi/effi.html;1895;(['novela naturalista', 'social novel'], ['novel']);Gutenberg-DE;effi briest;effi briest;1;100;theodor fontane; fontane, theodor;1;91.93548387
EIGENSINN_UND_LAUNE;['Eigensinn und Laune'];Tieck;Ludwig;noWikiID;2;Eigensinn und Laune;../../tieck/eiglaune/eiglaune.html;1835;novella;Gutenberg-DE;eigensinn und laune;»draußen vor der tür« und andere werke;0;85.5;ludwig tieck; tieck, ludwig;1;91.2
EIN_ABSCHIED;['Ein Abschied'];Schnitzler;Arthur;Q1304285;1;Ein Abschied;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Ein_Abschied.xml;1896;novella;textgrid;ein abschied;der traum ein leben;0;85.5;arthur schnitzler;schnitzler, arthur;1;92.28571429
EIN_BEKENNTNIS;['Ein Bekenntnis'];Storm;Theodor;noWikiID;1;Ein Bekenntnis;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Ein_Bekenntnis.xml;1887;novella;textgrid;ein bekenntnis;ein bruderzwist in habsburg;0;85.5;theodor storm;storm, theodor;1;91.48148148
EIN_BRIEF_(HOFMANNSTHAL);"['Ein Brief', 'Ein Brief""', 'Chandos-Brief', 'Brief des Lord Chandos']";Hofmannsthal;Hugo von;Q1304342;15;Ein Brief;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hofmannsthal_Hugo_von_Ein_Brief.xml;1902;(['essay'], []);textgrid;ein brief (hofmannsthal);ein doppelgänger;0;85.5;hugo von hofmannsthal;hofmannsthal, hugo von;1;92.79069767
EIN_DOPPELGAENGER;['Ein DoppelgÃ¤nger'];Storm;Theodor;Q19188654;5;Ein DoppelgÃ¤nger;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Ein_DoppelgÃ¤nger.xml;1887;([], ['novella']);textgrid;ein doppelgaenger;ein doppelgänger;1;90.90909091;theodor storm;storm, theodor;1;91.48148148
