"louvain","louvain group","id"
"11","","PROMETHEUS_UNBOUND_(SHELLEY)_Q508181"
"11","","PROMETHEUS_UNBOUND_Q508181"
"4","","PSALMS_noWikiID"
"14","","PUNCH_noWikiID"
"14","","QUARTERLY_noWikiID"
"14","","QUARTERLY_REVIEW_noWikiID"
"16","","QUEEN_MAB_(POEM)_Q3414011"
"7","","REARDON_noWikiID"
"0","","RECORDS_OF_WOMEN_noWikiID"
"1","","REDGAUNTLET_Q3422871"
"13","","REFLECTIONS_noWikiID"
"13","","REFLECTIONS_ON_THE_REVOLUTION_IN_FRANCE_Q2287584"
"11","","RELIGIO_LAICI_Q3424349"
"1","","RELIQUES_OF_ANCIENT_ENGLISH_POETRY_Q2142806"
"1","","RELIQUES_OF_IRISH_POETRY_noWikiID"
"11","","RESOLUTION_AND_INDEPENDENCE_noWikiID"
"12","","RICKWORD_noWikiID"
"1","","RIENZI_noWikiID"
"14","","RIGHTS_OF_MAN_Q979108"
"0","","RIMINI_noWikiID"
"12","","RINGAN_GILHAIZE_noWikiID"
"5","","ROB_ROY_(NOVEL)_Q2156104"
"17","","ROBERT_AUDLEY_noWikiID"
"1","","ROBERT_ELSMERE_Q7344052"
"1","","ROBIN_HOOD_noWikiID"
"10","","ROBINSON_CRUSOE_Q483034"
"77","","ROBINSON_noWikiID"
"6","","ROXANA_noWikiID"
"17","","RUMPELSTILTSKIN_Q322188"
"13","","SAKI_noWikiID"
"15","","SALEM_CHAPEL_noWikiID"
"18","","SALOME_(PLAY)_Q1149498"
"15","","SANDITON_Q3180417"
"13","","SARTOR_noWikiID"
"3","","SARTOR_RESARTUS_Q1134140"
"9","","SATURDAY_(NOVEL)_Q1723053"
"7","","SATURDAY_NIGHT_AND_SUNDAY_MORNING_Q444395"
"14","","SATURDAY_REVIEW_noWikiID"
"18","","SAVED_(PLAY)_Q3474413"
"1","","SCENES_OF_CLERICAL_LIFE_Q6544172"
"5","","SCOTS_MUSICAL_MUSEUM_Q7435788"
"5","","SCOTS_OBSERVER_noWikiID"
"13","","SCRIPTURE_noWikiID"
"15","","SEASONS_noWikiID"
"29","","SECRET_HISTORY_noWikiID"
"1","","SEETA_noWikiID"
"10","","SENSE_AND_SENSIBILITY_Q274744"
"1","","SENSIBILITY_noWikiID"
"22","","SHE:_A_HISTORY_OF_ADVENTURE_Q640513"
"9","","SHE_STOOPS_TO_CONQUER_Q2324782"
"11","","SHEEHY_noWikiID"
"1","","SHILLING_MAGAZINE_noWikiID"
"10","","SHIRLEY_(NOVEL)_Q615175"
"15","","SHORT_VIEW_OF_THE_IMMORALITY_AND_PROFANENESS_OF_THE_ENGLISH_STAGE_Q138377"
"10","","SIDNEY_BIDULPH_noWikiID"
"4","","SIGNS_OF_THE_TIMES_noWikiID"
"7","","SILAS_MARNER_Q638327"
"17","","SILAS_noWikiID"
"14","","SILLY_NOVELS_BY_LADY_NOVELISTS_noWikiID"
"3","","SIR_GAWAIN_AND_THE_GREEN_KNIGHT_noWikiID"
"15","","SIR_PATIENT_FANCY_Q85801351"
"15","","SIRENS_noWikiID"
"5","","SKETCHES_BY_BOZ_noWikiID"
"11","","SLEEP_AND_POETRY_noWikiID"
"18","","SMOCK_ALLEY_noWikiID"
"13","","SOLEDAD_BROTHER_noWikiID"
"13","","SOME_THOUGHTS_CONCERNING_EDUCATION_Q2471642"
"11","","SONG_noWikiID"
"11","","SONGS_noWikiID"
"11","","SONGS_OF_INNOCENCE_AND_EXPERIENCE_Q630530"
"3","","SONNETS_FROM_THE_PORTUGUESE_noWikiID"
"12","","SONS_AND_LOVERS_Q80771"
"6","","SPARK_noWikiID"
"14","","SPECTATOR_noWikiID"
"7","","ST_LEON_noWikiID"
"3","","STEPHEN_HERO_Q2070762"
"1","","STRAND_noWikiID"
"1","","STRANGE_CASE_OF_DR_JEKYLL_AND_MR_HYDE_Q217352"
"0","","STRANGE_LOYALTIES_Q16933193"
"3","","STUDIES_IN_THE_HISTORY_OF_THE_RENAISSANCE_noWikiID"
"0","","SUNSET_SONG_Q3655833"
"0","","SWALLOWS_AND_AMAZONS_Q672938"
"8","","SYBIL_(NOVEL)_Q3506752"
"12","","SYBIL_(SCHREIBER_BOOK)_Q2915054"
"1","","SYBIL_Q3506752"
"14","","TAIT_noWikiID"
"1","","TALES_FROM_SHAKESPEARE_Q589197"
"3","","TAM_O'SHANTER_noWikiID"
"6","","TARR_Q3515799"
"14","","TATLER_noWikiID"
"2","","TEMORA_noWikiID"
"8","","TESS_OF_THE_D'URBERVILLES_Q649409"
"16","","THALABA_noWikiID"
"1","","THALABA_THE_DESTROYER_noWikiID"
"1","","THE_ABSENTEE_Q7712149"
"1","","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID"
"7","","THE_AMBASSADORS_Q650571"
"3","","THE_ANATOMY_OF_MELANCHOLY_Q469755"
"7","","THE_ANTIQUARY_Q1157183"
"46","","THE_APES_OF_GOD_Q7713979"
"0","","THE_ARRIVANTS_noWikiID"
"12","","THE_ART_OF_BEING_RULED_noWikiID"
"3","","THE_ART_OF_FICTION_(BOOK)_Q7714451"
"4","","THE_ATHENAEUM_noWikiID"
"5","","THE_ATHENIAN_MERCURY_noWikiID"
"0","","THE_ATROCITY_EXHIBITION_Q1083082"
"0","","THE_BALLAD_OF_PECKHAM_RYE_Q31179"
"9","","THE_BALLAD_OF_READING_GAOL_Q2119279"
"16","","THE_BARD_noWikiID"
"7","","THE_BATTLE_OF_THE_BOOKS_Q7715895"
"12","","THE_BEACH_OF_FALESÁ_Q7715970"
"15","","THE_BEAUX_STRATAGEM_noWikiID"
"5","","THE_BEE_noWikiID"
"5","","THE_BEGGARS'_OPERA_noWikiID"
"0","","THE_BELLS_(PLAY)_Q7716455"
"8","","THE_BETH_BOOK_noWikiID"
"1","","THE_BIG_HOUSE_OF_INVER_noWikiID"
"1","","THE_BLACK_PROPHET_noWikiID"
"0","","THE_BLAZING_WORLD_Q1082871"
"16","","THE_BLESSED_DAMOZEL_noWikiID"
"0","","THE_BOOK_OF_EVIDENCE_Q3824337"
"12","","THE_BOROUGH_noWikiID"
"7","","THE_BORROWERS_noWikiID"
"16","","THE_BOTANIC_GARDEN_Q7719466"
"5","","THE_BOY'S_OWN_PAPER_noWikiID"
"12","","THE_BOYNE_WATER_noWikiID"
"11","","THE_BRAVE_IRISHMAN_noWikiID"
"7","","THE_BRIDE_OF_LAMMERMOOR_Q2659725"
"0","","THE_BRIDGE_noWikiID"
"0","","THE_BRITISH_MUSE_noWikiID"
"5","","THE_BRITISH_NOVELISTS_noWikiID"
"11","","THE_BROTHERS_noWikiID"
"12","","THE_BROWNIE_OF_BODSBECK_Q96408508"
"16","","THE_BRUCE_noWikiID"
"12","","THE_BUDDHA_OF_SUBURBIA_(NOVEL)_Q1192689"
"7","","THE_BUSCONDUCTOR_HINES_Q16849669"
"5","","THE_BUSIE_BODY_Q85806682"
"12","","THE_BUTCHER_BOY_(NOVEL)_Q43891"
"9","","THE_CAMBRIDGE_HISTORY_OF_ENGLISH_AND_AMERICAN_LITERATURE_Q1734877"
"2","","THE_CANTERBURY_TALES_Q191663"
"83","","THE_CASTLE_OF_OTRANTO_Q548576"
"1","","THE_CASTLE_SPECTRE_Q7721583"
"5","","THE_CELTIC_TWILIGHT_noWikiID"
"11","","THE_CENCI_Q7721863"
"21","","THE_CHARGE_OF_THE_LIGHT_BRIGADE_noWikiID"
"0","","THE_CHILD'S_GARDEN_OF_VERSES_Q4655846"
"46","","THE_CHILDERMASS_noWikiID"
"1","","THE_CHILDREN_OF_THE_ABBEY_Q7722505"
"9","","THE_CHOICE_COLLECTION_noWikiID"
"4","","THE_CITIZEN_OF_THE_WORLD_noWikiID"
"2","","THE_CITY_OF_DREADFUL_NIGHT_noWikiID"
"9","","THE_COLLEEN_BAWN_Q7726748"
"1","","THE_COLLEGIANS_noWikiID"
"7","","THE_COMFORTERS_Q7726941"
"0","","THE_COMMITMENTS_(NOVEL)_Q1532325"
"4","","THE_CONDUCT_OF_THE_ALLIES_Q17984448"
"11","","THE_CONQUEST_OF_GRANADA_Q3207748"
"9","","THE_CONSCIOUS_LOVERS_Q7727396"
"14","","THE_CONTEMPORARY_REVIEW_noWikiID"
"14","","THE_CORNHILL_MAGAZINE_noWikiID"
"4","","THE_COTTER'S_SATURDAY_NIGHT_noWikiID"
"2","","THE_COUNTESS_OF_PEMBROKE'S_ARCADIA_Q4069405"
"12","","THE_COUNTRY_AND_THE_CITY_Q7727803"
"0","","THE_COUNTRY_GIRLS_Q7727791"
"3","","THE_CRAFT_OF_FICTION_noWikiID"
"5","","THE_CRITERION_noWikiID"
"0","","THE_CRITIC_(PLAY)_Q7728122"
"3","","THE_CRITIC_AS_ARTIST_Q7728129"
"14","","THE_CRITICAL_REVIEW_noWikiID"
"16","","THE_CROCK_OF_GOLD_(NOVEL)_Q7728134"
"15","","THE_CRY_noWikiID"
"12","","THE_CRYING_GAME_(NOVEL)_Q7728311"
"1","","THE_CURSE_OF_KEHAMA_noWikiID"
"5","","THE_DAILY_MAIL_noWikiID"
"4","","THE_DAILY_TELEGRAPH_noWikiID"
"8","","THE_DAISY_CHAIN_noWikiID"
"0","","THE_DARK_noWikiID"
"3","","THE_DECAY_OF_LYING_Q7729495"
"24","","THE_DEMON_LOVER_noWikiID"
"13","","THE_DESCENT_OF_MAN_AND_SELECTION_IN_RELATION_TO_SEX_Q1165434"
"11","","THE_DESERTED_VILLAGE_Q16385462"
"15","","THE_DIARY_OF_A_NOBODY_Q864150"
"8","","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467"
"5","","THE_DOUBLE_DEALER_Q3222939"
"6","","THE_DRIVER'S_SEAT_noWikiID"
"25","","THE_DUNCIAD_Q3208398"
"11","","THE_DUTCH_LOVER_Q65052928"
"14","","THE_EDINBURGH_REVIEW_noWikiID"
"11","","THE_EDITOR_noWikiID"
"21","","THE_ELEMENTS_OF_CRITICISM_noWikiID"
"4","","THE_EMIGRANTS_(SEBALD_NOVEL)_Q1211151"
"12","","THE_EMPIRE_WRITES_BACK_Q17010588"
"13","","THE_ENCYCLOPÆDIA_OF_ANECDOTE_noWikiID"
"4","","THE_ENGLISH_NOVEL_noWikiID"
"4","","THE_ENGLISH_noWikiID"
"5","","THE_ENGLISHWOMAN'S_REVIEW_noWikiID"
"12","","THE_ENTAIL_noWikiID"
"11","","THE_EOLIAN_HARP_noWikiID"
"14","","THE_EXAMINER_noWikiID"
"39","","THE_EXCURSION_noWikiID"
"4","","THE_EXPANSION_OF_ENGLAND_Q16836001"
"53","","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413"
"2","","THE_FAERIE_QUEENE_noWikiID"
"5","","THE_FAIRY_THORN_noWikiID"
"11","","THE_FALL_OF_HYPERION_(NOVEL)_Q2362526"
"4","","THE_FAMILY_INSTRUCTOR_noWikiID"
"4","","THE_FAMINE_noWikiID"
"1","","THE_FEAST_OF_LUPERCAL_Q7733598"
"15","","THE_FEMALE_ADVOCATE_noWikiID"
"1","","THE_FEMALE_DETECTIVE_noWikiID"
"10","","THE_FEMALE_QUIXOTE_Q1404172"
"78","","THE_FEMALE_SPECTATOR_noWikiID"
"5","","THE_FEMALE_TATLER_noWikiID"
"9","","THE_FIELD_DAY_ANTHOLOGY_OF_IRISH_WRITING_noWikiID"
"26","","THE_FLEECE_noWikiID"
"5","","THE_FOOL_OF_QUALITY_Q7734703"
"1","","THE_FORSYTE_SAGA_Q735319"
"16","","THE_FOUR_AGES_OF_POETRY_noWikiID"
"12","","THE_FRENCH_LIEUTENANT'S_WOMAN_Q1268075"
"4","","THE_FRENCH_REVOLUTION:_A_HISTORY_Q7735255"
"4","","THE_FRIEND_noWikiID"
"3","","THE_FUNCTION_OF_CRITICISM_AT_THE_PRESENT_TIME_noWikiID"
"14","","THE_GENTLEMAN'S_MAGAZINE_noWikiID"
"14","","THE_GERM_noWikiID"
"2","","THE_GIAOUR_noWikiID"
"0","","THE_GIGLI_CONCERT_Q7736432"
"5","","THE_GIRL'S_OWN_PAPER_noWikiID"
"4","","THE_GIRL_OF_THE_PERIOD_noWikiID"
"7","","THE_GIRL_WITH_THE_DRAGON_TATTOO_Q678288"
"4","","THE_GIRLHOOD_OF_MARY_VIRGIN_noWikiID"
"12","","THE_GOLDEN_BOUGH_Q651283"
"7","","THE_GOLDEN_BOWL_Q1248585"
"6","","THE_GOLDEN_NOTEBOOK_Q784986"
"5","","THE_GOLDEN_TREASURY_noWikiID"
"7","","THE_GOOD_SOLDIER_Q767802"
"1","","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400"
"15","","THE_GREAT_EXHIBITION_noWikiID"
"22","","THE_GREAT_GOD_PAN_Q1394704"
"65","","THE_GREAT_HUNGER_noWikiID"
"5","","THE_GUARDIAN_noWikiID"
"3","","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466"
"4","","THE_HARLOT'S_PROGRESS_noWikiID"
"1","","THE_HEART_OF_MIDLOTHIAN_Q2091094"
"57","","THE_HEAT_OF_THE_DAY_Q7739239"
"8","","THE_HEAVENLY_TWINS_noWikiID"
"1","","THE_HEIR_OF_REDCLYFFE_Q7739314"
"4","","THE_HIDDEN_IRELAND_noWikiID"
"0","","THE_HIND_AND_THE_PANTHER_Q3206673"
"84","","THE_HISTORICAL_NOVEL_Q18389829"
"15","","THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035"
"5","","THE_HISTORY_OF_ENGLAND_FROM_THE_ACCESSION_OF_JAMES_THE_SECOND_Q7739784"
"5","","THE_HISTORY_OF_ENGLISH_POETRY_Q17332374"
"0","","THE_HISTORY_OF_JACK_CONNOR_noWikiID"
"10","","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875"
"1","","THE_HISTORY_OF_SIR_GEORGE_ELLISON_noWikiID"
"10","","THE_HISTORY_OF_TOM_JONES,_A_FOUNDLING_Q248096"
"0","","THE_HOME_AND_THE_WORLD_Q7740074"
"18","","THE_HOSTAGE_(PLAY)_Q7740387"
"12","","THE_HOTHOUSE_BY_THE_EAST_RIVER_noWikiID"
"12","","THE_HOUND_OF_THE_BASKERVILLES_Q45192"
"7","","THE_HUMAN_FACTOR_(NOVEL)_Q11097398"
"4","","THE_IDYLLS_OF_THE_KING_noWikiID"
"36","","THE_IMPORTANCE_OF_BEING_ERNEST_Q830501"
"1","","THE_INFORMER_noWikiID"
"4","","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270"
"3","","THE_INTERPRETATION_OF_DREAMS_Q726382"
"21","","THE_INTERPRETERS_noWikiID"
"22","","THE_INVISIBLE_MAN_Q1539509"
"2","","THE_IRISH_MELODIES_noWikiID"
"13","","THE_IRISH_noWikiID"
"22","","THE_ISLAND_OF_DOCTOR_MOREAU_Q718268"
"1","","THE_ITALIAN_(RADCLIFFE_NOVEL)_Q3204370"
"15","","THE_ITALIAN_noWikiID"
"0","","THE_JOURNEY_HOME_noWikiID"
"0","","THE_JUNGLE_BOOK_Q189509"
"4","","THE_LADY'S_MAGAZINE_noWikiID"
"19","","THE_LADY_OF_SHALOTT_noWikiID"
"0","","THE_LAKE_(PLAY)_Q23035669"
"0","","THE_LAND_OF_SPICES_noWikiID"
"1","","THE_LAST_DAYS_OF_POMPEII_Q1218985"
"21","","THE_LAST_JUDGMENT_noWikiID"
"12","","THE_LAST_MAN_noWikiID"
"82","","THE_LAST_SEPTEMBER_Q1199395"
"8","","THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742"
"5","","THE_LAY_OF_THE_LAST_MINSTREL_Q3223881"
"7","","THE_LIFE_AND_DEATH_OF_HARRIETT_FREAN_noWikiID"
"10","","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083"
"1","","THE_LIFE_OF_CHARLOTTE_BRONTË_Q4180188"
"0","","THE_LIFE_OF_JOHN_BUNCLE_noWikiID"
"11","","THE_LIFE_OF_NELSON_noWikiID"
"14","","THE_LITERARY_GAZETTE_noWikiID"
"1","","THE_LIVES_OF_CLEOPATRA_noWikiID"
"5","","THE_LONDON_JOURNAL_noWikiID"
"14","","THE_LONDON_MAGAZINE_noWikiID"
"12","","THE_LONELY_LONDONERS_Q7748128"
"12","","THE_LONELY_PASSION_OF_JUDITH_HEARNE_noWikiID"
"11","","THE_LOST_LEADER_noWikiID"
"7","","THE_LOST_SYMBOL_Q211006"
"11","","THE_LUCKEY_CHANCE_Q55635364"
"0","","THE_MAKING_OF_AMERICANS_Q7749704"
"1","","THE_MAN_OF_FEELING_Q7750109"
"27","","THE_MAN_OF_THE_WORLD_noWikiID"
"21","","THE_MARRIAGE_OF_HEAVEN_AND_HELL_Q1132673"
"11","","THE_MASK_OF_ANARCHY_noWikiID"
"0","","THE_MASTER_OF_BALLANTRAE_Q2615930"
"3","","THE_MASTER_Q370841"
"1","","THE_MAYOR_OF_CASTERBRIDGE_Q2343169"
"1","","THE_MEMOIRS_OF_MISS_SIDNEY_BIDULPH_noWikiID"
"0","","THE_MERCHANT_OF_VENICE_Q206400"
"3","","THE_METAPHYSICAL_POETS_noWikiID"
"1","","THE_MILESIAN_CHIEF_noWikiID"
"6","","THE_MILL_ON_THE_FLOSS_Q1215018"
"12","","THE_MIMIC_MEN_Q16387020"
"4","","THE_MINSTREL_noWikiID"
"47","","THE_MISSIONARY:_AN_INDIAN_TALE_Q7751763"
"1","","THE_MONK_Q2659564"
"14","","THE_MONTHLY_PACKET_noWikiID"
"9","","THE_MONTHLY_PRECEPTOR_noWikiID"
"14","","THE_MONTHLY_REVIEW_noWikiID"
"8","","THE_MOONSTONE_Q2362563"
"14","","THE_MORNING_CHRONICLE_noWikiID"
"0","","THE_MOUSE'S_PETITION_noWikiID"
"14","","THE_MYSTERIES_OF_LONDON_Q7752831"
"10","","THE_MYSTERIES_OF_UDOLPHO_Q2600909"
"15","","THE_NATURAL_DAUGHTER_Q1219062"
"4","","THE_NATURAL_HISTORY_OF_GERMAN_LIFE_noWikiID"
"12","","THE_NATURE_OF_BLOOD_noWikiID"
"4","","THE_NATURE_OF_GOTHIC_noWikiID"
"1","","THE_NETHER_WORLD_Q7753436"
"7","","THE_NEW_ATLANTIS_Q7753512"
"0","","THE_NEW_BIOGRAPHY_noWikiID"
"5","","THE_NEW_POETRY_Q4118298"
"4","","THE_NEW_YORKER_noWikiID"
"7","","THE_NIGGER_OF_THE_""NARCISSUS""_Q478537"
"3","","THE_NIGHTINGALE_(FAIRY_TALE)_Q1200454"
"4","","THE_NORTHERN_STAR_noWikiID"
"15","","THE_noWikiID"
"1","","THE_NOWLANS_noWikiID"
"1","","THE_O'BRIENS_AND_THE_O'FLAHERTYS_noWikiID"
"1","","THE_ODD_WOMEN_Q7754692"
"8","","THE_OLD_CURIOSITY_SHOP_Q2700616"
"56","","THE_OLD_ENGLISH_BARON_Q3796165"
"13","","THE_OLD_LADY_SAYS_noWikiID"
"2","","THE_OLD_MANOR_HOUSE_Q96409526"
"13","","THE_ORATORS_Q7755267"
"11","","THE_PALACE_OF_ART_noWikiID"
"5","","THE_PARENT'S_ASSISTANT_Q3522169"
"5","","THE_PENGUIN_BOOK_OF_CONTEMPORARY_BRITISH_POETRY_noWikiID"
"4","","THE_PHYSIOLOGY_OF_COMMON_LIFE_noWikiID"
"14","","THE_PICKWICK_PAPERS_Q460583"
"74","","THE_PICTURE_OF_DORIAN_GRAY_Q82464"
"12","","THE_PILGRIM'S_PROGRESS_Q268211"
"36","","THE_PLAYBOY_OF_THE_WESTERN_WORLD_Q451517"
"12","","THE_PLEASURES_OF_EXILE_noWikiID"
"2","","THE_PLEASURES_OF_THE_IMAGINATION_Q7757504"
"15","","THE_PLOUGH_AND_THE_STARS_Q7757527"
"5","","THE_POETS_AND_POETRY_OF_MUNSTER_noWikiID"
"21","","THE_PORTABLE_VICTORIAN_READER_noWikiID"
"20","","THE_PRELUDE_Q1242779"
"15","","THE_PRIME_OF_MISS_JEAN_BRODIE_(NOVEL)_Q2074335"
"3","","THE_PRINCIPLES_OF_PSYCHOLOGY_noWikiID"
"1","","THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER_Q2992437"
"3","","THE_PROGRESS_OF_POESY_noWikiID"
"51","","THE_PROGRESS_OF_ROMANCE_noWikiID"
"0","","THE_PURLOINED_LETTER_noWikiID"
"0","","THE_PURPLE_JAR_Q7758804"
"4","","THE_QUARTERLY_noWikiID"
"0","","THE_RACHEL_PAPERS_(NOVEL)_Q7759191"
"12","","THE_RAINBOW_noWikiID"
"12","","THE_RAJ_QUARTET_noWikiID"
"43","","THE_RAMBLER_noWikiID"
"25","","THE_RAPE_OF_THE_LOCK_Q1823920"
"1","","THE_REAL_CHARLOTTE_noWikiID"
"10","","THE_RECESS_noWikiID"
"15","","THE_RECRUITING_OFFICER_Q7759830"
"0","","THE_REHEARSAL_(PLAY)_Q3212601"
"12","","THE_REMAINS_OF_THE_DAY_Q829934"
"2","","THE_RENAISSANCE_noWikiID"
"15","","THE_RETURN_OF_THE_NATIVE_Q141568"
"12","","THE_RETURN_OF_THE_SOLDIER_(PLAY)_Q86754000"
"0","","THE_REVENGE_FOR_LOVE_noWikiID"
"4","","THE_REVIEW_noWikiID"
"11","","THE_REVOLT_OF_ISLAM_noWikiID"
"4","","THE_RIDDLE_OF_THE_SANDS_Q1170204"
"11","","THE_RIME_OF_THE_ANCIENT_MARINER_Q708177"
"19","","THE_RING_AND_THE_BOOK_noWikiID"
"51","","THE_RISE_OF_THE_NOVEL_noWikiID"
"9","","THE_RIVALS_Q7760957"
"0","","THE_ROAD_TO_WIGAN_PIER_Q1197966"
"2","","THE_ROMANCE_OF_THE_FOREST_Q3406503"
"12","","THE_ROMANTIC_IDEOLOGY_noWikiID"
"4","","THE_ROUGH_FIELD_noWikiID"
"9","","THE_ROVER_(PLAY)_Q3205256"
"11","","THE_RUINED_COTTAGE_noWikiID"
"12","","THE_SATANIC_VERSES_Q191288"
"81","","THE_SCHOOL_FOR_SCANDAL_Q471118"
"1","","THE_SCOTTISH_CHIEFS_noWikiID"
"15","","THE_SEA_THE_SEA_Q3794562"
"2","","THE_SEASONS_noWikiID"
"3","","THE_SECOND_COMING_noWikiID"
"12","","THE_SECRET_AGENT_Q1247666"
"8","","THE_SECRET_GARDEN_Q472194"
"4","","THE_SHAKESPEARE_GALLERY_noWikiID"
"9","","THE_SHAMROCK_Q7763637"
"9","","THE_SHAUGHRAUN_Q7763712"
"1","","THE_SHEPHEARDES_CALENDER_Q2204718"
"1","","THE_SIGN_OF_THE_FOUR_Q500688"
"18","","THE_SILVER_TASSIE_(PLAY)_Q7764318"
"22","","THE_SLEEPER_AWAKES_Q650949"
"0","","THE_SNAPPER_noWikiID"
"11","","THE_SOLDIER_(POEM)_Q7765157"
"5","","THE_SONG_OF_THE_SHIRT_noWikiID"
"1","","THE_SORROWS_OF_SATAN_Q13424700"
"10","","THE_SORROWS_OF_YOUNG_WERTHER_Q151883"
"3","","THE_SOUL_OF_MAN_UNDER_SOCIALISM_Q1196990"
"45","","THE_SOUND_noWikiID"
"14","","THE_SPECTATOR_noWikiID"
"4","","THE_SPIRIT_OF_THE_AGE_Q7765949"
"3","","THE_SPLEEN_noWikiID"
"0","","THE_STAR_FACTORY_noWikiID"
"2","","THE_STAR_noWikiID"
"3","","THE_STOLEN_CHILD_noWikiID"
"2","","THE_STONES_OF_VENICE_(BOOK)_Q7766650"
"12","","THE_STORY_OF_AN_AFRICAN_FARM_Q7766827"
"5","","THE_STRAND_MAGAZINE_noWikiID"
"14","","THE_STRAND_noWikiID"
"4","","THE_SUBJECTION_OF_WOMEN_Q3407659"
"4","","THE_SWISS_FAMILY_ROBINSON_Q665715"
"3","","THE_SYMBOLIST_MOVEMENT_IN_LITERATURE_Q7767807"
"7","","THE_TAKEOVER_noWikiID"
"9","","THE_TALE_OF_MYSTERY_noWikiID"
"9","","THE_TALE_OF_PETER_RABBIT_Q580463"
"5","","THE_TALES_OF_MY_LANDLORD_noWikiID"
"11","","THE_TASK_noWikiID"
"14","","THE_TATLER_noWikiID"
"2","","THE_TEMPEST_noWikiID"
"8","","THE_TENANT_OF_WILDFELL_HALL_Q44701"
"13","","THE_THEORY_OF_MORAL_SENTIMENTS_Q1438448"
"3","","THE_THIRD_POLICEMAN_Q2483345"
"11","","THE_THORN_noWikiID"
"12","","THE_THREE_PERILS_OF_MAN_Q96409659"
"12","","THE_THREE_PERILS_OF_WOMAN_Q19902814"
"22","","THE_TIME_MACHINE_Q627333"
"14","","THE_TIMES_noWikiID"
"0","","THE_TOWER_(POETRY_COLLECTION)_Q7769729"
"49","","THE_TRAGEDY_OF_MARIAM_Q7769853"
"3","","THE_TRAVELLER_(POEM)_Q17062125"
"11","","THE_TRIUMPH_OF_LIFE_noWikiID"
"12","","THE_TURN_OF_THE_SCREW_Q625923"
"45","","THE_UNNAMABLE_(NOVEL)_Q264451"
"48","","THE_UNTILLED_FIELD_noWikiID"
"0","","THE_VAGABOND_noWikiID"
"0","","THE_VAN_noWikiID"
"3","","THE_VANITY_OF_HUMAN_WISHES_noWikiID"
"1","","THE_VICAR_OF_WAKEFIELD_Q1196205"
"21","","THE_VICTORIANS_noWikiID"
"28","","THE_VILLAGE_noWikiID"
"9","","THE_VIRGINIANS_Q7772832"
"4","","THE_VISION_noWikiID"
"2","","THE_VISION_OF_JUDGMENT_Q7772878"
"12","","THE_VOYAGE_OUT_Q599198"
"8","","THE_WANDERER_noWikiID"
"22","","THE_WAR_OF_THE_WORLDS_Q627333"
"6","","THE_WASTE_LAND_Q581458"
"6","","THE_WAVES_Q1217475"
"1","","THE_WAY_OF_ALL_FLESH_Q255074"
"15","","THE_WAY_OF_THE_WORLD_Q723947"
"9","","THE_WAY_WE_LIVE_NOW_Q7773866"
"13","","THE_WEALTH_OF_NATIONS_Q233562"
"4","","THE_WEDNESDAY_PLAY_noWikiID"
"7","","THE_WELL_OF_LONELINESS_Q1514807"
"0","","THE_WELSH_GIRL_noWikiID"
"14","","THE_WESTMINSTER_REVIEW_noWikiID"
"11","","THE_WHITSUN_WEDDINGS_Q7774617"
"1","","THE_WILD_IRISH_BOY_noWikiID"
"75","","THE_WILD_IRISH_GIRL_Q7774872"
"16","","THE_WIND_AMONG_THE_REEDS_noWikiID"
"16","","THE_WIND_IN_THE_WILLOWS_Q936276"
"11","","THE_WINTER'S_TALE_Q743194"
"15","","THE_WOMAN'S_LABOUR_noWikiID"
"8","","THE_WOMAN_IN_WHITE_(NOVEL)_Q1212672"
"8","","THE_WOMAN_IN_WHITE_noWikiID"
"8","","THE_WOMAN_WHO_DID_Q7775505"
"15","","THE_WOODLANDERS_Q2254480"
"12","","THE_YEARS_Q1616684"
"73","","THE_YELLOW_BOOK_noWikiID"
"7","","THE_YELLOW_DANGER_noWikiID"
"5","","THINGS_AS_THEY_ARE_noWikiID"
"0","","THINGS_FALL_APART_Q622400"
"13","","THREE_DIALOGUES_BETWEEN_HYLAS_AND_PHILONOUS_Q3110883"
"12","","TIME_AND_WESTERN_MAN_noWikiID"
"20","","TINTERN_ABBEY_noWikiID"
"1","","TIPPING_THE_VELVET_(PLAY)_Q19954867"
"11","","TITHONUS_noWikiID"
"11","","TO_A_MOUSE_noWikiID"
"6","","TO_THE_LIGHTHOUSE_Q478016"
"76","","TOM'S_CABIN_noWikiID"
"35","","TOM_BROWN'S_SCHOOL_DAYS_Q7815084"
"13","","TOUR_noWikiID"
"3","","TRADITION_AND_THE_INDIVIDUAL_TALENT_Q7832271"
"5","","TRAITS_AND_STORIES_OF_THE_IRISH_PEASANTRY_noWikiID"
