"","canonisation_score","circl_sum","reviews_sum","Text","id","circl_binary","indegree","pagerank","class","reviews_binary"
"529","0.0255818179471078","0","0","TUBUTSCH_Q23793189","212","0","0","0.15","No Review & No Catalogue","0"
"212","0.0205467828522686","0","0","DIE_CHINESISCHE_MAUER_noWikiID","213","0","2","0.24704166666666666","No Review & No Catalogue","0"
"440","0.0560723413501725","0","0","MAERCHEN_DES_LEBENS_noWikiID","214","0","5","0.4140784722222222","No Review & No Catalogue","0"
"24","0.0601640846066759","0","0","ARDISTAN_UND_DSCHINNISTAN_Q639501","215","0","4","0.49432793306327155","No Review & No Catalogue","0"
"163","0.0205467828522686","2","1","DER_ROLAND_VON_BERLIN_noWikiID","216","1","6","2.4174312392977186","Review & Catalogue","1"
"125","0.0205467828522686","2","1","DER_FALSCHE_WOLDEMAR_noWikiID","217","1","4","1.0973025206094549","Review & Catalogue","1"
"274","0.0205467828522686","1","0","DIE_ROSE_VON_DISENTIS_noWikiID","218","1","4","1.1855899696966579","No Review, Catalogue","0"
"485","0.0560723413501725","2","0","REISE_NACH_BRAUNSCHWEIG_noWikiID","219","1","0","0.15","No Review, Catalogue","0"
"90","0.0560723413501725","0","0","DAS_MAERCHEN_DER_672._NACHT_Q1169916","22","0","2","0.235","No Review & No Catalogue","0"
"114","0.0205467828522686","1","1","DER_AMTMANN_VON_HOHENWEILER_noWikiID","220","1","5","1.7853453330565896","Review & Catalogue","1"
"348","0.0601640846066759","3","0","GEHEIME_GESCHICHTE_DES_PHILOSOPHEN_PEREGRINUS_PROTEUS_noWikiID","221","1","5","0.44498541666666663","No Review, Catalogue","0"
"300","0.0560723413501725","1","0","DREI_FEDERN_Q1256990","222","1","0","0.15","No Review, Catalogue","0"
"54","0.289764790109877","3","0","BRIGITTA_(STIFTER)_Q539511","223","1","5","1.034817998090751","No Review, Catalogue","0"
"570","0.0560723413501725","1","0","ZWEI_SCHWESTERN_noWikiID","224","1","2","0.5508950723404922","No Review, Catalogue","0"
"86","0.0560723413501725","0","0","DAS_LEBEN_DER_HOCHGRAEFIN_GRITTA_VON_RATTENZUHAUSBEIUNS_noWikiID","225","0","4","0.7962061807575563","No Review & No Catalogue","0"
"268","0.0601640846066759","1","0","DIE_NARRENBURG_Q21328513","226","1","4","0.8189868235551331","No Review, Catalogue","0"
"276","0.305392408053958","0","0","DIE_SCHWARZE_GALEERE_noWikiID","227","0","0","0.15","No Review & No Catalogue","0"
"146","0.0560723413501725","0","0","DER_JUNKER_VON_DENOW_Q1194662","228","0","4","1.6580071701710306","No Review & No Catalogue","0"
"248","0.0601640846066759","1","0","DIE_KINDER_VON_FINKENRODE_Q1213860","229","1","7","4.1638965984147","No Review, Catalogue","0"
"504","0.0221068485323305","1","0","SCHICKSALE_EINER_SEELE_noWikiID","23","1","4","0.5786001265386549","No Review, Catalogue","0"
"263","0.0221068485323305","0","0","DIE_MARZIPANLIESE_Q1214732","230","0","2","0.2798819675925926","No Review & No Catalogue","0"
"456","0.0237824899093644","3","1","MUENCHHAUSEN_noWikiID","231","1","8","3.458641262579326","Review & Catalogue","1"
"187","0.0601640846066759","0","0","DER_WALDBRUDER_Q1197891","232","0","2","0.5586317427831856","No Review & No Catalogue","0"
"302","0.0205467828522686","2","0","EDUARD_ALLWILLS_PAPIEREN_noWikiID","233","1","2","1.5346202201578287","No Review, Catalogue","0"
"254","0.999997205037213","5","3","DIE_LEIDEN_DES_JUNGEN_WERTHERS_Q151883","234","1","6","2.2488332763244494","Review & Catalogue","1"
"329","0.0205467828522686","0","0","EVREMONT_noWikiID","235","0","7","1.527511849631732","No Review & No Catalogue","0"
"305","0.0601640846066759","0","0","EIGENSINN_UND_LAUNE_noWikiID","236","0","3","0.7847492905414613","No Review & No Catalogue","0"
"486","0.0601640846066759","1","0","REISENOVELLEN_noWikiID","237","1","5","2.4459321870469886","No Review, Catalogue","0"
"539","0.0560723413501725","0","0","UNWAHRSCHEINLICHE_WAHRHAFTIGKEITEN_noWikiID","238","0","0","0.15","No Review & No Catalogue","0"
"111","0.0560723413501725","0","0","DEN_STEIN_DER_WEISEN_noWikiID","239","0","0","0.15","No Review & No Catalogue","0"
"369","0.0205467828522686","1","0","HALBTIER_noWikiID","24","1","1","0.1925","No Review, Catalogue","0"
"23","0.274620702296579","2","0","ARDINGHELLO_noWikiID","240","1","4","0.4035792013888888","No Review, Catalogue","0"
"470","0.305392408053958","2","4","PETER_SCHLEMIHLS_WUNDERSAME_GESCHICHTE_Q1093419","241","1","5","1.4096985918824856","Review & Catalogue","1"
"398","0.274620702296579","0","0","ISABELLA_VON_AEGYPTEN_Q35783041","242","0","3","2.551213593429491","No Review & No Catalogue","0"
"292","0.0560723413501725","0","0","DIE_WISKOTTENS_noWikiID","243","0","9","1.411846459064987","No Review & No Catalogue","0"
"140","0.0205467828522686","0","1","DER_HEXENMEISTER_noWikiID","244","0","0","0.15","Review, No Catalogue","1"
"569","0.0560723413501725","1","2","ZUR_WALD-_UND_WASSERFREUDE_noWikiID","245","1","9","1.4523522843132175","Review & Catalogue","1"
"373","0.0205467828522686","0","0","HEIDI_(ROMAN)_Q271697","246","0","1","0.1925","No Review & No Catalogue","0"
"371","0.389868771519071","1","0","HANS_UND_HEINZ_KIRCH_Q1489200","247","1","3","0.7783786177019152","No Review, Catalogue","0"
"135","0.0560723413501725","1","0","DER_GOTTSUCHER_Q55978264","248","1","2","0.5527268111819669","No Review, Catalogue","0"
"532","0.462879594039226","2","0","UNDINE_noWikiID","249","1","2","0.30382951031886696","No Review, Catalogue","0"
"173","0.0794735706665683","1","0","DER_SCHUSS_VON_DER_KANZEL_Q1196769","25","1","0","0.15","No Review, Catalogue","0"
"293","0.0645339993923284","0","0","DIE_ZAUBEREI_IM_HERBSTE_Q1217663","250","0","1","0.23608502792367897","No Review & No Catalogue","0"
"39","0.0851189742374057","0","0","AUS_DER_CHRONIKA_EINES_FAHRENDEN_SCHUELERS_Q777681","251","0","0","0.15","No Review & No Catalogue","0"
"459","0.557525892938665","1","0","NACHTWACHEN_Q1962904","252","1","0","0.15","No Review, Catalogue","0"
"26","0.0645339993923284","4","0","ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN_noWikiID","253","1","3","0.27749999999999997","No Review, Catalogue","0"
"435","0.0560723413501725","0","0","LOLA_noWikiID","254","0","0","0.15","No Review & No Catalogue","0"
"235","0.0221068485323305","0","0","DIE_GOETTINNEN_ODER_DIE_DREI_ROMANE_DER_HERZOGIN_VON_ASSY_Q1213243","255","0","7","0.7596207350556409","No Review & No Catalogue","0"
"567","0.0205467828522686","1","0","ZUM_ZEITVERTREIB_noWikiID","256","1","4","1.5146867106085136","No Review, Catalogue","0"
"494","0.0205467828522686","1","0","ROMAN_AUS_DER_DECADENCE_noWikiID","257","1","3","1.0820336219872955","No Review, Catalogue","0"
"295","0.0205467828522686","0","0","DIE_ZWOELF_APOSTEL_noWikiID","258","0","6","3.1542703990448353","No Review & No Catalogue","0"
"341","0.0560723413501725","0","0","FRAU_VON_SAVERNE_noWikiID","259","0","0","0.15","No Review & No Catalogue","0"
"405","0.518885031764307","1","1","JUERG_JENATSCH_Q1411041","26","1","3","0.7957771364466333","Review & Catalogue","1"
"194","0.0560723413501725","3","0","DER_ZWEIKAMPF_noWikiID","260","1","1","0.1925","No Review, Catalogue","0"
"282","0.274620702296579","1","1","DIE_VERLOBUNG_IN_ST._DOMINGO_noWikiID","261","1","1","0.1925","Review & Catalogue","1"
"363","0.0560723413501725","4","0","GRANDISON_DER_ZWEYTE_noWikiID","262","1","5","4.413033132658745","No Review, Catalogue","0"
"419","0.184109855669026","4","0","LEBEN_DER_SCHWEDISCHEN_GRAEFIN_VON_G_noWikiID","263","1","5","3.608518012766131","No Review, Catalogue","0"
"285","0.289764790109877","0","0","DIE_VERWANDLUNG_Q184222","264","0","1","0.1925","No Review & No Catalogue","0"
"130","0.0741722353260478","0","0","DER_GEHUELFE_Q1193785","265","0","3","0.3290784722222222","No Review & No Catalogue","0"
"328","0.0601640846066759","0","0","ESCH_ODER_DIE_ANARCHIE_noWikiID","266","0","5","0.7678712536256502","No Review & No Catalogue","0"
"137","0.144732511897424","1","2","DER_HEILIGE_Q1194176","267","1","4","0.4346816692211424","Review & Catalogue","1"
"385","0.0205467828522686","0","0","HOMO_SUM_noWikiID","268","0","4","0.5143789272963976","No Review & No Catalogue","0"
"312","0.0367536016133564","1","1","EIN_KAMPF_UM_ROM_Q636812","269","1","5","0.9126314163957483","Review & Catalogue","1"
"88","0.0741722353260478","1","2","DAS_LEIDEN_EINES_KNABEN_Q1169610","27","1","6","0.5882998088337994","Review & Catalogue","1"
"89","0.0560723413501725","0","0","DAS_MAEDCHEN_VON_TREPPI_Q28071194","270","0","3","1.3941692695063481","No Review & No Catalogue","0"
"40","0.0205467828522686","0","0","AUS_EINER_FAMILIE_noWikiID","271","0","1","0.545014626360132","No Review & No Catalogue","0"
"311","0.0560723413501725","0","0","EIN_GRUENES_BLATT_Q111150981","272","0","1","0.545014626360132","No Review & No Catalogue","0"
"451","0.0455753535426939","1","1","MEISTER_TIMPE_noWikiID","273","1","8","1.4314892230151302","Review & Catalogue","1"
"445","0.0975111340573339","1","2","MARTIN_SALANDER_Q1904882","274","1","8","1.9687928112269888","Review & Catalogue","1"
"453","0.0221068485323305","0","1","MODERNE_LEBENSWIRREN_noWikiID","275","0","4","0.8578134200463238","Review, No Catalogue","1"
"80","0.0221068485323305","0","0","DAS_HOELZERNE_BEIN_noWikiID","276","0","2","0.3984082855192326","No Review & No Catalogue","0"
"503","0.33800545810469","0","0","SCHELMUFFSKY_Q107356648","277","0","4","3.022546179529818","No Review & No Catalogue","0"
"325","0.0645339993923284","0","0","ELSE_VON_DER_TANNE_Q1333755","278","0","2","0.25908333333333333","No Review & No Catalogue","0"
"404","0.110370305679579","1","0","JUDITH,_DIE_KLUSWIRTIN_noWikiID","279","1","3","0.3084069444444444","No Review, Catalogue","0"
"52","0.0645339993923284","0","0","BOZENA_noWikiID","28","0","7","2.207196341009212","No Review & No Catalogue","0"
"457","0.0560723413501725","0","0","NACH_DEM_GROSSEN_KRIEGE_Q1269839","280","0","5","1.4360099341881045","No Review & No Catalogue","0"
"222","0.0645339993923284","1","0","DIE_FAMILIE_noWikiID","281","1","0","0.15","No Review, Catalogue","0"
"560","0.425970768854918","0","1","WILHELM_MEISTERS_THEATRALISCHE_SENDUNG_Q2574172","282","0","6","3.6796722628497736","Review, No Catalogue","1"
"203","0.0741722353260478","1","0","DIE_ABDERITEN_Q1210777","283","1","4","1.3501255180732168","No Review, Catalogue","0"
"169","0.0560723413501725","0","0","DER_SCHATZ_noWikiID","284","0","1","0.5201963885822566","No Review & No Catalogue","0"
"85","0.0560723413501725","0","0","DAS_KREUZ_IM_VENN_noWikiID","285","0","4","0.4498702158725565","No Review & No Catalogue","0"
"108","0.0560723413501725","1","1","DAS_WEIBERDORF_noWikiID","286","1","3","0.3624632278305576","Review & Catalogue","1"
"91","0.628138424466113","0","2","DAS_MARMORBILD_Q1169722","287","0","1","0.35042768347835407","Review, No Catalogue","1"
"9","0.740328921716904","1","2","AHNUNG_UND_GEGENWART_Q402329","288","1","5","0.9658180753365463","Review & Catalogue","1"
"99","0.289764790109877","0","0","DAS_SCHLOSS_DUERANDE_Q1170280","289","0","2","0.5065033707827546","No Review & No Catalogue","0"
"506","0.0221068485323305","0","2","SCHLOSS_UND_FABRIK_noWikiID","29","0","5","2.853776743748656","Review, No Catalogue","1"
"115","0.0560723413501725","0","0","DER_APOSTEL_(HAUPTMANN)_Q28131950","290","0","0","0.15","No Review & No Catalogue","0"
"45","0.407795370158162","1","0","BAHNWAERTER_THIEL_Q803617","291","1","3","0.3015833333333333","No Review, Catalogue","0"
"284","0.372234887656701","1","2","DIE_VERSUCHUNG_DES_PESCARA_Q1217221","292","1","1","0.1925","Review & Catalogue","1"
"241","0.135719851904178","1","1","DIE_HOCHZEIT_DES_MOENCHS_Q1213463","293","1","4","0.37182987212037066","Review & Catalogue","1"
"160","0.0205467828522686","0","0","DER_RAUBGRAF_noWikiID","294","0","2","0.24704166666666666","No Review & No Catalogue","0"
"199","0.0205467828522686","1","0","DEUTSCHE_PIONIERE_noWikiID","295","1","8","2.3448329009660114","No Review, Catalogue","0"
"370","0.0221068485323305","1","1","HAMMER_UND_AMBOSS_noWikiID","296","1","5","3.3743689250209536","Review & Catalogue","1"
"317","0.0560723413501725","0","0","EINE_GESCHICHTE_AUS_DEM_BREGENZERWALDE_noWikiID","297","0","1","0.8143693219403699","No Review & No Catalogue","0"
"556","0.0560723413501725","0","0","WIE_FUENF_MAEDCHEN_IM_BRANNTWEIN_JAEMMERLICH_UMKOMMEN_Q1751009","298","0","3","0.3746597924878276","No Review & No Catalogue","0"
"360","0.0741722353260478","0","2","GOCKEL,_HINKEL_UND_GACKELEIA_Q1478745","299","0","3","0.5242453590861921","Review, No Catalogue","1"
"283","0.0601640846066759","1","0","DIE_VERLORENE_HANDSCHRIFT_noWikiID","3","1","8","1.4310817405063394","No Review, Catalogue","0"
"554","0.0221068485323305","2","2","WEISSE_SCLAVEN_ODER_DIE_LEIDEN_DES_VOLKES_noWikiID","30","1","4","2.1661795547360363","Review & Catalogue","1"
"281","0.0560723413501725","0","0","DIE_TOTEN_SCHWEIGEN_Q1216835","300","0","0","0.15","No Review & No Catalogue","0"
"306","0.0560723413501725","0","0","EIN_ABSCHIED_Q1304285","301","0","1","0.1925","No Review & No Catalogue","0"
"502","0.0560723413501725","0","0","SCHACHTEL_MIT_DER_FRIEDENSPUPPE_noWikiID","302","0","3","0.9847015365004632","No Review & No Catalogue","0"
"517","0.259978377605495","0","2","STINE_(FONTANE)_Q1691464","303","0","3","0.9062908671624621","Review, No Catalogue","1"
"250","0.0205467828522686","1","0","DIE_KLUGEN_JUNGFRAUEN_noWikiID","304","1","3","0.6039881965657952","No Review, Catalogue","0"
"245","0.0601640846066759","1","0","DIE_JUDEN_VON_BARNOW_Q57166842","305","1","0","0.15","No Review, Catalogue","0"
"546","0.0741722353260478","0","0","VIOLA_TRICOLOR_(STORM)_Q2527399","306","0","2","0.24704166666666666","No Review & No Catalogue","0"
"481","0.0560723413501725","0","0","PSYCHE_noWikiID","307","0","1","0.1925","No Review & No Catalogue","0"
"210","0.0221068485323305","1","0","DIE_BEICHTE_noWikiID","308","1","1","0.1925","No Review, Catalogue","0"
"433","0.0205467828522686","0","0","LIED_DER_PARZEN_noWikiID","309","0","2","0.25908333333333333","No Review & No Catalogue","0"
"19","0.0367536016133564","0","0","ANNA_noWikiID","31","0","7","2.3177628880693697","No Review & No Catalogue","0"
"365","0.0205467828522686","0","0","GRILLPARZERS_LIEBESROMAN_noWikiID","310","0","4","0.35612499999999997","No Review & No Catalogue","0"
"17","0.0205467828522686","0","0","ANDROGYNE_noWikiID","311","0","3","0.3170368055555556","No Review & No Catalogue","0"
"171","0.274620702296579","2","0","DER_SCHMIED_SEINES_GLUECKS_noWikiID","312","1","0","0.15","No Review, Catalogue","0"
"113","0.0205467828522686","2","0","DER_AMERIKAMUEDE_noWikiID","313","1","2","1.372270702884165","No Review, Catalogue","0"
"269","0.0851189742374057","1","0","DIE_NIHILISTEN_noWikiID","314","1","1","0.1925","No Review, Catalogue","0"
"249","0.0221068485323305","0","0","DIE_KLEINE_STADT_Q1218726","315","0","2","0.2987472453703704","No Review & No Catalogue","0"
"161","0.0560723413501725","0","0","DER_REBELL_noWikiID","316","0","9","1.0874771231031377","No Review & No Catalogue","0"
"479","0.0221068485323305","0","0","PROFESSOR_UNRAT_Q457481","317","0","3","0.6258941613452718","No Review & No Catalogue","0"
"476","0.0560723413501725","0","0","POLNISCHE_GHETTO-GESCHICHTEN_noWikiID","318","0","0","0.15","No Review & No Catalogue","0"
"313","0.0560723413501725","1","2","EIN_KAMPF_UMS_RECHT_Q95606786","319","1","5","0.9617798878101249","Review & Catalogue","1"
"507","0.0455753535426939","1","1","SCHWARZWAELDER_DORFGESCHICHTEN_Q60982841","32","1","13","4.936115546381201","Review & Catalogue","1"
"520","0.0221068485323305","1","1","STURMFLUT_noWikiID","320","1","3","1.8091610277151517","Review & Catalogue","1"
"319","0.0560723413501725","0","0","EINE_STUNDE_HINTER_MITTERNACHT_Q1306645","321","0","1","0.21999513888888889","No Review & No Catalogue","0"
"346","0.0741722353260478","0","0","FRUEHLING_noWikiID","322","0","2","0.2548319560185185","No Review & No Catalogue","0"
"555","0.0205467828522686","0","1","WIE_FRAUEN_WERDEN._WERDE,_DIE_DU_BIST_noWikiID","323","0","3","0.45250623791142697","Review, No Catalogue","1"
"310","0.0645339993923284","1","0","EIN_FEST_AUF_HADERSLEVHUUS_noWikiID","324","1","3","0.5458499051778675","No Review, Catalogue","0"
"120","0.372234887656701","1","0","DER_BLONDE_ECKBERT_Q1198407","325","1","3","0.3849654790245526","No Review, Catalogue","0"
"223","0.0237824899093644","0","1","DIE_FAMILIE_SELDORF_Q977237","326","0","3","0.8526425650794138","Review, No Catalogue","1"
"559","0.999115717764715","5","2","WILHELM_MEISTERS_LEHRJAHRE_Q1194031","327","1","13","4.245754126081351","Review & Catalogue","1"
"425","0.0560723413501725","0","0","LEDWINA_noWikiID","328","0","0","0.15","No Review & No Catalogue","0"
"466","0.305392408053958","2","0","PANKRAZ_DER_SCHMOLLER_Q2049588","329","1","0","0.15","No Review, Catalogue","0"
"170","0.827943039612669","1","2","DER_SCHIMMELREITER_Q895730","33","1","4","0.7664980071173841","Review & Catalogue","1"
"46","0.0601640846066759","0","1","BARBAROSSA_noWikiID","330","0","0","0.15","Review, No Catalogue","1"
"393","0.0560723413501725","0","0","IM_SIESGESKRANZE_noWikiID","331","0","2","0.235","No Review & No Catalogue","0"
"240","0.0560723413501725","1","0","DIE_HEILIGE_CAECILIE_ODER_DIE_GEWALT_DER_MUSIK_Q302229","332","1","1","0.20454166666666668","No Review, Catalogue","0"
"330","0.274620702296579","2","1","FAUSTS_LEBEN,_THATEN_UND_HOELLENFAHRT_Q1368395","333","1","2","0.3276834300871524","Review & Catalogue","1"
"434","0.0205467828522686","1","0","LIENHARD_UND_GERTRUD_Q1824235","334","1","3","1.4641834700708105","No Review, Catalogue","0"
"448","0.0601640846066759","0","0","MEISTER_AUTOR_ODER_DIE_GESCHICHTEN_VOM_VERSUNKENEN_GARTEN_Q1452385","335","0","6","2.0758333601350554","No Review & No Catalogue","0"
"2","0.135719851904178","1","1","ABU_TELFAN_Q335418","336","1","6","2.2752546867434518","Review & Catalogue","1"
"63","0.0237824899093644","3","0","DAPHNIS_noWikiID","337","1","0","0.15","No Review, Catalogue","0"
"358","0.0601640846066759","0","0","GESPRAECHE_MIT_DAEMONEN_noWikiID","338","0","1","0.1925","No Review & No Catalogue","0"
"218","0.0645339993923284","0","0","DIE_ENTFUEHRUNG_noWikiID","339","0","3","0.3362898069822645","No Review & No Catalogue","0"
"309","0.321481356814517","1","0","EIN_DOPPELGAENGER_Q19188654","34","1","8","1.4777238656502498","No Review, Catalogue","0"
"205","0.305392408053958","6","0","DIE_ABENTHEUER_DES_DON_SYLVIO_VON_ROSALVA_noWikiID","340","1","4","3.424976173454628","No Review, Catalogue","0"
"389","0.0205467828522686","1","0","IM_HAUSE_DES_KOMMERZIENRATES_noWikiID","341","1","0","0.15","No Review, Catalogue","0"
"275","0.0560723413501725","1","1","DIE_SCHRIFTEN_DES_WALDSCHULMEISTERS_Q56071834","342","1","4","0.9512533075029396","Review & Catalogue","1"
"368","0.0560723413501725","1","0","GUTMANNS_REISEN_Q1557236","343","1","0","0.15","No Review, Catalogue","0"
"388","0.0601640846066759","1","0","IM_ALTEN_EISEN_Q1474111","344","1","5","1.0416146917053704","No Review, Catalogue","0"
"206","0.0645339993923284","1","0","DIE_AHNEN_Q42185371","345","1","12","2.591729108587379","No Review, Catalogue","0"
"463","0.0601640846066759","0","0","NINON_noWikiID","346","0","1","0.42547045311776255","No Review & No Catalogue","0"
"353","0.0560723413501725","0","0","GESCHICHTE_EINES_WIENERKINDES_noWikiID","347","0","2","0.4710596622643545","No Review & No Catalogue","0"
"208","0.0221068485323305","0","0","DIE_ANARCHISTEN_noWikiID","348","0","1","0.27054996171669937","No Review & No Catalogue","0"
"175","0.0205467828522686","1","0","DER_SELBSTMOERDER_noWikiID","349","1","1","0.1925","No Review, Catalogue","0"
"340","0.0205467828522686","0","0","FRAU_SORGE_noWikiID","35","0","7","0.8755388401702511","No Review & No Catalogue","0"
"489","0.0691979459011065","0","0","REQUIEM_DER_LIEBE_noWikiID","350","0","2","0.24704166666666666","No Review & No Catalogue","0"
"478","0.0601640846066759","1","1","PRINZESSIN_FISCH_Q2110713","351","1","3","0.45206630779441437","Review & Catalogue","1"
"467","0.464370821315899","0","1","PAPA_HAMLET_Q2050484","352","0","0","0.15","Review, No Catalogue","1"
"109","0.0560723413501725","1","0","DAS_ZAUBERSCHLOSS_noWikiID","353","1","1","0.1925","No Review, Catalogue","0"
"563","0.0560723413501725","2","0","WOLDEMAR_noWikiID","354","1","0","0.15","No Review, Catalogue","0"
"79","0.0560723413501725","2","0","DAS_HEXAMERON_VON_ROSENHAIN_noWikiID","355","1","0","0.15","No Review, Catalogue","0"
"7","0.0741722353260478","3","0","AGATHODAEMON_noWikiID","356","1","3","0.313625","No Review, Catalogue","0"
"333","0.291000461924749","0","0","FLORENTIN_noWikiID","357","0","5","1.435635578093532","No Review & No Catalogue","0"
"480","0.0560723413501725","0","0","PROKOPUS_Q23689421","358","0","1","0.38010578664039774","No Review & No Catalogue","0"
"51","0.0851189742374057","0","0","BLUMEN_noWikiID","359","0","1","0.22220238753858024","No Review & No Catalogue","0"
"74","0.289764790109877","1","1","DAS_GEMEINDEKIND_Q1168304","36","1","4","0.9776381944019228","Review & Catalogue","1"
"527","0.0205467828522686","0","1","TOTENMESSE_noWikiID","360","0","4","0.4956316250288395","Review, No Catalogue","1"
"511","0.0221068485323305","1","1","SIBILLA_DALMAR_noWikiID","361","1","4","1.1682730078397938","Review & Catalogue","1"
"96","0.0560723413501725","2","0","DAS_SANCTUS_Q1170225","362","1","1","0.1925","No Review, Catalogue","0"
"413","0.321481356814517","3","1","KREISLERIANA_noWikiID","363","1","3","0.28954166666666664","Review & Catalogue","1"
"246","0.481513882543301","0","0","DIE_JUDENBUCHE_Q1213685","364","0","0","0.15","No Review & No Catalogue","0"
"178","0.0601640846066759","1","2","DER_STERNSTEINHOF_noWikiID","365","1","2","0.6750668264621159","Review & Catalogue","1"
"84","0.0560723413501725","0","0","DAS_KLOSTER_BEI_SENDOMIR_Q1169335","366","0","0","0.15","No Review & No Catalogue","0"
"197","0.0560723413501725","0","0","DES_REICHES_KRONE_Q1200467","367","0","0","0.15","No Review & No Catalogue","0"
"229","0.0560723413501725","0","0","DIE_FREUNDE_(LUDWIG_TIECK)_Q1212755","368","0","3","0.3763141401336211","No Review & No Catalogue","0"
"164","0.481513882543301","1","0","DER_RUNENBERG_Q1196568","369","1","1","0.21689075791170903","No Review, Catalogue","0"
"278","0.235356216581709","2","1","DIE_SERAPIONSBRUEDER_Q321013","37","1","9","2.339581062269725","Review & Catalogue","1"
"69","0.305392408053958","1","1","DAS_ERDBEBEN_IN_CHILI_Q1167748","370","1","3","0.5030999135409105","Review & Catalogue","1"
"384","0.0560723413501725","0","0","HOLLINS_LIEBELEBEN_Q1624844","371","0","2","0.48832497837476796","No Review & No Catalogue","0"
"304","0.848215508034503","0","2","EFFI_BRIEST_Q1296168","372","0","11","2.670230018313214","Review, No Catalogue","1"
"516","0.305392408053958","0","0","STERBEN_noWikiID","373","0","5","1.1703608317952314","No Review & No Catalogue","0"
"93","0.0275134422375932","0","0","DAS_NUSS-KERNEN_noWikiID","374","0","0","0.15","No Review & No Catalogue","0"
"344","0.0221068485323305","1","2","FREUDEN_DES_JUNGEN_WERTHERS_Q1455757","375","1","1","0.1925","Review & Catalogue","1"
"167","0.0221068485323305","0","0","DER_SATYR_MOPSUS_noWikiID","376","0","2","0.235","No Review & No Catalogue","0"
"151","0.0601640846066759","0","0","DER_MAGNETISEUR_(E._T._A._HOFFMANN)_Q15456531","377","0","4","1.3070130953989494","No Review & No Catalogue","0"
"349","0.0645339993923284","2","0","GELD_UND_GEIST_noWikiID","378","1","4","0.7177949929279563","No Review, Catalogue","0"
"380","0.0275134422375932","0","0","HERRN_DAMES_AUFZEICHNUNGEN_noWikiID","379","0","1","0.1925","No Review & No Catalogue","0"
"458","0.537517652776424","1","0","NACHTSTUECKE_Q15836200","38","1","8","2.603505422942811","No Review, Catalogue","0"
"548","0.0237824899093644","0","0","VON_PAUL_ZU_PEDRO_noWikiID","380","0","3","0.28954166666666664","No Review & No Catalogue","0"
"182","0.0601640846066759","0","0","DER_TORSO_noWikiID","381","0","4","0.3715784722222222","No Review & No Catalogue","0"
"38","0.259978377605495","0","0","AUS_DEN_MEMOIREN_DES_HERRN_SCHNABELEWOPSKI_noWikiID","382","0","4","1.0885919714044012","No Review & No Catalogue","0"
"67","0.274620702296579","0","0","DAS_BUCH_LE_GRAND_noWikiID","383","0","1","0.4584343918979137","No Review & No Catalogue","0"
"168","0.0560723413501725","1","0","DER_SCHATZ_IM_SILBERSEE_Q249905","384","1","4","0.6601737371822447","No Review, Catalogue","0"
"106","0.0560723413501725","1","0","DAS_VERMAECHTNIS_DES_INKA_noWikiID","385","1","1","0.3370492255349693","No Review, Catalogue","0"
"472","0.0205467828522686","0","0","PFLUG_UND_SCHRAUBSTOCK_noWikiID","386","0","4","0.5517023285896088","No Review & No Catalogue","0"
"447","0.0601640846066759","0","0","MEINE_KINDERJAHRE_Q1918015","387","0","2","0.7076812960505474","No Review & No Catalogue","0"
"207","0.462879594039226","1","0","DIE_AKTEN_DES_VOGELSANGS_Q1210969","388","1","1","0.1925","No Review, Catalogue","0"
"339","0.481513882543301","1","1","FRAU_JENNY_TREIBEL_Q351933","389","1","6","1.8234978434965061","Review & Catalogue","1"
"217","0.481513882543301","3","0","DIE_ELIXIERE_DES_TEUFELS_Q600849","39","1","10","2.853415760986025","No Review, Catalogue","0"
"518","0.71056394677693","0","1","STOPFKUCHEN_Q1495045","390","0","2","0.25908333333333333","Review, No Catalogue","1"
"238","0.0221068485323305","1","1","DIE_GUTE_SCHULE_noWikiID","391","1","0","0.15","Review & Catalogue","1"
"76","0.0560723413501725","0","0","DAS_GLUECK_Q3209153","392","0","3","0.6391004421447379","No Review & No Catalogue","0"
"279","0.0601640846066759","0","1","DIE_SOEHNE_DES_SENATORS_Q1216642","393","0","1","0.3705406083488759","Review, No Catalogue","1"
"487","0.321481356814517","0","0","REITERGESCHICHTE_Q2142105","394","0","0","0.15","No Review & No Catalogue","0"
"408","0.0560723413501725","0","0","KINDER_DER_EIFEL_Q111345448","395","0","7","0.772448001993822","No Review & No Catalogue","0"
"236","0.0205467828522686","0","0","DIE_GOLDENE_SCHMIEDE_noWikiID","396","0","0","0.15","No Review & No Catalogue","0"
"314","0.0205467828522686","0","0","EIN_WORT_noWikiID","397","0","2","0.7503246298476468","No Review & No Catalogue","0"
"519","0.0221068485323305","1","0","STUFENJAHRE_EINES_GLUECKLICHEN_noWikiID","398","1","1","0.1925","No Review, Catalogue","0"
"332","0.289764790109877","3","0","FLEGELJAHRE_Q1299976","399","1","1","0.1925","No Review, Catalogue","0"
"515","0.796427302529609","2","1","SOLL_UND_HABEN_(ROMAN)_Q2298931","4","1","6","3.7203957797240985","Review & Catalogue","1"
"252","0.111487571538697","0","1","DIE_KRONENWAECHTER_Q1214104","40","0","10","4.211757153353223","Review, No Catalogue","1"
"420","0.259978377605495","1","0","LEBEN_DES_QUINTUS_FIXLEIN_Q1810877","400","1","1","0.20454166666666668","No Review, Catalogue","0"
