"louvain","","canonisation_score","circl_sum","reviews_sum","id","circl_binary","squared canonisation score","pagerank","indegree","class","reviews_binary"
"15","217","0.127152048513252","0","0","LOVE_INTRIGUES_noWikiID","0","0.016167643441116385","1.1051698988086303","6","No Review & No Catalogue","0"
"9","218","0.11291791638611","0","0","MADAM_HOW_AND_LADY_WHY_noWikiID","0","0.012750455840980529","0.23039611964430073","1","No Review & No Catalogue","0"
"10","219","0.313316107488017","2","1","MAN_AND_WIFE_(NOVEL)_Q16386863","1","0.09816698321144264","1.0137321212189634","6","Review & Catalogue","1"
"13","220","0.637452560360192","3","0","MANSFIELD_PARK_Q469690","1","0.4063457667097643","0.7465464839005762","3","No Review, Catalogue","0"
"1","221","0.616422785736394","0","1","MARIA_OR_THE_WRONGS_OF_WOMAN_Q890170","0","0.37997705077501626","0.16898987970211954","1","Review, No Catalogue","1"
"11","222","0.148487553986026","1","0","MARIUS_THE_EPICUREAN_Q5477441","1","0.022048553688752987","0.5059757708814235","2","No Review, Catalogue","0"
"1","223","0.0543008598413405","3","2","MARRIAGE_noWikiID","1","0.002948583379508905","0.48573912516222306","3","Review & Catalogue","1"
"4","224","0.395337204568379","2","1","MARTIN_CHUZZLEWIT_Q1903609","1","0.15629150531594035","4.620232448935537","20","Review & Catalogue","1"
"1","225","0.132226821715085","2","2","MARY_A_FICTION_Q2900963","1","0.01748393238087288","0.17872827954936032","1","Review & Catalogue","1"
"2","226","0.619558723877394","2","1","MARY_BARTON_Q2607078","1","0.3838530123325849","1.1310479584113455","7","Review & Catalogue","1"
"8","227","0.0477757206414661","1","0","MASTERMAN_READY_OR_THE_WRECK_OF_THE_PACIFIC_Q6785376","1","0.0022825194828114104","1.874871899119113","12","No Review, Catalogue","0"
"13","228","0.0477757206414661","0","2","MATHILDA_Q3851863","0","0.0022825194828114104","0.33463796477495106","1","Review, No Catalogue","1"
"5","229","0.0477757206414661","1","0","MAX_noWikiID","1","0.0022825194828114104","0.1755","1","No Review, Catalogue","0"
"8","230","0.0477757206414661","0","0","MAZEPPA_noWikiID","0","0.0022825194828114104","0.3693089708873688","1","No Review & No Catalogue","0"
"1","231","0.356287748913087","0","1","MELMOTH_THE_WANDERER_Q1475956","0","0.12694096002555494","1.4416154791423224","9","Review, No Catalogue","1"
"8","232","0.137472234822425","0","0","MEMOIRS_OF_A_CAVALIER_Q6815274","0","0.01889861534707196","0.5160211079702796","2","No Review & No Catalogue","0"
"13","233","0.0520374856859669","0","0","MEMOIRS_OF_A_MAGDALEN_Q6815279","0","0.0027078999165172104","0.35405030619146527","2","No Review & No Catalogue","0"
"1","234","0.11291791638611","0","0","MEMOIRS_OF_CARWIN_THE_BILOQUIST_Q6815263","0","0.012750455840980529","0.18438101908597443","1","No Review & No Catalogue","0"
"13","235","0.197672587097148","1","2","MEMOIRS_OF_EMMA_COURTNEY_Q2395365","1","0.03907445168967956","0.36651296477495104","2","Review & Catalogue","1"
"12","236","0.117501066676145","1","1","MICAH_CLARKE_Q3050442","1","0.013806500670031873","1.434809092893712","7","Review & Catalogue","1"
"7","237","0.976152943083648","2","1","MIDDLEMARCH_Q313129","1","0.9528745682908677","2.195519693616884","8","Review & Catalogue","1"
"8","238","0.0520374856859669","1","0","MILLENIUM_HALL_Q6858753","1","0.0027078999165172104","0.9033625716882488","7","No Review, Catalogue","0"
"4","239","0.605736576985184","0","0","MOLL_FLANDERS_Q612523","0","0.36691680069772775","1.4242463713463391","4","No Review & No Catalogue","0"
"14","240","0.0477757206414661","2","1","MOPSA_THE_FAIRY_noWikiID","1","0.0022825194828114104","0.6367610013540401","4","Review & Catalogue","1"
"1","241","0.132226821715085","1","0","MORAL_TALES_noWikiID","1","0.01748393238087288","0.4151498978265756","2","No Review, Catalogue","0"
"8","242","0.0477757206414661","2","0","MR_MIDSHIPMAN_EASY_Q1936382","1","0.0022825194828114104","2.2422515332909163","14","No Review, Catalogue","0"
"11","243","0.0477757206414661","0","0","MY_KALULU_PRINCE,_KING,_AND_SLAVE_noWikiID","0","0.0022825194828114104","0.4942525358070977","1","No Review & No Catalogue","0"
"7","244","0.0477757206414661","0","0","MY_LADY_LUDLOW_Q16387198","0","0.0022825194828114104","0.43655962516432945","1","No Review & No Catalogue","0"
"12","245","0.0477757206414661","3","0","MY_NEW_CURATE_noWikiID","1","0.0022825194828114104","0.5191512769650081","2","No Review, Catalogue","0"
"13","246","0.0543008598413405","1","2","NATURE_AND_ART_Q48770862","1","0.002948583379508905","0.20000706989100872","2","Review & Catalogue","1"
"7","248","0.427995724732536","1","1","NEW_GRUB_STREET_noWikiID","1","0.18318034038932873","2.5923606655114297","9","Review & Catalogue","1"
"2","250","0.0477757206414661","1","1","NIGHT_AND_MORNING_noWikiID","1","0.0022825194828114104","0.15","0","Review & Catalogue","1"
"11","251","0.0616594855735503","1","2","NIGHTMARE_ABBEY_Q4054406","1","0.0038018921611948572","0.2931847406772396","1","Review & Catalogue","1"
"10","252","0.343042979973045","2","1","NO_NAME_(NOVEL)_Q7044605","1","0.11767848610878695","2.1165048350980924","15","Review & Catalogue","1"
"4","253","0.0477757206414661","0","0","NO_THOROUGHFARE_Q7045074","0","0.0022825194828114104","0.5137084170722863","3","No Review & No Catalogue","0"
"2","254","0.260923318302859","2","1","NORTH_AND_SOUTH_(GASKELL_NOVEL)_Q1853142","1","0.06808097803417507","1.5619299775261024","8","Review & Catalogue","1"
"13","255","0.573104135313384","3","0","NORTHANGER_ABBEY_Q477508","1","0.3284483499133016","1.9258852486842926","11","No Review, Catalogue","0"
"9","256","0.46129393099787","1","1","NOSTROMO_Q430248","1","0.21279209077546768","0.7508625027377017","4","Review & Catalogue","1"
"12","257","0.0477757206414661","1","0","NOUGHTS_&_CROSSES_noWikiID","1","0.0022825194828114104","0.8488450193902282","4","No Review, Catalogue","0"
"9","258","0.0520374856859669","0","0","ODD_MAN_OUT_noWikiID","0","0.0027078999165172104","0.2219679633867277","1","No Review & No Catalogue","0"
"7","259","0.049863479389024","0","0","ODOUR_OF_CHRYSANTHEMUMS_Q7078330","0","0.0024863665767796217","0.4344422700587084","1","No Review & No Catalogue","0"
"6","260","0.450141038132134","3","3","OLD_MORTALITY_Q3234969","1","0.20262695421067534","1.0930111304893098","11","Review & Catalogue","1"
"4","261","0.910357373663103","2","0","OLIVER_TWIST_Q164974","1","0.8287505477827826","2.1839363196006647","11","No Review, Catalogue","0"
"9","262","0.0520374856859669","0","0","ON_THE_FACE_OF_THE_WATERS_Q59151630","0","0.0027078999165172104","0.44915698667793513","2","No Review & No Catalogue","0"
"8","263","0.160221548263055","0","0","ORIGINAL_STORIES_FROM_REAL_LIFE_Q2705647","0","0.025670944527810467","0.15","0","No Review & No Catalogue","0"
"0","264","0.117501066676145","1","1","ORLEY_FARM_(NOVEL)_Q16962094","1","0.013806500670031873","3.31124908657256","15","Review & Catalogue","1"
"15","265","0.818855815935781","0","0","OROONOKO_Q2453934","0","0.6705248472918537","1.8349756832947635","12","No Review & No Catalogue","0"
"4","266","0.594948283367066","2","1","OUR_MUTUAL_FRIEND_Q1557935","1","0.3539634598814186","3.2057156189930116","14","Review & Catalogue","1"
"14","267","0.0792421570318606","1","1","OUR_VILLAGE_Q7111226","1","0.006279319451062055","0.25868541834725073","1","Review & Catalogue","1"
"8","268","0.0477757206414661","2","1","OUT_ON_THE_PAMPAS_noWikiID","1","0.0022825194828114104","1.415980070324042","10","Review & Catalogue","1"
"1","269","0.84402409531542","4","0","PAMELA_OR_VIRTUE_REWARDED_Q2048624","1","0.7123766734730131","2.0655641957786877","9","No Review, Catalogue","0"
"5","270","0.11291791638611","0","0","PANDORA_noWikiID","0","0.012750455840980529","0.15","0","No Review & No Catalogue","0"
"13","271","0.127152048513252","1","5","PATRONAGE_(NOVEL)_Q7148133","1","0.016167643441116385","0.9569310398649942","5","Review & Catalogue","1"
"0","272","0.137472234822425","0","0","PENDENNIS_Q7162382","0","0.01889861534707196","0.3924666794214532","3","No Review & No Catalogue","0"
"13","273","0.417024677521532","2","0","PERSUASION_(NOVEL)_Q333179","1","0.17390958166193776","1.1783613990334998","6","No Review, Catalogue","0"
"9","274","0.0477757206414661","0","0","PETER'S_PENCE_noWikiID","0","0.0022825194828114104","0.33867276887871856","1","No Review & No Catalogue","0"
"14","275","0.374053924716987","0","0","PETER_AND_WENDY_Q3435337","0","0.13991633859618138","0.7087941441590049","5","No Review & No Catalogue","0"
"8","276","0.117501066676145","0","1","PETER_THE_WHALER_noWikiID","0","0.013806500670031873","1.8354080040705452","12","Review, No Catalogue","1"
"7","277","0.137472234822425","1","1","PHANTASTES_Q1616808","1","0.01889861534707196","0.728411854990676","3","Review & Catalogue","1"
"5","278","0.0477757206414661","1","0","PHILISTIA_noWikiID","1","0.0022825194828114104","0.21147720631209818","1","No Review, Catalogue","0"
"0","279","0.30372380755444","1","0","PHINEAS_REDUX_Q7186370","1","0.09224815127536651","3.0863849185361776","18","No Review, Catalogue","0"
"12","280","0.313316107488017","1","0","PLAIN_TALES_FROM_THE_HILLS_Q3484772","1","0.09816698321144264","1.1791197288451474","3","No Review, Catalogue","0"
"9","281","0.0477757206414661","1","0","PLATTNER_STORY_noWikiID","1","0.0022825194828114104","0.7784548437490336","4","No Review, Catalogue","0"
"13","282","0.127152048513252","1","2","POPULAR_TALES_noWikiID","1","0.016167643441116385","1.7122048000439964","7","Review & Catalogue","1"
"13","283","0.594948283367066","3","1","PRIDE_AND_PREJUDICE_Q170583","1","0.3539634598814186","2.1009352967942165","14","Review & Catalogue","1"
"12","284","0.11291791638611","1","0","PRINCE_RICARDO_OF_PANTOUFLIA_noWikiID","1","0.012750455840980529","0.15","0","No Review, Catalogue","0"
"12","285","0.117501066676145","1","0","PUCK_OF_POOK'S_HILL_Q4342308","1","0.013806500670031873","0.5223815553772181","3","No Review, Catalogue","0"
"6","286","0.117501066676145","3","2","QUENTIN_DURWARD_Q2469230","1","0.013806500670031873","1.4501770886010121","10","Review & Catalogue","1"
"10","287","0.049863479389024","0","0","RECOLLECTIONS_OF_A_DETECTIVE_POLICE_OFFICER_noWikiID","0","0.0024863665767796217","0.3809953838671633","3","No Review & No Catalogue","0"
"7","288","0.0543008598413405","0","0","RECORDS_OF_A_GIRLHOOD_noWikiID","0","0.002948583379508905","0.42069017181543605","2","No Review & No Catalogue","0"
"7","289","0.0543008598413405","1","1","RED_POTTAGE_noWikiID","1","0.002948583379508905","1.2104905894584148","8","Review & Catalogue","1"
"6","290","0.562068477362731","3","2","REDGAUNTLET_Q3422871","1","0.31592097324485885","2.1959107200574843","13","Review & Catalogue","1"
"6","291","0.154263355437284","2","0","RINGAN_GILHAIZE_noWikiID","1","0.02379718283076982","0.429551855828535","5","No Review, Catalogue","0"
"6","292","0.605736576985184","2","2","ROB_ROY_Q2156104","1","0.36691680069772775","2.40763667604583","15","Review & Catalogue","1"
"7","293","0.0643129761992644","1","1","ROBERT_ELSMERE_Q7344052","1","0.00413615890760715","3.6051002325213566","17","Review & Catalogue","1"
"2","294","0.122244604531682","2","1","ROBERT_FALCONER_noWikiID","1","0.014943743337107327","1.9871708679287123","11","Review & Catalogue","1"
"8","295","0.930072496067797","3","0","ROBINSON_CRUSOE_Q483034","1","0.8650348479417822","1.904360723566195","11","No Review, Catalogue","0"
"3","296","0.11291791638611","2","1","ROMOLA_Q7363279","1","0.012750455840980529","0.15","0","Review & Catalogue","1"
"4","297","0.049863479389024","0","1","ROOKWOOD_(NOVEL)_Q7366231","0","0.0024863665767796217","0.3112328304781062","2","Review, No Catalogue","1"
"13","298","0.68764997588443","0","1","ROXANA_Q3825485","0","0.47286248933385716","0.6383959552615479","3","Review, No Catalogue","1"
"4","299","0.0477757206414661","1","0","RUJUB_THE_JUGGLER_noWikiID","1","0.0022825194828114104","0.6468669146724662","2","No Review, Catalogue","0"
"7","300","0.212324186920024","2","1","RUTH_Q80038","1","0.04508156035124929","1.5614052417343474","8","Review & Catalogue","1"
"6","301","0.11291791638611","2","2","SAINT_RONAN'S_WELL_Q3232270","1","0.012750455840980529","1.2178469772196012","6","Review & Catalogue","1"
"7","302","0.0566567958260902","2","0","SALEM_CHAPEL_noWikiID","1","0.003209992513279272","0.924146132223774","4","No Review, Catalogue","0"
"12","303","0.049863479389024","0","0","SANDERS_OF_THE_RIVER_noWikiID","0","0.0024863665767796217","0.22400405367843923","1","No Review & No Catalogue","0"
"13","304","0.323070787610778","0","0","SANDITON_Q3180417","0","0.10437473380744844","0.15","0","No Review & No Catalogue","0"
"11","305","0.605736576985184","0","0","SARTOR_RESARTUS_Q1134140","0","0.36691680069772775","0.9566480000698042","5","No Review & No Catalogue","0"
"7","306","0.384640372733741","2","0","SCENES_OF_CLERICAL_LIFE_Q6544172","1","0.14794821633675123","1.1244335303841015","7","No Review, Catalogue","0"
"1","307","0.117501066676145","2","2","SECRESY_noWikiID","1","0.013806500670031873","0.6707754129283903","6","Review & Catalogue","1"
"13","308","0.0699415703280632","2","2","SELF-CONTROL_(NOVEL)_Q3478102","1","0.0048918232599554105","3.635833999115796","14","Review & Catalogue","1"
"13","309","0.339096257423352","3","1","SENSE_AND_SENSIBILITY_Q274744","1","0.11498627179852419","1.9424713137547762","12","Review & Catalogue","1"
"2","310","0.11291791638611","1","1","SENTIMENTAL_TOMMY_noWikiID","1","0.012750455840980529","0.6815237627489124","6","Review & Catalogue","1"
"7","311","0.0477757206414661","1","0","SEVEN_LITTLE_AUSTRALIANS_Q7457323","1","0.0022825194828114104","0.7252670184173001","4","No Review, Catalogue","0"
"11","312","0.23024672621441","1","0","SHE_A_HISTORY_OF_ADVENTURE_Q640513","1","0.05301355493245348","1.7219409840581452","4","No Review, Catalogue","0"
"13","313","0.528634267866976","0","0","SHIRLEY_(NOVEL)_Q615175","0","0.2794541891632537","1.5874220213358075","6","No Review & No Catalogue","0"
"7","314","0.427995724732536","2","1","SILAS_MARNER_Q638327","1","0.18318034038932873","0.42299093105914554","3","Review & Catalogue","1"
"14","315","0.0477757206414661","1","0","SING_A_SONG_OF_SIXPENCE_noWikiID","1","0.0022825194828114104","0.29767686007429656","2","No Review, Catalogue","0"
"2","316","0.11291791638611","1","1","SIR_GIBBIE_noWikiID","1","0.012750455840980529","0.9238524881647338","6","Review & Catalogue","1"
"12","317","0.11291791638611","1","0","SIR_NIGEL_Q1963997","1","0.012750455840980529","1.5958747595652916","7","No Review, Catalogue","0"
"4","318","0.11291791638611","2","1","SKETCHES_BY_BOZ_Q2609480","1","0.012750455840980529","0.25328043581241116","1","Review & Catalogue","1"
"9","319","0.0477757206414661","1","0","SOME_EXPERIENCES_OF_AN_IRISH_R.M._noWikiID","1","0.0022825194828114104","0.7222981824403509","3","No Review, Catalogue","0"
"0","320","0.0477757206414661","1","0","SON_OF_MARS_noWikiID","1","0.0022825194828114104","0.2966617448231694","1","No Review, Catalogue","0"
"7","321","0.190637850864638","0","1","SONS_AND_LOVERS_Q80771","0","0.036342790182287955","1.2994698338126573","9","Review, No Catalogue","1"
"9","322","0.0477757206414661","0","0","SPIES_OF_THE_KAISER_noWikiID","0","0.0022825194828114104","0.15","0","No Review & No Catalogue","0"
"4","323","0.11291791638611","0","0","ST_IVES_Q4675044","0","0.012750455840980529","0.3225283217727768","1","No Review & No Catalogue","0"
"1","324","0.137472234822425","0","0","ST_LEON_Q7589523","0","0.01889861534707196","1.9461307580672882","17","No Review & No Catalogue","0"
"7","325","0.049863479389024","1","1","ST_MARTIN'S_EVE_noWikiID","1","0.0024863665767796217","0.4280420875245726","2","Review & Catalogue","1"
"12","326","0.30372380755444","1","0","STALKY_&_CO._Q4439259","1","0.09224815127536651","0.5293079096717341","1","No Review, Catalogue","0"
"7","327","0.0543008598413405","0","0","STELLA_MARIS_noWikiID","0","0.002948583379508905","1.3097143742145247","8","No Review & No Catalogue","0"
"0","329","0.11291791638611","1","0","SUNRISE_noWikiID","1","0.012750455840980529","0.292432028470183","2","No Review, Catalogue","0"
"11","330","0.117501066676145","0","0","SUSPIRIA_DE_PROFUNDIS_Q3978307","0","0.013806500670031873","0.6953083074076405","4","No Review & No Catalogue","0"
"0","331","0.450141038132134","2","1","SYBIL_Q3506752","1","0.20262695421067534","0.4326160421807854","1","Review & Catalogue","1"
"2","332","0.146710915746886","1","1","SYLVIAS_LOVERS_Q14566477","1","0.021524092799289882","0.49277140639578987","3","Review & Catalogue","1"
"4","333","0.11291791638611","1","0","SYLVIE_AND_BRUNO_Q1632505","1","0.012750455840980529","0.15","0","No Review, Catalogue","0"
"14","334","0.11291791638611","0","0","TALE_OF_TWO_BAD_MICE_noWikiID","0","0.012750455840980529","0.48232868906514537","3","No Review & No Catalogue","0"
"15","335","0.0591085593605752","0","0","TALES_FROM_SHAKESPEARE_Q589197","0","0.003493821789682642","0.4883787744247135","4","No Review & No Catalogue","0"
"13","336","0.122244604531682","2","5","TALES_OF_FASHIONABLE_LIFE_noWikiID","1","0.014943743337107327","1.2049660620120484","8","Review & Catalogue","1"
"9","337","0.0520374856859669","1","1","TALES_OF_MEAN_STREETS_noWikiID","1","0.0027078999165172104","1.0780370210567214","4","Review & Catalogue","1"
"9","338","0.137472234822425","1","0","TALES_OF_UNREST_noWikiID","1","0.01889861534707196","1.7311498787947106","10","No Review, Catalogue","0"
"0","339","0.137472234822425","0","1","TANCRED_(NOVEL)_Q7682378","0","0.01889861534707196","0.7523757255318007","2","Review, No Catalogue","1"
"7","340","0.616422785736394","1","1","TESS_OF_THE_D'URBERVILLES_Q649409","1","0.37997705077501626","1.041769277008202","9","Review & Catalogue","1"
"6","341","0.122244604531682","3","2","THE_ABBOT_Q2717772","1","0.014943743337107327","2.063798358856471","14","Review & Catalogue","1"
"0","342","0.263655687664613","1","0","THE_ABSENTEE_Q7712149","1","0.06951432163789996","0.15","0","No Review, Catalogue","0"
"14","343","0.11291791638611","2","0","THE_ADVENTURES_OF_A_BROWNIE_noWikiID","1","0.012750455840980529","0.2557303961111782","1","No Review, Catalogue","0"
"8","344","0.049863479389024","3","2","THE_ADVENTURES_OF_ANTHONY_VARNISH_noWikiID","1","0.0024863665767796217","0.4142694407056098","2","Review & Catalogue","1"
"13","345","0.0566567958260902","2","0","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID","1","0.003209992513279272","0.762898523822896","3","No Review, Catalogue","0"
"8","346","0.049863479389024","2","2","THE_ADVENTURES_OF_HAJJI_BABA_noWikiID","1","0.0024863665767796217","0.5830753357707092","2","Review & Catalogue","1"
"13","347","0.11291791638611","2","2","THE_ADVENTURES_OF_HUGH_TREVOR_noWikiID","1","0.012750455840980529","1.0026342768155345","3","Review & Catalogue","1"
"13","348","0.0520374856859669","3","0","THE_ADVENTURES_OF_PEREGRINE_PICKLE_Q7712607","1","0.0027078999165172104","2.5559723379670527","9","No Review, Catalogue","0"
"15","349","0.0477757206414661","0","0","THE_ADVENTURES_OF_RIVELLA_Q85806338","0","0.0022825194828114104","0.26829277433027865","2","No Review & No Catalogue","0"
"4","350","0.146710915746886","2","0","THE_ADVENTURES_OF_RODERICK_RANDOM_Q7712626","1","0.021524092799289882","3.580694968253964","14","No Review, Catalogue","0"
"9","351","0.363586690277014","1","0","THE_ADVENTURES_OF_SHERLOCK_HOLMES_Q392147","1","0.1321952813465933","0.2340839230100835","1","No Review, Catalogue","0"
"7","352","0.11291791638611","0","0","THE_ALTAR_OF_THE_DEAD_Q7713242","0","0.012750455840980529","0.2608695652173913","1","No Review & No Catalogue","0"
"3","353","0.353247063375283","1","1","THE_AMBASSADORS_Q650571","1","0.1247834877832612","1.4585210508656237","9","Review & Catalogue","1"
"13","354","0.285047546124646","1","0","THE_AMERICAN_Q3080503","1","0.08125210355168219","0.5670109130041461","3","No Review, Catalogue","0"
"15","355","0.127152048513252","1","0","THE_ANTI-PAMELA_Q7713932","1","0.016167643441116385","1.4267648533774395","10","No Review, Catalogue","0"
"6","356","0.323070787610778","2","2","THE_ANTIQUARY_Q1157183","1","0.10437473380744844","1.5227365458071493","12","Review & Catalogue","1"
"3","357","0.285047546124646","1","0","THE_ASPERN_PAPERS_Q2362409","1","0.08125210355168219","0.3747293278513699","3","No Review, Catalogue","0"
"11","358","0.141170686071351","0","0","THE_AUTOBIOGRAPHY_OF_MARK_RUTHERFORD_noWikiID","0","0.019929162605855935","0.1755","1","No Review & No Catalogue","0"
"3","359","0.11291791638611","1","0","THE_AWKWARD_AGE_noWikiID","1","0.012750455840980529","0.9922660642185872","6","No Review, Catalogue","0"
"6","360","0.11291791638611","0","1","THE_AYRSHIRE_LEGATEES_noWikiID","0","0.012750455840980529","0.1999097442656067","2","Review, No Catalogue","1"
"9","361","0.0520374856859669","1","0","THE_BATTLE_OF_DORKING_Q7715857","1","0.0027078999165172104","0.4727888708360911","2","No Review, Catalogue","0"
"8","362","0.132226821715085","1","0","THE_BATTLE_OF_THE_BOOKS_Q7715895","1","0.01748393238087288","0.7915793491277272","6","No Review, Catalogue","0"
"9","363","0.148487553986026","0","0","THE_BEACH_OF_FALESA_Q7715970","0","0.022048553688752987","1.1132107550727235","7","No Review & No Catalogue","0"
"4","364","0.122244604531682","1","0","THE_BEETLE_(NOVEL)_Q7716299","1","0.014943743337107327","0.5229165746387435","2","No Review, Catalogue","0"
"7","365","0.0643129761992644","1","1","THE_BETH_BOOK_noWikiID","1","0.00413615890760715","4.367759330918463","17","Review & Catalogue","1"
"8","366","0.11291791638611","0","0","THE_BICKERSTAFF_PAPERS_noWikiID","0","0.012750455840980529","0.33870789409230606","2","No Review & No Catalogue","0"
"12","367","0.11291791638611","1","0","THE_BLACK_ARROW_noWikiID","1","0.012750455840980529","1.5901757408167008","8","No Review, Catalogue","0"
"6","368","0.132226821715085","2","3","THE_BLACK_DWARF_noWikiID","1","0.01748393238087288","1.1432418582720563","7","Review & Catalogue","1"
"0","369","0.0670724962784257","1","1","THE_BLACK_PROPHET_noWikiID","1","0.004498719757019429","0.46490904142280154","4","Review & Catalogue","1"
"6","372","0.384640372733741","2","0","THE_BRIDE_OF_LAMMERMOOR_Q2659725","1","0.14794821633675123","2.3368822567096683","12","No Review, Catalogue","0"
"5","373","0.0477757206414661","1","0","THE_BRITISH_BARBARIANS_noWikiID","1","0.0022825194828114104","0.36163062536528345","2","No Review, Catalogue","0"
"6","374","0.148487553986026","1","0","THE_BROWNIE_OF_BODSBECK_Q96408508","1","0.022048553688752987","0.9713233970206592","9","No Review, Catalogue","0"
"5","375","0.117501066676145","0","0","THE_CANTERVILLE_GHOST_Q288020","0","0.013806500670031873","0.4164759725400458","2","No Review & No Catalogue","0"
"14","376","0.0477757206414661","1","0","THE_CARVED_LIONS_Q7721468","1","0.0022825194828114104","0.4637536298088582","3","No Review, Catalogue","0"
"6","377","0.913959841960442","4","0","THE_CASTLE_OF_OTRANTO_Q548576","1","0.8353225927163561","0.46244257133658445","2","No Review, Catalogue","0"
"13","378","0.049863479389024","0","1","THE_CASTLE_OF_WOLFENBACH_Q3520218","0","0.0024863665767796217","1.5508295570114428","10","Review, No Catalogue","1"
"1","379","0.049863479389024","2","2","THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE_Q7721600","1","0.0024863665767796217","0.3702564784249159","4","Review & Catalogue","1"
"7","380","0.0477757206414661","1","1","THE_CAXTONS_Q16385244","1","0.0022825194828114104","0.3340033910552556","1","Review & Catalogue","1"
"10","381","0.049863479389024","1","1","THE_CHANGELING_noWikiID","1","0.0024863665767796217","1.1692492353130615","10","Review & Catalogue","1"
"0","382","0.0477757206414661","1","1","THE_CHANNINGS_(NOVEL)_Q7722115","1","0.0022825194828114104","0.2984513667543829","2","Review & Catalogue","1"
"13","383","0.0729237779448048","3","0","THE_CHILDREN_OF_THE_ABBEY_Q7722505","1","0.005317877389743199","2.2638159773294286","14","No Review, Catalogue","0"
"8","384","0.049863479389024","1","0","THE_CHILDREN_OF_THE_NEW_FOREST_Q7722508","1","0.0024863665767796217","1.095304712350189","7","No Review, Catalogue","0"
"2","385","0.11291791638611","0","0","THE_CHIMES_Q3828573","0","0.012750455840980529","0.15","0","No Review & No Catalogue","0"
"5","386","0.137472234822425","0","1","THE_CLAYHANGER_noWikiID","0","0.01889861534707196","1.5841645726117137","9","Review, No Catalogue","1"
"13","387","0.0477757206414661","1","0","THE_CLEVER_WOMAN_OF_THE_FAMILY_noWikiID","1","0.0022825194828114104","1.0567108292783391","3","No Review, Catalogue","0"
"4","388","0.0543008598413405","2","1","THE_CLOISTER_AND_THE_HEARTH_Q7723455","1","0.002948583379508905","0.7082439106640875","2","Review & Catalogue","1"
"12","389","0.0477757206414661","1","0","THE_COMING_OF_CUCULAIN_noWikiID","1","0.0022825194828114104","0.31766795183086505","2","No Review, Catalogue","0"
"4","390","0.049863479389024","2","0","THE_CONFESSIONS_OF_HARRY_LORREQUER_noWikiID","1","0.0024863665767796217","0.24301279014684982","2","No Review, Catalogue","0"
"8","391","0.11291791638611","0","0","THE_CONSOLIDATOR_Q60753482","0","0.012750455840980529","0.5699943887826454","4","No Review & No Catalogue","0"
"9","392","0.154263355437284","0","0","THE_COUNTRY_OF_THE_BLIND_Q823691","0","0.02379718283076982","0.1923385988561316","1","No Review & No Catalogue","0"
"14","393","0.11291791638611","0","1","THE_CRICKET_ON_THE_HEARTH_Q825220","0","0.012750455840980529","0.20711339422802513","1","Review, No Catalogue","1"
"14","395","0.049863479389024","0","1","THE_CROWN_OF_SUCCESS_noWikiID","0","0.0024863665767796217","0.2359900579313736","1","Review, No Catalogue","1"
"7","396","0.0477757206414661","0","0","THE_DARK_FLOWER_noWikiID","0","0.0022825194828114104","0.5764316442353468","3","No Review & No Catalogue","0"
"2","397","0.0477757206414661","1","1","THE_DAYS_OF_AULD_LANGSYNE_noWikiID","1","0.0022825194828114104","0.3697578763376993","3","Review & Catalogue","1"
"10","398","0.30372380755444","2","1","THE_DEAD_SECRET_Q16934313","1","0.09224815127536651","1.4992721557328796","10","Review & Catalogue","1"
"9","399","0.0477757206414661","0","0","THE_DEMI-GODS_noWikiID","0","0.0022825194828114104","0.15","0","No Review & No Catalogue","0"
"7","401","0.204901193890185","2","1","THE_DOCTOR'S_WIFE_(MOORE_NOVEL)_Q7730467","1","0.04198449925762318","0.8658983108482617","6","Review & Catalogue","1"
"0","402","0.294299317623214","0","0","THE_DUKE'S_CHILDREN_Q7731161","0","0.0866120883534894","2.7011588835174845","15","No Review & No Catalogue","0"
"9","404","0.0477757206414661","1","1","THE_EBB-TIDE_Q4674957","1","0.0022825194828114104","1.6021774895012844","10","Review & Catalogue","1"
"13","405","0.122244604531682","1","1","THE_EGOIST_(NOVEL)_Q7731638","1","0.014943743337107327","0.5905652690787941","2","Review & Catalogue","1"
"0","406","0.0477757206414661","1","1","THE_EMIGRANTS_OF_AHADARRA_noWikiID","1","0.0022825194828114104","0.4600655972240779","4","Review & Catalogue","1"
"14","407","0.0477757206414661","0","0","THE_ENCHANTED_CASTLE_Q2920166","0","0.0022825194828114104","1.3152559952333436","8","No Review & No Catalogue","0"
"6","408","0.148487553986026","2","0","THE_ENTAIL_noWikiID","1","0.022048553688752987","0.7597202865991699","7","No Review, Catalogue","0"
"0","409","0.294299317623214","2","1","THE_EUSTACE_DIAMONDS_Q7732627","1","0.0866120883534894","3.367791407815452","17","Review & Catalogue","1"
"1","410","0.11291791638611","1","0","THE_EVIL_GUEST_noWikiID","1","0.012750455840980529","0.33463796477495106","1","No Review, Catalogue","0"
"14","411","0.0477757206414661","1","0","THE_EXECUTOR_noWikiID","1","0.0022825194828114104","0.27853506033378284","1","No Review, Catalogue","0"
"8","412","0.335938753528388","3","2","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413","1","0.112854846122207","1.1795261217977044","8","Review & Catalogue","1"
