"","circl_sum","Text","canonisation_score","reviews_sum","id","circl_binary","betweenness","indegree","pagerank","class","reviews_binary"
"25","0","A_ROOM_WITH_A_VIEW_Q120288","0.117501066676145","0","443","0","334.255400639319","2","0.37720695633359047","No Review & No Catalogue","0"
"549","1","THE_PRIME_MINISTER_noWikiID","0.294299317623214","1","444","1","1431.9966466340604","7","3.0438752719233007","Review & Catalogue","1"
"515","1","THE_MUDFOG_PAPERS_Q7752595","0.11291791638611","0","445","1","32.61887786963638","1","0.22045700750124142","No Review, Catalogue","0"
"123","1","DREAMERS_OF_THE_GHETTO_noWikiID","0.0477757206414661","0","446","1","185.149018952839","3","0.3596367658179012","No Review, Catalogue","0"
"552","0","THE_PRIVATE_MEMOIRS_AND_CONFESSIONS_OF_A_JUSTIFIED_SINNER_Q2992437","0.733799591996489","1","447","0","0","0","0.15","Review, No Catalogue","1"
"489","0","THE_LIFTED_VEIL_(NOVELLA)_Q6763446","0.132226821715085","0","448","0","0","0","0.15","No Review & No Catalogue","0"
"277","1","PHANTASTES_Q1616808","0.137472234822425","1","449","1","49.327263317353776","1","0.1925","Review & Catalogue","1"
"419","1","THE_FEMALE_QUIXOTE_Q1404172","0.27863497027921","0","45","1","1511.377839447906","5","2.544620525322416","No Review, Catalogue","0"
"476","2","THE_KING'S_OWN_noWikiID","0.0543008598413405","0","450","1","5096.253825896364","3","2.6854117548445173","No Review, Catalogue","0"
"245","3","MY_NEW_CURATE_noWikiID","0.0477757206414661","0","451","1","401.9836497879521","3","0.4670121297445497","No Review, Catalogue","0"
"139","0","FANNY_HILL_Q1395765","0.049863479389024","0","452","0","0","0","0.15","No Review & No Catalogue","0"
"438","0","THE_GRIM_SMILE_OF_THE_FIVE_TOWNS_Q24255934","0.11291791638611","0","453","0","169.8683021570799","2","0.4566585876335305","No Review & No Catalogue","0"
"180","2","IT_IS_NEVER_TOO_LATE_TO_MEND_(NOVEL)_Q6091852","0.0616594855735503","1","454","1","244.9988755667122","5","0.5277560991780681","Review & Catalogue","1"
"197","1","KIPPS_Q1249082","0.142891468333576","0","455","1","704.1421879670502","5","0.8041940862979127","No Review, Catalogue","0"
"490","1","THE_LIGHT_PRINCESS_noWikiID","0.11291791638611","0","456","1","81.22319902319904","1","0.2551566570431254","No Review, Catalogue","0"
"619","2","THE_WATER-BABIES_A_FAIRY_TALE_FOR_A_LAND_BABY_Q14914646","0.417024677521532","0","457","1","3524.8888620040825","5","0.6547395637106436","No Review, Catalogue","0"
"647","1","TREASURE_ISLAND_Q185118","0.483705206701587","1","458","1","18255.949434195703","2","0.5894161619165955","Review & Catalogue","1"
"601","1","THE_THREE_MIDSHIPMEN_noWikiID","0.11291791638611","0","459","1","18496.99052802025","2","0.43090159887467316","No Review, Catalogue","0"
"304","0","SANDITON_Q3180417","0.323070787610778","0","46","0","0","0","0.15","No Review & No Catalogue","0"
"637","1","THE_YOUNG_BUGLERS_noWikiID","0.0477757206414661","0","460","1","622.2198760167719","3","0.40200124587636865","No Review, Catalogue","0"
"165","1","HELBECK_OF_BANNISDALE_Q19572074","0.0477757206414661","0","461","1","64.56326801927825","1","0.28232010342762237","No Review, Catalogue","0"
"149","1","GHETTO_TRAGEDIES_noWikiID","0.0477757206414661","0","462","1","1003.7481698373239","3","0.5765379562269399","No Review, Catalogue","0"
"241","1","MORAL_TALES_noWikiID","0.132226821715085","0","463","1","478.55949650295383","2","1.2420313914410301","No Review, Catalogue","0"
"69","3","BELINDA_noWikiID","0.384640372733741","5","464","1","21779.182761019943","4","1.6364402856826554","Review & Catalogue","1"
"320","1","SON_OF_MARS_noWikiID","0.0477757206414661","0","465","1","0","0","0.15","No Review, Catalogue","0"
"200","2","LEVER'S_LORD_KILGOBBIN_noWikiID","0.0477757206414661","0","466","1","778.4920538790103","3","1.4648090062092696","No Review, Catalogue","0"
"64","0","AULD_LICHT_IDYLLS_noWikiID","0.117501066676145","1","467","0","731.2805955444871","4","0.5211981702461107","Review, No Catalogue","1"
"579","1","THE_SHADOW_OF_A_CRIME_1885_noWikiID","0.0477757206414661","0","468","1","4077.1598226084043","7","1.8218935685362727","No Review, Catalogue","0"
"316","1","SIR_GIBBIE_noWikiID","0.11291791638611","1","469","1","5965.685811904239","5","1.175165419795833","Review & Catalogue","1"
"126","3","EMMA_(NOVEL)_Q223880","0.677911265542429","0","47","1","2979.607323853656","4","0.5988427056681175","No Review, Catalogue","0"
"506","1","THE_MAYOR_OF_CASTERBRIDGE_Q2343169","0.332981899154278","1","470","1","4790.396075044867","3","1.2185665421661538","Review & Catalogue","1"
"624","1","THE_WHIRLPOOL_noWikiID","0.11291791638611","0","471","1","1166.281964076335","4","0.8709760575137917","No Review, Catalogue","0"
"192","1","JUST_SO_STORIES_Q1247723","0.294299317623214","0","472","1","74.38167388167389","1","0.1925","No Review, Catalogue","0"
"573","1","THE_SECOND_JUNGLE_BOOK_Q1101819","0.117501066676145","0","473","1","145.151824531109","2","0.2624951388888889","No Review, Catalogue","0"
"497","0","THE_MACDERMOTS_OF_BALLYCORAN_noWikiID","0.11291791638611","1","474","0","14.802708061604497","1","0.26570895931355254","Review, No Catalogue","1"
"59","0","ANTAR_noWikiID","0.0477757206414661","0","475","0","0","0","0.15","No Review & No Catalogue","0"
"279","1","PHINEAS_REDUX_Q7186370","0.30372380755444","0","476","1","6226.974783133112","4","4.08503067692405","No Review, Catalogue","0"
"671","1","WILLING_TO_DIE_noWikiID","0.11291791638611","0","477","1","844.6070316433807","4","2.369059925608138","No Review, Catalogue","0"
"481","0","THE_LAND_IRONCLADS_Q7745355","0.11291791638611","0","478","0","0","0","0.15","No Review & No Catalogue","0"
"523","0","THE_NEW_ACCELERATOR_Q7753474","0.117501066676145","0","479","0","29.36507936507936","1","0.1925","No Review & No Catalogue","0"
"309","3","SENSE_AND_SENSIBILITY_Q274744","0.339096257423352","1","48","1","2050.856711355412","6","1.149441979649406","Review & Catalogue","1"
"498","1","THE_MAN_noWikiID","0.127152048513252","0","480","1","260.8775926558822","1","0.6724359738232925","No Review, Catalogue","0"
"431","1","THE_GOLDEN_BOWL_Q1248585","0.323070787610778","0","481","1","7.9866626794258355","1","0.3405235259165995","No Review, Catalogue","0"
"319","1","SOME_EXPERIENCES_OF_AN_IRISH_R.M._noWikiID","0.0477757206414661","0","482","1","408.7845838022163","2","0.46819496063511334","No Review, Catalogue","0"
"162","2","HEADLONG_HALL_Q5689829","0.049863479389024","3","483","1","7298.374763785013","2","0.28520614538048","Review & Catalogue","1"
"397","1","THE_DAYS_OF_AULD_LANGSYNE_noWikiID","0.0477757206414661","1","484","1","170.74170982119176","1","0.21136527777777778","Review & Catalogue","1"
"35","1","A_WINDOW_IN_THRUMS_noWikiID","0.11291791638611","1","485","1","505.2000805665956","3","0.39408677768095207","Review & Catalogue","1"
"400","0","THE_DIARY_OF_A_NOBODY_Q864150","0.164415364683147","0","486","0","0","0","0.15","No Review & No Catalogue","0"
"117","1","DIANA_OF_THE_CROSSWAYS_Q5271362","0.11291791638611","0","487","1","1886.1785933793512","4","1.3605326015074017","No Review, Catalogue","0"
"77","0","CAMILLA_Q2934813","0.550971056761127","2","488","0","20800.289931183666","2","0.6561580809434191","Review, No Catalogue","1"
"67","2","BARCHESTER_TOWERS_Q4859885","0.30372380755444","1","489","1","2324.504400710146","2","2.6892194609662843","Review & Catalogue","1"
"283","3","PRIDE_AND_PREJUDICE_Q170583","0.594948283367066","1","49","1","273.22391003615957","8","2.0464323366192447","Review & Catalogue","1"
"34","2","A_TALE_OF_TWO_CITIES_Q308918","0.517417033796863","0","490","1","3287.6985575397002","4","2.819962242380441","No Review, Catalogue","0"
"93","2","CHRONICLES_OF_THE_CANONGATE_Q17352486","0.142891468333576","0","491","1","37.576464205769","2","0.41630301794325275","No Review, Catalogue","0"
"42","0","ADVENTURES_OF_A_PINCUSHION_noWikiID","0.0477757206414661","0","492","0","55.44047619047619","1","0.1925","No Review & No Catalogue","0"
"204","0","LIFE_AND_PERAMBULATIONS_OF_A_MOUSE_noWikiID","0.049863479389024","0","493","0","8.49026341305753","2","0.24704166666666666","No Review & No Catalogue","0"
"352","0","THE_ALTAR_OF_THE_DEAD_Q7713242","0.11291791638611","0","494","0","0","0","0.15","No Review & No Catalogue","0"
"30","1","A_SPORTSMAN'S_SKETCHES_noWikiID","0.11291791638611","1","495","1","0","0","0.15","Review & Catalogue","1"
"568","0","THE_ROMANY_RYE_Q7761435","0.0477757206414661","1","496","0","134.27310258629785","1","0.1925","Review, No Catalogue","1"
"644","2","TOM_BROWN'S_SCHOOL_DAYS_Q7815084","0.384640372733741","0","497","1","31.632500864654165","1","0.1925","No Review, Catalogue","0"
"299","1","RUJUB_THE_JUGGLER_noWikiID","0.0477757206414661","0","498","1","2284.8436764225125","2","0.46332607315607466","No Review, Catalogue","0"
"559","0","THE_RAGGED-TROUSERED_PHILANTHROPISTS_Q7759270","0.141170686071351","0","499","0","0","0","0.15","No Review & No Catalogue","0"
"127","1","EMMA_OR_THE_UNFORTUNATE_ATTACHMENT_noWikiID","0.049863479389024","1","5","1","18120.092546691634","6","3.00541718194441","Review & Catalogue","1"
"444","2","THE_HEIR_OF_REDCLYFFE_Q7739314","0.0591085593605752","0","50","1","541.6121843611522","5","2.490915284668612","No Review, Catalogue","0"
"537","0","THE_OUTCAST_noWikiID","0.0477757206414661","0","500","0","38.923720130429004","1","0.1925","No Review & No Catalogue","0"
"439","0","THE_HAPPY_PRINCE_AND_OTHER_TALES_Q797466","0.142891468333576","0","501","0","0","0","0.15","No Review & No Catalogue","0"
"312","1","SHE_A_HISTORY_OF_ADVENTURE_Q640513","0.23024672621441","0","502","1","15.333333333333332","1","0.1925","No Review, Catalogue","0"
"455","3","THE_HISTORY_OF_RASSELAS,_PRINCE_OF_ABYSSINIA_Q3419875","0.668015506032498","1","503","1","7.326923076923077","1","0.23271495343375873","Review & Catalogue","1"
"258","0","ODD_MAN_OUT_noWikiID","0.0520374856859669","0","504","0","0","0","0.15","No Review & No Catalogue","0"
"436","1","THE_GREAT_WAR_IN_ENGLAND_IN_1897_Q7737983","0.0477757206414661","0","505","1","0","0","0.15","No Review, Catalogue","0"
"371","0","THE_BOOK_OF_WONDER_Q7719322","0.0477757206414661","0","506","0","0","0","0.15","No Review & No Catalogue","0"
"618","2","THE_WARDEN_Q3818437","0.294299317623214","1","507","1","1453.2889609678814","1","0.9119455139404472","Review & Catalogue","1"
"475","2","THE_KELLYS_AND_THE_O'KELLYS_Q7744082","0.11291791638611","1","508","1","816.8506761776949","1","0.4083845622831267","Review & Catalogue","1"
"294","2","ROBERT_FALCONER_noWikiID","0.122244604531682","1","509","1","5990.649304726255","2","0.6277145493202085","Review & Catalogue","1"
"597","2","THE_TENANT_OF_WILDFELL_HALL_Q44701","0.197672587097148","1","51","1","1486.4440167266132","4","1.9235235895428326","Review & Catalogue","1"
"112","2","DAVID_ELGINBROD_Q5233331","0.117501066676145","1","510","1","3311.8996657119037","4","0.5824547804149619","Review & Catalogue","1"
"46","2","ALEC_FORBES_OF_HOWGLEN_noWikiID","0.11291791638611","1","511","1","1214.4487690060237","1","0.32785245564072574","Review & Catalogue","1"
"40","1","ADELA_CATHCART_noWikiID","0.11291791638611","1","512","1","931.4671609549107","2","0.4207439847389314","Review & Catalogue","1"
"99","2","COMETH_UP_AS_A_FLOWER_Q19571321","0.0520374856859669","1","513","1","817.8931018658122","4","0.5907184128936895","Review & Catalogue","1"
"116","2","DESPERATE_REMEDIES_Q2846293","0.30372380755444","1","514","1","867.2657428215616","5","1.4097739068585682","Review & Catalogue","1"
"225","2","MARY_A_FICTION_Q2900963","0.132226821715085","2","515","1","394.04413800801746","4","1.1816548669103883","Review & Catalogue","1"
"349","0","THE_ADVENTURES_OF_RIVELLA_Q85806338","0.0477757206414661","0","516","0","88.40810237212884","2","0.773828923386066","No Review & No Catalogue","0"
"177","0","IMPRESSIONS_OF_THEOPHRASTUS_SUCH_Q6007633","0.117501066676145","0","517","0","7176.013153545247","2","0.4054716979321955","No Review & No Catalogue","0"
"629","2","THE_WILD_IRISH_GIRL_Q7774872","0.619558723877394","5","518","1","14399.701925108991","4","1.2962928139054848","Review & Catalogue","1"
"406","1","THE_EMIGRANTS_OF_AHADARRA_noWikiID","0.0477757206414661","1","519","1","176.47646648246698","1","0.26570895931355254","Review & Catalogue","1"
"111","2","DAVID_COPPERFIELD_Q189811","0.46129393099787","0","52","1","19124.155628869416","7","4.150706713937051","No Review, Catalogue","0"
"45","1","AGNES_GREY_Q517172","0.325982643945805","1","520","1","850.9746127529344","2","0.749540017037136","Review & Catalogue","1"
"527","1","THE_NEWCOMES_Q3522018","0.122244604531682","0","521","1","5443.194316081798","5","1.7571927163887093","No Review, Catalogue","0"
"499","3","THE_MAN_OF_FEELING_Q7750109","0.616422785736394","2","522","1","0","0","0.15","Review & Catalogue","1"
"73","1","BORN_IN_EXILE_Q4945890","0.11291791638611","0","523","1","38.92565653263595","1","0.2868961545440723","No Review, Catalogue","0"
"463","1","THE_HOUND_OF_THE_BASKERVILLES_Q45192","0.353247063375283","0","524","1","58.76417443144618","1","0.20454166666666668","No Review, Catalogue","0"
"587","0","THE_STICKIT_MINISTER_noWikiID","0.0477757206414661","0","525","0","67.81704200510981","1","0.21658333333333332","No Review & No Catalogue","0"
"666","1","WEIR_OF_HERMISTON_Q1213386","0.11291791638611","1","526","1","174.7212203869936","2","0.2779486111111111","Review & Catalogue","1"
"391","0","THE_CONSOLIDATOR_Q60753482","0.11291791638611","0","527","0","7.5427350427350435","2","0.7388164520261414","No Review & No Catalogue","0"
"650","0","TWO_ON_A_TOWER_Q7859431","0.11291791638611","0","528","0","0","0","0.15","No Review & No Catalogue","0"
"563","1","THE_RETURN_OF_THE_NATIVE_Q141568","0.363586690277014","1","529","1","8574.048892373878","7","2.077956598308077","Review & Catalogue","1"
"68","1","BASIL_noWikiID","0.294299317623214","1","53","1","8349.648085243018","3","1.8426594021532945","Review & Catalogue","1"
"620","1","THE_WAY_OF_ALL_FLESH_Q255074","0.0860571657090285","1","530","1","328.86794041406614","2","0.3218865998295003","Review & Catalogue","1"
"469","1","THE_INTERPRETERS_noWikiID","0.0566567958260902","0","531","1","0","0","0.15","No Review, Catalogue","0"
"43","1","AFTER_DARK_noWikiID","0.132226821715085","1","532","1","504.49852759711695","3","1.0460309686744582","Review & Catalogue","1"
"370","0","THE_BODY-SNATCHER_noWikiID","0.11291791638611","0","533","0","0","0","0.15","No Review & No Catalogue","0"
"433","1","THE_GOVERNESS;_OR,_THE_LITTLE_FEMALE_ACADEMY_Q7737400","0.076022748805838","0","534","1","14.25952380952381","1","0.1925","No Review, Catalogue","0"
"604","0","THE_TITHE_PROCTOR_noWikiID","0.0477757206414661","1","535","0","0","0","0.15","Review, No Catalogue","1"
"609","1","THE_TURN_OF_THE_SCREW_Q625923","0.427995724732536","0","536","1","0","0","0.15","No Review, Catalogue","0"
"540","0","THE_PERILS_OF_CERTAIN_ENGLISH_PRISONERS_noWikiID","0.11291791638611","0","537","0","6944.989365755606","1","0.22709182279855014","No Review & No Catalogue","0"
"311","1","SEVEN_LITTLE_AUSTRALIANS_Q7457323","0.0477757206414661","0","538","1","0","0","0.15","No Review, Catalogue","0"
"340","1","TESS_OF_THE_D'URBERVILLES_Q649409","0.616422785736394","1","539","1","2598.957437552558","6","1.0075429582124718","Review & Catalogue","1"
"435","1","THE_GREAT_TABOO_noWikiID","0.0477757206414661","0","54","1","1446.8144268109545","2","0.318734958340049","No Review, Catalogue","0"
"83","3","CASTLE_RACKRENT_Q5050238","0.86626658311391","1","540","1","0","0","0.15","Review & Catalogue","1"
"163","1","HEART_AND_SCIENCE_noWikiID","0.127152048513252","0","541","1","9682.012143435615","1","2.0417926026088185","No Review, Catalogue","0"
"47","2","ALICE'S_ADVENTURES_IN_WONDERLAND_Q92640","0.384640372733741","1","542","1","312.0877968774521","2","0.3711411425051484","Review & Catalogue","1"
"526","0","THE_NEW_ROAD_noWikiID","0.0477757206414661","1","543","0","0","0","0.15","Review, No Catalogue","1"
"430","1","THE_GOLDEN_AGE_noWikiID","0.11291791638611","0","544","1","0","0","0.15","No Review, Catalogue","0"
"272","0","PENDENNIS_Q7162382","0.137472234822425","0","545","0","2091.638312543973","2","0.6903712696434676","No Review & No Catalogue","0"
"657","2","VANITY_FAIR_(NOVEL)_Q612836","0.812090070563247","1","546","1","2731.214276058166","5","1.0682687553560029","Review & Catalogue","1"
"150","1","GLENARVON_Q3771960","0.0566567958260902","1","547","1","506.8498392255177","5","1.2804815117934756","Review & Catalogue","1"
"76","1","CALLISTA_(NOVEL)_Q2934238","0.11291791638611","0","548","1","261.22103753926535","2","0.24704166666666666","No Review, Catalogue","0"
"51","2","ALTON_LOCKE_Q4736895","0.148487553986026","1","549","1","218.28604136086378","2","0.4860031365401728","Review & Catalogue","1"
"608","0","THE_TRUMPET_noWikiID","0.0477757206414661","0","55","0","6769.363204113527","10","1.6286024113746311","No Review & No Catalogue","0"
"483","2","THE_LAST_DAYS_OF_POMPEII_Q1218985","0.0591085593605752","1","550","1","129.92857142857144","1","0.1925","Review & Catalogue","1"
"105","1","COUNT_ROBERT_OF_PARIS_noWikiID","0.117501066676145","0","551","1","7945.535056707028","3","0.6724952375952834","No Review, Catalogue","0"
"581","0","THE_SIGNAL-MAN_Q1002362","0.127152048513252","0","552","0","0","0","0.15","No Review & No Catalogue","0"
"468","1","THE_INTERESTING_NARRATIVE_OF_THE_LIFE_OF_OLAUDAH_EQUIANO_Q7742270","0.132226821715085","0","553","1","0","0","0.15","No Review, Catalogue","0"
"249","1","NEWS_FROM_NOWHERE_Q7019506","0.384640372733741","0","554","1","0","0","0.15","No Review, Catalogue","0"
"437","1","THE_GREEN_CARNATION_Q7738140","0.049863479389024","0","555","1","0","0","0.15","No Review, Catalogue","0"
"175","0","HYMNS_IN_PROSE_FOR_CHILDREN_Q9005648","0.0543008598413405","1","556","0","0","0","0.15","Review, No Catalogue","1"
"379","2","THE_CASTLES_OF_ATHLIN_AND_DUNBAYNE_Q7721600","0.049863479389024","2","557","1","724.1539549535757","2","1.4556222782242019","Review & Catalogue","1"
"389","1","THE_COMING_OF_CUCULAIN_noWikiID","0.0477757206414661","0","558","1","92.5177631559254","1","0.21658333333333332","No Review, Catalogue","0"
"226","2","MARY_BARTON_Q2607078","0.619558723877394","1","559","1","1693.0675420751384","2","1.4361495424752548","Review & Catalogue","1"
"49","1","ALLAN_QUATERMAIN_(NOVEL)_Q4062545","0.142891468333576","0","56","1","1677.354710427659","4","0.5258609242499088","No Review, Catalogue","0"
"385","0","THE_CHIMES_Q3828573","0.11291791638611","0","560","0","27.55144961493068","1","0.1925","No Review & No Catalogue","0"
"464","2","THE_HOUSE_BY_THE_CHURCHYARD_Q4165605","0.122244604531682","1","561","1","42.32059903741004","1","0.1925","Review & Catalogue","1"
"382","1","THE_CHANNINGS_(NOVEL)_Q7722115","0.0477757206414661","1","562","1","491.23975164358467","3","1.3131609703893352","Review & Catalogue","1"
"536","1","THE_ORDEAL_OF_RICHARD_FEVEREL_Q14476502","0.122244604531682","1","563","1","131.17070948604348","2","0.33562163572316994","Review & Catalogue","1"
"19","0","A_MODEST_PROPOSAL_Q264143","0.172694745758032","0","564","0","0","0","0.15","No Review & No Catalogue","0"
"480","1","THE_LANCASHIRE_WITCHES_Q7745322","0.0477757206414661","1","565","1","0","0","0.15","Review & Catalogue","1"
"20","1","A_PAIR_OF_BLUE_EYES_Q2931240","0.332981899154278","1","566","1","6196.7514090062605","4","1.7540713372322931","Review & Catalogue","1"
"315","1","SING_A_SONG_OF_SIXPENCE_noWikiID","0.0477757206414661","0","567","1","0","0","0.15","No Review, Catalogue","0"
"211","0","LOSS_AND_GAIN_Q3259809","0.122244604531682","0","568","0","0","0","0.15","No Review & No Catalogue","0"
"230","0","MAZEPPA_noWikiID","0.0477757206414661","0","569","0","0","0","0.15","No Review & No Catalogue","0"
"236","1","MICAH_CLARKE_Q3050442","0.117501066676145","1","57","1","1762.7599670444968","6","0.6371871453493929","Review & Catalogue","1"
"323","0","ST_IVES_Q4675044","0.11291791638611","0","570","0","298.6851370851371","1","0.1925","No Review & No Catalogue","0"
"452","0","THE_HISTORY_OF_LITTLE_GOODY_TWO-SHOES_Q12060236","0.0896602762528474","0","571","0","0","0","0.15","No Review & No Catalogue","0"
"178","1","IN_A_GLASS_DARKLY_Q6011356","0.30372380755444","0","572","1","66.2532625216182","1","0.8212336455889725","No Review, Catalogue","0"
"53","0","AN_APOLOGY_FOR_THE_LIFE_OF_MRS._SHAMELA_ANDREWS_Q2743569","0.137472234822425","0","573","0","0","0","0.15","No Review & No Catalogue","0"
"4","0","A_COMPLETE_COLLECTION_OF_GENTEEL_AND_INGENIOUS_CONVERSATION_Q4656050","0.117501066676145","0","574","0","12.13901458019105","1","0.1925","No Review & No Catalogue","0"
"184","1","JESSICA'S_FIRST_PRAYER_noWikiID","0.0591085593605752","0","575","1","0","0","0.15","No Review, Catalogue","0"
"302","2","SALEM_CHAPEL_noWikiID","0.0566567958260902","0","576","1","38.53809523809524","2","0.235","No Review, Catalogue","0"
"557","1","THE_QUADROON_noWikiID","0.0477757206414661","1","577","1","1183.8058269268947","3","0.37010730345568227","Review & Catalogue","1"
"212","0","LOST_DIARIES_noWikiID","0.0477757206414661","0","578","0","0","0","0.15","No Review & No Catalogue","0"
"81","0","CARNIVAL_noWikiID","0.11291791638611","0","579","0","3","2","0.235","No Review & No Catalogue","0"
"220","3","MANSFIELD_PARK_Q469690","0.637452560360192","0","58","1","8.12313704274286","2","0.38966723882818877","No Review, Catalogue","0"
"678","0","ZOE_noWikiID","0.0477757206414661","2","580","0","33.05548340548341","1","0.2354486111111111","Review, No Catalogue","1"
"50","1","ALMAYER'S_FOLLY_Q2404359","0.122244604531682","1","581","1","1286.239950606297","1","0.36650914843283455","Review & Catalogue","1"
"31","1","A_STORY_OF_THE_STONE_AGE_Q4659835","0.11291791638611","0","582","1","1245.1439182136696","3","1.1758315772352408","No Review, Catalogue","0"
"627","1","THE_WHITE_ROOM_noWikiID","0.0520374856859669","0","583","1","0","0","0.15","No Review, Catalogue","0"
"594","0","THE_TALE_OF_MR_JEREMY_FISHER_noWikiID","0.11291791638611","0","584","0","0","0","0.15","No Review & No Catalogue","0"
"132","2","ERIC_OR_LITTLE_BY_LITTLE_Q5385958","0.0543008598413405","0","585","1","0","0","0.15","No Review, Catalogue","0"
"198","0","KNOCKNAGOW_noWikiID","0.0643129761992644","0","586","0","243.0491691470728","1","0.1925","No Review & No Catalogue","0"
"61","1","ARTHUR_MERVYN_Q4799713","0.0477757206414661","1","587","1","1381.6790626638435","3","1.5882259057656802","Review & Catalogue","1"
"75","3","CALEB_WILLIAMS_Q7784409","0.616422785736394","2","588","1","157.14093406898587","3","0.7137330492647822","Review & Catalogue","1"
"221","0","MARIA_OR_THE_WRONGS_OF_WOMAN_Q890170","0.616422785736394","1","589","0","19.532992697535306","1","0.5999973399669427","Review, No Catalogue","1"
"345","2","THE_ADVENTURES_OF_DAVID_SIMPLE_noWikiID","0.0566567958260902","0","59","1","824.2893515104022","7","2.369646894066974","No Review, Catalogue","0"
"366","0","THE_BICKERSTAFF_PAPERS_noWikiID","0.11291791638611","0","590","0","27.120683951131614","2","1.044262165932491","No Review & No Catalogue","0"
"201","1","LIBER_AMORIS_noWikiID","0.117501066676145","0","591","1","0","0","0.15","No Review, Catalogue","0"
"228","0","MATHILDA_Q3851863","0.0477757206414661","2","592","0","4.06545709192768","1","0.1925","Review, No Catalogue","1"
"176","0","IMAGINARY_PORTRAITS_noWikiID","0.127152048513252","0","593","0","0","0","0.15","No Review & No Catalogue","0"
"603","1","THE_TIME_MACHINE_Q627333","0.838012426793004","0","594","1","308.354775869292","2","0.6239850167892594","No Review, Catalogue","0"
"160","1","HAUNTINGS_noWikiID","0.049863479389024","0","595","1","708.6139052556864","3","0.539031761405479","No Review, Catalogue","0"
"653","2","UNDER_THE_GREENWOOD_TREE_Q2251594","0.30372380755444","1","596","1","1190.4073732399083","2","0.44184021212098396","Review & Catalogue","1"
"218","0","MADAM_HOW_AND_LADY_WHY_noWikiID","0.11291791638611","0","597","0","10534.242202227188","2","0.4003407966649071","No Review & No Catalogue","0"
"141","1","FAR_FROM_THE_MADDING_CROWD_Q5642996","0.323070787610778","1","598","1","1540.3837379778795","2","0.8151335784566486","Review & Catalogue","1"
"599","0","THE_THORN_IN_THE_FLESH_noWikiID","0.0477757206414661","0","599","0","0","0","0.15","No Review & No Catalogue","0"
"412","3","THE_EXPEDITION_OF_HUMPHRY_CLINKER_Q3203413","0.335938753528388","2","6","1","4122.260452459562","6","3.205948226450399","Review & Catalogue","1"
"52","0","AMY_FOSTER_Q4749187","0.11291791638611","0","60","0","0","0","0.15","No Review & No Catalogue","0"
"396","0","THE_DARK_FLOWER_noWikiID","0.0477757206414661","0","600","0","35.85747389865037","1","0.1925","No Review & No Catalogue","0"
"395","0","THE_CROWN_OF_SUCCESS_noWikiID","0.049863479389024","1","601","0","0","0","0.15","Review, No Catalogue","1"
"22","1","A_POLITICAL_ROMANCE_Q4658949","0.122244604531682","0","602","1","0","0","0.15","No Review, Catalogue","0"
"491","0","THE_LIGHTHOUSE_noWikiID","0.049863479389024","1","603","0","0","0","0.15","Review, No Catalogue","1"
"616","1","THE_VIRGINIANS_Q7772832","0.323070787610778","0","604","1","22.14405302010558","1","0.1925","No Review, Catalogue","0"
"569","0","THE_ROSARY_noWikiID","0.049863479389024","0","605","0","0","0","0.15","No Review & No Catalogue","0"
"168","1","HEREWARD_THE_WAKE_(NOVEL)_Q5738318","0.122244604531682","1","606","1","0","0","0.15","Review & Catalogue","1"
"388","2","THE_CLOISTER_AND_THE_HEARTH_Q7723455","0.0543008598413405","1","607","1","1924.3348429561418","3","0.46263518490530575","Review & Catalogue","1"
"179","1","IN_THE_YEAR_OF_JUBILEE_Q19572195","0.117501066676145","0","608","1","24.29092903757226","2","0.7441232070749491","No Review, Catalogue","0"
"564","1","THE_REVOLUTION_IN_TANNER'S_LANE_noWikiID","0.049863479389024","0","609","1","220.1166915120375","1","0.20454166666666668","No Review, Catalogue","0"
"202","1","LIFE'S_LITTLE_IRONIES_noWikiID","0.11291791638611","0","61","1","6.416666666666666","1","0.1925","No Review, Catalogue","0"
"270","0","PANDORA_noWikiID","0.11291791638611","0","610","0","0","0","0.15","No Review & No Catalogue","0"
"529","0","THE_NOTTING_HILL_MYSTERY_Q7754437","0.0477757206414661","1","611","0","0","0","0.15","Review, No Catalogue","1"
"91","0","CHARLOTTE_TEMPLE_noWikiID","0.0477757206414661","0","612","0","0","0","0.15","No Review & No Catalogue","0"
"342","1","THE_ABSENTEE_Q7712149","0.263655687664613","0","613","1","0","0","0.15","No Review, Catalogue","0"
"575","0","THE_SECRET_GARDEN_Q472194","0.353247063375283","1","614","0","45.21837754446556","1","0.1925","Review, No Catalogue","1"
"460","0","THE_HISTORY_OF_THE_NUN_Q7739821","0.11291791638611","0","615","0","0","1","0.6275620374580559","No Review & No Catalogue","0"
"577","0","THE_SECRET_SHARER_noWikiID","0.122244604531682","0","616","0","0","0","0.15","No Review & No Catalogue","0"
"654","0","UNDER_WESTERN_EYES_(NOVEL)_Q3685905","0.353247063375283","1","617","0","416.2097612951661","3","0.28954166666666664","Review, No Catalogue","1"
"322","0","SPIES_OF_THE_KAISER_noWikiID","0.0477757206414661","0","618","0","71.5483251008771","1","0.1925","No Review & No Catalogue","0"
"655","0","UNKNOWN_TO_HISTORY_noWikiID","0.0477757206414661","0","619","0","0","0","0.15","No Review & No Catalogue","0"
"622","1","THE_WELL-BELOVED_Q2906193","0.137472234822425","0","62","1","322.0194295491508","2","0.27286518117208935","No Review, Catalogue","0"
