"","circl_sum","Text","canonisation_score","reviews_sum","id","circl_binary","betweenness","indegree","pagerank","class","reviews_binary"
"571","1","THE_SCOTTISH_CHIEFS_noWikiID","0.132226821715085","0","270","1","7813.544571899514","3","1.1833996812719305","No Review, Catalogue","0"
"357","1","THE_ASPERN_PAPERS_Q2362409","0.285047546124646","0","271","1","509.9671031959213","2","0.41222733695195435","No Review, Catalogue","0"
"355","1","THE_ANTI-PAMELA_Q7713932","0.127152048513252","0","272","1","5712.767544951276","5","1.7038690679573212","No Review, Catalogue","0"
"562","0","THE_REFORM'D_COQUET_Q7760024","0.049863479389024","0","273","0","3397.260913565109","3","0.8665873916544815","No Review & No Catalogue","0"
"140","0","FANTOMINA_Q5434405","0.11291791638611","0","274","0","1031.7873572392666","1","0.6327629025879077","No Review & No Catalogue","0"
"606","1","THE_TRAIL_OF_THE_SERPENT_Q24971199","0.0477757206414661","1","275","1","0","0","0.15","Review & Catalogue","1"
"477","1","THE_KING_AND_QUEEN_OF_HEARTS_noWikiID","0.11291791638611","0","276","1","388.597345149254","3","0.3015833333333333","No Review, Catalogue","0"
"287","0","RECOLLECTIONS_OF_A_DETECTIVE_POLICE_OFFICER_noWikiID","0.049863479389024","0","277","0","159.82250953614152","2","0.24704166666666666","No Review & No Catalogue","0"
"632","2","THE_WOMAN_IN_WHITE_(NOVEL)_Q1212672","0.964677124546833","0","278","1","990.8800371265497","3","1.505478350222125","No Review, Catalogue","0"
"347","2","THE_ADVENTURES_OF_HUGH_TREVOR_noWikiID","0.11291791638611","2","279","1","163.0385521182708","2","0.7979729602827002","Review & Catalogue","1"
"482","1","THE_LANDLEAGUERS_noWikiID","0.122244604531682","0","28","1","1639.848418174971","7","2.378665541786889","No Review, Catalogue","0"
"307","2","SECRESY_noWikiID","0.117501066676145","2","280","1","33.568124275599494","5","1.2916944943404323","Review & Catalogue","1"
"324","0","ST_LEON_Q7589523","0.137472234822425","0","281","0","6668.119389187636","7","1.7183087100233294","No Review & No Catalogue","0"
"362","1","THE_BATTLE_OF_THE_BOOKS_Q7715895","0.132226821715085","0","282","1","86.05764370681888","6","2.1757484825246665","No Review, Catalogue","0"
"414","0","THE_FAIR_JILT_Q18393398","0.122244604531682","0","283","0","0","4","2.001206120392312","No Review & No Catalogue","0"
"660","0","VERTUE_REWARDED_Q104811485","0.0477757206414661","0","284","0","677.202380952381","4","1.6855130733813741","No Review & No Catalogue","0"
"265","0","OROONOKO_Q2453934","0.818855815935781","0","285","0","0","5","2.4060818588628825","No Review & No Catalogue","0"
"354","1","THE_AMERICAN_Q3080503","0.285047546124646","0","286","1","866.1454519471733","5","2.092496389514285","No Review, Catalogue","0"
"288","0","RECORDS_OF_A_GIRLHOOD_noWikiID","0.0543008598413405","0","287","0","231.96278752890666","4","1.090278095463442","No Review & No Catalogue","0"
"78","0","CAPTAIN_SINGLETON_Q1728631","0.122244604531682","0","288","0","746.0193161388582","4","1.3720691889792125","No Review & No Catalogue","0"
"232","0","MEMOIRS_OF_A_CAVALIER_Q6815274","0.137472234822425","0","289","0","705.2831710417521","2","1.0908673898256627","No Review & No Catalogue","0"
"26","3","A_SENTIMENTAL_JOURNEY_THROUGH_FRANCE_AND_ITALY_Q768792","0.185923994154683","0","29","1","0","0","0.15","No Review, Catalogue","0"
"500","1","THE_MAN_WHO_COULD_WORK_MIRACLES_(SHORT_STORY)_Q7749926","0.0477757206414661","0","290","1","0","0","0.15","No Review, Catalogue","0"
"470","1","THE_INVISIBLE_MAN_Q1539509","0.164415364683147","0","291","1","185.41372030213265","2","0.35185529250304903","No Review, Catalogue","0"
"281","1","PLATTNER_STORY_noWikiID","0.0477757206414661","0","292","1","1743.4860946421268","9","1.5228882945503275","No Review, Catalogue","0"
"538","0","THE_PARASITE_Q5295669","0.117501066676145","0","293","0","273.75634099582163","2","0.36929575475695686","No Review & No Catalogue","0"
"103","2","CONINGSBY_Q5161083","0.122244604531682","0","294","1","798.5692223854359","4","0.9273212074746096","No Review, Catalogue","0"
"555","1","THE_PROVOST_noWikiID","0.11291791638611","1","295","1","0","0","0.15","Review & Catalogue","1"
"360","0","THE_AYRSHIRE_LEGATEES_noWikiID","0.11291791638611","1","296","0","72.2657201253005","1","0.1925","Review, No Catalogue","1"
"672","0","WINTER_EVENING_TALES_Q96415343","0.0543008598413405","0","297","0","0","0","0.15","No Review & No Catalogue","0"
"582","0","THE_SILVERADO_SQUATTERS_noWikiID","0.11291791638611","1","298","0","397.2247312056135","3","0.42202474799202805","Review, No Catalogue","1"
"13","0","A_LADY'S_LIFE_IN_THE_ROCKY_MOUNTAINS_noWikiID","0.117501066676145","0","299","0","218.53230418818654","1","0.2695736785977413","No Review & No Catalogue","0"
"584","2","THE_SMALL_HOUSE_AT_ALLINGTON_Q7764868","0.294299317623214","1","3","1","1007.4913630679453","5","3.2718712789078492","Review & Catalogue","1"
"486","2","THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083","0.733799591996489","0","30","1","773.2457733406529","2","0.5566646860571379","No Review, Catalogue","0"
"130","1","EREWHON_Q1350048","0.0699415703280632","1","300","1","10467.91217673673","4","0.6139820743372247","Review & Catalogue","1"
"133","0","ESTHER_noWikiID","0.0477757206414661","0","301","0","413.64275174758586","6","0.5280059015045726","No Review & No Catalogue","0"
"633","1","THE_WOODLANDERS_Q2254480","0.332981899154278","0","302","1","3255.578449820199","4","1.1034734510715292","No Review, Catalogue","0"
"640","0","THREE_WEEKS_noWikiID","0.0520374856859669","0","303","0","368.24275077991047","2","0.235","No Review & No Catalogue","0"
"79","1","CAPTAINS_COURAGEOUS_Q1035138","0.0477757206414661","0","304","1","337.00000000000006","1","0.1925","No Review, Catalogue","0"
"404","1","THE_EBB-TIDE_Q4674957","0.0477757206414661","1","305","1","10166.08514436265","6","0.7527713871879804","Review & Catalogue","1"
"96","1","CLEG_KELLY_noWikiID","0.0477757206414661","1","306","1","169.64890179650334","1","0.20454166666666668","Review & Catalogue","1"
"356","2","THE_ANTIQUARY_Q1157183","0.323070787610778","2","307","1","1045.0141810950627","3","1.68766131976144","Review & Catalogue","1"
"446","0","THE_HEROINE_noWikiID","0.0520374856859669","2","308","0","14619.001258139217","5","2.227043085563518","Review, No Catalogue","1"
"474","1","THE_JUNGLE_BOOK_Q189509","0.374053924716987","1","309","1","577.3420911240098","2","0.27891528935185184","Review & Catalogue","1"
"203","0","LIFE_AND_ADVENTURES_OF_PETER_WILKINS_noWikiID","0.0477757206414661","0","31","0","1378.8466901346392","4","1.2852871272604869","No Review & No Catalogue","0"
"502","0","THE_MAN_WHO_WOULD_BE_KING_Q1129936","0.294299317623214","0","310","0","792.6559078628266","1","0.22902599864969136","No Review & No Catalogue","0"
"284","1","PRINCE_RICARDO_OF_PANTOUFLIA_noWikiID","0.11291791638611","0","311","1","28.135606060606058","1","0.22902599864969136","No Review, Catalogue","0"
"638","2","THE_YOUNG_DUKE_Q45028402","0.11291791638611","1","312","1","30043.79987426381","2","2.733931483524417","Review & Catalogue","1"
"662","2","VIVIAN_GREY_Q7937713","0.11291791638611","4","313","1","3801.888016468317","4","3.223532102937212","Review & Catalogue","1"
"484","0","THE_LAST_MAN_noWikiID","0.235758887377866","4","314","0","4843.021543824763","3","1.9092836021477844","Review, No Catalogue","1"
"242","2","MR_MIDSHIPMAN_EASY_Q1936382","0.0477757206414661","0","315","1","6206.738322630349","2","0.6596102380249573","No Review, Catalogue","0"
"173","0","HOLIDAY_HOUSE_noWikiID","0.0566567958260902","2","316","0","1773.6872990129539","1","0.26349938930392497","Review, No Catalogue","1"
"314","2","SILAS_MARNER_Q638327","0.427995724732536","1","317","1","283.1174587623948","2","0.28540259991115824","Review & Catalogue","1"
"39","2","ADAM_BEDE_Q2611046","0.733799591996489","1","318","1","1193.0966581451394","4","0.9565625688223272","Review & Catalogue","1"
"206","2","LITTLE_DORRIT_Q565638","0.677911265542429","1","319","1","2144.562422725592","13","3.9306932363006086","Review & Catalogue","1"
"182","0","JACK_SHEPPARD_noWikiID","0.049863479389024","1","32","0","199.56174426062245","2","2.871543936467199","Review, No Catalogue","1"
"101","1","CONFESSIONS_OF_A_YOUNG_MAN_Q5160039","0.137472234822425","1","320","1","180.4995184301136","3","0.39976733239821904","Review & Catalogue","1"
"7","1","A_DRAMA_IN_MUSLIN_noWikiID","0.207211382680442","1","321","1","485.7903755946878","5","0.6762748602869573","Review & Catalogue","1"
"375","0","THE_CANTERVILLE_GHOST_Q288020","0.117501066676145","0","322","0","180.53034101620898","3","0.45849307657771443","No Review & No Catalogue","0"
"216","0","LOVE_IN_EXCESS;_OR_THE_FATAL_ENQUIRY_Q1588738","0.23024672621441","0","323","0","739.6325675396579","3","0.7651755653231354","No Review & No Catalogue","0"
"21","0","A_PATCH-WORK_SCREEN_FOR_THE_LADIES_noWikiID","0.137472234822425","0","324","0","60.575541322256285","4","0.671857583368677","No Review & No Catalogue","0"
"217","0","LOVE_INTRIGUES_noWikiID","0.127152048513252","0","325","0","1746.5132388655213","5","1.428973194602013","No Review & No Catalogue","0"
"635","1","THE_WOULDBEGOODS_noWikiID","0.0477757206414661","1","326","1","2307.7612602150307","4","0.5660748050990226","Review & Catalogue","1"
"255","3","NORTHANGER_ABBEY_Q477508","0.573104135313384","0","327","1","0","0","0.15","No Review, Catalogue","0"
"273","2","PERSUASION_(NOVEL)_Q333179","0.417024677521532","0","328","1","5.333333333333333","2","0.24704166666666666","No Review, Catalogue","0"
"326","1","STALKY_&_CO._Q4439259","0.30372380755444","0","329","1","2831.5969754525163","2","0.35288786144472306","No Review, Catalogue","0"
"261","2","OLIVER_TWIST_Q164974","0.910357373663103","0","33","1","11975.131621585699","9","5.043450217153023","No Review, Catalogue","0"
"262","0","ON_THE_FACE_OF_THE_WATERS_Q59151630","0.0520374856859669","0","330","0","2536.8740836956586","7","0.9558567287861461","No Review & No Catalogue","0"
"222","1","MARIUS_THE_EPICUREAN_Q5477441","0.148487553986026","0","331","1","933.1364752455515","2","0.3517967086583713","No Review, Catalogue","0"
"532","2","THE_OLD_CURIOSITY_SHOP_Q2700616","0.46129393099787","0","332","1","568.8607786697347","7","3.0789443793804647","No Review, Catalogue","0"
"596","3","THE_TALISMAN_(SCOTT_NOVEL)_Q952340","0.132226821715085","0","333","1","3167.6540632550937","3","0.7362822802527926","No Review, Catalogue","0"
"181","2","IVANHOE_Q840974","0.706633180000831","3","334","1","8909.945052843063","3","1.6215224035116824","Review & Catalogue","1"
"193","2","KENILWORTH_Q2600597","0.117501066676145","1","335","1","525.0692775924349","3","1.4848466274843577","Review & Catalogue","1"
"674","2","WIVES_AND_DAUGHTERS_Q2453239","0.152429981210903","1","336","1","1549.6032593482032","6","3.891645083574977","Review & Catalogue","1"
"580","2","THE_SHADOW_OF_ASHLYDYAT_noWikiID","0.0520374856859669","1","337","1","546.2059338394212","8","3.5848824840406244","Review & Catalogue","1"
"5","1","A_CRYSTAL_AGE_Q4656205","0.11291791638611","0","338","1","0","0","0.15","No Review, Catalogue","0"
"48","1","ALL_SORTS_AND_CONDITIONS_OF_MEN_noWikiID","0.0520374856859669","0","339","1","1144.414203180201","8","4.338419688275464","No Review, Catalogue","0"
"543","2","THE_PICKWICK_PAPERS_Q460583","0.724924183340321","0","34","1","670.066345608112","9","4.891861684643654","No Review, Catalogue","0"
"441","0","THE_HAUNTED_MAN_AND_THE_GHOST'S_BARGAIN_Q3795070","0.127152048513252","1","340","0","0","0","0.15","Review, No Catalogue","1"
"675","2","WUTHERING_HEIGHTS_Q202975","0.84402409531542","1","341","1","21.289271839271834","4","0.8224983503704693","Review & Catalogue","1"
"471","1","THE_ISLAND_OF_DOCTOR_MOREAU_Q718268","0.243956771125803","1","342","1","6551.975431648891","4","0.8221034078675207","Review & Catalogue","1"
"121","1","DR_JEKYLL_AND_MR_HYDE_Q217352","0.790633780314419","0","343","1","0","0","0.15","No Review, Catalogue","0"
"403","1","THE_DYNAMITER_noWikiID","0.0543008598413405","1","344","1","313.4310808904988","3","0.518861135471252","Review & Catalogue","1"
"267","1","OUR_VILLAGE_Q7111226","0.0792421570318606","1","345","1","0","0","0.15","Review & Catalogue","1"
"416","0","THE_FAIRCHILD_FAMILY_noWikiID","0.0543008598413405","0","346","0","82.4236374521712","1","0.1925","No Review & No Catalogue","0"
"251","1","NIGHTMARE_ABBEY_Q4054406","0.0616594855735503","2","347","1","6510.394231625696","2","0.2553554379588156","Review & Catalogue","1"
"447","1","THE_HILL_noWikiID","0.0477757206414661","0","348","1","0","0","0.15","No Review, Catalogue","0"
"451","1","THE_HISTORY_OF_JACK_CONNOR_noWikiID","0.0591085593605752","0","349","1","120.20035966180059","3","0.5886693604190238","No Review, Catalogue","0"
"614","0","THE_VICAR_OF_WREXHILL_noWikiID","0.11291791638611","0","35","0","362.53786482564317","8","3.7520019531733197","No Review & No Catalogue","0"
"85","0","CATHERINE,_A_STORY_noWikiID","0.11291791638611","0","350","0","1471.3279860151918","2","0.3482533806383013","No Review & No Catalogue","0"
"189","1","JORROCK'S_JAUNTS_AND_JOLLITIES_noWikiID","0.117501066676145","0","351","1","397","1","0.24867179118085203","No Review, Catalogue","0"
"171","2","HIDE_AND_SEEK_noWikiID","0.285047546124646","0","352","1","27129.907093563816","7","2.4301460391001393","No Review, Catalogue","0"
"541","0","THE_PHANTOM_COACH_noWikiID","0.049863479389024","0","353","0","505.83469043224017","2","0.26959182279855015","No Review & No Catalogue","0"
"296","2","ROMOLA_Q7363279","0.11291791638611","1","354","1","526.2029776741897","2","0.2986787359551414","Review & Catalogue","1"
"376","1","THE_CARVED_LIONS_Q7721468","0.0477757206414661","0","355","1","178.58652202419742","1","0.21915556712962964","No Review, Catalogue","0"
"561","0","THE_RECOLLECTIONS_OF_GEOFFREY_HAMLYN_Q121356927","0.11291791638611","1","356","0","7228.462328153825","3","0.5184706236437983","Review, No Catalogue","1"
"667","2","WESTWARD_HO_noWikiID","0.122244604531682","1","357","1","14740.315651705361","8","0.9388517564162961","Review & Catalogue","1"
"639","0","THE_YOUNG_FUR_TRADERS_noWikiID","0.0477757206414661","0","358","0","4326.295734577553","6","0.7218110772067969","No Review & No Catalogue","0"
"634","0","THE_WORLD_SET_FREE_Q5051290","0.049863479389024","1","359","0","0","0","0.15","Review, No Catalogue","1"
"676","0","YEAST_noWikiID","0.117501066676145","0","36","0","16397.864601866993","4","0.7606407483896307","No Review & No Catalogue","0"
"524","0","THE_NEW_MACHIAVELLI_Q10381652","0.049863479389024","1","360","0","67.30732155772385","4","0.3320416666666666","Review, No Catalogue","1"
"617","0","THE_WAR_IN_THE_AIR_Q964055","0.049863479389024","0","361","0","478.2543023462295","4","0.3320416666666666","No Review & No Catalogue","0"
"1","1","A_BELEAGUERED_CITY_noWikiID","0.0520374856859669","0","362","1","0","0","0.15","No Review, Catalogue","0"
"364","1","THE_BEETLE_(NOVEL)_Q7716299","0.122244604531682","0","363","1","1315.8247942840349","3","0.5280747013938789","No Review, Catalogue","0"
"98","2","COELEBS_IN_SEARCH_OF_A_WIFE_Q5140605","0.0699415703280632","3","364","1","1951.2520115131006","2","0.6782953862520065","Review & Catalogue","1"
"308","2","SELF-CONTROL_(NOVEL)_Q3478102","0.0699415703280632","2","365","1","3274.5069931966236","9","4.0375857226463205","Review & Catalogue","1"
"336","2","TALES_OF_FASHIONABLE_LIFE_noWikiID","0.122244604531682","5","366","1","24065.624484496173","8","3.6462749681578845","Review & Catalogue","1"
"514","2","THE_MOONSTONE_Q2362563","0.724924183340321","1","367","1","1288.239489633642","3","1.4035531180243803","Review & Catalogue","1"
"60","2","ARMADALE_Q4792516","0.395337204568379","1","368","1","1353.9125070876119","5","3.144594082163137","Review & Catalogue","1"
"554","0","THE_PROFESSOR_(NOVEL)_Q762203","0.30372380755444","1","369","0","0","0","0.15","Review, No Catalogue","1"
"330","0","SUSPIRIA_DE_PROFUNDIS_Q3978307","0.117501066676145","0","37","0","15971.745830569667","1","0.36551487871039534","No Review & No Catalogue","0"
"661","1","VILLETTE_(NOVEL)_Q2449570","0.733799591996489","1","370","1","1306.82131873154","8","1.053030683831111","Review & Catalogue","1"
"423","1","THE_FIXED_PERIOD_Q7734312","0.11291791638611","0","371","1","104.48690289211656","1","0.8239552368396186","No Review, Catalogue","0"
"496","0","THE_LUCK_OF_BARRY_LYNDON_Q2124771","0.285047546124646","0","372","0","2038.8888451971472","2","0.5072178140175342","No Review & No Catalogue","0"
"565","0","THE_RIDDLE_OF_THE_SANDS_Q1170204","0.158330619297716","1","373","0","425.44586973581505","6","0.5457767278163579","Review, No Catalogue","1"
"583","0","THE_SLEEPER_AWAKES_Q650949","0.0566567958260902","0","374","0","1320.9082581142416","4","0.5862538592253014","No Review & No Catalogue","0"
"44","0","AFTER_LONDON;_OR,_WILD_ENGLAND_noWikiID","0.11291791638611","0","375","0","2424.276132222119","2","0.4582906371958455","No Review & No Catalogue","0"
"89","1","CELIBATES_noWikiID","0.117501066676145","0","376","1","1069.3952229494123","3","0.6787791852385137","No Review, Catalogue","0"
"131","1","EREWHON_REVISITED_Q5385740","0.0477757206414661","0","377","1","1320.5616272755074","3","0.5981274398119184","No Review, Catalogue","0"
"387","1","THE_CLEVER_WOMAN_OF_THE_FAMILY_noWikiID","0.0477757206414661","0","378","1","473.7567073664249","2","2.1158852875854257","No Review, Catalogue","0"
"41","1","ADELINE_MOWBRAY_Q65083334","0.0520374856859669","5","379","1","2117.386406969247","4","2.7902697865972974","Review & Catalogue","1"
"592","0","THE_STRING_OF_PEARLS_Q7767037","0.0477757206414661","0","38","0","1179.562111752568","10","2.2422524362452396","No Review & No Catalogue","0"
"418","4","THE_FATHER_AND_DAUGHTER_Q65052285","0.0520374856859669","4","380","1","571.5892772207397","1","0.940576439535901","Review & Catalogue","1"
"282","1","POPULAR_TALES_noWikiID","0.127152048513252","2","381","1","3085.710393385135","7","3.629798618208681","Review & Catalogue","1"
"398","2","THE_DEAD_SECRET_Q16934313","0.30372380755444","1","382","1","355.3452943414358","4","0.7590424770073799","Review & Catalogue","1"
"585","1","THE_SORROWS_OF_SATAN_Q13424700","0.0566567958260902","0","383","1","4642.71724545831","4","0.7289067399520386","No Review, Catalogue","0"
"459","0","THE_HISTORY_OF_THE_FAIRCHILD_FAMILY_Q7739822","0.0520374856859669","1","384","0","149.40697078550454","1","0.20454166666666668","Review, No Catalogue","1"
"615","0","THE_VILLAGE_IN_THE_JUNGLE_Q19902832","0.0477757206414661","0","385","0","9.665910254848875","1","0.1925","No Review & No Catalogue","0"
"600","0","THE_THREE_BROTHERS_noWikiID","0.0477757206414661","1","386","0","605.6679367347543","4","0.3870319444444444","Review, No Catalogue","1"
"334","0","TALE_OF_TWO_BAD_MICE_noWikiID","0.11291791638611","0","387","0","0","0","0.15","No Review & No Catalogue","0"
"591","1","THE_STORY_OF_THE_TREASURE_SEEKERS_Q7766848","0.0477757206414661","1","388","1","97.02934988987622","2","0.35288786144472306","Review & Catalogue","1"
"399","0","THE_DEMI-GODS_noWikiID","0.0477757206414661","0","389","0","0","0","0.15","No Review & No Catalogue","0"
"658","0","VARNEY_THE_VAMPIRE_Q1987925","0.0477757206414661","0","39","0","1344.9445882329328","9","2.9759459426037553","No Review & No Catalogue","0"
"479","0","THE_KING_OF_THE_PIRATES_noWikiID","0.117501066676145","0","390","0","660.3044195945643","3","1.0339135471009493","No Review & No Catalogue","0"
"246","1","NATURE_AND_ART_Q48770862","0.0543008598413405","2","391","1","48.814479554637764","1","0.4164966578685053","Review & Catalogue","1"
"432","0","THE_GORILLA_HUNTERS_Q17015740","0.0477757206414661","1","392","0","11765.83103206435","3","0.4532449903262916","Review, No Catalogue","1"
"104","1","CORAL_ISLAND_Q4232653","0.0566567958260902","1","393","1","11650.904871934134","3","0.43434930631417296","Review & Catalogue","1"
"467","1","THE_INHERITORS_(CONRAD_AND_FORD_NOVEL)_Q7742035","0.049863479389024","0","394","1","799.9582123217058","3","0.6514427753317644","No Review, Catalogue","0"
"215","1","LOVE_AND_MR_LEWISHAM_Q4271834","0.117501066676145","0","395","1","686.4740361266936","2","0.5624304441284085","No Review, Catalogue","0"
"359","1","THE_AWKWARD_AGE_noWikiID","0.11291791638611","0","396","1","424.3018789939006","6","1.1098026119261672","No Review, Catalogue","0"
"648","0","TRILBY_(NOVEL)_Q1691967","0.313316107488017","1","397","0","258.98114088942197","1","0.23969433109931249","Review, No Catalogue","1"
"92","1","CHILDREN_OF_THE_GHETTO_noWikiID","0.0520374856859669","0","398","1","528.113433329491","3","0.4831628983908435","No Review, Catalogue","0"
"15","2","A_LEGEND_OF_MONTROSE_Q3549611","0.11291791638611","0","399","1","258.0398724348846","2","0.6519313476616433","No Review, Catalogue","0"
"125","2","EAST_LYNNE_Q5328900","0.498261873505709","0","4","1","2530.252470384127","8","3.534124085246971","No Review, Catalogue","0"
"344","3","THE_ADVENTURES_OF_ANTHONY_VARNISH_noWikiID","0.049863479389024","2","40","1","848.4339839138617","3","1.4870286388558922","Review & Catalogue","1"
"55","1","AN_OUTCAST_OF_THE_ISLANDS_Q1090444","0.11291791638611","0","400","1","3078.783555275697","3","0.7641499356452985","No Review, Catalogue","0"
"539","1","THE_PARENT'S_ASSISTANT_Q3522169","0.137472234822425","0","401","1","1819.2047894258544","5","2.0944633892330593","No Review, Catalogue","0"
"378","0","THE_CASTLE_OF_WOLFENBACH_Q3520218","0.049863479389024","1","402","0","213.20981415533834","2","0.7859312936160334","Review, No Catalogue","1"
"487","1","THE_LIFE_OF_HARRIOT_STUART_noWikiID","0.0477757206414661","0","403","1","328.4257223303366","1","0.8709758155080178","No Review, Catalogue","0"
"434","1","THE_GREAT_GOD_PAN_Q1394704","0.137472234822425","0","404","1","0","0","0.15","No Review, Catalogue","0"
"548","0","THE_PORTRAIT_OF_MR._W._H._noWikiID","0.122244604531682","0","405","0","241.6747431366481","1","0.1925","No Review & No Catalogue","0"
"339","0","TANCRED_(NOVEL)_Q7682378","0.137472234822425","1","406","0","0","0","0.15","Review, No Catalogue","1"
"415","3","THE_FAIR_MAID_OF_PERTH_Q3209885","0.11291791638611","0","407","1","648.9473188232856","4","1.2467363397675144","No Review, Catalogue","0"
"290","3","REDGAUNTLET_Q3422871","0.562068477362731","2","408","1","105.58465275539389","3","0.6636944846847173","Review & Catalogue","1"
"18","0","A_MODERN_UTOPIA_Q1249074","0.122244604531682","1","409","0","0","0","0.15","Review, No Catalogue","1"
"456","2","THE_HISTORY_OF_SANDFORD_AND_MERTON_Q7739806","0.127152048513252","0","41","1","292.57101998784754","5","1.0623627025982856","No Review, Catalogue","0"
"553","1","THE_PRIVATE_PAPERS_OF_HENRY_RYECROFT_Q17027661","0.117501066676145","0","410","1","722.4725075589947","3","0.3015833333333333","No Review, Catalogue","0"
"353","1","THE_AMBASSADORS_Q650571","0.353247063375283","1","411","1","397.15457533316373","6","0.8156039442847853","Review & Catalogue","1"
"417","0","THE_FALLEN_LEAVES_(BOOK)_Q85807134","0.11291791638611","0","412","0","1565.042549451833","3","1.0544847335123737","No Review & No Catalogue","0"
"485","1","THE_LAW_AND_THE_LADY_(NOVEL)_Q3480742","0.395337204568379","1","413","1","390.0304976012997","3","0.7747475039350478","Review & Catalogue","1"
"243","0","MY_KALULU_PRINCE,_KING,_AND_SLAVE_noWikiID","0.0477757206414661","0","414","0","0","0","0.15","No Review & No Catalogue","0"
"210","2","LORNA_DOONE_Q3400981","0.135806373618849","2","415","1","1266.7887560962886","4","0.5108859307460797","Review & Catalogue","1"
"268","2","OUT_ON_THE_PAMPAS_noWikiID","0.0477757206414661","1","416","1","1215.1072081148043","4","0.48937483757106204","Review & Catalogue","1"
"631","1","THE_WINGS_OF_A_DOVE_Q1557588","0.285047546124646","1","417","1","702.6120348620509","5","0.825037940666091","Review & Catalogue","1"
"586","1","THE_SPOILS_OF_POYNTON_Q3809486","0.285047546124646","0","418","1","775.9088250722523","3","0.7407048232344731","No Review, Catalogue","0"
"275","0","PETER_AND_WENDY_Q3435337","0.374053924716987","0","419","0","0","0","0.15","No Review & No Catalogue","0"
"87","2","CECILIA_Q3233990","0.177146178958168","2","42","1","18159.458090479347","9","4.125998787082218","Review & Catalogue","1"
"318","2","SKETCHES_BY_BOZ_Q2609480","0.11291791638611","1","420","1","12486.419083782583","6","5.206574402731288","Review & Catalogue","1"
"135","2","EUGENE_ARAM_(NOVEL)_Q16385636","0.0477757206414661","1","421","1","4851.757873912418","4","2.2584458982550517","Review & Catalogue","1"
"503","1","THE_MANXMAN_noWikiID","0.0477757206414661","0","422","1","325.6744574546947","4","0.9038830896125093","No Review, Catalogue","0"
"191","1","JUDE_THE_OBSCURE_Q1248773","0.573104135313384","1","423","1","1545.739444974414","6","1.2237321187696926","Review & Catalogue","1"
"450","0","THE_HISTORY_OF_EMILY_MONTAGUE_Q42191035","0.0591085593605752","0","424","0","417.8435352970317","1","0.5710531086481744","No Review & No Catalogue","0"
"233","0","MEMOIRS_OF_A_MAGDALEN_Q6815279","0.0520374856859669","0","425","0","25.61533926952015","2","0.4735967615672988","No Review & No Catalogue","0"
"151","1","GOING_TO_MAYNOOTH_noWikiID","0.0477757206414661","0","426","1","0","0","0.15","No Review, Catalogue","0"
"408","2","THE_ENTAIL_noWikiID","0.148487553986026","0","427","1","58.98260238397523","1","0.1925","No Review, Catalogue","0"
"425","1","THE_FOOL_OF_QUALITY_Q7734703","0.0792421570318606","2","428","1","574.9968675508377","2","0.8415801154217699","Review & Catalogue","1"
"143","2","FELIX_HOLT_THE_RADICAL_Q5442230","0.154263355437284","1","429","1","4968.856679911932","4","2.816770377628448","Review & Catalogue","1"
"457","2","THE_HISTORY_OF_SIR_CHARLES_GRANDISON_Q3521260","0.117501066676145","0","43","1","4158.539352727201","3","1.399147930807983","No Review, Catalogue","0"
"636","0","THE_WRECKER_Q2753955","0.0477757206414661","0","430","0","1844.3566317458171","4","0.5916026137641489","No Review & No Catalogue","0"
"410","1","THE_EVIL_GUEST_noWikiID","0.11291791638611","0","431","1","0","0","0.15","No Review, Catalogue","0"
"97","1","COCK_AND_ANCHOR_noWikiID","0.11291791638611","1","432","1","790.4022243242524","2","1.3480913723221088","Review & Catalogue","1"
"118","1","DISCIPLINE_noWikiID","0.0543008598413405","1","433","1","1323.3000559604586","6","2.632989774551689","Review & Catalogue","1"
"651","1","TYPHOON_Q1329329","0.285047546124646","1","434","1","1580.472835621093","1","0.2707340393518518","Review & Catalogue","1"
"528","1","THE_NIGGER_OF_THE_NARCISSUS_Q478537","0.148487553986026","0","435","1","39.01388888888888","1","0.226707977816358","No Review, Catalogue","0"
"164","0","HEART_OF_DARKNESS_Q129778","0.75930721969968","0","436","0","5605.093083092772","3","0.891282700817098","No Review & No Catalogue","0"
"70","0","BLACK_BEAUTY_Q880092","0.363586690277014","0","437","0","935.0068036314942","1","0.21489069961741253","No Review & No Catalogue","0"
"522","1","THE_NETHER_WORLD_Q7753436","0.332981899154278","1","438","1","3601.7698145891777","4","2.242670196833725","Review & Catalogue","1"
"566","1","THE_ROMANCE_OF_A_SHOP_Q17019147","0.0543008598413405","0","439","1","68.57282364408762","1","0.1925","No Review, Catalogue","0"
"453","1","THE_HISTORY_OF_MISS_BETSY_THOUGHTLESS_noWikiID","0.127152048513252","0","44","1","9282.017351196822","3","2.2529576890473875","No Review, Catalogue","0"
"36","1","A_WORLD_OF_GIRLS_noWikiID","0.049863479389024","0","440","1","266.4629768820213","5","0.5932601502714627","No Review, Catalogue","0"
"256","1","NOSTROMO_Q430248","0.46129393099787","1","441","1","586.0808133651265","3","0.32823890046296295","Review & Catalogue","1"
"154","3","GULLIVER'S_TRAVELS_Q181488","0.971587266152791","1","442","1","226.57972897275997","3","0.3357186448728767","Review & Catalogue","1"
