,cosine_similarity,year,num_chunks
108,0.9982657432556152,1797.0,1980.0
109,0.9990565776824951,1798.0,685.0
110,0.9985995292663574,1799.0,1040.0
111,0.9934175610542297,1800.0,410.0
112,0.9996402859687805,1801.0,1005.0
113,0.985358715057373,1802.0,1990.0
114,0.9888122081756592,1803.0,800.0
115,0.999667763710022,1804.0,920.0
116,0.989815354347229,1805.0,305.0
117,0.9714758992195129,1806.0,750.0
118,0.9820759296417236,1807.0,610.0
119,0.9961034059524536,1808.0,1720.0
120,0.9974222183227539,1809.0,930.0
121,0.9904059171676636,1810.0,920.0
122,0.9977692365646362,1811.0,3615.0
123,0.9946781992912292,1812.0,540.0
124,0.9985799193382263,1813.0,2465.0
125,0.9977314472198486,1814.0,145.0
126,0.998046875,1815.0,575.0
127,0.9930552244186401,1816.0,2195.0
128,0.9971593022346497,1817.0,580.0
129,0.997329592704773,1818.0,765.0
130,0.9973504543304443,1819.0,90.0
131,0.9957669377326965,1820.0,2785.0
132,0.9985352754592896,1821.0,2955.0
133,0.9983065724372864,1822.0,2565.0
134,0.9993748664855957,1823.0,825.0
135,0.9946789145469666,1824.0,1260.0
136,0.9996290802955627,1825.0,4305.0
137,0.994356095790863,1826.0,1665.0
138,0.9985799193382263,1827.0,1155.0
139,0.9923962354660034,1828.0,260.0
140,0.9823449850082397,1829.0,190.0
141,0.9816820621490479,1830.0,695.0
142,0.9986841678619385,1831.0,585.0
143,0.974594235420227,1832.0,565.0
144,0.995826005935669,1833.0,1765.0
145,0.9944725036621094,1834.0,1315.0
146,0.9858693480491638,1835.0,465.0
147,0.9976778030395508,1836.0,4195.0
148,0.9987985491752625,1837.0,3780.0
149,0.9967619180679321,1838.0,265.0
150,0.994408369064331,1839.0,1345.0
151,0.9871644973754883,1840.0,585.0
152,0.9960595369338989,1841.0,800.0
153,0.9931445717811584,1842.0,2025.0
154,0.9947413206100464,1843.0,2145.0
155,0.9964841604232788,1844.0,70.0
156,0.9955369234085083,1845.0,360.0
157,0.9956194758415222,1846.0,2225.0
158,0.9997745752334595,1847.0,285.0
159,0.9980646371841431,1848.0,1680.0
160,0.9966626763343811,1849.0,830.0
161,0.9972219467163086,1850.0,2210.0
162,0.9956291317939758,1851.0,750.0
163,0.9957443475723267,1852.0,1765.0
164,0.9956982135772705,1853.0,470.0
165,0.9968273043632507,1854.0,725.0
166,0.996978759765625,1855.0,355.0
167,0.9970003366470337,1856.0,425.0
168,0.9973657131195068,1857.0,1230.0
169,0.9961982369422913,1858.0,4230.0
170,0.9975526332855225,1859.0,1390.0
171,0.9985266923904419,1860.0,1805.0
172,0.9966062307357788,1861.0,1755.0
173,0.998503565788269,1862.0,1290.0
174,0.9993201494216919,1863.0,3340.0
175,0.9989720582962036,1864.0,570.0
176,0.9970993995666504,1865.0,835.0
177,0.998792290687561,1866.0,1760.0
178,0.9966717958450317,1867.0,1845.0
179,0.9976820945739746,1868.0,2605.0
180,0.9932896494865417,1869.0,2260.0
181,0.991472601890564,1870.0,3980.0
182,0.9939479827880859,1871.0,3270.0
183,0.9958244562149048,1872.0,495.0
184,0.9992029070854187,1873.0,1575.0
185,0.9959908127784729,1874.0,3105.0
186,0.9946446418762207,1875.0,1615.0
187,0.996976912021637,1876.0,1295.0
188,0.9970023036003113,1877.0,780.0
189,0.9981743097305298,1878.0,3365.0
190,0.9973998069763184,1879.0,1860.0
191,0.9973558187484741,1880.0,1585.0
192,0.995384693145752,1881.0,1090.0
193,0.994565486907959,1882.0,2605.0
194,0.9977498054504395,1883.0,355.0
195,0.9964301586151123,1884.0,385.0
196,0.9941872358322144,1885.0,1620.0
197,0.9974331259727478,1886.0,1630.0
198,0.9980472326278687,1887.0,1735.0
199,0.9977066516876221,1888.0,1020.0
200,0.9987233281135559,1889.0,1385.0
201,0.9973675608634949,1890.0,750.0
202,0.998447060585022,1891.0,160.0
203,0.9937601685523987,1892.0,1135.0
204,0.9971091747283936,1893.0,1400.0
205,0.9991521835327148,1894.0,680.0
206,0.997754693031311,1895.0,370.0
207,0.9992737174034119,1896.0,2185.0
208,0.9986178874969482,1897.0,3245.0
209,0.9982861876487732,1898.0,10.0
210,0.997947633266449,1899.0,490.0
211,0.9951467514038086,1900.0,730.0
212,0.9990456104278564,1901.0,1780.0
213,0.9953308701515198,1902.0,1155.0
214,0.9975727796554565,1903.0,845.0
215,0.9967657923698425,1904.0,1000.0
216,0.9992349743843079,1905.0,140.0
217,0.9980123043060303,1906.0,1480.0
218,0.998169481754303,1907.0,1015.0
219,0.9988642334938049,1908.0,770.0
220,0.9978099465370178,1909.0,990.0
221,0.9959355592727661,1910.0,750.0
222,0.9990851283073425,1911.0,680.0
223,0.9975736141204834,1912.0,1130.0
224,0.9995296001434326,1913.0,310.0
225,0.9979580640792847,1914.0,580.0
