,cosine_similarity,year,num_chunks
0,0.9967775940895081,1689.0,4070.0
1,0.9999999403953552,1690.0,365.0
2,0.9999998807907104,1691.0,2485.0
3,0.9999998211860657,1692.0,1095.0
4,0.9999997615814209,1693.0,700.0
5,0.9701441526412964,1694.0,1665.0
6,0.9537327289581299,1695.0,830.0
7,0.9999988675117493,1696.0,720.0
8,0.9999991655349731,1697.0,770.0
9,0.9999990463256836,1698.0,2190.0
10,0.8973157487186905,1699.0,525.0
11,0.888550277342409,1700.0,220.0
12,0.9560678601264954,1701.0,2105.0
13,0.9999997019767761,1702.0,540.0
14,0.9999997019767761,1703.0,35.0
15,0.9991132020950317,1704.0,1940.0
16,0.9999998807907104,1705.0,735.0
17,0.9999999403953552,1706.0,980.0
18,0.9999998211860657,1707.0,425.0
19,0.9884679317474365,1708.0,1555.0
20,0.9986157417297363,1709.0,175.0
21,0.9715356826782227,1710.0,2330.0
22,0.9362332224845886,1711.0,980.0
23,0.9999997615814209,1712.0,405.0
24,0.9999997615814209,1713.0,2080.0
25,0.9988183975219727,1714.0,80.0
26,0.9452470541000366,1715.0,470.0
27,0.9613351821899414,1716.0,1665.0
28,1.0,1717.0,1075.0
29,0.9725637435913086,1718.0,655.0
30,0.9998869299888611,1719.0,165.0
31,0.9966058135032654,1720.0,730.0
32,0.9991862177848816,1721.0,4005.0
33,0.998708963394165,1722.0,670.0
34,0.9999999403953552,1723.0,1110.0
35,1.0,1724.0,75.0
36,0.9961212277412415,1725.0,1255.0
37,0.9832584857940674,1726.0,3265.0
38,0.9999999403953552,1727.0,415.0
39,0.958837628364563,1728.0,720.0
40,0.9981709718704224,1729.0,940.0
41,0.9135169982910156,1730.0,160.0
42,0.9939252138137817,1731.0,745.0
43,0.7894124984741211,1732.0,2060.0
44,0.9999925494194031,1733.0,700.0
45,0.4971467852592468,1734.0,1050.0
46,0.9966640472412109,1735.0,2050.0
47,0.6663433909416199,1736.0,1480.0
48,0.9869598746299744,1737.0,1500.0
49,0.9819287061691284,1738.0,3515.0
50,0.9968709945678711,1739.0,1490.0
51,0.9882350564002991,1740.0,980.0
52,0.9999998807907104,1741.0,435.0
53,1.0,1742.0,445.0
54,1.0,1743.0,1405.0
55,0.9699687361717224,1744.0,60.0
56,0.9961718320846558,1745.0,1875.0
57,0.9990147352218628,1746.0,1645.0
58,0.9960561394691467,1747.0,260.0
59,0.9994807243347168,1748.0,10.0
60,0.9927429556846619,1749.0,4240.0
61,0.9995955228805542,1750.0,1405.0
62,0.9999999403953552,1751.0,1100.0
63,0.9993013143539429,1752.0,1970.0
64,1.0,1753.0,775.0
65,0.9927838444709778,1754.0,1890.0
66,0.9952410459518433,1755.0,135.0
67,0.9999998807907104,1756.0,550.0
68,0.988702654838562,1757.0,1605.0
69,0.9988688826560974,1758.0,2120.0
70,0.9507032632827759,1759.0,2060.0
71,0.9994137287139893,1760.0,255.0
72,0.999826967716217,1761.0,2615.0
73,0.9936180710792542,1762.0,905.0
74,0.99942946434021,1763.0,940.0
75,0.9997608065605164,1764.0,545.0
76,0.9754742383956909,1765.0,1590.0
77,0.9999998807907104,1766.0,225.0
78,0.9876567721366882,1767.0,640.0
79,0.9940087199211121,1768.0,1840.0
80,0.9851160049438477,1769.0,610.0
81,0.9980174899101257,1770.0,135.0
82,0.9993095397949219,1771.0,1610.0
83,0.9985538721084595,1772.0,950.0
84,0.9927709102630615,1773.0,2430.0
85,0.9876011610031128,1774.0,2070.0
86,0.9891778230667114,1775.0,1560.0
87,0.997040867805481,1776.0,1665.0
88,0.9829715490341187,1777.0,1410.0
89,0.9711089134216309,1778.0,1860.0
90,0.9895427823066711,1779.0,1640.0
91,0.9996529817581177,1780.0,10905.0
92,0.9999998807907104,1781.0,1335.0
93,0.9967838525772095,1782.0,610.0
94,0.9987331628799438,1783.0,2250.0
95,0.9833050966262817,1784.0,105.0
96,0.9973198175430298,1785.0,1745.0
97,0.997812032699585,1786.0,2045.0
98,0.9919553995132446,1787.0,2055.0
99,0.9897433519363403,1788.0,440.0
100,0.9927481412887573,1789.0,2105.0
101,0.9911259412765503,1790.0,1710.0
102,0.9996805787086487,1791.0,890.0
103,0.9935424327850342,1792.0,2905.0
104,0.9992878437042236,1793.0,975.0
105,0.9989973306655884,1794.0,565.0
106,0.9996365904808044,1795.0,2195.0
107,0.9992544651031494,1796.0,845.0
