,text_id,intra_textual_variance,stepwise_distance,outlier_score,overlap_score
0,THE_EUSTACE_DIAMONDS_Q7732627,19.130528404704158,40.709238943153224,3.6500243e-08,0.9984025559105432
1,EVELINA_Q1635110,21.40866992198192,45.72324503652294,0.33340338,1.0
2,MARY_BARTON_Q2607078,22.715940940954653,47.536720874266685,2.9802322e-08,1.0
3,THE_PRINCESS_CASAMASSIMA_Q3211932,16.938510887385622,35.20571182249816,2.1073424e-08,1.0
4,THE_LITTLE_MINISTER_noWikiID,20.78259401302657,43.876458309420705,2.1073424e-08,0.9963636363636363
5,DOMBEY_AND_SON_Q963659,21.687592389925538,45.30243091215895,2.1073424e-08,0.9858657243816255
6,THE_SORROWS_OF_SATAN_Q13424700,19.969470903452166,41.56727574945695,0.45724544,1.0
7,THE_ASPERN_PAPERS_Q2362409,19.998152182339695,43.56753515455276,4.712161e-08,1.0
8,HAUNTINGS_noWikiID,25.71898472370166,54.54031672180091,0.6410083,1.0
9,IVANHOE_Q840974,23.623233775175546,50.063584269808906,2.9802322e-08,1.0
10,THE_ALTAR_OF_THE_DEAD_Q7713242,26.10774040466207,55.698396739946894,6.664002e-08,1.0
11,SON_OF_MARS_noWikiID,22.017521369209227,46.20012662044319,0.655885,1.0
12,A_SIMPLE_STORY_Q4659531,18.510987410255062,39.68225918222758,2.9802322e-08,0.9957983193277311
13,A_TALE_OF_A_TUB_Q2353123,27.244716133450616,60.652721365207135,0.7004929,1.0
14,THE_LAND_IRONCLADS_Q7745355,31.486928059724193,69.4751076630164,5.9604645e-08,1.0
15,THE_WHITE_ROOM_noWikiID,18.558156728523333,39.65418144047861,0.53759915,1.0
16,THE_GREAT_WAR_IN_ENGLAND_IN_1897_Q7737983,23.40037763880693,49.66426516481516,2.9802322e-08,1.0
17,THE_GORILLA_HUNTERS_Q17015740,21.737126498869728,46.502979484223715,0.5608188,1.0
18,STELLA_MARIS_noWikiID,19.159597968846874,40.28438551349813,2.1073424e-08,1.0
19,THE_HEROINE_noWikiID,23.714869846625728,50.470612319342216,3.6500243e-08,1.0
20,THE_LIFE_AND_OPINIONS_OF_TRISTRAM_SHANDY_GENTLEMAN_Q1164083,22.033606089248757,46.888647459723614,0.55682075,1.0
21,THE_VAMPYRE_Q509070,25.710354829588457,56.33488927612931,0.8405611,1.0
22,TIME_AND_THE_GODS_Q7805268,31.49858260118908,68.75677807772574,5.9604645e-08,1.0
23,LIBER_AMORIS_noWikiID,25.516245900132333,54.423662628657354,0.7965483,1.0
24,DAVID_ELGINBROD_Q5233331,22.630415756216387,47.09623567209616,2.9802322e-08,1.0
25,THE_GRIM_SMILE_OF_THE_FIVE_TOWNS_Q24255934,21.256674493296437,44.631714133699866,0.531817,1.0
26,THE_HISTORY_OF_THE_FAIRCHILD_FAMILY_Q7739822,22.673502894380402,49.27739375210699,0.46524116,1.0
27,THE_REAL_CHARLOTTE_noWikiID,17.735625506100543,37.447489326905675,2.9802322e-08,0.9883381924198251
28,CALEB_WILLIAMS_Q7784409,22.018886806279273,46.756129536641915,2.1073424e-08,0.9968944099378882
29,EXILUS_noWikiID,25.926861035249914,57.31277714258087,2.9802322e-08,0.9932885906040269
30,THE_KELLYS_AND_THE_O'KELLYS_Q7744082,21.590312909076477,45.91028442041624,2.1073424e-08,0.9976580796252927
31,AT_THE_BACK_OF_THE_NORTH_WIND_Q1619593,25.203918470567086,55.119723012832736,2.9802322e-08,1.0
32,MEMOIRS_OF_A_CAVALIER_Q6815274,25.71515894358684,56.181122757226674,2.9802322e-08,0.9955357142857143
