,mean,std,Q1,Q4,year,num_chunks
0,0.07063859701156616,0.08548321574926376,0.009120205882936716,0.12597999721765518,1688.0,870.0
1,0.09579399228096008,0.08873767405748367,0.03560097515583038,0.15582307055592537,1689.0,4070.0
2,0.09740696847438812,0.10040545463562012,0.0322139672935009,0.16903981566429138,1690.0,365.0
3,0.1191697046160698,0.09257549047470093,0.05704003572463989,0.17935895919799805,1691.0,2485.0
4,0.14140304923057556,0.09577928483486176,0.07800117880105972,0.20512785017490387,1692.0,1095.0
5,0.08271344751119614,0.09939966350793839,0.01273765042424202,0.15172987803816795,1693.0,700.0
6,0.09912791103124619,0.08901465684175491,0.040642838925123215,0.15802237391471863,1694.0,1665.0
7,0.06699363887310028,0.08568283170461655,0.010875069070607424,0.1224529854953289,1695.0,830.0
8,0.06590814888477325,0.08696985244750977,0.007150894613005221,0.12719190120697021,1696.0,720.0
9,0.09783293306827545,0.08833344280719757,0.03619323577731848,0.15627214312553406,1697.0,770.0
10,0.05815025046467781,0.09313828498125076,-0.001983105204999447,0.11904441192746162,1698.0,2190.0
11,0.1892072129339263,0.08750118300514713,0.13326041937708807,0.25228800946116814,1699.0,525.0
12,0.05082066357135773,0.0833040401339531,-0.0051363869570195675,0.10794881545007229,1700.0,220.0
13,0.1451159119606018,0.09144534915685654,0.08345681428909302,0.20768623054027557,1701.0,2105.0
14,0.058554261922836304,0.09225894510746002,-0.00583433173596859,0.12213494069874287,1702.0,540.0
15,0.25933143496513367,0.06769778579473495,0.2102230116724968,0.30836221575737,1703.0,35.0
16,0.1268949955701828,0.09155729413032532,0.06613127142190933,0.1908409334719181,1704.0,1940.0
17,0.07840752601623535,0.09451921284198761,0.01708925887942314,0.14374089241027832,1705.0,735.0
18,0.1115836352109909,0.08878176659345627,0.049221073277294636,0.17387890815734863,1706.0,980.0
19,0.10795585066080093,0.09673920273780823,0.04038969799876213,0.17287884652614594,1707.0,425.0
20,0.14764860272407532,0.09811506420373917,0.07642494514584541,0.21525321900844574,1708.0,1555.0
21,0.08640490472316742,0.08473888784646988,0.03478001244366169,0.1478782519698143,1709.0,175.0
