,Year,Circulating Library,mean,std
53,-24,1,0.7310934751938645,0.11133079098530896
54,-23,0,0.6818521295546257,0.13422671707880862
55,-23,1,0.7329452615116219,0.1081576547889473
56,-22,0,0.6837332998168492,0.1330920922353945
57,-22,1,0.7344698340969853,0.10781042219012242
58,-21,0,0.6861920622040173,0.13221712117294043
59,-21,1,0.7363145916001885,0.10757668861533422
60,-20,0,0.6876340493304871,0.13106359097956244
61,-20,1,0.7394413710063333,0.10671791536479572
62,-19,0,0.6881965815346266,0.12997821251534944
63,-19,1,0.740236348576885,0.10828168936762939
64,-18,0,0.6935752073687527,0.12798985444532326
65,-18,1,0.7419370370541699,0.11034628195592294
66,-17,0,0.6945340653958921,0.12804019911540204
67,-17,1,0.7441784351565708,0.11260983429504091
68,-16,0,0.6965140656519747,0.1278254920510643
69,-16,1,0.7476550433559044,0.11232106217597417
70,-15,0,0.6978033857589575,0.1290775922178303
71,-15,1,0.753129977179743,0.10843227164624526
72,-14,0,0.7012327584651975,0.12960985827389723
73,-14,1,0.755642471694284,0.10832707670968084
74,-13,0,0.7049361968585313,0.12372824404997364
75,-13,1,0.7595419293737266,0.10571050823097827
76,-12,0,0.7100006068529262,0.12003039293309413
77,-12,1,0.7645404030352365,0.10328356651984065
78,-11,0,0.7106127373442611,0.12057211217239698
79,-11,1,0.7668169126887721,0.10212541789156217
80,-10,0,0.7127104845945835,0.11938934811828383
81,-10,1,0.7686762254372657,0.10402779024387933
82,-9,0,0.7150713169281558,0.11991300042637423
83,-9,1,0.771487871352729,0.10512036566802861
84,-8,0,0.7162509567111511,0.12046053280267802
85,-8,1,0.7749843446260597,0.10198885616993383
86,-7,0,0.720200087015439,0.11943770880458071
87,-7,1,0.7777247275657755,0.10120359121412217
88,-6,0,0.723796294828735,0.11957426550284528
89,-6,1,0.7814184673251029,0.09935061058446334
90,-5,0,0.7281495891218288,0.11764917797611284
91,-5,1,0.784774275487501,0.09831234209187031
92,-4,0,0.7411288483235625,0.1216450945926065
93,-4,1,0.7973902038812972,0.09618571524688574
94,-3,0,0.7426879521895673,0.12091808698910095
95,-3,1,0.7995653356825887,0.09567534917787925
96,-2,0,0.7415792615869365,0.12045213073557821
97,-2,1,0.8009934304421047,0.09539368096408622
98,-1,0,0.7425257401445275,0.12097042292000998
99,-1,1,0.802776781031219,0.0947022155073035
100,0,0,0.7428330114333539,0.12126827951530479
101,0,1,0.8031676054858677,0.09495611891778097
102,1,0,0.7432561030570473,0.12222572178667601
103,1,1,0.80219706476026,0.09510081031503981
104,2,0,0.7411912259507166,0.12363598661188017
105,2,1,0.8032116841190775,0.09463545065799421
106,3,0,0.739173286571162,0.12551433415711472
107,3,1,0.8026387157253001,0.09457105109671435
108,4,0,0.7379615451268191,0.12690862838638645
109,4,1,0.8022440724858366,0.09398086015460305
110,5,0,0.7330248386922205,0.12913742130561537
111,5,1,0.802010926913883,0.09355296306014939
112,6,0,0.7198898339639976,0.12713976163843574
113,6,1,0.7926943615993494,0.09535098554523344
114,7,0,0.7139027540161677,0.12600244309528352
115,7,1,0.7917748073812081,0.0955413604610029
116,8,0,0.7111272412954701,0.12541472194943562
117,8,1,0.7904522264954592,0.0966053150164876
118,9,0,0.7116531475881955,0.12286893256615052
119,9,1,0.7902471976067236,0.09516598645977435
120,10,0,0.7111418835450023,0.12569995588760813
121,10,1,0.7898777418583148,0.09340913940417538
122,11,0,0.7129535568774716,0.12057131087165565
123,11,1,0.7896346391591252,0.09259880079748367
124,12,0,0.7092314244851512,0.12283282063565588
125,12,1,0.7895057146949169,0.0923670802067862
126,13,0,0.7117059153386779,0.122655420484047
127,13,1,0.7885923774108082,0.09203708128792155
128,14,0,0.7117849455368624,0.1215073578123092
129,14,1,0.7891183060013888,0.08798033541483966
130,15,0,0.7087451930492207,0.12681575565862713
131,15,1,0.7876545306342128,0.09007617235177064
132,16,0,0.7104148097611895,0.12015216586865139
133,16,1,0.786976730542337,0.08982404720467042
134,17,0,0.7117718240304289,0.11554656400626631
135,17,1,0.7883829172660716,0.08742769179897615
136,18,0,0.7146221146697073,0.11525154377755444
137,18,1,0.7877915091943861,0.08819047826959167
138,19,0,0.7133956614571896,0.11633596503717238
139,19,1,0.7865662405331717,0.09046424738903583
140,20,0,0.7136672565377242,0.11493149283305183
141,20,1,0.7876103903637175,0.08835097905596016
142,21,0,0.7127356825030602,0.11341214612496187
143,21,1,0.7891086240399364,0.08780139975049263
144,22,0,0.7132921612916127,0.11418340003583134
145,22,1,0.7868161439367538,0.08877642999210404
146,23,0,0.7161002945983358,0.1113968248352448
147,23,1,0.7860049016066709,0.08802760717095146
148,24,0,0.7162327418388192,0.11164725210671338
149,24,1,0.7842586425100302,0.08873232105474352
150,25,0,0.7175005810538259,0.10996801555018805
151,25,1,0.7829325777395583,0.08921777122451689
152,26,0,0.7166936707593988,0.11146139384771242
153,26,1,0.7834704089932116,0.08655072318994268
154,27,0,0.717503626587236,0.11022146415600352
155,27,1,0.7848921892071525,0.08421616235658747
156,28,0,0.7153656672399448,0.10960409657770223
157,28,1,0.7832069682517658,0.08548235026724016
158,29,0,0.7131460616861636,0.11342795512327164
159,29,1,0.7838086750954577,0.08455918119431832
160,30,0,0.7123485900395917,0.11595559841564403
161,30,1,0.7817487560206644,0.08737560528780744
162,31,0,0.7150797385480658,0.11370773837777647
163,31,1,0.781337998719502,0.08792641981392839
164,32,0,0.717720400956992,0.11339388957946737
165,32,1,0.7813267855399743,0.08505900496137712
166,33,0,0.7197968196334673,0.11551205560416507
167,33,1,0.7815786151196851,0.08463409153645254
168,34,0,0.7190651531465627,0.11477331631014463
169,34,1,0.7812013042492543,0.08291665530126098
170,35,0,0.72068602910252,0.11333334325334957
171,35,1,0.7819831401416314,0.08130867240734857
172,36,0,0.7210884078335396,0.1156655896655968
173,36,1,0.7805686098367253,0.08258607401086826
174,37,0,0.7201795484364316,0.11794792213546998
175,37,1,0.7798249554739799,0.08139834777355189
176,38,0,0.7210133603884727,0.11571160792301735
177,38,1,0.7787090332663787,0.08114971704634695
178,39,0,0.7207181223280577,0.11596221149041144
179,39,1,0.7777680544688572,0.08126407854002987
180,40,0,0.7185955876095722,0.1168235155390499
181,40,1,0.776812299218534,0.08058811220150777
182,41,0,0.7164347104109738,0.11718906989247224
183,41,1,0.7745509771408772,0.08057116160228175
184,42,0,0.7140780575872963,0.11702285373308928
185,42,1,0.7751028305001006,0.08113326275531213
186,43,0,0.7110352025110644,0.11586098921478889
187,43,1,0.77504553294054,0.0796870853829684
188,44,0,0.7087946729463849,0.11867258082695918
189,44,1,0.7735644104477412,0.08057519239977137
190,45,0,0.7036226359343098,0.12582457678672754
191,45,1,0.772267658771924,0.08065073738620263
192,46,0,0.6982870749845397,0.13519533286237145
193,46,1,0.7716294289450615,0.0797551541057016
194,47,0,0.6998220872347286,0.12897735795765117
195,47,1,0.7705868307294034,0.07953502679523128
196,48,0,0.7039842404020786,0.11668029976328124
197,48,1,0.7698366070465592,0.08124127172810079
198,49,0,0.7035787323246713,0.11443018733525122
199,49,1,0.7687893959810792,0.08043708961060982
200,50,0,0.7028808193888033,0.1132238368262996
201,50,1,0.7700641429331201,0.07599109798024996
