wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source
ABDALLAH;['Abdallah'];Tieck;Ludwig;noWikiID;1;Abdallah;../../tieck/abdallah/abdallah.html;1792;narration;Gutenberg-DE
ABU_TELFAN;['Abu Telfan', 'Abu- Telfan'];Raabe;Wilhelm;Q335418;14;Abu Telfan;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Abu_Telfan.xml;1867;novel;textgrid
ADAMS_ERSTES_ERWACHEN_UND_ERSTE_SEELIGE_NAECHTE;['Adams erstes Erwachen und erste seelige NÃ¤chte'];Müller;Friedrich;noWikiID;5;;http://www.zeno.org/Literatur/M/M%C3%BCller,+Friedrich+(Maler+M%C3%BCller)/Gedichte/Gedichte/Adams+erstes+Erwachen+und+erste+selige+N%C3%A4chte/Adams+Erwachen+im+Paradiese;1778;;zeno
ADDRICH_IM_MOOS;['Addrich im Moos'];Zschokke;Heinrich;noWikiID;2;Addrich im Moos;../../zschokke/addrich/addrich.html;1825;;Gutenberg-DE
ADELE;['Adele'];Lewald;Fanny;noWikiID;1;Adele;../../lewald/adele/adele.html;1841;novel;Gutenberg-DE
AESTHETISCHE_FELDZUEGE;['Aesthetische FeldzÃ¼ge'];Wienbarg;Ludolf;noWikiID;5;Aesthetische FeldzÃ¼ge;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Wienbarg_Ludolf_Aesthetische_FeldzÃ¼ge.xml;1834;;textgrid
AGATHODAEMON;['AgathodÃ¤mon'];Wieland;Christoph Martin;noWikiID;5;AgathodÃ¤mon;../../wieland/agathod/agathodm.html;1799;;Gutenberg-DE
AGNES_VON_LILIEN;['Agnes von Lilien'];Wolzogen;Caroline von;Q105642294;1;;http://www.zeno.org/Literatur/M/Wolzogen,+Caroline+von/Roman/Agnes+von+Lilien;1798;novel;zeno
AHNUNG_UND_GEGENWART;['Ahnung und Gegenwart'];Eichendorff;Joseph von;Q402329;29;;../../Eichendorff/ahnung/ahnung.html;1815;(['developmental novel'], ['novel']);Gutenberg-DE
ALSO_SPRACH_ZARATHUSTRA;['Also sprach Zarathustra'];Nietzsche;Friedrich;Q199774;1;;http://www.zeno.org/Philosophie/M/Nietzsche,+Friedrich/Also+sprach+Zarathustra;1883;(['philosophical novel'], []);zeno
ALTE_NESTER;['Alte Nester'];Raabe;Wilhelm;Q436036;3;;../../raabe/altenest/altenest.html;1880;([], ['novel']);Gutenberg-DE
ALTERSHAUSEN;['Altershausen'];Raabe;Wilhelm;noWikiID;1;Altershausen;../../raabe/altershs/altershs.html;1902;novel;Gutenberg-DE
AMANDA_UND_EDUARD;['Amanda und Eduard'];Mereau;Sophie;noWikiID;11;Amanda und Eduard;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Mereau_Sophie_Amanda_und_Eduard.xml;1803;;textgrid
AMAZONENSCHLACHT;['Amazonenschlacht'];Janitschek;Maria;noWikiID;1;Die Amazonenschlacht;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Janitschek_Maria_Die_Amazonenschlacht.xml;1897;novel;textgrid
AN_HEILIGEN_WASSERN;['An heiligen Wassern'];Heer;Jakob Christoph;noWikiID;1;An heiligen Wassern;../../heer/heilwass/heilwass.html;1898;novel;Gutenberg-DE
ANDREA_DELFIN;['Andrea Delfin'];Heyse;Paul;Q28054637;1;;../../heyse/delfin/delfin.html;1862;([], ['novella']);Gutenberg-DE
ANDROGYNE;['Androgyne'];Przybyszewski;Stanislaw;noWikiID;1;Androgyne;../../przybysz/androgyn/androgyn.html;1906;novel;Gutenberg-DE
ANGELA_BORGIA;['Angela Borgia'];Meyer;Conrad Ferdinand;noWikiID;9;Angela Borgia;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Angela_Borgia.xml;1891;novella;textgrid
ANNA;['Anna'];Schopenhauer;Adele;noWikiID;9;Anna;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schopenhauer_Adele_Anna.xml;1845;novel;textgrid
ANTON_REISER;['Anton Reiser'];Moritz;Karl Philipp Moritz;Q593385;36;;../../moritz/reiser/reiser.html;1785;(['developmental novel', 'psychological novel'], ['novel']);Gutenberg-DE
AQUIS_SUBMERSUS;['Aquis submersus', 'In Aquis submersus'];Storm;Theodor;Q623355;9;Aquis Submersus;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Aquis_Submersus.xml;1878;novella;textgrid
ARBEIT;['Arbeit'];Frapan;Ilse;noWikiID;1;Arbeit;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Frapan_Ilse_Arbeit.xml;1903;novel;textgrid
ARDINGHELLO;['Ardinghello'];Heinse;Wilhelm ;noWikiID;2;;../../heinse/ardinghe/ardinghe.html;1787;;Gutenberg-DE
ARDISTAN_UND_DSCHINNISTAN;['Ardistan', 'Ardistan und Dschinnistan'];May;Karl;Q639501;2;Ardistan und Dschinnistan II;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/May_Karl_Ardistan_und_Dschinnistan_II.xml;1909;novel;textgrid
ARIEL'S_OFFENBARUNGEN;"[""Ariel's Offenbarungen""]";Arnim;Achim von;noWikiID;2;Ariel's Offenbarungen;../../arnim/ariel/ariel.html;1804;novel;Gutenberg-DE
ARISTIPP_UND_EINIGE_SEINER_ZEITGENOSSEN;['Aristipp und einige seiner Zeitgenossen'];Wieland;Christoph Martin;noWikiID;3;Aristipp und einige seiner Zeitgenossen;http://www.zeno.org/Literatur/M/Wieland,+Christoph+Martin/Romane/Aristipp+und+einige+seiner+Zeitgenossen;1800;novel;zeno
ARMUT,_REICHTUM,_SCHULD_UND_BUSSE_DER_GRAEFIN_DOLORES;['GrÃ¤fin Dolores', 'Die GrÃ¤fin Dolores', 'Arnims Dolores', 'Arnims GrÃ¤fin Dolores'];Arnim;Achim von;Q689540;16;Armut, Reichtum, Schuld  und BuÃŸe der GrÃ¤fin Dolores;../../arnim/dolores/dolores.html;1810;([], ['novel']);Gutenberg-DE
ASIATISCHE_BANISE;['Asiatische Banise'];Ziegler und Kliphausen;Heinrich Anselm von;noWikiID;10;Asiatische Banise;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ziegler_und_Kliphausen_Heinrich_Anselm_von_Asiatische_Banise.xml;1689;;textgrid
ASPASIA;['Aspasia'];Hamerling;Robert;noWikiID;1;Aspasia;../../hamerlin/aspasia/aspasia.html;1875;novel;Gutenberg-DE
AUCH_EINER;['Auch Einer', 'Eine Reisebekanntschaft'];Vischer;Friedrich Theodor;Q758582;2;Auch Einer;../../vischer/aucheinr/aucheinr.html;1879;novel;Gutenberg-DE
AUF_DEM_STAATSHOF;['Auf dem Staatshof'];Storm;Theodor;noWikiID;5;Auf dem Staatshof;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Auf_dem_Staatshof.xml;1859;novella;textgrid
AUF_DER_UNIVERSITAET;['Auf der UniversitÃ¤t'];Storm;Theodor;Q15792139;1;Auf der UniversitÃ¤t;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Auf_der_UniversitÃ¤t.xml;1862;novella;textgrid
AUF_DER_WEGWACHT;['Auf der Wegwacht'];Ertl;Emil;noWikiID;1;Auf der Wegwacht;../../ertl/wegwacht/wegwacht.html;1911;novel;Gutenberg-DE
AUF_ZWEI_PLANETEN;['Auf zwei Planeten'];Lasswitz;Kurd;Q4310936;1;;"../../lasswitz/auf2pl-1/auf2pl-1.html; ../../lasswitz/auf2pl-2/auf2pl-2.html";1897;(['science fiction novel'], ['novel']);Gutenberg-DE
AUS_DEM_BOEHMERWALDE;['Aus dem BÃ¶hmerwalde'];Rank;Josef;noWikiID;1;Aus dem  BÃ¶hmerwalde;../../rankjo/boehmerw/boehmerw.html;1842;narration;Gutenberg-DE
AUS_DEM_LEBEN_EINER_FRAU;['Aus dem Leben einer Frau'];Aston;Louise;Q101323690;5;Aus dem Leben einer Frau;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Aston_Louise_Aus_dem_Leben_einer_Frau.xml;1847;([], ['novel']);textgrid
AUS_DEM_LEBEN_EINES_TAUGENICHTS;['Aus dem Leben eines Taugenichts', 'Taugenichts'];Eichendorff;Joseph von;Q777658;13;Aus dem Leben eines  Taugenichts;../../Eichendorff/taugeni/taugn001.html;1826;(['developmental novel'], ['novella']);Gutenberg-DE
AUS_DEN_MEMOIREN_DES_HERRN_SCHNABELEWOPSKI;['Aus den Memoiren des Herrn Schnabelewopski'];Heine;Heinrich;noWikiID;1;;../../heine/schnabel/schnabel.html;1833;;Gutenberg-DE
AUS_DER_CHRONIKA_EINES_FAHRENDEN_SCHUELERS;['Aus der Chronika des fahrenden SchÃ¼lers', 'Aus der Chronika eines fahrenden SchÃ¼lers', 'Chronika eines fahrenden SchÃ¼lers'];Brentano;Clemes;Q777681;7;Aus der Chronika  eines fahrenden SchÃ¼lers;../../brentano/chronik2/chronik2.html;1818;([], ['narration']);Gutenberg-DE
AUS_EINER_FAMILIE;['Aus einer Familie'];Hoefer;Edmund;noWikiID;1;Aus einer Familie;../../hoefer/5familie/5familie.html;1853;novel;Gutenberg-DE
AUS_GUTER_FAMILIE;['Aus guter Familie'];Reuter;Gabriele;noWikiID;2;Aus guter  Familie;../../reuterga/gutfamil/gutfamil.html;1908;;Gutenberg-DE
AUS_MEINEM_LEBEN._DICHTUNG_UND_WAHRHEIT;['Dichtung und Wahrheit', 'Aus meinem Leben'];Goethe;Johann Wolfgang von;Q569377;37;Aus meinem Leben.;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Aus_meinem_Leben.xml;1811;(['autobiography'], ['novel']);textgrid
AUS_TROTZKOPFS_EHE;['Aus Trotzkopfs Ehe'];Wildenhagen;Else;noWikiID;1;Aus Trotzkopfs  Ehe;../../wildenha/trotzehe/trotzehe.html;1895;novel;Gutenberg-DE
AUSWAHL_AUS_DES_TEUFELS_PAPIEREN;['Auswahl aus des Teufels Papieren'];Paul;Jean;noWikiID;3;Auswahl aus des Teufels  Papieren;../../jeanpaul/teufel/teufel.html;1789;;Gutenberg-DE
BAHNWAERTER_THIEL;['BahnwÃ¤rter Thiel'];Hauptmann;Gerhart;Q803617;10;;29376;1888;([], ['narration', 'novella']);Gutenberg-US
BARBAROSSA;['Barbarossa'];Heyse;Paul;noWikiID;2;Barbarossa;../../heyse/barbaros/barbaros.html;1869;novella;Gutenberg-DE
BEATRICE;['Beatrice'];Heyse;Paul;noWikiID;1;Beatrice;../../heyse/beatric/beatric.html;1867;novella;Gutenberg-DE
BEBUQUIN;['Bebuquin oder Die Dilettanten des Wunders'];Einstein;Carl;Q30134038;3;epub;https://in-transit.cc/buecher/aktualisiert-carl-einstein-bebuquin;1912;(['prose'], ['novel']);epub
BELPHEGOR;['Belphegor'];Wezel;Johann Karl;noWikiID;6;Belphegor;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Wezel_Johann_Karl_Belphegor.xml;1776;novel;textgrid
BILDER_UND_GESCHICHTEN_AUS_SCHWABEN;['Bilder und Geschichten aus dem schwÃ¤bischen Leben'];Wildermuth;Ottilie;Q15788617;1;;http://www.zeno.org/Literatur/M/Wildermuth,+Ottilie/Erz%C3%A4hlungen/Bilder+und+Geschichten+aus+Schwaben;1847;collection of stories;zeno
BLUMEN;['Blumen'];Schnitzler;Arthur;noWikiID;7;Blumen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Blumen.xml;1894;novella;textgrid
BOZENA;['Bozena'];Ebner-Eschenbach;Marie von;noWikiID;3;Bozena;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_BoÅ¾ena.xml;1876;novella;textgrid
BRIEFE_EINES_NARREN_UND_EINER_NAERRIN;['Briefe eines Narren und einer NÃ¤rrin'];Gutzkow;Karl;noWikiID;3;Briefe eines Narren an  eine NÃ¤rrin;../../gutzkow/narrbrf/narrbrf.html;1832;novel;Gutenberg-DE
BRIGITTA_(STIFTER);['Brigitta'];Stifter;Adalbert;Q539511;3;Brigitta;../../stifter/brigitta/brigitta.html;1847;([], ['novel']);Gutenberg-DE
BUDDENBROOKS;['Thomas Buddenbrook', 'Buddenbrooks'];Mann;Thomas;Q326909;15;;34811;1901;(['family saga novel', 'period novel', 'Bildungsroman', 'social problem fiction', 'saga', 'roman Ã  clef'], ['novel']);Gutenberg-US
BULEMANNS_HAUS;['Bulemanns Haus'];Storm;Theodor;Q1003556;1;;http://www.zeno.org/Literatur/M/Storm,+Theodor/M%C3%A4rchen+und+Spukgeschichten/Bulemanns+Haus;1864;novella;zeno
BUNTE_STEINE;['Bunte Steine', 'Bunten Steine'];Stifter;Adalbert;Q1009887;22;Bunte Steine;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Stifter_Adalbert_Bunte_Steine.xml;1853;([], ['short story']);textgrid
CÉCILE;['Cécile'];Fontane;Theodor;noWikiID;4;Cécile;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Cécile.xml;1886;novel;textgrid
CABANIS;['Cabanis'];Alexis;Willibald;noWikiID;4;Cabanis;../../alexis/cabanis/cabanis.html;1830;;Gutenberg-DE
CARSTEN_CURATOR;['Carsten Curator'];Storm;Theodor;Q1045516;2;;../../storm/curator/curator.html;1878;novella;Gutenberg-DE
CHRISTA_RUHLAND;['Christa Ruhland'];Dohm;Hedwig;noWikiID;1;Christa Ruland;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Dohm_Hedwig_Christa_Ruland.xml;1902;novel;textgrid
CLEMENTINE;['Clementine'];Lewald;Fanny;noWikiID;1;Clementine;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Lewald_Fanny_Clementine.xml;1843;novel;textgrid
DAPHNIS;['Daphnis'];Gessner;Salomon;noWikiID;3;Daphnis;../../gessner/daphnis/daphnis.html;1854;narrative;Gutenberg-DE
DAS_ALTE_HAUS;['Das alte Haus'];Seidel;Heinrich;noWikiID;1;Das alte Haus;../../seidelh/altehaus/altehaus.html;1887;([], ['short story']);Gutenberg-DE
DAS_AMULETT;['Das Amulett', 'Das Amulett)8'];Meyer;Conrad Ferdinand;Q1167148;16;Das Amulett;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Das_Amulett.xml;1873;novella;textgrid
DAS_BLUETHENALTER_DER_EMPFINDUNG;['Das BlÃ¼thenalter der Empfindung'];Mereau;Sophie;noWikiID;3;Das BlÃ¼thenalter der Empfindung;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Mereau_Sophie_Das_BlÃ¼thenalter_der_Empfindung.xml;1794;;textgrid
DAS_BUCH_LE_GRAND;['Das Buch Le Grand'];Heine;Heinrich;noWikiID;2;Das Buch Le Grand;../../heine/legrand/legrand.html;1827;narration;Gutenberg-DE
DAS_DUELL;['Das Duell'];Wichert;Ernst;noWikiID;1;Das Duell;../../wichert/duell/duell.html;1900;narration;Gutenberg-DE
DAS_ERDBEBEN_IN_CHILI;['Das Erdbeben in Chili', 'Erdbeben in Chili'];Kleist;Heinrich von;Q1167748;4;Das Erdbeben in Chili;../../kleist/erdbeben/chili.html;1807;([], ['short story']);Gutenberg-DE
DAS_ERDBEERIMAREILI;['Das Erdbeerimareili'];Gotthelf;Jeremias;noWikiID;1;Das Erdbeerimareili;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gotthelf_Jeremias_Das_Erdbeerimareili.xml;1851;narration;textgrid
DAS_FRAEULEIN_VON_SCUDERI;['Das FrÃ¤ulein von Scuderi'];Hoffmann;E. T. A;Q358642;7;Das FrÃ¤ulein von  Scuderi;../../Hoffmann/scuderi/index.html;1819;(['crime fiction'], ['novella']);Gutenberg-DE
DAS_GEHEIMNIS_DER_ALTEN_MAMSELL;['Das Geheimnis der alten Mamsell'];Marlitt;Eugenie;noWikiID;2;Das Geheimnis der alten Mamsell;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Marlitt_Eugenie_Das_Geheimnis_der_alten_Mamsell.xml;1868;novel;textgrid
DAS_GEHEIMNISS_DES_KOSMOPOLITEN-ORDENS;['Das GeheimniÃŸ des Kosmopoliten-Ordens'];Wieland;Christoph Martin;noWikiID;2;Das GeheimniÃŸ  des Kosmopoliten-Ordens;../../wieland/kosmopol/kosmopol.html;1788;narration;Gutenberg-DE
DAS_GEMEINDEKIND;['Das Gemeindekind'];Ebner-Eschenbach;Marie von;Q1168304;3;Das Gemeindekind;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_Das_Gemeindekind.xml;1887;(['social criticism'], ['prose', 'novel']);textgrid
DAS_GESPENST;['Das Gespenst'];Nordhausen;Richard;noWikiID;3;Das Gespenst;../../nordhaus/gespenst/gespenst.html;1896;novella;Gutenberg-DE
DAS_GLUECK;['Das GlÃ¼ck'];Laube;Heinrich;Q3209153;1;Das GlÃ¼ck;../../laube/glueck/glueck.html;1887;([], ['short story']);Gutenberg-DE
DAS_GOLDMACHERDORF;['Das Goldmacherdorf'];Zschokke;Heinrich;Q114357971;2;Das  Goldmacherdorf;../../zschokke/goldmach/goldmach.html;1817;(['novel'], []);Gutenberg-DE
DAS_HEIMWEH;['Das Heimweh'];Mosen;Julius;Q1168923;1;Das Heimweh;../../mosen/heimweh/heimweh.html;1794;novel;Gutenberg-DE
DAS_HEXAMERON_VON_ROSENHAIN;['Das Hexameron von Rosenhain'];Wieland;Christoph Martin;noWikiID;1;Das Hexameron von  Rosenhain;../../wieland/rosnhain/rosnhain.html;1803;collection of stories;Gutenberg-DE
DAS_HOELZERNE_BEIN;['Das hÃ¶lzerne Bein'];Gessner;Salomon;noWikiID;2;Das hÃ¶lzerne  Bein;../../gessner/holzbein/holzbein.html;1759;prose;Gutenberg-DE
DAS_JUDENGRAB;['Das Judengrab'];Huch;Ricarda;Q18411268;1;;33827;1905;narrative;Gutenberg-US
DAS_JUNGE_EUROPA;['Das junge Europa'];Laube;Heinrich;noWikiID;2;Das junge Europa;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Laube_Heinrich_Das_junge_Europa.xml;1833;novel;textgrid
DAS_KAJUETENBUCH;['Das KajÃ¼tenbuch'];Sealsfield;Charles;noWikiID;1;Das KajÃ¼tenbuch;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Sealsfield_Charles_Das_KajÃ¼tenbuch.xml;1841;narration;textgrid
DAS_KLOSTER_BEI_SENDOMIR;['Das Kloster bei Sendomir'];Grillparzer;Franz;Q1169335;1;Das Kloster bei Sendomir;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Grillparzer_Franz_Das_Kloster_bei_Sendomir.xml;1827;([], ['novella']);textgrid
DAS_KREUZ_IM_VENN;['Das Kreuz im Venn'];Viebig;Clara;noWikiID;1;Das Kreuz im Venn;../../viebig/kreuvenn/kreuvenn.html;1908;novel;Gutenberg-DE
DAS_LEBEN_DER_HOCHGRAEFIN_GRITTA_VON_RATTENZUHAUSBEIUNS;['Das Leben der <HochgrÃ¤fin Gritta von Rattenzuhausbeiuns'];Arnim;Bettina von;noWikiID;1;Das Leben der HochgrÃ¤fin Gritta von Rattenzuhausbeiuns;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Arnim_Bettina_von_Das_Leben_der_HochgrÃ¤fin_Gritta_von_Rattenzuhausbeiuns.xml;1844;narration;textgrid
DAS_LEBEN_UND_DIE_MEINUNGEN_DES_HERRN_MAGISTER_SEBALDUS_NOTHANKER;['Das Leben und die Meinungen des Herrn Magisters Sebaldus Nothanker', 'Das Leben und die Meinungen des Herrn Magister Sebaldus Nothanker'];Nicolai;Friedrich ;Q1810894;2;Das Leben und die  Meinungen des Herrn Magister Sebaldus Nothanker;../../nicolai/sebaldus/sebaldus.html;1773;novel;Gutenberg-DE
DAS_LEIDEN_EINES_KNABEN;['Das Leiden eines Knaben'];Meyer;Conrad Ferdinand;Q1169610;5;Das Leiden eines Knaben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Meyer_Conrad_Ferdinand_Das_Leiden_eines_Knaben.xml;1877;novella;textgrid
DAS_MAEDCHEN_VON_TREPPI;['Das MÃ¤dchen von Treppi'];Heyse;Paul;Q28071194;1;Das MÃ¤dchen von  Treppi;../../heyse/treppi/treppi.html;1855;([], ['novella']);Gutenberg-DE
DAS_MAERCHEN_DER_672._NACHT;['Das MÃ¤rchen der 672. Nacht'];Hofmannsthal;Hugo von;Q1169916;1;Das MÃ¤rchen der 672. Nacht;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hofmannsthal_Hugo_von_Das_MÃ¤rchen_der_672_Nacht.xml;1895;([], ['ErzÃ¤hlung']);textgrid
DAS_MARMORBILD;['Marmorbild', 'Das Marmorbild'];Eichendorff;Joseph von;Q1169722;22;Das Marmorbild;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Eichendorff_Joseph_von_Das_Marmorbild.xml;1818;([], ['novella']);textgrid
DAS_NATURFORSCHERSCHIFF;['Das Naturforscherschiff'];Wörishöffer;Sophie;noWikiID;1;Das  Naturforscherschiff;../../woerisho/naturfor/naturfor.html;1881;novel;Gutenberg-DE
DAS_NUSS-KERNEN;['Das NuÃŸ-Kernen, eine pfÃ¤lzische Idylle', 'Das NuÃŸ-Kernen'];Müller;Friedrich;noWikiID;5;Das NuÃŸkernen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/MÃ¼ller_Friedrich_(Maler_MÃ¼ller)_Das_NuÃŸkernen.xml;1778;idylls;textgrid
DAS_ODFELD;['Das Odfeld', 'das Odfeld'];Raabe;Wilhelm;Q1169997;6;Das Odfeld;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Das_Odfeld.xml;1888;novel;textgrid
DAS_RECHT_DER_MUTTER;['Das Recht der Mutter'];Böhlau;Helene;noWikiID;3;Das Recht der  Mutter;../../boehlau/rechtmut/rechtmut.html;1896;novel;Gutenberg-DE
DAS_SANCTUS;['Das Sanctus'];Hoffmann;E. T. A;Q1170225;1;Das Sanctus;../../Hoffmann/sanctus/sanctus.html;1816;([], ['short story']);Gutenberg-DE
DAS_SCHAEDLICHE;['Das SchÃ¤dliche'];Ebner-Eschenbach;Marie von;noWikiID;1;Das SchÃ¤dliche;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_Das_SchÃ¤dliche.xml;1894;narration;textgrid
DAS_SCHATZHAUS_DES_KOENIGS;['Das Schatzhaus des KÃ¶nigs'];Walloth;Wilhelm;noWikiID;1;Das Schatzhaus des  KÃ¶nigs;../../walloth/schatzhs/schatzhs.html;1883;novel;Gutenberg-DE
DAS_SCHLOSS_DUERANDE;['Das SchloÃŸ DÃ¼rande', 'Das Schloss DÃ¼rande'];Eichendorff;Joseph von;Q1170280;3;Das SchloÃŸ  DÃ¼rande;../../Eichendorff/duerande/duerande.html;1817;([], ['novella']);Gutenberg-DE
DAS_SCHWEIGEN_IM_WALDE;['Das Schweigen im Walde'];Ganghofer;Ludwig;noWikiID;2;Das Schweigen im  Walde;../../ganghofe/schweign/schweign.html;1899;novel;Gutenberg-DE
DAS_STEINERNE_HERZ;['Das steinerne Herz'];Hoffmann;E. T. A;noWikiID;2;Das steinerne Herz;../../Hoffmann/herz/herz.html;1816;([], ['novel']);Gutenberg-DE
DAS_STUTTGARTER_HUTZELMAENNLEIN;['Das Stuttgarter HutzelmÃ¤nnlein'];Mörike;Eduard;Q13142535;1;Das Stuttgarter  HutzelmÃ¤nnlein;../../moerike/hutzel/hutzel.html;1853;fairy tale;Gutenberg-DE
DAS_URTEIL_(KAFKA);['Das Urteil'];Kafka;Franz;Q278998;10;Das Urteil;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Kafka_Franz_Das_Urteil.xml;1913;(['short story'], ['narration']);textgrid
DAS_VERLASSENE_HAUS;['Das verlassene Haus'];Hoefer;Edmund;noWikiID;1;Das verlassene  Haus;../../hoefer/1verhaus/1verhaus.html;1845;collection of stories;Gutenberg-DE
DAS_VERLORENE_LACHEN;['Das verlorene Lachen', 'Verlorene Lachen', 'Verlorenen Lachens', 'Verlorenes Lachen'];Keller;Gottfried;Q1171678;12;Das verlorene Lachen;../../keller/lachen/lachen.html;1874;novella;Gutenberg-DE
DAS_VERMAECHTNIS_DES_INKA;['Das VermÃ¤chtnis des Inka'];May;Karl;noWikiID;1;Das VermÃ¤chtnis des  Inka;../../may/inka/0inhalt.html;1891;narration;Gutenberg-DE
DAS_WALDROESCHEN;['Das WaldrÃ¶schen'];May;Karl;noWikiID;2;multiple pages;../../may/waldroe1/waldroe1.html;1883;;Gutenberg-DE
DAS_WEIBERDORF;['Das Weiberdorf'];Viebig;Clara;noWikiID;1;;55565;1900;;Gutenberg-US
DAS_ZAUBERSCHLOSS;['Das ZauberschloÃŸ'];Tieck;Ludwig;noWikiID;1;Das  ZauberschloÃŸ;../../tieck/zaubers/zaubers.html;1830;narration;Gutenberg-DE
DE_PROFUNDIS;['De profundis'];Przybyszewski;Stanislaw;noWikiID;1;De Profundis;../../przybysz/deprofun/deprofun.html;1895;;Gutenberg-DE
DEN_STEIN_DER_WEISEN;['Den Stein der Weisen'];Wieland;Christoph Martin;noWikiID;1;Der Stein der Weisen;../../wieland/stein/stein.html;1791;narration;Gutenberg-DE
DER_ALTE_VOM_BERGE;['Der Alte vom Berge'];Tieck;Ludwig;noWikiID;1;Der Alte vom Berge;../../tieck/alteberg/alteberg.html;1828;novel;Gutenberg-DE
DER_AMERIKAMUEDE;['Der AmerikamÃ¼de'];Kürnberger;Ferdinand;noWikiID;1;Der  AmerikamÃ¼de;../../kuernber/amerika/amerika.html;1855;novel;Gutenberg-DE
DER_AMTMANN_VON_HOHENWEILER;['Der Amtmann von Hohenweiler'];Naubert;Benedikte;noWikiID;1;;pdf;1787;;sophie
DER_APOSTEL_(HAUPTMANN);['Der Apostel'];Hauptmann;Gerhart;Q28131950;1;;;1890;([], ['novella']);DTA
