wikiname;variations;author;author_firstname;wikiID;freq;repo_title;repoID;pub_year;genre;text_source
SCHACH_VON_WUTHENOW;['Schach von Wuthenow'];Fontane;Theodor;Q2229265;23;;../../fontane/schach2/schach2.html;1882;([], ['novel', 'narration']);Gutenberg-DE
SCHACHTEL_MIT_DER_FRIEDENSPUPPE;['Schachtel mit der Friedenspuppe'];Brentano;Clemes;noWikiID;1;Die Schachtel mit der  Friedenspuppe;../../brentano/puppe/puppe.html;1815;;Gutenberg-DE
SCHELMUFFSKY;['Schelmuffsky'];Reuter;Christian;Q107356648;6;Schelmuffsky;../../reuterc/schelmuf/schelmuf.html;1696;(['travel book'], ['novel']);Gutenberg-DE
SCHICKSALE_EINER_SEELE;['Schicksale einer Seele'];Dohm;Hedwig;noWikiID;2;Schicksale einer Seele;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Dohm_Hedwig_Schicksale_einer_Seele.xml;1899;;textgrid
SCHLOSS_AVALON;['SchloÃŸ Avalon'];Alexis;Willibald;noWikiID;1;multiple pages;../../alexis/avalon;1826;;Gutenberg-DE
SCHLOSS_UND_FABRIK;['SchloÃŸ und Fabrik'];Otto;Louise;noWikiID;2;SchloÃŸ und Fabrik;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Otto_Louise_SchloÃŸ_und_Fabrik.xml;1846;;textgrid
SCHWARZWAELDER_DORFGESCHICHTEN;['SchwarzwÃ¤lder Dorfgeschichten', 'SchwarzwÃ¤lder Doifgeschichten'];Auerbach;Berthold;Q60982841;12;SchwarzwÃ¤lder Dorfgeschichten;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Auerbach_Berthold_SchwarzwÃ¤lder_Dorfgeschichten.xml;1842;(['Dorfgeschichte'], ['narration']);textgrid
SCHWEIGEN;['Schweigen'];Storm;Theodor;noWikiID;2;Schweigen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Schweigen.xml;1883;narrative;textgrid
SELTSAMES_BEGEGNEN_UND_WIEDERSEHEN;['Seltsames Begegnen und Wiedersehen'];Arnim;Achim von;Q2268722;2;;../../arnim/erzaehlg/chap005.html;1818;narrative;Gutenberg-DE
SERAPHINE;['Seraphine'];Gutzkow;Karl;noWikiID;1;Seraphine;../../gutzkow/seraphin/seraphin.html;1837;;Gutenberg-DE
SIBILLA_DALMAR;['Sibilla Dalmar'];Dohm;Hedwig;noWikiID;2;Sibilla Dalmar;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Dohm_Hedwig_Sibilla_Dalmar.xml;1896;;textgrid
LA_SIBYLLE;['La Sibylle'];Hahn Hahn;Ida von;noWikiID;1;Sibylle;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Hahn_Hahn_Ida_GrÃ¤fin_von_Sibylle.xml;1846;;textgrid
SIEBEN_LEGENDEN;['Sieben Legenden'];Keller;Gottfried;Q1652394;6;Sieben Legenden;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Keller_Gottfried_Sieben_Legenden.xml;1872;([], ['collection volume', 'narration']);textgrid
SIEBENKAES;['SiebenkÃ¤s'];Paul;Jean;Q2282375;7;;../../jeanpaul/siebenks/siebenks.html;1796;(['fantasy'], ['novel']);Gutenberg-DE
SIEGWART;['Siegwart'];Miller;Johann;noWikiID;3;Siegwart;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Miller_Johann_Martin_Siegwart.xml;1776;;textgrid
SOLL_UND_HABEN_(ROMAN);['Soll und Haben'];Freytag;Gustav;Q2298931;57;Soll und Haben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Freytag_Gustav_Soll_und_Haben.xml;1855;([], ['novel']);textgrid
STERBEN;['Sterben'];Schnitzler;Arthur;noWikiID;4;Sterben;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Schnitzler_Arthur_Sterben.xml;1894;novella;textgrid
STINE_(FONTANE);['Stine'];Fontane;Theodor;Q1691464;1;Stine;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Stine.xml;1890;([], ['novel']);textgrid
STOPFKUCHEN;['Stopfkuchen', 'Da Stopfkuchen', 'Im Stopfkuchen'];Raabe;Wilhelm;Q1495045;27;Stopfkuchen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Raabe_Wilhelm_Stopfkuchen.xml;1890;narration;textgrid
STUFENJAHRE_EINES_GLUECKLICHEN;['Stufenjahre eines GlÃ¼cklichen'];François;Louise von;noWikiID;2;Stufenjahre eines GlÃ¼cklichen;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FranÃ§ois_Louise_von_Stufenjahre_eines_GlÃ¼cklichen.xml;1877;novel;textgrid
STURMFLUT;['Sturmflut'];Spielhagen;Friedrich;noWikiID;2;;../../spielhag/sturmflt/sturmflt.html;1877;novel;Gutenberg-DE
TAGEBUCH_EINER_VERLORENEN;['Tagebuch einer Verlorenen', 'Tagebuch einer anderen Verlorenen'];Böhme;Margarete;Q7675198;2;Tagebuch einer  Verlorenen;../../boehme/verloren/verloren.html;1905;([], ['novel']);Gutenberg-DE
TAGEBUCH_EINES_ARMEN_FRAEULEINS;['Tagebuch eines armen FrÃ¤uleins'];Nathusius;Marie von;noWikiID;1;Tagebuch eines armen  FrÃ¤uleins;../../nathusiu/tagebuch/tagebuch.html;1854;;Gutenberg-DE
TAMBI;['Tambi'];Saar;Ferdinand von;noWikiID;1;Tambi;../../saar/tambi/tambi.html;1882;;Gutenberg-DE
TITAN_(JEAN_PAUL);['Titan'];Paul;Jean;Q492384;13;Titan;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jean_Paul_Titan.xml;1800;(['novel'], ['novel']);textgrid
TOD_IN_VENEDIG;['Tod in Venedig'];Mann;Thomas;Q828296;5;;12108;1912;novella;Gutenberg-US
TONIO_KROEGER;['Tonio KrÃ¶ger'];Mann;Thomas;Q692988;4;;23313;1903;(['autobiographical novel'], ['novella']);Gutenberg-US
TOTENMESSE;['Totenmesse'];Przybyszewski;Stanislaw;noWikiID;1;Totenmesse;../../przybysz/totmesse/totmesse.html;1893;;Gutenberg-DE
TRAGIK_DES_LEBENS;['Tragik des Lebens'];Saar;Ferdinand von;noWikiID;1;Tragik des Lebens;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Saar_Ferdinand_von_Tragik_des_Lebens.xml;1906;collection of novellas;textgrid
TUBUTSCH;['Tubutsch'];Ehrenstein;Albert;Q23793189;4;;../../ehrensta/tubutsch/chap001.html;1911;(['prose'], ['narration']);Gutenberg-DE
ULI_DER_KNECHT;['Uli der Knecht'];Gotthelf;Jeremias;noWikiID;6;Wie Uli der Knecht glÃ¼cklich wird;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gotthelf_Jeremias_Wie_Uli_der_Knecht_glÃ¼cklich_wird.xml;1841;novel;textgrid
ULI_DER_PAECHTER;['Uli der PÃ¤chter'];Gotthelf;Jeremias;noWikiID;4;Uli der PÃ¤chter;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gotthelf_Jeremias_Uli_der_PÃ¤chter.xml;1849;novel;textgrid
UNDINE;['Undine'];Fouqué;Friedrich de la Motte;noWikiID;13;Undine;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/FouquÃ©_Friedrich_de_la_Motte_Undine.xml;1814;narration;textgrid
UNRUHIGE_GAESTE;['Unruhige GÃ¤ste'];Raabe;Wilhelm;Q2496722;1;;../../raabe/ungaeste/ungaeste.html;1885;novel;Gutenberg-DE
UNSUEHNBAR;['UnsÃ¼hnbar'];Ebner-Eschenbach;Marie von;noWikiID;1;UnsÃ¼hnbar;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ebner_Eschenbach_Marie_von_UnsÃ¼hnbar.xml;1890;novel;textgrid
UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN;['Unterhaltungen deutscher Ausgewanderter', 'Goethes Unterhaltungen deutscher Ausgewanderten', 'Unterhaltungen deutscher Ausgewanderten'];Goethe;Johann Wolfgang von;Q1680528;6;Unterhaltungen deutscher Ausgewanderten;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Unterhaltungen_deutscher_Ausgewanderten.xml;1795;([], ['short story collection', 'prose']);textgrid
UNTERHALTUNGEN_MIT_EINER_HEILIGEN;['Unterhaltungen mit einer Heiligen'];Mundt;Theodor;noWikiID;2;Madonna. Unterhaltungen mit einer Heiligen;http://www.zeno.org/Literatur/M/Mundt,+Theodor/Roman/Madonna.+Unterhaltungen+mit+einer+Heiligen;1835;;zeno
UNTERM_BIRNBAUM;['Unterm Birnbaum'];Fontane;Theodor;Q938689;4;Unterm Birnbaum;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Unterm_Birnbaum.xml;1885;([], ['novella', 'novel']);textgrid
UNTERM_RAD;['Unterm Rad'];Hesse;Hermann;Q1325403;3;;49908;1906;(['novel'], ['novel']);Gutenberg-US
UNWAHRSCHEINLICHE_WAHRHAFTIGKEITEN;['Unwahrscheinliche Wahrhaftigkeiten'];Kleist;Heinrich von;noWikiID;1;;http://www.zeno.org/Literatur/M/Kleist,+Heinrich+von/Erz%C3%A4hlprosa/%5BAnekdoten+und+Kurzgeschichten%5D/Unwahrscheinliche+Wahrhaftigkeiten;1811;;zeno
UNWIEDERBRINGLICH;['Unwiederbringlich'];Fontane;Theodor;Q2499503;3;Unwiederbringlich. Roman;http://www.zeno.org/Literatur/M/Fontane,+Theodor/Romane/Unwiederbringlich;1914;([], ['novel']);zeno
USONG;['Usong'];Haller;Albrecht;noWikiID;4;Usong;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Haller_Albrecht_von_Usong.xml;1771;;textgrid
VENUS_IM_PELZ;['Venus im Pelz'];Sacher-Masoch;Leopold von;Q677592;2;;56156;1869;(['erotica'], ['novella', 'novel']);Gutenberg-US
VEREINIGUNGEN;['Vereinigungen'];Musil;Robert;noWikiID;2;;../../musil/vereinig/vereinig.html;1911;;Gutenberg-DE
VERWORRENES_LEBEN;['Verworrenes Leben'];Raabe;Wilhelm;noWikiID;1;Verworrenes Leben;../../raabe/verworre/verworre.html;1862;collection of novellas;Gutenberg-DE
VIEL_LAERMEN_UM_NICHTS;['Viel LÃ¤rmen um Nichts'];Eichendorff;Joseph von;noWikiID;2;Viel LÃ¤rmen um Nichts;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Eichendorff_Joseph_von_Viel_LÃ¤rmen_um_Nichts.xml;1832;;textgrid
VIOLA_TRICOLOR_(STORM);['In Viola tricolor', 'Viola Tricolor'];Storm;Theodor;Q2527399;5;Viola tricolor;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Viola_tricolor.xml;1874;novella;textgrid
VITTORIA_ACCOROMBONA;['Vittoria Accorombona'];Tieck;Ludwig;Q1403207;9;;../../tieck/accoromb/accoromb.html;1840;(['developmental novel', 'historical fiction'], ['novel']);Gutenberg-DE
VON_PAUL_ZU_PEDRO;['Von Paul zu Pedro'];Reventlow;Franziska;noWikiID;3;Von Paul zu Pedro;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Reventlow_Franziska_GrÃ¤fin_zu_Von_Paul_zu_Pedro.xml;1912;;textgrid
VOR_DEM_STURM_(ROMAN);['Vor dem Sturm'];Fontane;Theodor;Q1273542;22;Vor dem Sturm;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Fontane_Theodor_Vor_dem_Sturm.xml;1878;([], ['novel']);textgrid
WALDEINSAMKEIT;['Waldeinsamkeit'];Tieck;Ludwig;noWikiID;2;Waldeinsamkeit;../../tieck/waldeins/waldeins.html;1841;narration;Gutenberg-DE
WALDHEIMAT;['Waldheimat'];Rosegger;Peter;Q41547677;3;Waldheimat.;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Rosegger_Peter_Waldheimat.xml;1877;narration;textgrid
WALLY,_DIE_ZWEIFLERIN;['Wally, die Zweiflerin', 'Wally'];Gutzkow;Karl;noWikiID;24;Wally, die Zweiflerin;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Gutzkow_Karl_Wally_die_Zweiflerin.xml;1835;;textgrid
WAS_DIE_ISAR_RAUSCHT;['Was die Isar rauscht'];Conrad;Michael Georg;noWikiID;7;Was die Isar rauscht;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Conrad_Michael_Georg_Was_die_Isar_rauscht.xml;1887;;textgrid
WEISSE_SCLAVEN_ODER_DIE_LEIDEN_DES_VOLKES;['Weisse Sclaven oder die Leiden des Volkes', 'WeiÃŸe Sclaven oder Die Leiden des Volkes'];Willkomm;Ernst;noWikiID;2;Weisse Sclaven oder die Leiden des Volkes;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Willkomm_Ernst_Adolf_Weisse_Sclaven_oder_die_Leiden_des_Volkes.xml;1845;;textgrid
WIE_FRAUEN_WERDEN._WERDE,_DIE_DU_BIST;['Wie Frauen werden. Werde, die Du bist'];Dohm;Hedwig;noWikiID;1;;../../dohm/wiedu/wiedu.html;1894;;Gutenberg-DE
WIE_FUENF_MAEDCHEN_IM_BRANNTWEIN_JAEMMERLICH_UMKOMMEN;['Wie fÃ¼nf MÃ¤dchen im Branntwein jÃ¤mmerlich umkommen'];Gotthelf;Jeremias;Q1751009;1;Wie fÃ¼nf  MÃ¤dchen im Branntwein jÃ¤mmerlich umkommen;../../gotthelf/branntwe/branntwe.html;1838;narration;Gutenberg-DE
WIE_WUNDERBAR;['Wie wunderbar'];Altenberg;Peter;noWikiID;2;;http://www.zeno.org/Literatur/M/Altenberg,+Peter/Prosa/Wie+ich+es+sehe/Wie+wunderbar;1914;;zeno
WIENER_BLUT;['Wiener Blut'];Schloegl;Friedrich;noWikiID;1;;../../schloegl/wienblut/wienblut.html;1873;narratives;Gutenberg-DE
WILHELM_MEISTERS_LEHRJAHRE;"['Wilhelm Meisters Lehrjahre', 'Wilhelm Meister', 'Lehrjahren', 'Lehrjahre', 'Wilhelm Meisters Lehrjahren', 'Lehrjahren der MÃ¤nnlichkeit', 'Wilhelm Meisters', ""Wilhelm Meisters Lehrjahre'""]";Goethe;Johann Wolfgang von;Q1194031;109;Wilhelm Meisters Lehrjahre;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Wilhelm_Meisters_Lehrjahre.xml;1794;(['developmental novel', 'Bildungsroman'], ['novel']);textgrid
WILHELM_MEISTERS_THEATRALISCHE_SENDUNG;['Wilhelm Meisters theatralische Sendung', 'Wilhelm Meister'];Goethe;Johann Wolfgang von;Q2574172;11;Wilhelm Meisters  theatralische Sendung. (Urmeister);../../goethe/meisthea/meisthea.html;1777;(['novel'], ['novel']);Gutenberg-DE
WILHELM_MEISTERS_WANDERJAHRE;['Wilhelm Meisters Wanderjahre', 'Wanderjahren', 'Wilhelm Meisters Wanderjahren'];Goethe;Johann Wolfgang von;Q478344;23;Wilhelm Meisters Wanderjahre;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Goethe_Johann_Wolfgang_Wilhelm_Meisters_Wanderjahre.xml;1821;([], ['novel']);textgrid
WILLIAM_LOVELL;['Die Geschichte des Herrn William Lovell', 'William Lovell', 'Geschichte des Herrn William Lovell'];Tieck;Ludwig;Q2579763;8;Geschichte des Herrn William Lovell;;1795;(['epistolary novel'], ['novel']);DTA
WOLDEMAR;['Woldemar'];Jacobi;Friedrich;noWikiID;1;Woldemar;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Jacobi_Friedrich_Heinrich_Woldemar.xml;1779;;textgrid
ZERBIN_ODER_DIE_NEUERE_PHILOSOPHIE;['Zerbin oder die neuere Philosophie'];Lenz;Jakob Michael Reinhold;noWikiID;6;Zerbin oder die neuere  Philosophie;../../lenz/zerbin/zerbin.html;1775;;Gutenberg-DE
ZUERICHER_NOVELLEN;['ZÃ¼richer Novellen'];Keller;Gottfried;Q248678;4;ZÃ¼richer  Novellen;../../keller/zuercher/zuercher.html;1877;collection of novellas;Gutenberg-DE
ZUM_WILDEN_MANN;['Zum wilden Mann'];Raabe;Wilhelm;Q229600;6;Zum wilden Mann;../../raabe/wildmann/wildmann.html;1874;narration;Gutenberg-DE
ZUM_ZEITVERTREIB;['Zum Zeitvertreib'];Spielhagen;Friedrich;noWikiID;1;Zum Zeitvertreib;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Spielhagen_Friedrich_Zum_Zeitvertreib.xml;1897;novel;textgrid
ZUR_CHRONIK_VON_GRIESHUUS;['Zur Chronik von Grieshuus'];Storm;Theodor;noWikiID;6;Zur Chronik von Grieshuus;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Zur_Chronik_von_Grieshuus.xml;1883;;textgrid
ZUR_WALD-_UND_WASSERFREUDE;['Zur Wald- und Wasserfreude'];Storm;Theodor;noWikiID;1;Zur Â»Wald- und WasserfreudeÂ«;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Storm_Theodor_Zur_Wald__und_Wasserfreude.xml;1880;;textgrid
ZWEI_SCHWESTERN;['Zwei Schwestern'];Stifter;Adalbert;noWikiID;1;Zwei Schwestern;../../stifter/schweste/schweste.html;1845;narration;Gutenberg-DE
ZWISCHEN_HIMMEL_UND_ERDE_(ERZAEHLUNG_1856);['Zwischen Himmel und Erde'];Ludwig;Otto;Q64733588;6;Zwischen Himmel und Erde;C:/Users/Brottrager/Documents/Diss/corpora/20240714/GER/0_scraping/textgrid//20240821_individual_texts/Ludwig_Otto_Zwischen_Himmel_und_Erde.xml;1856;narration;textgrid
