,ABU_TELFAN_Q335418,AHNUNG_UND_GEGENWART_Q402329,AMANDA_UND_EDUARD_noWikiID,ANGELA_BORGIA_noWikiID,ANNA_noWikiID,ANTON_REISER_Q593385,AQUIS_SUBMERSUS_Q623355,ASIATISCHE_BANISE_noWikiID,AUF_DEM_STAATSHOF_noWikiID,AUS_DEM_LEBEN_EINER_FRAU_Q101323690,AUS_DEM_LEBEN_EINES_TAUGENICHTS_Q777658,AUS_MEINEM_LEBEN._DICHTUNG_UND_WAHRHEIT_Q569377,BEATRICE_noWikiID,BELPHEGOR_noWikiID,BLUMEN_noWikiID,BUDDENBROOKS_Q326909,BUNTE_STEINE_Q1009887,DAS_AMULETT_Q1167148,DAS_LEIDEN_EINES_KNABEN_Q1169610,DAS_MARMORBILD_Q1169722,DAS_NUSS-KERNEN_noWikiID,DAS_ODFELD_Q1169997,DAS_URTEIL_(KAFKA)_Q278998,DAS_VERLORENE_LACHEN_Q1171678,DER_AUFRUHR_IN_DEN_CEVENNEN_Q1192283,DER_BLONDE_ECKBERT_Q1198407,DER_GEISTERSEHER_Q1193812,DER_GOLDNE_SPIEGEL_noWikiID,DER_HEILIGE_Q1194176,DER_HUNGERPASTOR_Q1194487,DER_NACHSOMMER_Q167320,DER_RUNENBERG_Q1196568,DER_SANDMANN_(HOFFMANN)_Q798227,DER_SCHIMMELREITER_Q895730,DER_SCHUSS_VON_DER_KANZEL_Q1196769,DER_STECHLIN_(ROMAN)_Q1197130,DER_TOD_GEORGS_noWikiID,DER_UNTERTAN_Q476349,DER_WINTERGARTEN_noWikiID,DICHTER_UND_IHRE_GESELLEN_Q1209499,DIE_ABDERITEN_Q1210777,DIE_AKTEN_DES_VOGELSANGS_Q1210969,DIE_CHRONIK_DER_SPERLINGSGASSE_Q1211874,DIE_ELIXIERE_DES_TEUFELS_Q600849,DIE_EPIGONEN_noWikiID,DIE_INNERSTE_Q1213605,DIE_JUDENBUCHE_Q1213685,DIE_LEHRLINGE_ZU_SAIS_Q1214361,DIE_LEIDEN_DES_JUNGEN_WERTHERS_Q151883,DIE_LEUTE_VON_SELDWYLA_Q936322,DIE_NIHILISTEN_noWikiID,DIE_RICHTERIN_(NOVELLE)_Q1215781,DIE_RITTER_VOM_GEISTE_noWikiID,DIE_SCHWARZE_GALEERE_noWikiID,DIE_SCHWARZE_SPINNE_(NOVELLE)_Q502598,DIE_VERSUCHUNG_DES_PESCARA_Q1217221,DIE_WAHLVERWANDTSCHAFTEN_Q951198,EFFI_BRIEST_Q1296168,EIN_BRIEF_(HOFMANNSTHAL)_Q1304342,EIN_KAMPF_UM_ROM_Q636812,EKKEHARD_noWikiID,ELISA_ODER_DAS_WEIB_WIE_ES_SEYN_SOLLTE_noWikiID,FLORENTIN_noWikiID,FRANZ_STERNBALDS_WANDERUNGEN_Q1449176,FRAU_BEATE_UND_IHR_SOHN_Q1451452,FRAU_JENNY_TREIBEL_Q351933,GABRIELE_noWikiID,GESCHICHTE_DES_AGATHON_Q1517277,GODWI_Q1533941,GRETE_MINDE_noWikiID,HANS_UND_HEINZ_KIRCH_Q1489200,HASTENBECK_noWikiID,HEINRICH_VON_OFTERDINGEN_Q58178849,HESPERUS_ODER_45_HUNDPOSTTAGE_Q1527881,IMMENSEE_noWikiID,JENNY_noWikiID,KREISLERIANA_noWikiID,LEBENS-ANSICHTEN_DES_KATERS_MURR_Q1314475,LEUTNANT_GUSTL_Q1821658,LICHTENSTEIN_noWikiID,LUCINDE_Q1873464,LYDIA_noWikiID,MALER_NOLTEN_Q1752673,MARIA_noWikiID,MARION_noWikiID,MARTIN_SALANDER_Q1904882,MEISTER_FLOH_Q837936,MEISTER_TIMPE_noWikiID,MICHAEL_KOHLHAAS_Q279676,NACHTWACHEN_Q1962904,NINON_noWikiID,PAPA_HAMLET_Q2050484,PRINZESSIN_BRAMBILLA_Q570890,QUITT_(FONTANE)_Q1589389,REITERGESCHICHTE_Q2142105,RENATE_noWikiID,SCHACH_VON_WUTHENOW_Q2229265,SCHELMUFFSKY_Q107356648,SIEBEN_LEGENDEN_Q1652394,SOLL_UND_HABEN_(ROMAN)_Q2298931,STOPFKUCHEN_Q1495045,TITAN_(JEAN_PAUL)_Q492384,UNDINE_noWikiID,UNTERHALTUNGEN_DEUTSCHER_AUSGEWANDERTEN_Q1680528,VITTORIA_ACCOROMBONA_Q1403207,VOR_DEM_STURM_(ROMAN)_Q1273542,"WALLY,_DIE_ZWEIFLERIN_noWikiID",WAS_DIE_ISAR_RAUSCHT_noWikiID,WILHELM_MEISTERS_LEHRJAHRE_Q1194031,WILHELM_MEISTERS_THEATRALISCHE_SENDUNG_Q2574172,WILHELM_MEISTERS_WANDERJAHRE_Q478344,WILLIAM_LOVELL_Q2579763,WOLDEMAR_noWikiID,ZUM_WILDEN_MANN_Q229600,ZUR_CHRONIK_VON_GRIESHUUS_noWikiID
DER_RUNENBERG_Q1196568,0.29205045999999996,0.22148480000000004,0.02127099999999993,0.20135044999999996,0.18042961999999996,0.13193135,0.33845481,0.5166822,0.27646032000000004,0.042202839999999964,0.24109351,0.01603980000000005,0.008812299999999995,0.32755715999999996,0.10547803999999994,0.21354237000000004,0.19872059999999991,0.35764874999999996,0.21979707000000004,0.15021505000000002,0.45734777,0.38262778999999997,0.36544603,0.21229314999999993,0.40287225000000004,0.09380789999999994,0.18917375999999997,0.38658845000000003,0.25677448,0.18639757,0.07767689999999994,0.0,0.04214770000000001,0.12317955000000003,0.28093176,0.08005353000000004,0.16636622999999995,0.42970840000000005,0.32627629999999996,0.22163856999999998,0.39077052,0.27837248000000003,0.19830906000000004,0.20455955999999997,0.18559687999999996,0.36388744,0.38349236,0.0742431899999999,0.06130796999999999,0.021367899999999995,0.14936249999999995,0.22075464999999994,0.09919785000000003,0.355264,0.5125711399999999,0.22065654,0.14228020000000008,0.14545609999999998,0.14913480999999995,0.27297170000000004,0.22909123999999992,0.07529809999999992,0.15966054000000007,0.11156922999999996,0.25842123000000006,0.361563,0.010259740000000073,0.08351330000000001,0.1397538599999999,0.2775413,0.28461804,0.5050462,0.09912480000000001,0.24649423999999998,0.16834198999999994,0.14619612999999998,0.25085064999999995,0.28683159999999996,0.45972723000000004,0.26046413999999996,0.05989653000000006,0.03876273000000008,0.11454180000000003,0.16850939999999992,0.26706553000000005,0.29388566,0.18352860000000004,0.1703794700000001,0.5313855,0.33110456,0.19916904000000002,0.3321900300000001,0.21604639999999997,0.31766134999999995,0.56048376,0.06752899000000001,0.12075910000000001,0.6170906300000001,0.015025200000000072,0.0031540999999999375,0.13048632,0.18213953000000005,0.17271115000000004,0.14695309999999995,0.3023397499999999,0.12707783000000006,0.12049845999999997,0.26980656000000003,0.06716385000000002,0.21695960000000003,0.02718425000000002,0.1899845400000001,0.15967130000000007,0.34969461,0.43165303
DER_SANDMANN_(HOFFMANN)_Q798227,0.10435840000000007,0.12030240000000003,0.02375316000000005,0.05789305,0.17401893999999996,0.04763925999999996,0.2708186,0.32298398,0.20003329999999997,0.08429054999999996,0.20619592999999992,0.04043770000000002,0.02750094999999997,0.28723201000000004,0.08009365999999996,0.009984370000000076,0.18376207,0.11877680000000002,0.05302965000000004,0.15556636999999995,0.19423521,0.21295895999999992,0.09011194,0.28458724999999996,0.09943556999999992,0.006469199999999953,0.06434530000000005,0.226124,0.17377369999999992,0.03299950000000007,0.11207557000000001,0.04214770000000001,0.0,0.06845776999999997,0.0167948,0.0048685099999999926,0.20828616,0.007789190000000001,0.03144906999999997,0.07596026,0.18277175,0.09695465999999997,0.008641699999999974,0.08701807000000006,0.01040631000000003,0.19916984999999998,0.028356550000000036,0.21449704000000003,0.14438803,0.03588765000000005,0.027959880000000048,0.0783971,0.05805362000000003,0.13558753,0.30855596,0.06134081000000002,0.0020082000000000155,0.030391950000000056,0.21326323000000003,0.0566276,0.08972560000000007,0.05367524999999995,0.04639434000000009,0.004769899999999994,0.003109200000000034,0.11136394999999999,0.06358365999999993,0.026027299999999975,0.0025392000000000747,0.1485089599999999,0.12006059999999996,0.25806403,0.060770800000000014,0.03818642999999999,0.13374785,0.14958227000000002,0.06897280000000006,0.07117539000000006,0.21864739999999994,0.110618,0.025593160000000004,0.08162147000000008,0.06898486000000004,0.12863839999999993,0.27155467,0.11282400000000004,0.017938340000000053,0.01170199999999999,0.2699589,0.1829360000000001,0.08008546999999999,0.05668855000000006,0.030108870000000065,0.04694860000000001,0.3307797,0.12161535000000001,0.030313310000000038,0.53126642,0.036138900000000085,0.10065866000000001,0.10405602999999997,0.05579354000000003,0.020710530000000005,0.037815399999999944,0.02027226999999998,0.0065853599999999846,0.007036299999999995,0.06883013000000004,0.053655139999999935,0.0343021,0.05496187000000008,0.012530079999999999,0.038596930000000085,0.08356129999999995,0.32375651999999994
DER_SCHIMMELREITER_Q895730,0.02821220000000002,0.10009939000000001,0.19336026000000006,0.17960769,0.41200972,0.00763862999999998,0.09274704999999994,0.23918355000000002,0.04633675000000004,0.02681689999999992,0.04044846000000002,0.019665849999999985,0.08977789999999997,0.21357835999999997,0.008437399999999928,0.026669349999999925,0.014041560000000008,0.17529963999999998,0.041325050000000085,0.03313489999999997,0.09490500000000002,0.03212459999999995,0.2082681999999999,0.2722193300000001,0.12094163000000002,0.08520490000000003,0.12509059999999994,0.1665976,0.04038785,0.008016550000000011,0.07401139999999995,0.12317955000000003,0.06845776999999997,0.0,0.047574879999999986,0.09206344,0.09325139999999998,0.09141346000000006,0.14207355999999993,0.11108945999999997,0.19190165999999997,0.08619029999999994,0.015010650000000014,0.09515172000000005,0.10979934999999996,0.0477533,0.10693755000000005,0.4140777,0.026528899999999966,0.010244429999999971,0.06263485000000002,0.1106562000000001,0.020907160000000036,0.0030065500000000522,0.06102001000000001,0.08833449999999998,0.0810147,0.10696810000000001,0.46558780000000005,0.11839728999999999,0.06194756000000001,0.17672096999999998,0.05114980000000002,0.008756340000000029,0.07306036999999999,0.17965450000000005,0.07178509,0.23415090000000005,0.04800760999999998,0.044161950000000005,0.23096919000000005,0.056724100000000055,0.23099040000000004,0.1090546,0.0757057000000001,0.006246390000000046,0.16200254000000003,0.1361599,0.00040069999999992056,0.27495123999999993,0.2205552,0.10790891000000002,0.02611723999999993,0.12997965,0.12242849999999994,0.02916580999999996,0.05739700000000003,0.10007619999999995,0.07031639999999995,0.12166763999999997,0.05307101999999997,0.057483370000000034,0.06753900000000002,0.05883357,0.08647811000000005,0.14437325999999995,0.05685878,0.32563666999999996,0.03816114999999998,0.04082079999999999,0.03365280000000004,0.03889056000000002,0.014918960000000037,0.18148315000000004,0.06574463999999991,0.02939494999999992,0.32715103,0.03931225000000005,0.1246020000000001,0.004300560000000009,0.020426899999999915,0.00696772999999995,0.048955199999999977,0.08512654999999991,0.003835939999999982
DER_SCHUSS_VON_DER_KANZEL_Q1196769,0.06681460000000006,0.019992230000000055,0.22935583999999998,0.08762920000000007,0.17724830000000003,0.08637910000000004,0.27623315000000004,0.36911824000000004,0.2742821000000001,0.13319590000000003,0.19601179999999996,0.06299102999999995,0.09410256000000006,0.39343625000000004,0.3448079300000001,0.05894661000000001,0.12069020000000008,0.030262169999999977,0.08629850000000006,0.13317429999999997,0.4035428499999999,0.13771954000000008,0.3488795,0.31132435,0.09417445999999996,0.16898119999999994,0.13027525000000006,0.32035941,0.11389669999999996,0.013970029999999967,0.09318689999999996,0.28093176,0.0167948,0.047574879999999986,0.0,0.042736140000000034,0.25931249999999995,0.03274155000000001,0.06526910999999991,0.07160425000000004,0.32286834,0.19547760000000003,0.08630090000000001,0.000138400000000094,0.017594569999999976,0.16192669999999998,0.0490815,0.39323186999999993,0.031606360000000056,0.019352539999999974,0.14775323000000007,0.20371659999999991,0.004895349999999965,0.20456039999999998,0.42411666000000003,0.062404430000000066,0.24855497000000004,0.0032927999999999846,0.3490238,0.03317630999999999,0.11324210000000001,0.37070649999999994,0.033671080000000075,0.030156150000000048,0.15243465,0.10853675000000007,0.16777527000000003,0.11992144000000005,0.03984219,0.21866273999999997,0.18779183,0.21069285999999998,0.09471686999999995,0.02048063,0.12328655,0.09344850000000005,0.2176762,0.04734915000000006,0.1344535,0.06751849999999993,0.15171098000000005,0.047635360000000015,0.15157734,0.2637246,0.10595314,0.15022513999999998,0.12347112999999998,0.06801715999999991,0.17390680000000003,0.21548275000000006,0.23137733000000005,0.01596945000000005,0.15738839999999998,0.14568100000000006,0.23403397000000004,0.04658109999999993,0.052157699999999974,0.5978524700000001,0.11802374000000004,0.12728855000000006,0.03099483000000003,0.02990544000000006,0.06552219000000004,0.28225874000000006,0.08528799999999992,0.021462699999999946,0.16367620000000005,0.033394440000000025,0.038043099999999996,0.09863705999999994,0.025283139999999982,0.20186251,0.18933587000000007,0.1717453,0.26866954
DER_STECHLIN_(ROMAN)_Q1197130,0.06298965999999995,0.01230966,0.06313940000000007,0.22314520000000004,0.46986304,0.10917973999999997,0.20261470000000004,0.2805089,0.0499001,0.023892500000000094,0.04865706999999997,0.08025424000000003,0.006336839999999899,0.20135760000000003,0.04471486999999996,0.05402649999999998,0.12344717000000005,0.21102679999999996,0.06053766999999999,0.04771406,0.10187764999999993,0.005328800000000022,0.01711264999999995,0.1827563000000001,0.08558321000000002,0.058285770000000015,0.031570140000000024,0.01149325000000001,0.20613287000000002,0.00377143000000002,0.04202317999999994,0.08005353000000004,0.0048685099999999926,0.09206344,0.042736140000000034,0.0,0.23534264000000005,0.25465172999999997,0.15785154999999995,0.04005564000000006,0.006819560000000058,0.03700340000000002,0.06459555000000006,0.12105109999999997,0.24644142000000002,0.04741972999999999,0.09274689999999997,0.23953950000000002,0.033995959999999936,0.032807750000000024,0.05149072999999993,0.3496647,0.024012959999999972,0.15483500000000006,0.21264070000000002,0.15189165999999998,0.015314139999999976,0.11620845999999996,0.36900624,0.04628949999999998,0.056127559999999965,0.03746269999999996,0.1982773,0.004565900000000012,0.10486426999999998,0.05323560000000005,0.16178335,0.07368209999999997,0.08841054000000004,0.12827993999999998,0.08401999999999998,0.07519276999999991,0.17728354000000002,0.12451290000000004,0.0981724599999999,0.13293500000000003,0.039517899999999995,0.19539489999999993,0.07989100000000005,0.22499508000000001,0.0069382000000000055,0.20103365000000006,0.08393326000000001,0.04655595000000001,0.0022949399999999676,0.015043970000000018,0.05369285999999995,0.0322209,0.10069969999999995,0.03612179999999998,0.15220325999999995,0.006871260000000046,0.02438869999999993,0.15974115,0.2350354,0.06231226999999995,0.11114813999999995,0.33594304,0.09650734000000005,0.03855154999999999,0.01426464999999999,0.07064746,0.00833223999999999,0.03388047000000005,0.05468362999999998,0.03357725999999994,0.10745686999999993,0.14527277000000005,0.05230795999999993,0.05199480000000001,0.024398699999999995,0.04239219999999999,0.05201460000000002,0.08296080000000006,0.25427507000000005
DER_TOD_GEORGS_noWikiID,0.23271979999999992,0.08035896000000009,0.21594839999999993,0.27588827000000005,0.24986360000000007,0.13786276000000008,0.3590124800000001,0.5003597,0.19260347,0.13371506,0.24417206999999996,0.09196165,0.23377475999999997,0.40804228,0.2536857,0.24347996000000005,0.07063095999999991,0.3368754500000001,0.33381039,0.10036776000000003,0.57995118,0.33967354000000005,0.4161727,0.19846175,0.15531235999999993,0.23657674000000006,0.29454159,0.3463425,0.32801577000000004,0.15055994000000006,0.09621449999999998,0.16636622999999995,0.20828616,0.09325139999999998,0.25931249999999995,0.23534264000000005,0.0,0.14391023000000003,0.12302784,0.1470184,0.39871390000000007,0.37043916,0.27073174999999994,0.06358242000000003,0.06223370000000006,0.29263434,0.0781811,0.36912577999999996,0.22088348999999996,0.028125550000000055,0.22765504999999997,0.33022946,0.16115248000000004,0.32433880000000004,0.16104847,0.33710509999999994,0.21662834000000009,0.17895109999999992,0.5139907,0.08719294,0.16697050000000002,0.36353585,0.06795744999999997,0.12343880000000007,0.18081495000000003,0.40206913999999994,0.060627520000000046,0.28852996,0.11033813000000003,0.22239299999999995,0.13726323000000007,0.41186899,0.12483450000000007,0.12432200000000004,0.14468079999999994,0.0697605,0.28508125000000006,0.11452245999999999,0.41898958000000003,0.03706615999999996,0.18066495999999999,0.06441927000000003,0.21842785999999992,0.3304682,0.19561000000000006,0.18479281000000003,0.21139366000000004,0.10126225999999994,0.32347744999999994,0.34753416000000004,0.2112383,0.24872673999999995,0.30768590000000007,0.21077015,0.33328079999999993,0.1049329,0.23545753000000003,0.6536831599999999,0.08176859999999997,0.08372080000000004,0.3004711000000001,0.11063246999999998,0.1312527,0.28754400999999996,0.22809566000000003,0.15251027000000006,0.2876573,0.2602589099999999,0.1655584,0.19321402999999993,0.15667295000000003,0.28675865999999994,0.21434323999999993,0.33208883,0.28624995
DER_UNTERTAN_Q476349,0.04730750000000006,0.08002314999999993,0.22893419999999998,0.050234259999999975,0.37209762,0.056766800000000006,0.2222946,0.35954705,0.1433413,0.06262045000000005,0.17603590000000002,0.1925089499999999,0.03555507000000002,0.23793504,0.29418878,0.11134635000000004,0.07978226,0.010032900000000011,0.07222109999999993,0.30379415,0.42273564,0.01570593000000009,0.22269542999999992,0.12056144999999996,0.16117759999999992,0.26659960000000005,0.05877836000000003,0.09412973000000002,0.07509359999999998,0.09528519999999996,0.0547320899999999,0.42970840000000005,0.007789190000000001,0.09141346000000006,0.03274155000000001,0.25465172999999997,0.14391023000000003,0.0,0.17681860000000005,0.1176102,0.06439819999999996,0.013407699999999911,0.10577269999999994,0.09411827000000006,0.03635310000000003,0.02726430000000002,0.13595329999999994,0.25563447,0.08254147,0.2051957000000001,0.0017690000000000206,0.24418295,0.11702690000000004,0.16040551999999997,0.27489333000000005,0.039996269999999945,0.11100306000000004,0.11552836,0.27767248,0.09489864000000003,0.06930340000000001,0.1962552999999999,0.012955999999999968,0.09655946000000004,0.0067783700000000335,0.08178019999999997,0.08838564999999998,0.12300138999999999,0.05191000000000001,0.16784390000000005,0.1052016,0.15315270000000003,0.05814620000000004,0.11132894000000004,0.051487300000000014,0.12498996000000007,0.18333769999999994,0.058432640000000036,0.17601519999999993,0.02771614,0.1873164799999999,0.1269906300000001,0.013791679999999973,0.10667840000000006,0.052394300000000005,0.07985086000000008,0.10903925999999997,0.19301066,0.18125000000000002,0.13027659999999996,0.09923351000000002,0.10816060000000005,0.1962178000000001,0.042532960000000064,0.24620849,0.02604342000000004,0.15406134999999999,0.47469633000000006,0.010682169999999935,0.30698605,0.15620246000000004,0.15991377000000007,0.26473649999999993,0.14625353000000008,0.13973707000000002,0.23017034999999997,0.16556813999999997,0.04340486999999993,0.1724483,0.018531799999999987,0.09526226000000004,0.18332035999999996,0.12704819999999994,0.04540306000000005,0.2708731000000001
DER_WINTERGARTEN_noWikiID,0.001258199999999987,0.055104799999999954,0.07741189999999998,0.014184540000000023,0.32365728,0.10690951999999998,0.021137899999999932,0.023287590000000025,0.13881109999999997,0.01840010000000003,0.08704909999999999,0.20759565000000002,0.25553154999999994,0.03815639999999998,0.07685630999999993,0.04794005999999995,0.10914989999999991,0.05499344000000006,0.02799653999999996,0.22628179999999998,0.19570624000000003,0.07351809999999992,0.28926432,0.057990940000000046,0.041285530000000015,0.21543265,0.035957100000000075,0.01320695000000005,0.11800959999999994,0.06577966000000002,0.18235679999999999,0.32627629999999996,0.03144906999999997,0.14207355999999993,0.06526910999999991,0.15785154999999995,0.12302784,0.17681860000000005,0.0,0.12814906999999998,0.0508942,0.04821730000000002,0.06572962000000004,0.06195795000000004,0.08239820000000009,0.021446870000000007,0.35401095000000005,0.11917358999999994,0.23666763999999996,0.2802019,0.07722523999999997,0.04958584999999993,0.13034620000000008,0.22295090000000006,0.19808824999999997,0.04904649999999999,0.03424033999999998,0.07519094999999998,0.008470500000000047,0.0006908700000000101,0.08089223999999995,0.04429859000000003,0.02367229999999998,0.07013670000000005,0.13768333,0.0711965,0.06466591,0.25432903000000007,0.006529799999999919,0.12920015000000007,0.10176949999999996,0.12355824000000004,0.12251100000000004,0.020937800000000006,0.02501308000000002,0.18766304,0.12128662999999995,0.05920285999999997,0.18987043999999997,0.03355565999999999,0.10318885,0.08524710000000002,0.051236200000000065,0.14382280000000003,0.031149300000000046,0.01403964000000002,0.02833356999999992,0.06345350000000005,0.12347984000000001,0.0014387999999999623,0.08573920000000002,0.10298384999999999,0.0667473300000001,0.06535970000000002,0.33624904999999994,0.32972209999999996,0.07823535999999998,0.1336982,0.11122399999999999,0.31534699999999993,0.22967149999999992,0.01831033000000004,0.14990296000000003,0.02561802000000002,0.07691000000000003,0.15478589999999992,0.16367774999999996,0.08774325000000005,0.32511237000000004,0.06862236,0.18903013000000002,0.010950200000000021,0.01760315999999995,0.07642079999999996,0.06436509999999995
DICHTER_UND_IHRE_GESELLEN_Q1209499,0.011940399999999962,0.04408509999999999,0.29816537,0.23858649999999992,0.24877270000000007,0.002564860000000002,0.13210012999999998,0.38768693,0.0469200500000001,0.19349969999999994,7.154999999992029e-05,0.02939451000000004,0.016448499999999977,0.32522154999999997,0.12567319999999993,0.07294856999999999,0.04649574000000001,0.15736139999999998,0.1394917,0.024546999999999985,0.3067879,0.05012514999999995,0.42599362,0.26070720000000003,0.11142019999999997,0.1399718000000001,0.1958141,0.32808932999999996,0.14130105000000004,0.019837459999999973,0.004269239999999952,0.22163856999999998,0.07596026,0.11108945999999997,0.07160425000000004,0.04005564000000006,0.1470184,0.1176102,0.12814906999999998,0.0,0.29653315,0.10886723000000009,0.005297639999999992,0.1017184499999999,0.006333799999999945,0.026327360000000022,0.06961629999999996,0.40111922,0.01761075000000001,0.057917600000000014,0.22187120000000005,0.25143176,0.04723769999999994,0.1765063,0.23503470000000004,0.17078140000000008,0.16341499999999998,0.060745240000000034,0.43982920000000003,0.06140459999999992,0.03006450000000005,0.33315819,0.0726135,0.041484100000000024,0.05600320000000003,0.15478485000000008,0.08301996999999994,0.14607584000000007,0.08789945999999993,0.03628803000000003,0.047218299999999935,0.21567851999999998,0.13514530999999996,0.062347739999999985,0.032396239999999965,0.041265009999999935,0.20891934999999995,0.03526830000000003,0.15885550000000004,0.03104492999999997,0.22917772999999997,0.010688609999999987,0.05043526000000009,0.23546073,0.042073009999999966,0.04797870000000004,0.16496345999999995,0.017912700000000004,0.24665760999999997,0.23750022999999998,0.11085586999999997,0.0761927,0.17633980000000005,0.04910612000000003,0.23003255,0.12981025000000002,0.03112400000000004,0.3981090199999999,0.010366039999999965,0.15660356000000009,0.044826359999999954,0.07091236999999995,0.0643899,0.22594238,0.23624730000000005,0.05771132999999995,0.34617346000000004,0.12343340000000003,0.01751860000000005,0.06987379999999999,0.011685009999999996,0.1931024,0.11521201999999997,0.06691100000000005,0.08311866000000001
DIE_ABDERITEN_Q1210777,0.10279059999999995,0.20559680000000002,0.21151178999999998,0.29777174000000006,0.15669879999999992,0.04912104000000006,0.34640715,0.18426955999999994,0.43523695,0.32158071,0.32700307000000006,0.11336749999999995,0.27469319999999997,0.17461934999999995,0.46924667999999997,0.17844565999999995,0.11649067000000002,0.17711876000000004,0.36430991,0.35651883999999995,0.5114623,0.2773744,0.17949573000000008,0.15528359999999997,0.23885221,0.33362812,0.05720320000000001,0.020703140000000064,0.36573708,0.13304525999999994,0.012264310000000056,0.39077052,0.18277175,0.19190165999999997,0.32286834,0.006819560000000058,0.39871390000000007,0.06439819999999996,0.0508942,0.29653315,0.0,0.20279009999999997,0.3474925,0.09423780000000004,0.10070385000000004,0.3194907,0.34179704,0.21729536000000005,0.004487869999999949,0.06125550000000002,0.18183802999999998,0.5410876,0.08182783000000005,0.6179949600000001,0.34579100000000007,0.30746664,0.09669139999999998,0.024146679999999976,0.23356140000000003,0.20079402999999996,0.22882234999999995,0.18983850000000002,0.0036106000000000193,0.08584130000000001,0.30801391999999994,0.11636419999999992,0.1340812400000001,0.12210715999999999,0.025099470000000013,0.55362756,0.44354888000000003,0.43786402,0.08765073999999995,0.10431749999999995,0.26981776999999996,0.08399839999999992,0.14667969999999997,0.056619929999999985,0.2844498999999999,0.14470993,0.0637048,0.06545959999999995,0.15474802,0.08636189999999999,0.26376025000000003,0.15311063999999996,0.23642363,0.08302219999999993,0.21838990000000003,0.11285239999999996,0.10666012999999996,0.21868830000000006,0.23527209999999998,0.19713336000000004,0.48777243,0.15869250000000001,0.12272824999999998,0.29988165999999994,0.25444259999999996,0.043754300000000024,0.06859545,0.12254794999999996,0.32922825,0.12137262999999998,0.11494144000000006,0.0826038,0.11809219999999998,0.1342101400000001,0.15261269999999993,0.026074599999999948,0.018369769999999952,0.18013997000000004,0.1312575399999999,0.31366079999999996,0.54562347
DIE_AKTEN_DES_VOGELSANGS_Q1210969,0.008720399999999962,0.07308559999999997,0.22320800000000007,0.40302479999999996,0.30745416,0.03373300000000001,0.27892930000000005,0.3751342,0.22855903999999994,0.1904148000000001,0.13878616,0.011212760000000044,0.11707830000000008,0.3432989999999999,0.15086356,0.03597790000000001,0.12025385,0.33763365,0.28771143999999993,0.22002330000000003,0.19363861999999998,0.059330459999999974,0.15851325000000005,0.35290414999999997,0.1376845,0.26148074999999993,0.1168209,0.19571976000000002,0.39031206000000007,0.03567425000000002,0.07599829999999996,0.27837248000000003,0.09695465999999997,0.08619029999999994,0.19547760000000003,0.03700340000000002,0.37043916,0.013407699999999911,0.04821730000000002,0.10886723000000009,0.20279009999999997,0.0,0.05038085000000003,0.08315955000000008,0.0811922599999999,0.10725677,0.05663004999999999,0.36368895,0.03395665999999997,0.06739165999999996,0.15268866999999997,0.46884017999999994,0.07739359000000001,0.3687437,0.41290656000000003,0.33385956000000006,0.15350153999999994,0.07377396999999997,0.41908677,0.13234990999999996,0.15450600000000003,0.23219614,0.04829729000000005,0.07383650000000008,0.08855230000000003,0.012178429999999962,0.12319605999999994,0.16276436000000005,0.006208899999999962,0.2535037,0.13843854999999994,0.16311843999999998,0.2768296,0.023379099999999986,0.18644563999999997,0.0782623,0.19688359999999994,0.01451343000000005,0.012934600000000018,0.044326949999999976,0.12312904000000002,0.02473740000000002,0.11934003000000004,0.1572474399999999,0.15238929999999995,0.1199857299999999,0.22972864000000004,0.0783107999999999,0.2959621,0.1177288299999999,0.07504220000000006,0.07431089999999996,0.21287429999999996,0.02156519999999995,0.44733289000000004,0.08895925000000005,0.008035160000000041,0.41664676,0.3184107500000001,0.08926816000000004,0.054296330000000004,0.07157765000000005,0.21684406,0.25028724999999996,0.19111533999999997,0.00043080000000006446,0.24570835000000002,0.02040766999999999,0.09508525000000001,0.07491846999999996,0.06480430000000004,0.09911298000000002,0.07554364000000002,0.03933130000000007,0.38142312
